起始日,出關日,處置類型,代號,名稱,規模,Dn組別,近20日漲幅,大戶(%),買進日,買進時累積(%),最深日,期間最深(%),出關報酬(%),T+1收盤(%),T+2收盤(%),T+3收盤(%),T+4收盤(%),T+5收盤(%),T+6收盤(%),T+7收盤(%),T+8收盤(%),T+9收盤(%),T+10收盤(%),結果,買進日(-5%版),買進時累積(-5%版)(%),出關報酬(-5%版)(%),結果(-5%版),D1累積(%),D2累積(%),D3累積(%),D4累積(%),D5累積(%),D6累積(%),D7累積(%),D8累積(%),D9累積(%),D10累積(%),D1報酬(%),D2報酬(%),D3報酬(%),D4報酬(%),D5報酬(%),D6報酬(%),D7報酬(%),D8報酬(%),D9報酬(%),D10報酬(%),出關後D1(%),出關後D2(%),出關後D3(%),出關後D4(%),出關後D5(%)
2026-04-24,2026-05-11,20分鐘,1711,永光,中,Dn -5%~0%,46.37,-3.95,-,,D3,-0.35,,-3.73,-4.26,-8.88,-9.77,-9.41,-13.14,-14.56,-16.87,-11.72,-9.24,-,-,,,-,-9.91,-9.38,-0.35,1.24,0.00,2.83,7.79,7.79,9.73,1.77,11.98,11.33,1.24,-0.35,0.88,-1.89,-6.40,-6.40,-8.06,-0.87,-5.44,-10.00,-10.88,-10.53,-14.21
2026-04-24,2026-05-11,20分鐘,3363,上詮,大,Dn < -5%,36.99,-6.89,D3,-18.22,D3,-18.22,9.93,14.50,23.49,14.50,21.07,12.89,7.92,4.03,4.30,9.80,14.36,✅ +9.93%,-,,,-,-9.88,-18.88,-18.22,-17.23,-15.59,-8.01,-4.28,-10.54,-10.54,-11.09,-0.24,10.83,9.93,8.62,6.50,-2.27,-6.08,0.49,0.49,1.11,12.33,4.15,10.13,2.69,-1.83
2026-04-24,2026-05-04,5分鐘,3653,健策,大,Dn < -5%,34.43,-0.65,-,,D3,-6.78,,-1.30,-10.99,-19.83,-27.84,-32.03,-25.23,-27.00,-34.26,-37.34,-35.47,-,D2,-6.59,6.15,✅ +6.15%,1.13,-6.59,-6.78,2.54,1.32,,,,,,-1.96,6.15,6.36,-3.31,-2.14,,,,,,-9.21,-18.23,-26.40,-30.67,-23.74
2026-04-24,2026-05-04,5分鐘,4768,晶呈科技,中,Dn < -5%,16.55,-11.47,-,,D2,-5.25,,-0.89,4.37,3.58,2.98,0.80,-2.88,-1.99,-6.46,-8.15,-14.41,-,D2,-5.25,2.87,✅ +2.87%,-2.14,-5.25,-4.28,-3.89,-3.31,,,,,,-0.40,2.87,1.83,1.42,0.80,,,,,,4.79,3.99,3.39,1.20,-2.50
2026-04-24,2026-05-04,5分鐘,5498,凱崴,中,Dn < -5%,41.65,-7.41,-,,D2,-14.38,,3.50,10.49,4.76,4.34,0.70,-3.36,1.26,1.82,4.20,-1.40,-,D1,-7.38,5.45,✅ +5.45%,-7.38,-14.38,-10.75,-6.09,-4.27,,,,,,5.45,14.07,9.43,4.00,2.03,,,,,,4.77,-0.66,-1.06,-4.51,-8.36
2026-04-24,2026-05-04,5分鐘,6415,矽力*-KY,大,Dn < -5%,47.08,2.66,-,,D4,-5.42,,-0.23,0.00,-2.75,-2.64,-2.41,7.34,9.29,7.22,15.37,7.34,-,D4,-5.42,12.47,✅ +12.47%,4.93,1.08,-0.60,-5.42,2.77,,,,,,1.38,5.24,7.02,12.47,3.51,,,,,,-1.36,-4.07,-3.96,-3.73,5.88
2026-04-24,2026-05-04,5分鐘,6643,M31,中,Dn < -5%,22.61,-3.83,-,,D3,-7.09,,5.43,12.08,13.84,13.13,8.76,19.61,22.07,14.89,11.91,8.41,-,D3,-7.09,6.49,✅ +6.49%,1.24,-3.72,-7.09,-3.90,-2.84,,,,,,-2.28,2.76,6.49,2.95,1.82,,,,,,14.70,16.49,15.77,11.29,22.40
2026-04-24,2026-05-04,5分鐘,6861,睿生光電,中,Dn ≥ 0%,63.54,-4.58,-,,D1,9.98,,39.19,53.09,45.17,56.37,45.17,50.19,64.48,62.16,73.75,74.13,-,-,,,-,9.98,13.80,15.92,27.18,39.28,,,,,,35.14,30.60,28.21,16.86,6.71,,,,,,13.29,7.43,15.71,7.43,11.14
2026-04-24,2026-05-11,20分鐘,8271,宇瞻,中,Dn -5%~0%,44.63,-9.00,-,,D4,-1.80,,13.78,10.67,10.22,12.00,7.56,4.89,-1.56,-4.44,-2.22,-0.22,-,-,,,-,-9.91,-4.95,1.35,-1.80,-0.90,0.45,4.50,9.46,11.71,17.34,32.00,25.12,17.33,21.10,20.00,18.39,13.79,8.64,6.45,1.34,-5.68,-6.06,-4.55,-8.33,-10.61
2026-04-23,2026-05-08,20分鐘,4960,誠美材,中,Dn < -5%,84.22,-5.30,D3,-16.80,D3,-16.80,16.84,5.21,6.15,2.01,-8.16,-10.03,-8.42,-10.43,-7.62,-11.36,-2.54,✅ +16.84%,-,,,-,-9.90,-12.01,-16.80,-11.46,-14.35,-13.24,-13.01,-5.23,-8.68,-2.78,7.90,10.49,16.84,9.80,13.51,12.05,11.76,2.58,6.46,0.00,-9.15,-12.70,-21.40,-23.00,-21.62
2026-04-23,2026-04-30,5分鐘,6213,聯茂,大,Dn < -5%,118.38,-4.89,-,,D4,-14.65,,-1.64,5.65,3.46,3.83,9.11,4.74,9.47,4.01,-0.36,-2.37,-,D1,-7.58,-5.65,❌ -5.65%,-7.58,-7.07,-10.77,-14.65,-14.65,,,,,,-5.65,-6.16,-2.26,2.17,2.17,,,,,,11.97,9.65,10.04,15.64,11.00
2026-04-23,2026-05-08,20分鐘,6829,千附精密,中,Dn < -5%,135.59,-2.09,D3,-9.75,D3,-9.75,8.26,6.14,-4.45,-8.90,-9.75,-14.19,-16.10,-22.67,-21.19,-22.03,-18.43,✅ +8.26%,-,,,-,-9.94,-15.49,-9.75,-8.22,-8.22,-6.12,3.25,4.40,1.34,6.31,8.49,15.61,8.26,6.46,6.46,4.07,-5.37,-6.41,-3.58,-8.09,-11.74,-15.85,-16.63,-20.74,-22.50
2026-04-22,2026-04-29,5分鐘,3529,力旺,大,Dn < -5%,62.96,-2.30,-,,D3,-11.36,,-3.82,-3.95,3.08,9.62,8.51,16.03,6.91,9.99,1.48,-3.33,-,D1,-7.84,-1.48,❌ -1.48%,-7.84,-9.55,-11.36,-8.07,-9.43,,,,,,-1.48,0.38,2.44,-1.24,0.25,,,,,,-2.50,4.63,11.26,10.14,17.77
2026-04-22,2026-04-29,5分鐘,4919,新唐,大,Dn < -5%,32.57,-4.26,-,,D4,-5.88,,-6.17,-4.22,5.19,7.14,4.55,14.94,8.77,19.48,17.53,7.79,-,D4,-5.88,5.51,✅ +5.51%,6.57,1.73,0.35,-5.88,3.11,,,,,,-6.82,-2.38,-1.03,5.51,-3.69,,,,,,2.79,12.89,14.98,12.20,23.34
2026-04-22,2026-04-29,5分鐘,5475,德宏,中,Dn < -5%,86.44,-6.56,-,,D4,-19.87,,-7.77,-7.25,-7.77,0.52,-1.94,-9.84,-15.80,-14.12,-17.10,-19.43,-,D2,-5.71,-6.61,❌ -6.61%,0.26,-5.71,-12.86,-19.87,-11.95,,,,,,-12.18,-6.61,1.04,9.89,0.00,,,,,,5.60,5.01,14.45,11.65,2.65
2026-04-22,2026-04-29,5分鐘,6442,光聖,大,Dn < -5%,14.43,-4.00,-,,D4,-24.15,,-10.49,-5.80,-6.92,-8.04,-8.04,-6.47,-12.28,-12.95,-14.96,-19.42,-,D2,-13.68,-7.43,❌ -7.43%,-4.27,-13.68,-19.66,-24.15,-18.59,,,,,,-16.52,-7.43,-0.53,5.35,-1.84,,,,,,12.83,11.50,10.16,10.16,12.03
2026-04-22,2026-04-29,5分鐘,8358,金居,大,Dn < -5%,60.29,-9.04,-,,D4,-14.74,,-6.10,-1.27,2.29,10.04,16.52,19.19,15.50,17.41,21.22,15.88,-,D2,-5.97,-4.05,❌ -4.05%,0.00,-5.97,-8.64,-14.74,-8.01,,,,,,-9.78,-4.05,-1.25,5.81,-1.93,,,,,,9.44,13.38,21.97,29.15,32.11
2026-04-21,2026-05-06,20分鐘,3042,晶技,大,Dn < -5%,78.27,-11.45,D3,-8.11,D5,-15.92,12.42,-1.63,6.54,0.65,1.63,-2.29,-4.25,-2.29,-5.88,-3.92,-3.27,✅ +12.42%,-,,,-,0.00,0.30,-8.11,-13.21,-15.92,-10.21,-5.41,-8.11,-0.30,-0.60,3.30,2.99,12.42,19.03,22.86,15.05,9.21,12.42,3.61,3.93,-5.23,-10.47,-9.59,-13.08,-14.83
2026-04-21,2026-05-06,20分鐘,4764,雙鍵,中,Dn < -5%,48.25,-3.27,D3,-14.78,D3,-14.78,67.84,71.86,65.83,70.85,61.31,63.07,58.29,55.78,46.48,50.75,53.02,✅ +67.84%,-,,,-,4.71,-4.93,-14.78,-14.78,-6.64,1.50,5.78,10.49,21.41,33.19,36.61,50.45,67.84,67.84,53.21,40.93,35.22,29.46,17.81,7.40,-1.20,1.80,-3.89,-2.84,-5.69
2026-04-21,2026-05-06,20分鐘,4908,前鼎,中,Dn < -5%,65.93,-4.24,D3,-6.13,D5,-12.53,51.99,40.06,35.51,30.40,29.26,34.66,33.24,36.36,37.78,33.52,31.53,✅ +51.99%,-,,,-,9.33,4.27,-6.13,-6.40,-12.53,-4.00,4.27,14.13,25.33,33.33,30.49,36.83,51.99,52.42,63.11,48.61,36.83,25.00,13.83,7.00,-10.84,-14.21,-14.95,-11.40,-12.34
2026-04-21,2026-05-06,20分鐘,4979,華星光,大,Dn < -5%,80.84,-12.36,D3,-19.92,D5,-22.88,31.39,23.99,23.46,16.40,18.52,16.23,5.82,3.88,-6.35,-2.82,-7.76,✅ +31.39%,-,,,-,-7.49,-11.16,-19.92,-14.69,-22.88,-20.76,-20.90,-13.98,-5.51,1.41,13.74,18.44,31.39,23.34,36.45,32.80,33.04,22.33,11.36,3.76,-6.04,-11.41,-9.80,-11.54,-19.46
2026-04-21,2026-05-06,20分鐘,5340,建榮,中,Dn < -5%,11.56,-3.97,D3,-13.15,D5,-15.54,16.51,8.72,6.88,2.29,2.29,0.00,-3.67,-2.29,-5.50,-6.42,-7.34,✅ +16.51%,-,,,-,-6.77,-7.57,-13.15,-12.35,-15.54,-11.16,-9.96,-8.37,-2.79,0.80,8.55,9.48,16.51,15.45,19.81,13.90,12.39,10.43,4.10,0.40,-8.27,-12.20,-12.20,-14.17,-17.32
2026-04-21,2026-04-28,5分鐘,6173,信昌電,中,Dn < -5%,39.11,3.41,-,,D4,-15.99,,-7.49,-6.04,-4.14,0.67,3.13,12.98,24.16,36.47,49.89,64.43,-,D3,-8.71,-5.80,❌ -5.80%,-1.43,-2.43,-8.71,-15.99,-14.66,,,,,,-12.75,-11.86,-5.80,2.36,0.78,,,,,,7.69,9.87,15.38,18.21,29.49
2026-04-21,2026-04-28,5分鐘,6456,GIS-KY,中,Dn < -5%,29.52,-7.59,D1,-4.65,D5,-13.25,-7.76,-1.63,-1.13,-4.63,-2.50,1.00,-8.76,-11.26,-18.02,-16.65,-15.14,❌ -7.76%,D3,-9.43,-2.90,❌ -2.90%,-4.65,-2.51,-9.43,-11.34,-13.25,,,,,,-7.76,-9.79,-2.90,-0.81,1.38,,,,,,7.19,3.39,5.70,9.50,-1.09
2026-04-20,2026-04-27,5分鐘,2923,鼎固-KY,中,Dn < -5%,48.94,0.05,-,,D5,-13.21,,-15.19,-21.91,-22.44,-24.03,-23.85,-21.02,-13.25,-4.59,-0.18,-1.59,-,D3,-10.00,-10.71,❌ -10.71%,1.07,-3.93,-10.00,-7.86,-13.21,,,,,,-20.49,-16.36,-10.71,-12.79,-7.41,,,,,,-1.78,-2.44,-4.44,-4.22,-0.67
2026-04-20,2026-04-27,5分鐘,3714,富采,中,Dn < -5%,65.04,-7.42,-,,D5,-14.51,,-16.15,-7.88,-4.78,-4.26,1.29,-3.62,-5.30,-7.75,-8.14,-12.27,-,D2,-5.52,-8.97,❌ -8.97%,-0.64,-5.52,-5.91,-10.14,-14.51,,,,,,-13.44,-8.97,-8.59,-4.29,0.60,,,,,,6.42,10.00,10.60,17.01,11.34
2026-04-20,2026-05-05,20分鐘,4960,誠美材,中,Dn ≥ 0%,25.37,-5.30,-,,D6,10.49,,-5.23,-8.68,-2.78,-12.46,-11.68,-15.13,-23.58,-25.14,-23.80,-25.47,-,-,,,-,9.90,20.83,32.79,19.65,16.84,10.49,17.58,13.74,15.21,15.51,5.11,-4.40,-13.01,-3.46,-1.14,4.55,-1.76,1.56,0.26,0.00,4.99,11.76,0.64,1.53,-2.43
2026-04-20,2026-04-27,5分鐘,6278,台表科,中,Dn < -5%,57.63,-11.62,-,,D4,-9.24,,-7.26,0.00,1.89,5.99,13.56,16.72,5.05,15.46,26.81,35.96,-,D4,-9.24,5.96,✅ +5.96%,0.96,0.96,0.64,-9.24,-7.64,,,,,,-4.73,-4.73,-4.43,5.96,4.14,,,,,,4.97,6.95,11.26,19.21,22.52
2026-04-20,2026-05-05,20分鐘,6451,訊芯-KY,大,Dn < -5%,81.00,-7.43,D4,-11.58,D6,-24.85,16.69,16.69,6.94,9.74,-1.23,2.02,2.24,7.05,17.58,29.23,16.46,✅ +16.69%,-,,,-,0.40,-6.14,-1.78,-11.58,-20.40,-24.85,-19.80,-21.29,-14.65,-6.14,2.76,9.92,5.04,16.69,29.60,37.29,28.64,31.07,20.88,9.92,-8.35,-5.95,-15.36,-12.57,-12.38
2026-04-20,2026-04-27,5分鐘,6829,千附精密,中,Dn ≥ 0%,72.81,-2.09,-,,D1,9.90,,9.01,10.85,10.85,13.39,24.71,26.10,22.40,28.41,15.70,4.16,-,-,,,-,9.90,20.81,32.74,19.54,12.18,,,,,,9.01,-0.84,-9.75,0.21,6.79,,,,,,1.69,1.69,4.03,14.41,15.68
2026-04-20,2026-05-05,20分鐘,7610,聯友金屬-創,中,Dn < -5%,98.75,2.86,D5,-7.99,D6,-9.87,14.65,24.19,17.55,29.30,34.92,41.40,35.43,46.17,48.21,61.50,75.47,✅ +14.65%,-,,,-,0.31,-1.57,5.02,0.00,-7.99,-9.87,-0.94,0.00,0.31,3.92,5.16,7.17,0.45,5.49,14.65,17.04,6.49,5.49,5.16,1.51,2.53,12.78,17.68,23.33,18.13
2026-04-17,2026-04-24,5分鐘,3289,宜特,中,Dn -5%~0%,46.77,-7.99,-,,D1,-1.10,,1.39,-2.22,5.83,7.22,10.56,7.78,6.67,0.00,-0.56,-2.50,-,-,,,-,-1.10,8.79,15.66,11.81,4.67,,,,,,9.44,-0.51,-6.41,-3.19,3.41,,,,,,-10.66,-3.30,-2.03,1.02,-1.52
2026-04-17,2026-04-24,5分鐘,3443,創意,大,Dn -5%~0%,46.07,-0.70,D1,-2.69,D1,-2.69,29.03,23.96,21.51,28.73,26.57,30.88,43.93,48.54,52.23,67.43,60.06,✅ +29.03%,-,,,-,-2.69,7.03,11.66,9.87,16.89,,,,,,29.03,17.32,12.45,14.29,7.42,,,,,,-5.83,-0.24,-1.90,1.43,11.55
2026-04-17,2026-04-24,5分鐘,4989,榮科,中,Dn -5%~0%,52.84,-2.07,D1,-2.38,D1,-2.38,10.24,6.34,-0.98,5.37,3.90,10.24,0.49,2.44,2.44,0.49,-7.61,✅ +10.24%,-,,,-,-2.38,1.90,1.43,10.95,4.29,,,,,,10.24,5.61,6.10,-3.00,3.20,,,,,,-10.18,-4.42,-5.75,0.00,-8.85
2026-04-17,2026-04-24,5分鐘,6274,台燿,大,Dn -5%~0%,90.10,-0.78,-,,D1,-1.46,,10.47,4.65,2.11,3.07,6.77,17.34,28.96,39.01,52.75,44.82,-,-,,,-,-1.46,-1.04,0.31,1.35,-1.04,,,,,,2.96,2.53,1.14,0.10,2.53,,,,,,1.64,-0.82,0.10,3.70,13.96
2026-04-17,2026-04-24,5分鐘,6949,沛爾生醫-創,大,Dn -5%~0%,38.79,0.77,-,,D1,-1.28,,9.09,-1.82,-0.52,2.21,0.13,-1.56,1.17,-8.83,-11.17,-10.39,-,-,,,-,-1.28,2.56,2.31,10.26,10.90,,,,,,20.13,15.62,15.91,7.56,6.94,,,,,,-18.27,-17.19,-14.92,-16.65,-18.05
2026-04-16,2026-04-23,5分鐘,1785,光洋科,大,Dn ≥ 0%,69.90,-15.60,-,,D1,1.43,,1.76,2.82,4.93,15.14,22.54,16.55,19.72,12.68,18.66,30.28,-,-,,,-,1.43,11.43,9.64,10.71,11.79,,,,,,9.15,-0.64,0.98,0.00,-0.96,,,,,,-5.81,-3.87,5.48,12.26,6.77
2026-04-16,2026-04-23,5分鐘,3042,晶技,中,Dn ≥ 0%,41.08,-5.51,-,,D1,7.28,,9.29,3.21,0.00,6.79,12.50,9.29,18.57,18.21,7.50,16.43,-,-,,,-,7.28,16.09,27.59,27.59,27.97,,,,,,21.43,12.21,2.10,2.10,1.80,,,,,,-15.00,-17.65,-12.06,-7.35,-10.00
2026-04-16,2026-04-30,20分鐘,3167,大量,大,Dn < -5%,91.01,-5.70,D4,-10.70,D4,-10.70,30.67,37.54,36.42,23.00,27.00,20.61,9.27,16.29,21.41,20.29,22.20,✅ +30.67%,-,,,-,-4.42,-2.28,-4.42,-10.70,-3.00,-8.84,0.14,-3.71,5.85,16.12,22.09,19.42,22.09,30.67,20.29,28.01,16.52,21.19,10.24,0.49,4.40,-5.87,-2.81,-7.70,-16.38
2026-04-16,2026-04-23,5分鐘,3532,台勝科,大,Dn < -5%,45.49,2.27,D1,0.26,D4,-5.68,-3.61,-11.60,-11.08,-6.19,-8.25,-6.44,-2.58,6.96,17.53,29.12,35.57,❌ -3.61%,D4,-5.68,2.47,✅ +2.47%,0.26,-2.58,-3.88,-5.68,-3.36,,,,,,-3.61,-0.80,0.54,2.47,0.00,,,,,,-7.75,-2.67,-4.81,-2.94,1.07
2026-04-16,2026-04-23,5分鐘,4576,大銀微系統,中,Dn -5%~0%,57.32,-3.74,-,,D1,-0.26,,-1.55,-7.25,-6.22,3.11,4.66,15.03,20.73,22.54,20.73,25.39,-,-,,,-,-0.26,1.29,2.33,0.26,2.33,,,,,,5.18,3.57,2.53,4.64,2.53,,,,,,-11.82,-10.84,-1.97,-0.49,9.36
2026-04-16,2026-04-23,5分鐘,4764,雙鍵,中,Dn -5%~0%,22.96,0.28,D1,-1.02,D1,-1.02,12.66,2.84,2.84,12.66,22.48,27.65,33.33,46.51,60.72,76.74,70.54,✅ +12.66%,-,,,-,-1.02,8.70,19.44,25.06,13.55,,,,,,12.66,2.59,-6.64,-10.84,-1.80,,,,,,-8.72,0.00,8.72,13.30,18.35
2026-04-16,2026-04-23,5分鐘,4908,前鼎,中,Dn ≥ 0%,34.93,0.57,-,,D1,9.93,,13.55,13.23,5.81,16.13,26.13,38.06,51.61,61.29,59.03,53.87,-,-,,,-,9.93,20.92,32.98,45.39,38.65,,,,,,35.48,23.17,12.00,2.44,7.42,,,,,,-16.43,-21.90,-14.29,-6.90,1.90
2026-04-15,2026-04-29,20分鐘,2426,鼎元,中,Dn < -5%,56.28,-7.78,D7,-7.94,D8,-9.83,4.31,22.18,17.66,29.36,42.30,56.47,51.95,38.60,36.96,43.53,39.63,✅ +4.31%,-,,,-,-6.81,0.57,2.84,5.29,0.95,-1.32,-7.94,-9.83,-6.99,2.27,3.04,-4.51,-6.62,-8.80,-4.87,-2.68,4.31,6.50,3.25,-6.10,12.80,24.02,36.42,50.00,45.67
2026-04-15,2026-04-29,20分鐘,2467,志聖,大,Dn -5%~0%,50.76,-2.39,-,,D7,-1.82,,0.73,10.73,5.45,3.82,3.09,0.73,-2.36,7.27,18.00,13.82,-,-,,,-,-6.93,-6.02,0.36,4.01,2.19,8.94,-1.82,-1.82,-9.58,-0.55,3.14,2.14,-4.36,-7.72,-6.07,-11.89,-2.23,-2.23,6.16,-3.49,15.78,10.27,8.56,7.79,5.32
2026-04-15,2026-04-29,20分鐘,2486,一詮,中,Dn -5%~0%,25.99,-11.03,-,,D3,-3.39,,37.03,46.22,60.81,65.95,55.68,50.27,52.16,52.16,46.22,37.84,-,-,,,-,-5.48,-3.13,-3.39,3.39,6.79,14.36,15.93,16.97,17.23,20.37,23.20,20.22,20.54,12.63,9.05,1.83,0.45,-0.45,-0.67,-3.25,21.30,33.41,37.67,29.15,24.66
2026-04-15,2026-04-29,20分鐘,2489,瑞軒,中,Dn < -5%,10.52,-18.11,D4,-6.78,D8,-15.75,-8.80,-1.41,-1.17,-1.41,8.45,4.23,3.87,-2.35,0.94,-1.88,-3.05,❌ -8.80%,-,,,-,-7.55,-3.72,-2.30,-6.78,-2.63,-3.50,-9.41,-15.75,-22.87,-16.41,-8.05,-11.70,-12.99,-8.80,-12.70,-11.90,-6.16,0.91,10.21,1.70,8.37,8.11,18.92,14.29,13.90
2026-04-15,2026-04-22,5分鐘,3026,禾伸堂,中,Dn -5%~0%,112.50,8.40,D1,-2.83,D1,-2.83,16.14,11.21,0.22,-3.14,-2.24,4.93,5.83,-4.71,1.35,11.43,22.42,✅ +16.14%,-,,,-,-2.83,4.79,1.74,1.96,11.11,,,,,,16.14,7.69,10.92,10.68,1.57,,,,,,-13.71,-16.60,-15.83,-9.65,-8.88
2026-04-15,2026-04-22,5分鐘,3234,光環,中,Dn -5%~0%,33.94,-2.52,-,,D2,-4.66,,1.77,-3.54,-6.19,-10.18,-1.77,-5.75,0.44,-3.98,-5.75,-8.85,-,-,,,-,-4.24,-4.66,-2.12,3.39,0.00,,,,,,5.31,5.78,3.03,-2.46,0.85,,,,,,-8.40,-10.92,-14.71,-6.72,-10.50
2026-04-15,2026-04-29,20分鐘,4991,環宇-KY,大,Dn -5%~0%,87.33,-9.56,-,,D8,-4.03,,-6.82,2.42,2.58,12.73,9.85,4.55,-2.42,3.94,12.12,6.06,-,-,,,-,-2.42,-3.38,6.28,16.59,16.10,11.59,2.25,-4.03,-8.21,0.97,4.13,5.17,-4.39,-12.85,-12.48,-8.95,-0.63,5.87,10.70,0.64,7.13,7.29,17.91,14.90,9.35
2026-04-15,2026-04-22,5分鐘,6147,頎邦,大,Dn < -5%,92.18,-7.26,-,,D1,-6.19,,33.49,26.42,36.79,23.58,35.85,49.06,53.77,68.87,67.45,65.09,-,D1,-6.19,35.38,✅ +35.38%,-6.19,0.88,1.77,11.95,19.91,,,,,,35.38,25.88,24.78,13.44,5.90,,,,,,-6.62,1.05,-8.71,0.35,10.10
2026-04-15,2026-04-29,20分鐘,6451,訊芯-KY,大,Dn < -5%,120.88,-8.10,D7,-6.20,D8,-15.55,-10.53,-10.97,-3.47,6.16,16.69,6.94,9.74,-1.23,2.02,2.24,7.05,❌ -10.53%,-,,,-,-4.20,3.78,6.09,6.51,-0.42,4.20,-6.20,-15.55,-20.27,-14.92,-12.39,-19.13,-20.89,-21.20,-15.72,-19.46,-10.53,-0.62,5.27,-1.36,7.88,18.65,30.41,19.52,22.65
2026-04-15,2026-04-22,5分鐘,6903,巨漢,中,Dn -5%~0%,20.22,-3.81,-,,D2,-1.67,,1.56,-1.30,-0.26,5.19,10.39,3.12,7.14,5.97,6.49,7.01,-,-,,,-,-1.16,-1.67,1.16,0.13,-0.13,,,,,,2.60,3.13,0.25,1.28,1.54,,,,,,-3.80,-2.78,2.53,7.59,0.51
2026-04-15,2026-04-22,5分鐘,7610,聯友金屬-創,中,Dn ≥ 0%,87.23,2.91,-,,D5,4.49,,2.29,-2.60,-10.38,-12.21,-3.51,-2.60,-2.29,1.22,11.30,5.34,-,-,,,-,8.99,7.65,6.16,6.49,4.49,,,,,,-3.51,-2.32,-0.94,-1.25,0.64,,,,,,0.95,-7.12,-9.02,0.00,0.95
2026-04-15,2026-04-22,5分鐘,8021,尖點,中,Dn -5%~0%,43.74,-3.31,-,,D1,-2.86,,31.03,38.68,32.65,19.41,17.50,12.65,18.38,25.00,25.44,24.71,-,-,,,-,-2.86,1.43,11.57,19.43,15.71,,,,,,24.85,19.58,8.71,1.56,4.81,,,,,,11.07,6.24,-4.36,-5.89,-9.78
2026-04-15,2026-04-22,5分鐘,8996,高力,大,Dn -5%~0%,24.03,-2.36,-,,D1,-1.35,,8.64,10.00,2.27,-2.73,6.82,3.64,13.64,13.18,8.18,5.91,-,-,,,-,-1.35,0.00,9.42,7.62,8.97,,,,,,10.91,9.42,0.00,1.67,0.41,,,,,,-0.82,-7.79,-12.30,-3.69,-6.56
2026-04-14,2026-04-28,20分鐘,3037,欣興,大,Dn ≥ 0%,30.42,-3.17,-,,D4,2.72,,27.91,24.50,36.90,41.24,40.00,33.02,38.91,26.82,33.49,35.66,-,-,,,-,-4.63,-1.28,3.04,2.72,8.31,13.42,14.38,16.29,26.20,34.03,44.72,39.81,33.95,34.37,27.43,21.69,20.67,18.68,9.37,2.98,-7.06,2.20,5.44,4.51,-0.69
2026-04-14,2026-04-21,5分鐘,3455,由田,中,Dn -5%~0%,57.02,-8.46,-,,D2,-4.21,,22.28,18.48,16.30,16.85,7.61,18.21,29.89,32.07,45.11,59.51,-,-,,,-,-3.16,-4.21,-2.11,1.32,11.32,,,,,,19.57,20.88,18.28,14.29,4.02,,,,,,-0.91,-2.73,-2.27,-10.00,-1.14
2026-04-14,2026-04-21,5分鐘,3583,辛耘,大,Dn -5%~0%,84.74,0.49,-,,D1,-2.71,,12.74,24.01,30.75,19.33,7.76,8.05,13.03,15.96,16.11,16.25,-,-,,,-,-2.71,-0.28,0.28,8.26,15.10,,,,,,19.91,17.00,16.34,7.76,1.36,,,,,,3.42,9.04,-0.49,-10.13,-9.89
2026-04-14,2026-04-28,20分鐘,6217,中探針,中,Dn < -5%,93.55,-18.31,D3,-5.63,D3,-5.63,22.74,18.98,17.00,22.74,23.40,31.35,24.94,23.62,17.44,24.50,36.87,✅ +22.74%,-,,,-,-9.17,-9.17,-5.63,1.67,11.67,17.92,23.54,17.50,22.92,16.67,27.52,27.52,22.74,13.93,3.73,-1.77,-6.24,-1.42,-5.76,-0.71,-4.68,0.00,0.54,7.01,1.80
2026-04-14,2026-04-28,20分鐘,6830,汎銓,中,Dn ≥ 0%,98.45,-5.77,-,,D8,4.29,,-11.06,-3.98,5.59,14.91,21.12,9.07,8.57,-2.24,-6.34,-3.11,-,-,,,-,3.90,2.99,4.55,14.94,12.47,13.77,15.58,4.29,-6.10,-15.45,-18.63,-17.91,-19.13,-26.44,-24.83,-25.68,-26.85,-18.93,-9.96,0.00,18.74,30.57,42.09,49.77,34.87
2026-04-13,2026-04-27,20分鐘,2455,全新,大,Dn < -5%,34.99,2.27,D3,-8.03,D3,-8.03,27.64,13.27,15.64,14.91,26.36,29.09,40.55,26.55,24.36,22.55,30.91,✅ +27.64%,-,,,-,-2.01,-6.19,-8.03,-3.01,3.85,11.37,13.71,21.91,15.72,15.72,19.80,25.13,27.64,21.03,13.04,5.41,3.24,-3.70,1.45,1.45,-9.40,-9.97,-1.00,1.14,10.11
2026-04-13,2026-04-27,20分鐘,3167,大量,大,Dn -5%~0%,95.98,-5.70,-,,D7,-1.11,,-3.71,5.85,16.12,22.82,21.83,9.84,13.41,7.70,-2.43,3.85,-,-,,,-,-3.00,6.16,10.74,5.85,8.21,5.85,-1.11,7.42,0.95,10.90,19.54,9.23,4.71,9.55,7.15,9.55,17.25,7.94,14.87,4.56,1.09,10.90,17.30,16.35,4.90
2026-04-13,2026-04-20,5分鐘,5243,乙盛-KY,中,Dn -5%~0%,60.38,-13.34,D1,-0.42,D1,-0.42,7.17,2.53,0.42,1.27,4.22,0.42,-9.28,-15.78,-12.66,-10.97,-10.55,✅ +7.17%,-,,,-,-0.42,6.72,3.78,2.52,4.20,,,,,,7.17,0.00,2.83,4.10,2.42,,,,,,-6.30,-5.51,-2.76,-6.30,-15.35
