起始日,出關日,處置類型,代號,名稱,規模,Dn組別,近20日漲幅,大戶(%),買進日,買進時累積(%),最深日,期間最深(%),出關報酬(%),T+1收盤(%),T+2收盤(%),T+3收盤(%),T+4收盤(%),T+5收盤(%),T+6收盤(%),T+7收盤(%),T+8收盤(%),T+9收盤(%),T+10收盤(%),結果,買進日(-5%版),買進時累積(-5%版)(%),出關報酬(-5%版)(%),結果(-5%版),D1累積(%),D2累積(%),D3累積(%),D4累積(%),D5累積(%),D6累積(%),D7累積(%),D8累積(%),D9累積(%),D10累積(%),D1報酬(%),D2報酬(%),D3報酬(%),D4報酬(%),D5報酬(%),D6報酬(%),D7報酬(%),D8報酬(%),D9報酬(%),D10報酬(%),出關後D1(%),出關後D2(%),出關後D3(%),出關後D4(%),出關後D5(%)
2026-01-15,2026-01-29,20分鐘,8033,雷虎,中,Dn < -5%,6.94,0.51,D3,-5.84,D3,-5.84,7.59,6.90,0.34,-5.17,-4.48,-3.45,-6.21,-5.86,-4.14,-3.79,2.07,✅ +7.59%,-,,,-,0.00,-2.27,-5.84,-1.62,0.00,0.32,-1.62,1.30,0.65,0.65,1.30,3.65,7.59,2.97,1.30,0.97,2.97,0.00,0.65,0.65,-6.73,-11.86,-11.22,-10.26,-12.82
2026-01-14,2026-01-21,5分鐘,1789,神隆,中,Dn ≥ 0%,41.64,-0.05,D1,0.41,D1,0.41,18.35,9.48,6.39,5.15,11.96,13.40,5.15,1.65,1.65,-2.68,-0.21,✅ +18.35%,-,,,-,0.41,5.80,8.70,12.22,16.98,,,,,,18.35,12.33,9.33,5.90,1.59,,,,,,-10.10,-11.15,-5.40,-4.18,-11.15
2026-01-13,2026-01-20,5分鐘,4967,十銓,中,Dn -5%~0%,47.99,-16.56,-,,D2,-3.71,,6.89,1.02,5.10,4.59,15.05,26.53,30.87,27.30,28.83,17.86,-,-,,,-,-2.97,-3.71,-2.72,0.74,7.67,,,,,,3.83,4.63,3.56,0.00,-6.44,,,,,,-2.70,1.23,0.74,10.81,21.87
2026-01-12,2026-01-19,5分鐘,2337,旺宏,大,Dn ≥ 0%,57.57,-8.54,-,,D3,3.09,,20.42,25.49,19.77,19.93,13.24,24.51,24.51,36.93,50.49,51.63,-,-,,,-,4.97,4.46,3.09,6.17,14.92,,,,,,19.28,19.87,21.46,17.93,8.96,,,,,,5.21,0.41,0.55,-5.07,4.38
2026-01-12,2026-01-19,5分鐘,6116,彩晶,中,Dn < -5%,45.03,-6.25,-,,D3,-7.33,,1.41,-3.76,-7.14,-8.45,-15.21,-13.99,-16.53,-17.75,-20.19,-21.69,-,D3,-7.33,1.44,✅ +1.44%,1.43,-4.86,-7.33,-5.81,-6.38,,,,,,-7.32,-1.20,1.44,-0.20,0.41,,,,,,3.85,0.20,-1.22,-8.51,-7.19
2026-01-09,2026-01-16,5分鐘,2344,華邦電,大,Dn < -5%,52.17,-1.71,-,,D1,-9.86,,8.90,19.12,15.54,7.87,6.85,5.32,15.54,18.10,29.86,32.92,-,D1,-9.86,4.29,✅ +4.29%,-9.86,-5.99,-8.02,-8.02,-8.57,,,,,,4.29,0.00,2.20,2.20,2.82,,,,,,14.22,10.78,3.43,2.45,0.98
2026-01-09,2026-01-23,20分鐘,2408,南亞科,大,Dn -5%~0%,49.07,-4.01,-,,D3,-4.76,,18.04,24.35,20.43,29.13,29.13,41.96,27.83,20.65,28.26,19.57,-,-,,,-,-9.94,-1.04,-4.76,-2.07,-1.66,3.52,13.87,12.63,3.93,10.35,26.44,15.06,19.57,16.28,15.79,10.00,0.00,1.10,9.56,3.19,4.00,0.73,8.00,8.00,18.73
2026-01-09,2026-01-23,20分鐘,3006,晶豪科,中,Dn ≥ 0%,78.01,0.70,-,,D3,0.00,,-3.07,6.48,3.07,13.31,21.16,33.11,24.91,15.02,18.09,15.70,-,-,,,-,-7.17,-0.34,0.00,1.37,3.41,5.46,8.19,3.75,-6.48,0.68,17.65,9.59,9.22,7.74,5.61,3.56,0.95,5.26,16.79,8.47,-2.50,-5.63,3.75,10.94,21.88
2026-01-09,2026-01-16,5分鐘,6770,力積電,大,Dn -5%~0%,40.65,-5.49,-,,D1,-4.33,,18.74,30.53,43.58,31.79,33.89,23.16,27.58,25.26,37.68,37.05,-,-,,,-,-4.33,0.30,2.11,1.91,3.32,,,,,,11.58,6.43,4.54,4.74,3.31,,,,,,16.98,28.68,18.11,20.00,10.38
2026-01-09,2026-01-23,20分鐘,8358,金居,大,Dn -5%~0%,0.39,-6.29,-,,D3,-0.78,,8.50,6.72,11.86,8.89,4.15,3.56,-3.95,-2.17,2.77,-1.19,-,-,,,-,1.37,0.39,-0.78,2.35,5.10,6.67,8.82,10.98,10.59,15.49,15.67,16.80,18.18,14.56,11.57,9.93,7.75,5.65,6.03,1.53,-9.70,-5.35,-7.86,-11.87,-12.37
2026-01-07,2026-01-21,20分鐘,3260,威剛,大,Dn < -5%,63.28,-30.90,D3,-10.90,D3,-10.90,15.73,5.44,15.15,22.14,34.17,38.25,43.30,39.81,41.17,28.54,21.36,✅ +15.73%,-,,,-,0.35,-1.04,-10.90,-5.19,-7.61,-5.36,-3.11,1.90,10.55,3.11,2.76,4.20,15.73,8.76,11.61,8.96,6.43,1.19,-6.73,0.00,-0.50,5.54,15.94,19.46,23.83
2026-01-07,2026-01-14,5分鐘,3481,群創,大,Dn < -5%,51.74,-8.29,-,,D3,-8.47,,10.16,12.64,20.09,30.02,22.57,22.57,14.67,8.35,10.84,4.06,-,D2,-5.03,11.08,✅ +11.08%,1.37,-5.03,-8.47,0.69,3.66,,,,,,4.06,11.08,15.25,4.77,1.77,,,,,,8.24,15.40,24.95,17.79,17.79
2026-01-07,2026-01-14,5分鐘,5351,鈺創,中,Dn -5%~0%,57.79,1.67,-,,D3,-4.30,,-0.98,1.64,6.39,15.57,13.11,2.46,-0.66,-2.30,0.16,-4.92,-,-,,,-,-2.87,-1.59,-4.30,-1.27,-3.34,,,,,,-0.49,-1.78,1.00,-2.10,0.00,,,,,,2.14,6.92,16.14,13.67,2.97
2026-01-07,2026-01-14,5分鐘,8299,群聯,大,Dn ≥ 0%,49.54,-19.64,-,,D3,0.93,,5.97,7.16,12.84,18.21,19.70,13.73,22.69,19.40,23.88,26.57,-,-,,,-,3.72,5.26,0.93,9.91,9.60,,,,,,4.48,2.94,7.36,-1.41,-1.13,,,,,,2.57,8.00,13.14,14.57,8.86
2026-01-06,2026-01-13,5分鐘,3006,晶豪科,中,Dn -5%~0%,76.17,0.70,D1,3.96,D4,-2.16,4.50,1.38,2.77,4.84,6.92,9.69,5.19,-5.19,2.08,-1.73,7.96,✅ +4.50%,-,,,-,3.96,5.40,5.40,-2.16,5.04,,,,,,4.50,3.07,3.07,11.03,3.42,,,,,,-1.66,0.33,2.32,4.97,0.66
2026-01-06,2026-01-13,5分鐘,3264,欣銓,大,Dn -5%~0%,44.92,-0.38,-,,D3,-3.59,,3.57,11.90,11.11,12.30,22.62,30.95,17.86,20.24,19.84,27.38,-,-,,,-,0.40,1.20,-3.59,-0.40,4.38,,,,,,4.76,3.94,9.09,5.60,0.76,,,,,,6.82,6.06,7.20,17.05,25.00
2026-01-02,2026-01-09,5分鐘,3260,威剛,大,Dn ≥ 0%,58.81,-27.27,D1,0.36,D1,0.36,0.89,-8.20,-2.32,-4.81,-2.50,-0.18,4.99,13.90,6.24,-3.21,5.70,✅ +0.89%,-,,,-,0.36,3.76,3.40,3.76,2.33,,,,,,0.89,-2.41,-2.08,-2.41,-1.05,,,,,,-3.18,-5.65,-3.36,-1.06,4.06
2026-01-02,2026-01-09,5分鐘,3701,大眾控,中,Dn < -5%,76.05,-2.63,-,,D3,-9.28,,-1.92,7.50,0.96,10.38,11.54,8.85,5.77,11.54,8.46,7.69,-,D2,-8.09,2.20,✅ +2.20%,-4.41,-8.09,-9.28,-7.17,-6.99,,,,,,-1.73,2.20,3.55,1.19,0.99,,,,,,9.39,2.74,12.33,13.50,10.76
2025-12-29,2026-01-13,20分鐘,4991,環宇-KY,中,Dn < -5%,38.44,-14.17,D6,-5.64,D8,-9.11,8.05,-1.61,-7.82,-6.90,-7.36,-7.36,-4.83,-6.21,-4.83,-5.98,-6.67,✅ +8.05%,-,,,-,-3.25,-3.25,-0.87,-1.74,-4.56,-5.64,-7.81,-9.11,-6.07,1.08,5.38,5.38,2.84,3.75,6.82,8.05,10.59,12.17,8.55,0.86,-14.68,-13.83,-14.26,-14.26,-11.91
2025-12-24,2026-01-09,20分鐘,4931,新盛力,中,Dn -5%~0%,43.55,-21.11,-,,D7,-2.81,,-3.39,-11.02,-14.12,-12.99,-13.56,-13.28,-14.69,-12.43,-13.56,-6.21,-,-,,,-,0.84,-0.56,-0.56,1.12,1.12,1.69,-2.81,0.56,-0.84,-6.18,-6.13,-4.80,-4.80,-6.39,-6.39,-6.91,-2.60,-5.87,-4.53,0.90,-6.53,-9.79,-8.61,-9.20,-8.90
2025-12-23,2026-01-08,20分鐘,3081,聯亞,大,Dn -5%~0%,37.54,-1.79,-,,D4,-1.64,,3.29,0.82,10.87,8.57,10.21,10.71,10.21,6.10,16.64,26.85,-,-,,,-,-2.46,-0.98,-0.49,-1.64,-0.82,0.49,4.92,1.31,-0.16,1.97,4.20,2.65,2.14,3.33,2.48,1.14,-3.12,0.32,1.81,-0.32,-1.29,8.55,6.29,7.90,8.39
2025-12-23,2025-12-31,5分鐘,6788,華景電,中,Dn -5%~0%,56.51,-15.99,D1,-0.45,D1,-0.45,10.90,14.03,11.94,14.18,19.10,10.00,2.09,2.84,5.52,1.04,2.39,✅ +10.90%,-,,,-,-0.45,3.27,3.27,6.39,8.92,,,,,,10.90,6.91,6.91,3.77,1.36,,,,,,0.94,2.96,7.40,-0.81,-7.94
2025-12-22,2025-12-30,5分鐘,4768,晶呈科技,中,Dn ≥ 0%,52.94,-15.65,-,,D1,2.17,,21.93,27.33,27.82,28.31,27.82,40.59,33.88,38.63,36.17,34.21,-,-,,,-,2.17,6.52,17.06,28.09,25.42,,,,,,20.46,15.54,5.14,-3.92,-1.87,,,,,,5.71,6.11,6.52,6.11,16.71
2025-12-22,2025-12-30,5分鐘,4971,IET-KY,中,Dn -5%~0%,94.06,4.24,-,,D1,-1.19,,6.54,6.71,7.06,4.99,2.75,1.89,-1.20,0.69,6.37,0.69,-,-,,,-,-1.19,0.17,0.34,3.74,0.51,,,,,,1.03,-0.34,-0.51,-3.77,-0.68,,,,,,5.62,5.96,3.92,1.70,0.85
2025-12-18,2025-12-26,5分鐘,3491,昇達科,中,Dn -5%~0%,38.60,-10.71,-,,D1,-3.91,,16.27,14.24,17.97,15.08,18.81,29.83,29.83,29.83,30.68,32.20,-,-,,,-,-3.91,1.63,3.42,5.70,11.89,,,,,,17.80,11.38,9.45,7.09,1.16,,,,,,-3.02,0.14,-2.30,0.86,10.22
2025-12-18,2025-12-26,5分鐘,5521,工信,中,Dn < -5%,51.38,-11.83,-,,D2,-5.01,,20.48,8.57,5.24,11.19,15.95,4.52,3.57,13.81,5.00,15.48,-,D2,-5.01,23.74,✅ +23.74%,-4.33,-5.01,4.10,5.24,13.90,,,,,,22.86,23.74,12.91,11.69,3.20,,,,,,-11.63,-14.34,-9.50,-5.62,-14.92
2025-12-17,2025-12-24,5分鐘,2349,錸德,中,Dn < -5%,81.41,1.68,D1,-9.88,D2,-13.58,2.74,0.00,2.74,3.08,2.40,4.79,1.71,-8.22,0.68,10.62,2.74,✅ +2.74%,D1,-9.88,2.74,✅ +2.74%,-9.88,-13.58,-13.58,-7.41,-7.41,,,,,,2.74,7.14,7.14,0.00,0.00,,,,,,0.00,0.33,-0.33,2.00,-1.00
2025-12-17,2025-12-24,5分鐘,6443,元晶,中,Dn < -5%,76.14,2.41,-,,D2,-7.10,,16.02,25.97,19.91,24.24,20.78,20.13,10.39,11.90,22.94,35.06,-,D2,-7.10,27.31,✅ +27.31%,-0.65,-7.10,-2.80,6.88,15.27,,,,,,19.05,27.31,21.68,10.66,2.61,,,,,,5.82,0.73,4.36,1.45,0.91
2025-12-17,2026-01-02,20分鐘,8358,金居,大,Dn -5%~0%,12.79,-8.77,-,,D3,-0.81,,18.37,11.43,11.22,8.57,4.08,5.51,4.49,3.27,6.53,9.39,-,-,,,-,-3.44,-1.62,-0.81,0.81,2.02,5.47,7.89,9.92,9.92,12.15,18.66,16.46,15.51,13.65,12.30,8.64,6.19,4.24,4.24,2.17,-3.53,-3.71,-6.01,-9.89,-8.66
2025-12-16,2025-12-23,5分鐘,3163,波若威,中,Dn < -5%,65.11,-7.90,-,,D3,-12.24,,11.59,11.30,11.87,9.01,12.73,14.02,19.74,13.30,9.30,7.58,-,D1,-9.92,10.16,✅ +10.16%,-9.92,-9.79,-12.24,-8.76,-2.71,,,,,,10.16,10.00,13.07,8.76,1.99,,,,,,1.04,1.56,-1.04,2.34,3.51
2025-12-16,2025-12-31,20分鐘,8110,華東,中,Dn < -5%,42.31,-13.94,D3,-7.03,D3,-7.03,8.91,10.85,20.74,32.75,42.25,45.54,40.70,38.37,44.96,51.16,56.78,✅ +8.91%,-,,,-,-9.19,-7.57,-7.03,-6.67,-3.96,-2.70,0.36,-0.54,-3.06,1.44,11.51,9.55,8.91,8.49,5.44,4.07,0.90,1.81,4.46,-0.18,10.85,21.89,30.60,33.63,29.18
2025-12-10,2025-12-24,20分鐘,7751,竑騰,中,Dn < -5%,45.83,-2.75,D3,-5.26,D4,-6.77,11.90,8.89,19.68,21.11,26.03,23.17,20.63,19.37,21.27,15.87,12.54,✅ +11.90%,-,,,-,-3.16,-6.62,-5.26,-6.77,-4.81,-4.81,-6.62,-4.06,2.11,6.02,9.47,13.53,11.90,13.71,11.37,11.37,13.53,10.50,3.83,0.00,6.95,8.23,12.62,10.07,7.80
2025-12-08,2025-12-15,5分鐘,2408,南亞科,大,Dn ≥ 0%,4.08,-3.00,-,,D3,1.96,,-0.61,-3.36,0.61,3.98,6.73,10.09,7.95,15.60,15.60,15.29,-,-,,,-,6.86,5.88,1.96,1.96,5.88,,,,,,-3.98,-3.09,0.64,0.64,-3.09,,,,,,0.64,4.78,8.28,11.15,14.65
2025-12-05,2025-12-12,5分鐘,3363,上詮,中,Dn -5%~0%,14.03,-5.50,-,,D3,-0.86,,3.32,4.55,0.98,2.70,-1.97,0.00,0.74,1.97,4.05,4.30,-,-,,,-,0.12,-0.74,-0.86,-0.86,0.37,,,,,,1.23,2.11,2.23,2.23,0.98,,,,,,3.28,-0.24,1.46,-3.16,-1.21
2025-12-05,2025-12-12,5分鐘,4931,新盛力,中,Dn -5%~0%,18.90,-3.24,D1,-3.47,D3,-4.05,6.59,6.59,6.59,2.69,3.89,5.39,10.48,13.47,6.59,7.49,5.99,✅ +6.59%,-,,,-,-3.47,-2.31,-4.05,0.29,4.05,,,,,,6.59,5.33,7.23,2.59,-1.11,,,,,,0.00,-3.65,-2.53,-1.12,3.65
2025-12-05,2025-12-12,5分鐘,7751,竑騰,中,Dn -5%~0%,29.76,2.34,-,,D1,-1.49,,5.53,3.85,6.03,6.03,4.02,6.87,13.74,18.09,14.91,26.30,-,-,,,-,-1.49,7.92,9.74,6.27,2.48,,,,,,4.86,-4.28,-5.86,-2.80,0.81,,,,,,-0.96,1.12,1.12,-0.80,1.92
2025-12-02,2025-12-16,20分鐘,3081,聯亞,大,Dn ≥ 0%,29.90,-2.95,-,,D3,2.26,,11.81,11.07,9.23,7.93,12.55,9.78,11.44,11.99,10.70,11.62,-,-,,,-,0.38,2.26,2.26,6.23,6.23,8.68,13.02,6.60,15.47,16.42,16.17,14.02,14.02,9.77,9.77,7.29,3.17,9.38,0.98,0.16,-2.59,-4.21,-5.34,-1.29,-3.72
2025-12-01,2025-12-08,5分鐘,6442,光聖,大,Dn -5%~0%,26.73,-10.24,-,,D1,-0.84,,1.69,1.69,5.93,6.78,13.56,19.49,13.14,2.97,-5.93,-2.12,-,-,,,-,-0.84,3.36,5.04,0.84,-0.42,,,,,,1.69,-2.44,-4.00,0.00,1.27,,,,,,0.00,4.17,5.00,11.67,17.50
2025-11-26,2025-12-10,20分鐘,8358,金居,大,Dn -5%~0%,1.55,-6.49,-,,D5,-0.87,,21.30,20.00,16.74,19.13,7.39,3.70,5.65,6.52,8.26,9.57,-,-,,,-,-4.37,-0.44,0.44,-0.66,-0.87,1.75,3.06,3.06,6.55,10.92,20.78,16.01,15.00,16.26,16.52,13.52,12.08,12.08,8.40,4.13,4.35,1.51,3.59,-6.62,-9.83
2025-11-20,2025-11-27,5分鐘,6584,南俊國際,中,Dn < -5%,26.93,-0.55,-,,D2,-5.23,,-1.24,-1.24,1.10,3.99,9.49,-1.38,-2.75,-10.59,-4.68,-6.74,-,D2,-5.23,5.37,✅ +5.37%,2.83,-5.23,-1.70,1.70,-0.85,,,,,,-2.89,5.37,1.58,-1.81,0.71,,,,,,1.70,4.11,7.08,12.75,1.56
2025-11-18,2025-11-25,5分鐘,5340,建榮,中,Dn < -5%,41.95,-8.70,-,,D2,-9.85,,0.00,-6.58,-1.48,-0.16,0.33,10.36,6.09,7.73,8.39,9.54,-,D1,-9.25,0.82,✅ +0.82%,-9.25,-9.85,-2.09,-8.81,-9.55,,,,,,0.82,1.49,-6.55,0.33,1.16,,,,,,-7.34,-2.28,-0.98,-0.49,9.46
2025-11-14,2025-11-21,5分鐘,2451,創見,大,Dn < -5%,70.08,-10.99,-,,D1,-9.26,,-4.85,-4.85,-3.57,-6.63,-2.04,-6.63,-8.93,-9.95,-11.73,-13.01,-,D1,-9.26,-5.61,❌ -5.61%,-9.26,-7.87,-7.41,-5.32,-6.48,,,,,,-5.61,-7.04,-7.50,-9.54,-8.42,,,,,,0.81,2.16,-1.08,3.78,-1.08
2025-11-14,2025-11-21,5分鐘,8110,華東,中,Dn < -5%,94.46,-12.71,-,,D3,-15.68,,-15.13,-13.16,-5.79,-14.34,-5.79,-2.76,6.84,3.68,3.03,-1.05,-,D1,-9.74,-14.08,❌ -14.08%,-9.74,-7.36,-15.68,-12.47,-14.96,,,,,,-14.08,-16.28,-8.03,-11.40,-8.80,,,,,,1.07,9.65,-0.31,9.65,13.17
2025-11-11,2025-11-25,20分鐘,8996,高力,大,Dn < -5%,45.22,-0.62,D3,-10.91,D6,-24.88,-8.29,-5.41,-9.55,-9.01,-7.21,-7.39,-4.14,1.26,-3.96,-4.68,-10.81,❌ -8.29%,-,,,-,-7.06,-16.21,-10.91,-19.82,-16.53,-24.88,-20.55,-17.66,-25.84,-23.27,-12.09,-2.49,-8.29,1.90,-2.12,8.76,2.83,-0.78,10.17,6.49,-1.38,-0.79,1.18,0.98,4.52
2025-11-07,2025-11-14,5分鐘,4991,環宇-KY,中,Dn -5%~0%,14.74,-13.64,-,,D1,-2.45,,0.94,4.39,0.31,-0.63,1.57,-5.96,-0.94,3.45,5.64,4.39,-,-,,,-,-2.45,1.83,-0.31,0.00,2.75,,,,,,2.19,-2.10,0.00,-0.31,-2.98,,,,,,2.15,-1.84,-2.76,-0.61,-7.98
2025-11-06,2025-11-13,5分鐘,1519,華城,大,Dn -5%~0%,37.24,-5.02,-,,D2,-4.97,,-2.61,-5.62,-3.53,-7.58,-1.96,-3.40,-10.07,-7.71,-10.98,-9.15,-,-,,,-,-2.55,-4.97,-1.91,-3.44,-2.55,,,,,,0.52,3.08,-0.13,1.45,0.52,,,,,,-6.11,-4.03,-8.06,-2.47,-3.90
2025-11-05,2025-11-12,5分鐘,2515,中工,中,Dn ≥ 0%,52.13,7.40,-,,D1,2.49,,-3.34,0.30,0.30,3.65,2.43,-7.29,-7.90,-10.33,-13.37,-16.72,-,-,,,-,2.49,5.92,5.92,7.79,3.74,,,,,,2.13,-1.18,-1.18,-2.89,0.90,,,,,,-1.79,-1.79,1.49,0.30,-9.23
2025-11-04,2025-11-18,20分鐘,2344,華邦電,大,Dn ≥ 0%,67.46,-5.02,-,,D4,2.65,,4.07,0.68,-1.69,-11.53,-7.46,-2.54,-9.15,-3.56,-1.69,-2.37,-,-,,,-,-5.83,-1.06,4.24,2.65,12.90,13.96,14.49,13.43,6.54,16.96,24.77,18.75,12.71,14.46,4.07,3.10,2.62,3.58,10.28,0.45,-10.68,-12.78,-21.50,-17.89,-13.53
2025-11-04,2025-11-11,5分鐘,3163,波若威,中,Dn < -5%,5.25,9.81,-,,D2,-9.36,,-0.67,0.22,3.33,0.89,4.44,0.89,1.78,6.00,-2.00,7.11,-,D1,-6.44,0.89,✅ +0.89%,-6.44,-9.36,-7.07,-4.37,-6.03,,,,,,0.89,4.13,1.57,-1.30,0.44,,,,,,-0.66,2.42,0.00,3.52,0.00
2025-11-04,2025-11-18,20分鐘,3693,營邦,中,Dn < -5%,60.34,-3.54,D5,-11.71,D5,-11.71,1.19,-9.09,-12.37,-11.33,-12.82,-12.37,-8.05,-9.09,-8.79,-10.28,-12.82,✅ +1.19%,-,,,-,-6.18,-3.42,-1.97,-3.16,-11.71,-11.58,-10.26,-10.66,-12.50,-10.92,-4.77,-7.49,-8.86,-7.74,1.19,1.04,-0.44,0.00,2.11,0.30,-13.40,-12.37,-13.84,-13.40,-9.13
2025-10-30,2025-11-06,5分鐘,3693,營邦,中,Dn -5%~0%,47.88,2.43,D1,1.23,D4,-2.60,-0.67,0.54,-0.67,-9.45,-9.31,-7.96,-8.37,-10.26,-8.64,-17.68,-20.65,❌ -0.67%,-,,,-,1.23,3.96,3.83,-2.60,0.27,,,,,,-0.67,-3.29,-3.16,3.23,0.27,,,,,,0.00,-8.83,-8.70,-7.34,-7.74
2025-10-21,2025-10-29,5分鐘,2344,華邦電,大,Dn -5%~0%,57.65,-4.76,D1,-3.78,D1,-3.78,21.97,21.08,23.77,21.52,26.91,19.51,25.56,32.29,30.27,43.27,44.62,✅ +21.97%,-,,,-,-3.78,-1.94,-0.11,9.82,16.50,,,,,,21.97,19.69,17.49,6.88,0.74,,,,,,1.47,-0.37,4.04,-2.02,2.94
2025-10-21,2025-10-29,5分鐘,8358,金居,大,Dn < -5%,5.25,-2.39,-,,D3,-5.22,,5.31,3.00,8.31,18.71,10.16,7.16,4.85,1.62,5.31,3.70,-,D3,-5.22,10.53,✅ +10.53%,-1.81,-2.04,-5.22,-1.13,2.27,,,,,,6.70,6.94,10.53,5.96,2.44,,,,,,-3.46,1.52,11.26,3.25,0.43
2025-10-20,2025-10-28,5分鐘,8271,宇瞻,中,Dn -5%~0%,69.66,-12.87,-,,D1,-4.85,,-4.17,-3.24,-3.24,-4.17,-1.85,-11.67,-12.31,-10.65,-1.85,7.87,-,-,,,-,-4.85,-3.52,-4.85,-3.52,1.32,,,,,,4.63,3.20,4.63,3.20,-1.74,,,,,,-7.52,-7.52,-8.41,-6.19,-15.58
2025-10-20,2025-10-28,5分鐘,8996,高力,中,Dn < -5%,61.37,0.45,-,,D4,-7.00,,3.78,13.99,15.31,17.96,21.55,21.74,14.74,25.14,17.58,17.77,-,D4,-7.00,5.94,✅ +5.94%,-2.58,-4.24,-4.24,-7.00,-1.84,,,,,,1.13,2.88,2.88,5.94,0.38,,,,,,12.71,14.02,16.64,20.19,20.37
2025-10-17,2025-10-27,5分鐘,6499,益安,中,Dn < -5%,26.76,-3.43,-,,D5,-10.32,,-15.81,-16.21,-18.58,-16.21,-17.39,-20.95,-21.58,-20.95,-20.55,-23.32,-,D5,-10.32,0.44,✅ +0.44%,0.40,-1.98,-2.78,-3.17,-10.32,,,,,,-10.28,-8.10,-7.35,-6.97,0.44,,,,,,-6.61,-9.25,-6.61,-7.93,-11.89
2025-10-16,2025-10-23,5分鐘,4967,十銓,中,Dn ≥ 0%,66.67,1.49,D1,3.59,D2,1.99,-1.92,-1.54,5.38,0.00,-3.08,-1.54,3.85,8.08,-2.69,3.08,6.15,❌ -1.92%,-,,,-,3.59,1.99,1.99,2.39,2.39,,,,,,-1.92,-0.39,-0.39,-0.78,-0.78,,,,,,7.45,1.96,-1.18,0.39,5.88
2025-10-14,2025-10-21,5分鐘,4768,晶呈科技,中,Dn -5%~0%,34.72,-14.02,-,,D1,-4.23,,6.02,3.61,4.02,6.63,4.42,4.82,2.01,0.40,3.61,-2.01,-,-,,,-,-4.23,-3.08,-2.12,-1.73,2.69,,,,,,8.43,7.14,6.09,5.68,1.12,,,,,,-4.44,-4.07,-1.67,-3.70,-3.33
2025-10-13,2025-10-28,20分鐘,8299,群聯,大,Dn < -5%,60.36,-19.22,D3,-11.34,D3,-11.34,27.88,31.07,33.63,41.94,36.19,41.94,33.63,38.75,48.34,47.70,62.40,✅ +27.88%,-,,,-,-4.08,-11.45,-11.34,-2.49,-3.63,-3.06,-1.59,-1.47,-0.23,9.75,18.20,28.04,27.88,16.28,17.65,16.96,15.21,15.07,13.64,3.31,4.50,11.00,6.50,11.00,4.50
2025-10-08,2025-10-16,5分鐘,6785,昱展新藥,中,Dn -5%~0%,20.89,-2.01,-,,D4,-0.55,,6.07,5.15,6.62,8.46,6.25,-0.37,-0.92,-1.65,-5.15,-4.04,-,-,,,-,0.00,4.04,2.02,-0.55,2.94,,,,,,4.96,0.88,2.88,5.55,1.96,,,,,,0.18,1.58,3.33,1.23,-5.08
2025-10-07,2025-10-22,20分鐘,4722,國精化,中,Dn < -5%,63.74,-1.95,D5,-10.49,D5,-10.49,7.03,2.08,-8.07,-5.99,-8.07,-5.99,-9.11,-5.73,-5.47,-8.59,-10.68,✅ +7.03%,-,,,-,-5.13,-3.50,-0.23,-4.90,-10.49,-6.29,-4.90,-4.90,-3.03,-3.03,0.98,-0.72,-3.97,0.74,7.03,2.24,0.74,0.74,-1.20,-1.20,-14.11,-12.17,-14.11,-12.17,-15.09
2025-10-02,2025-10-13,5分鐘,1795,美時,大,Dn ≥ 0%,32.38,-8.64,-,,D1,3.33,,7.77,5.11,6.82,9.47,13.45,5.68,16.10,10.23,7.77,8.33,-,-,,,-,3.33,4.11,8.81,10.18,8.41,,,,,,1.52,0.75,-3.60,-4.80,-3.25,,,,,,3.54,5.22,7.84,11.75,4.10
2025-09-23,2025-10-01,5分鐘,2408,南亞科,大,Dn < -5%,72.10,-4.32,D1,0.25,D4,-12.13,-9.63,-5.93,-1.60,2.47,12.59,12.10,21.60,18.02,10.00,6.54,17.16,❌ -9.63%,D2,-5.94,-3.68,❌ -3.68%,0.25,-5.94,-5.20,-12.13,-9.65,,,,,,-9.63,-3.68,-4.44,3.10,0.27,,,,,,8.88,13.39,24.59,24.04,34.56
2025-09-23,2025-10-01,5分鐘,6488,環球晶,大,Dn < -5%,38.67,5.21,-,,D4,-10.37,,-7.68,-2.20,-2.20,-0.50,1.80,-1.10,-2.89,-5.99,0.00,0.00,-,D4,-10.37,2.18,✅ +2.18%,-1.96,-2.94,-4.31,-10.37,-8.71,,,,,,-6.59,-5.65,-4.29,2.18,0.32,,,,,,4.70,4.70,6.52,8.97,5.88
2025-09-22,2025-10-08,20分鐘,3081,聯亞,中,Dn < -5%,10.60,0.40,D5,-7.50,D5,-7.50,5.74,10.14,4.05,-4.17,-12.39,-11.71,-9.23,-10.36,-1.46,-3.72,-7.43,✅ +5.74%,-,,,-,0.21,-0.83,-4.58,-4.48,-7.50,-5.21,-5.10,-3.12,-2.50,0.42,-2.39,-1.37,2.51,2.40,5.74,3.19,3.07,0.97,0.32,-2.59,-1.60,-9.37,-17.15,-16.51,-14.16
2025-09-19,2025-10-07,20分鐘,8033,雷虎,中,Dn -5%~0%,12.45,-2.84,-,,D6,-3.11,,2.36,-5.39,-5.05,-0.34,-8.42,-10.44,-6.73,-10.44,-13.80,-15.15,-,-,,,-,-3.11,6.23,2.77,2.08,-0.69,-3.11,2.42,3.81,2.77,7.96,11.43,1.63,5.05,5.76,8.71,11.43,5.41,4.00,5.05,0.00,-9.94,-9.62,-5.13,-12.82,-14.74
