anchor,year,horizon,n,mean_ret,win_rate
公告日,2008,-2,23,0.0014930427097909025,0.5217391304347826
公告日,2008,-3,23,0.011966358194406217,0.6086956521739131
公告日,2008,-4,23,0.012195851501512603,0.5652173913043478
公告日,2008,-5,23,0.01439628262936965,0.6086956521739131
公告日,2008,-6,23,0.01859725450858232,0.6086956521739131
公告日,2008,-7,23,0.020783300095740614,0.4782608695652174
公告日,2008,-8,23,0.019465777881085007,0.4782608695652174
公告日,2008,-9,23,0.019245652868029043,0.5217391304347826
公告日,2009,0,53,-0.0026224226844772857,0.33962264150943394
公告日,2009,10,53,0.0018024942832678477,0.49056603773584906
公告日,2009,1,53,-0.0011591870289636478,0.39622641509433965
公告日,2009,20,53,0.006831417160128131,0.41509433962264153
公告日,2009,2,53,0.0004682746157868012,0.5094339622641509
公告日,2009,30,53,0.0323413634743852,0.4716981132075472
公告日,2009,3,53,0.0010130445384451917,0.4339622641509434
公告日,2009,4,53,0.0031952561284962176,0.49056603773584906
公告日,2009,5,53,0.0037676597000110656,0.5094339622641509
公告日,2009,60,53,0.10904476721063697,0.49056603773584906
公告日,2009,6,53,0.005783421452176293,0.49056603773584906
