代號,名稱,規模,年份,起始日,出關日,條款,前日漲幅(%),D1跳空(%),符合因子,加強訊號,D1%,D3%,D5%,D8%,策略報酬(%)
4967,十銓,中,2025,2025-10-16,2025-11-04,連續3日+當沖,3.72,-1.99,✅,🚫當沖條款,3.59,1.99,2.39,3.59,-3.05
8067,志旭,小,2025,2025-10-16,2025-10-31,連續3日,2.74,-1.78,✅,⭐,-4.73,-8.88,-12.13,-12.72,-7.81
8472,夠麻吉,小,2025,2025-10-16,2025-10-31,10日6次,0.95,-3.98,,,-2.69,-3.75,-3.40,-1.64,-6.73
3709,鑫聯大投控,小,2025,2025-10-14,2025-10-29,連續3日,-5.88,1.18,,,-1.18,-10.14,-14.86,-14.86,-24.29
4768,晶呈科技,中,2025,2025-10-14,2025-10-29,連續3日,-0.76,2.69,,,-4.23,-2.12,2.69,-0.38,4.46
4989,榮科,小,2025,2025-10-14,2025-10-29,連續3日,6.52,-1.44,✅,⭐,-9.96,-14.77,-12.36,-18.97,12.84
8047,星雲,小,2025,2025-10-13,2025-10-28,連續3日,0.18,-3.68,,,9.94,20.81,46.04,79.37,44.87
3581,博磊,小,2025,2025-10-08,2025-10-23,連續3日,9.09,-4.39,,,-4.55,-3.03,-3.03,1.21,-6.71
6785,昱展新藥,中,2025,2025-10-08,2025-10-23,連續3日,-3.55,-1.47,,,0.00,2.02,2.94,6.62,-0.72
3430,奇鈦科,小,2025,2025-10-07,2025-10-27,連續5日,-3.41,-0.76,,,-3.03,-0.76,-8.33,-2.65,3.29
3555,博士旺,小,2025,2025-10-07,2025-10-22,連續3日,-3.86,3.16,,,-0.57,-0.86,2.58,28.69,13.06
3628,盈正,小,2025,2025-10-07,2025-10-22,連續5日,3.95,-3.01,✅,⭐,-3.80,-6.41,-1.83,-6.02,6.31
1795,美時,大,2025,2025-10-02,2025-10-20,連續3日,-1.54,0.98,,,3.33,8.81,8.41,10.37,5.32
6127,九豪,小,2025,2025-09-30,2025-10-16,連續3日,-0.75,-3.58,,,-5.47,-9.62,-7.17,-13.58,-2.95
2408,南亞科,大,2025,2025-09-23,2025-10-09,連續3日,2.02,0.00,✅,⭐,0.25,-5.20,-9.65,2.72,21.25
6488,環球晶,大,2025,2025-09-23,2025-10-09,連續3日,1.19,0.78,,,-1.96,-4.31,-8.71,-4.11,-1.45
2342,茂矽,小,2025,2025-09-22,2025-10-13,連續3日+當沖,-2.62,-2.69,,,-6.29,-0.45,-7.49,-5.54,-1.79
8299,群聯,大,2025,2025-09-17,2025-10-02,連續3日,3.61,1.31,✅,,0.00,4.94,3.20,-6.69,15.34
3323,加百裕,小,2025,2025-09-15,2025-10-02,連續3日,-4.79,-2.05,,,-5.77,-9.40,-10.99,-3.17,0.43
7714,創泓科技,小,2025,2025-09-12,2025-09-26,連續3日,9.94,-1.75,,,-5.25,-11.08,-12.24,-11.08,-14.82
3313,斐成,小,2025,2025-09-11,2025-09-25,連續3日,-3.19,-1.10,,,-4.40,-2.20,-3.30,-3.30,2.52
3167,大量,中,2025,2025-09-10,2025-09-24,10日6次,3.11,0.00,✅,⭐,-2.76,-4.77,-6.53,-6.78,1.45
5314,世紀*,中,2025,2025-09-10,2025-09-24,連續3日,-3.83,-2.21,,,-0.44,3.10,4.42,2.65,13.42
5438,東友,小,2025,2025-09-08,2025-09-22,連續3日,-2.84,-1.55,,,-5.34,2.75,-2.41,0.52,-5.45
6515,穎崴,大,2025,2025-09-04,2025-09-18,連續3日,1.95,2.88,,,1.60,9.90,11.18,1.92,17.57
6735,美達科技,小,2025,2025-09-04,2025-09-18,連續3日,2.31,0.00,✅,⭐,8.60,7.62,12.69,10.30,9.25
7703,銳澤,小,2025,2025-09-04,2025-09-18,連續3日,0.35,-3.50,,,-6.13,-4.73,-1.58,-9.98,-3.16
3048,益登,中,2025,2025-09-02,2025-09-16,連續3日,9.93,-0.12,,,7.02,1.90,0.59,4.16,-8.69
6584,南俊國際,中,2025,2025-09-02,2025-09-16,連續3日,-2.26,1.35,,,-5.78,-3.66,-5.20,-3.28,-5.47
3219,倚強科,小,2025,2025-09-01,2025-09-15,連續3日,3.35,0.46,✅,,-7.41,-3.70,-3.70,1.39,-5.66
4760,勤凱,小,2025,2025-09-01,2025-09-15,連續3日,-1.03,-1.04,,,-7.77,-7.77,-10.10,-2.07,-10.75
4772,台特化,中,2025,2025-09-01,2025-09-15,10日6次,1.04,-0.51,,,-3.25,-0.68,1.03,13.87,17.52
4931,新盛力,中,2025,2025-09-01,2025-09-15,10日6次,-1.46,-2.37,,,-5.34,-10.39,-4.15,1.19,-4.43
7402,邑錡,小,2025,2025-09-01,2025-09-17,連續5日,-2.27,1.55,,,-8.53,-3.88,15.89,24.81,25.49
3685,元創精密,小,2025,2025-08-27,2025-09-10,連續3日,4.96,4.44,✅,,0.28,15.28,26.94,35.56,44.52
8201,無敵,小,2025,2025-08-27,2025-09-10,連續3日,6.42,3.67,✅,,-4.46,-5.51,-10.76,-9.19,-0.91
6213,聯茂,中,2025,2025-08-22,2025-09-05,連續5日,2.33,-2.66,✅,⭐,-7.60,-6.46,-4.94,-5.70,-0.36
4722,國精化,中,2025,2025-08-21,2025-09-04,連續3日,9.81,-1.28,,,-2.13,9.36,21.70,21.28,13.56
4768,晶呈科技,小,2025,2025-08-21,2025-09-04,連續3日,-2.70,-0.35,,,3.47,1.39,4.17,9.72,6.35
6733,博晟生醫,小,2025,2025-08-21,2025-09-04,連續3日,-3.08,-0.24,,,-2.32,-0.49,12.96,12.22,15.29
1717,長興,中,2025,2025-08-20,2025-09-03,連續3日,-0.24,0.47,,,-3.55,-5.32,1.18,3.55,7.98
1802,台玻,大,2025,2025-08-20,2025-09-05,連續3日+當沖,-3.88,-4.73,,,-9.87,-10.85,-7.09,-1.81,-15.02
6418,詠昇,小,2025,2025-08-20,2025-09-03,連續3日,-5.00,-3.76,,,-6.77,-2.71,-3.16,-0.45,28.35
1815,富喬,中,2025,2025-08-19,2025-09-02,連續3日,2.53,-2.10,✅,⭐,-9.89,-12.11,-15.57,-13.47,-11.33
2630,亞航,中,2025,2025-08-19,2025-09-04,連續5日+當沖,3.28,-1.59,✅,🚫當沖條款,-8.25,-10.16,-5.56,-0.48,19.71
3071,協禧,小,2025,2025-08-19,2025-09-02,連續3日,4.74,-1.89,✅,⭐,-2.45,-2.64,-0.75,-0.57,5.45
3363,上詮,中,2025,2025-08-19,2025-09-02,連續5日,0.70,1.94,,,-0.69,-4.31,-2.64,0.00,2.02
3694,海華,中,2025,2025-08-19,2025-09-04,連續3日+當沖,9.99,3.65,,,8.56,-1.25,4.18,4.38,-13.82
4577,達航科技,小,2025,2025-08-19,2025-09-02,10日6次,10.00,3.19,,,-6.63,-12.41,-18.67,-15.36,-22.46
6283,淳安,小,2025,2025-08-19,2025-09-02,連續3日,-1.36,-1.04,,,-5.01,-7.08,-6.22,6.56,0.19
8358,金居,中,2025,2025-08-19,2025-09-02,連續3日,9.82,1.36,,,-8.94,-3.52,7.59,10.30,27.92
3555,博士旺,小,2025,2025-08-18,2025-09-01,連續3日,0.00,2.66,,,-1.99,14.95,2.99,-0.83,-7.65
5475,德宏,小,2025,2025-08-15,2025-08-29,連續5日,9.93,-2.36,,,1.64,2.46,-8.62,-14.78,-7.93
6215,和椿,中,2025,2025-08-15,2025-09-02,連續5日+當沖,-2.88,0.33,,,-0.99,-2.63,-11.51,-6.58,-13.98
6895,宏碩系統,小,2025,2025-08-14,2025-08-28,連續3日,-3.48,1.06,,,7.01,14.23,13.59,22.29,8.17
8935,邦泰,小,2025,2025-08-14,2025-08-28,連續3日,8.97,-3.38,✅,⭐,-8.02,-5.06,-15.19,-2.11,11.80
2406,國碩,小,2025,2025-08-12,2025-08-26,連續3日,9.76,-0.48,,,5.77,2.16,23.32,17.55,2.82
2493,揚博,中,2025,2025-08-12,2025-08-26,連續3日,-4.24,1.85,,,0.37,-2.58,4.80,11.07,13.98
6129,普誠,小,2025,2025-08-11,2025-08-25,連續3日,0.36,0.36,,,-0.72,-1.08,8.63,14.75,12.32
6727,亞泰金屬,小,2025,2025-08-11,2025-08-25,連續3日,9.72,9.70,,,9.70,27.00,47.26,43.46,38.10
8021,尖點,中,2025,2025-08-11,2025-08-25,10日6次,5.76,-1.94,✅,⭐,-1.33,6.54,11.38,7.99,11.67
8038,長園科,小,2025,2025-08-11,2025-08-25,連續5日,-4.28,0.91,,,-0.71,6.71,4.88,-1.02,16.74
3623,富晶通,小,2025,2025-08-07,2025-08-21,連續3日,0.61,-0.20,,,1.01,-1.42,0.20,10.95,-3.37
6949,沛爾生醫-創,大,2025,2025-08-07,2025-08-21,連續3日,9.96,9.95,,,9.95,27.89,26.29,21.14,14.51
2429,銘旺科,小,2025,2025-08-05,2025-08-21,連續5日+當沖,-1.45,-1.02,,,-4.19,-7.24,-4.98,-9.28,-12.16
3230,錦明,小,2025,2025-08-01,2025-08-15,連續3日,3.76,-2.07,✅,⭐,2.07,6.63,5.80,13.66,18.30
6928,攸泰科技,小,2025,2025-08-01,2025-08-19,連續3日+當沖,-0.55,-2.48,,,-2.07,-1.10,-5.24,-3.86,-6.27
8033,雷虎,中,2025,2025-08-01,2025-08-19,連續5日+當沖,0.31,-2.51,,,1.57,6.69,9.83,15.59,29.41
8045,達運光電,中,2025,2025-08-01,2025-08-15,連續3日,1.43,-1.41,,,2.82,1.41,7.04,2.35,10.15
6291,沛亨,小,2025,2025-07-30,2025-08-13,連續3日,-1.89,0.00,,,5.02,17.37,8.11,5.41,7.73
4989,榮科,小,2025,2025-07-25,2025-08-08,連續3日,2.17,0.00,✅,⭐,-3.83,-3.40,0.85,2.55,7.39
6442,光聖,中,2025,2025-07-25,2025-08-12,連續3日+當沖,9.79,-0.49,,,-2.43,-3.57,-1.13,-3.89,10.27
8210,勤誠,大,2025,2025-07-21,2025-08-04,10日6次,0.56,-1.11,,,-0.37,-2.95,-2.21,-6.46,-12.12
8472,夠麻吉,小,2025,2025-07-21,2025-08-04,連續3日,9.90,9.91,,,9.91,-2.30,-0.90,0.10,20.77
1595,川寶,小,2025,2025-07-18,2025-08-05,連續3日,0.25,1.72,,,-3.20,-4.43,-1.85,-3.57,1.17
6933,AMAX-KY,小,2025,2025-07-18,2025-08-01,連續3日,9.85,9.80,,,9.80,21.29,22.13,23.25,12.91
3708,上緯投控,小,2025,2025-07-17,2025-08-04,連續3日+當沖,-2.91,1.34,,,2.68,2.99,11.46,18.68,21.25
4991,環宇-KY,中,2025,2025-07-17,2025-08-04,連續5日,3.85,-1.23,✅,⭐,-5.25,-5.86,-13.58,-2.47,4.20
5314,世紀*,中,2025,2025-07-16,2025-08-01,連續3日,-2.83,-0.58,,,-0.87,0.44,7.71,9.17,21.08
8499,鼎炫-KY,中,2025,2025-07-16,2025-07-30,10日6次,0.83,1.64,,,5.33,19.26,7.99,9.84,7.04
5245,智晶,小,2025,2025-07-14,2025-07-28,連續3日,5.35,-1.04,✅,⭐,-0.45,-2.39,-1.04,-3.13,-8.30
3577,泓格,小,2025,2025-07-07,2025-07-21,連續3日,0.24,1.18,,,0.94,9.43,9.08,8.49,22.89
8227,巨有科技,小,2025,2025-07-07,2025-07-23,連續5日,-6.54,0.58,,,-0.29,-0.87,0.29,-1.75,-1.82
3122,笙泉,小,2025,2025-07-02,2025-07-16,連續3日,-5.89,-0.37,,,9.94,4.79,11.60,6.26,-4.04
3040,遠見,小,2025,2025-06-26,2025-07-10,10日6次,2.09,-1.26,✅,⭐,0.16,9.62,10.41,-2.21,0.43
6739,竹陞科技,小,2025,2025-06-26,2025-07-14,連續3日,3.49,3.37,✅,,1.17,-3.89,-5.70,4.53,-6.25
6895,宏碩系統,小,2025,2025-06-26,2025-07-10,連續3日,-3.24,-2.23,,,0.00,0.56,3.35,-1.96,12.49
7642,昶瑞機電,小,2025,2025-06-18,2025-07-02,連續3日,-1.17,-3.15,,,-2.36,-10.24,-7.87,0.00,-6.81
6276,安鈦克,小,2025,2025-06-11,2025-06-27,連續5日,-6.73,-1.44,,,-6.73,-8.33,-9.46,-1.76,2.74
6885,全福生技,小,2025,2025-06-10,2025-06-24,10日6次,3.50,1.03,✅,,-4.85,-2.35,-2.20,10.28,16.93
4168,醣聯,小,2025,2025-06-06,2025-06-20,連續3日,-0.18,0.00,,,-5.97,-7.05,-4.16,3.62,7.53
6593,台灣銘板,小,2025,2025-06-03,2025-06-19,連續3日,9.89,7.88,,,-0.84,-9.00,-6.05,-7.45,-2.63
3294,英濟,小,2025,2025-06-02,2025-06-18,連續3日,2.29,-2.11,✅,⭐,-6.32,-1.32,-4.87,-5.39,18.18
6574,霈方,小,2025,2025-06-02,2025-06-16,連續3日,-9.95,-6.35,,,-9.02,9.91,18.81,6.73,18.22
9902,台火,小,2025,2025-06-02,2025-06-16,10日6次,-4.01,-2.55,,,-6.26,-8.35,-4.41,-7.89,-7.54
5475,德宏,小,2025,2025-05-29,2025-06-13,連續3日,2.38,1.16,✅,,0.29,4.65,13.08,16.28,21.09
3297,杭特,小,2025,2025-05-28,2025-06-16,連續3日,1.95,-1.58,,,-8.78,-12.16,-11.26,-12.16,5.57
1419,新紡,中,2025,2025-05-26,2025-06-10,10日6次,9.91,4.85,,,9.96,2.69,-7.13,-8.88,-18.10
3205,佰研,小,2025,2025-05-22,2025-06-06,連續3日,9.96,9.94,,,4.78,3.65,6.16,14.72,1.08
6591,動力-KY,小,2025,2025-05-20,2025-06-04,10日6次,0.00,0.68,,,2.05,10.82,2.74,2.74,-3.18
8038,長園科,小,2025,2025-05-20,2025-06-04,連續3日,2.25,1.02,✅,,-1.69,-2.71,4.75,1.69,-1.22
9103,美德醫療-DR,小,2025,2025-05-20,2025-06-04,10日6次,9.94,9.39,,,-4.17,-4.70,-2.96,7.65,8.72
4554,橙的,小,2025,2025-05-19,2025-06-03,連續3日,-0.93,-0.23,,,9.71,15.79,5.03,-9.82,-21.47
6442,光聖,中,2025,2025-05-16,2025-06-02,10日6次,0.86,0.21,,,-2.67,-5.13,-3.74,-2.67,-8.38
6499,益安,小,2025,2025-05-15,2025-05-29,連續3日,6.11,-1.13,✅,⭐,0.75,1.38,22.15,40.18,40.02
6596,寬宏藝術,小,2025,2025-05-15,2025-05-29,連續3日,-0.42,1.68,,,-0.42,-0.84,12.61,10.08,5.97
3073,天方能源,小,2025,2025-05-08,2025-05-26,連續3日,-4.85,3.06,,,3.88,9.80,4.90,15.71,0.23
4946,辣椒,小,2025,2025-05-07,2025-05-21,連續3日,7.42,-4.01,✅,⭐,-5.57,-9.35,-9.58,-15.14,10.02
6441,廣錠,小,2025,2025-05-07,2025-05-21,連續3日,0.00,-1.60,,,-3.67,-6.55,-5.59,-7.35,7.27
7714,創泓科技,小,2025,2025-05-05,2025-05-19,連續3日,0.00,-2.72,,,-1.36,-4.08,-3.74,-10.54,-17.94
3147,大綜,中,2025,2025-04-29,2025-05-16,連續3日,4.07,-0.34,✅,⭐,-1.36,-0.17,-4.76,-7.82,-19.32
3709,鑫聯大投控,小,2025,2025-04-29,2025-05-14,連續3日,1.47,-2.99,,,-3.20,-2.68,-4.23,0.10,-6.65
6916,華凌,小,2025,2025-04-22,2025-05-07,10日6次,9.86,3.30,,,-4.76,-5.49,-2.01,-5.13,10.03
6560,欣普羅,小,2025,2025-04-21,2025-05-06,連續3日,9.89,0.15,,,-2.47,-8.27,8.56,1.89,4.55
3434,哲固,小,2025,2025-04-18,2025-05-05,連續3日,-9.91,3.56,,,7.77,-4.53,1.78,18.12,-1.71
6228,全譜,小,2025,2025-04-18,2025-05-05,連續3日,-10.00,-0.90,,,1.50,-15.22,-4.50,3.10,-4.60
3297,杭特,小,2025,2025-04-15,2025-05-02,連續3日,9.98,-2.49,,,-0.44,-7.17,-8.05,-3.51,5.53
2468,華經,小,2025,2025-03-28,2025-04-17,連續3日+當沖,1.59,-1.25,,,-9.87,-15.36,-26.65,-26.96,1.03
4949,有成精密,小,2025,2025-03-28,2025-04-15,連續5日,-8.19,-3.46,,,-8.66,3.86,-7.86,-8.79,3.87
6140,訊達,小,2025,2025-03-28,2025-04-17,連續3日,-1.37,-0.81,,,-9.34,-16.72,-24.45,-28.14,2.82
8033,雷虎,中,2025,2025-03-26,2025-04-15,連續5日+當沖,1.95,-0.41,,,-3.68,-6.68,-8.32,-25.92,-13.81
6130,上亞科技,小,2025,2025-03-24,2025-04-09,連續3日,10.00,9.92,,,6.89,4.68,5.23,-3.58,-34.51
8111,立碁,小,2025,2025-03-24,2025-04-11,連續3日,-2.18,-1.04,,,-6.08,-10.53,-16.91,-25.22,-41.75
8088,品安,小,2025,2025-03-21,2025-04-10,連續5日,0.57,0.00,,,-4.86,-9.14,-10.00,-18.00,-29.64
6227,茂綸,中,2025,2025-03-20,2025-04-09,連續3日,1.18,1.16,,,4.26,-0.39,-3.49,-23.18,-44.45
3528,安馳,小,2025,2025-03-17,2025-04-02,連續3日+當沖,9.88,3.84,,,5.04,4.32,-0.36,-2.40,-11.43
4534,慶騰,小,2025,2025-02-27,2025-03-14,連續3日,3.21,-0.66,✅,⭐,-3.61,-5.08,-5.90,-15.25,2.53
6276,安鈦克,小,2025,2025-02-19,2025-03-06,連續3日,-2.09,3.02,,,2.76,0.50,3.27,1.76,-4.51
8234,新漢,中,2025,2025-02-18,2025-03-07,連續5日,9.89,2.39,,,2.51,3.30,19.59,4.21,0.31
2438,翔耀,小,2025,2025-02-17,2025-03-04,連續3日,-7.86,-0.27,,,-1.07,1.20,0.00,-1.07,-8.17
6854,錼創科技-KY創,中,2025,2025-02-17,2025-03-04,其他,-1.72,1.17,,,0.00,-0.39,-3.70,-2.72,-16.31
4971,IET-KY,小,2025,2025-02-14,2025-03-03,連續3日,9.33,-0.30,,,1.52,3.05,7.93,10.98,1.14
6739,竹陞科技,小,2025,2025-02-14,2025-03-03,連續3日,-1.11,3.36,,,7.09,15.30,18.84,22.95,2.43
4946,辣椒,小,2025,2025-02-13,2025-02-27,連續3日,9.88,0.00,,,7.95,-0.90,7.35,11.99,2.42
6113,亞矽,小,2025,2025-02-13,2025-02-27,連續3日,-4.96,0.00,,,4.31,2.04,3.85,6.12,-8.18
6215,和椿,中,2025,2025-02-12,2025-03-03,連續5日+當沖,0.00,-0.36,,,-6.14,-6.14,-3.25,-5.05,-12.66
3349,寶德,小,2025,2025-02-11,2025-02-25,連續3日,-0.66,0.00,,,-2.22,-5.33,0.44,-7.56,-12.63
4154,樂威科-KY,小,2025,2025-02-11,2025-02-25,連續3日,3.32,1.23,✅,,4.20,13.83,9.63,4.69,-7.47
6148,驊宏資,小,2025,2025-02-11,2025-02-27,連續3日,-3.75,-0.91,,,-2.99,1.04,-0.78,2.73,3.40
8096,擎亞,小,2025,2025-02-10,2025-02-24,連續3日,7.14,1.85,✅,,0.56,19.44,31.48,46.11,44.03
6485,點序,小,2025,2025-02-07,2025-02-21,連續3日,-1.45,0.00,,,0.33,17.84,24.39,25.70,28.03
6558,興能高,小,2025,2025-02-05,2025-02-19,10日6次,1.68,-0.99,,,-5.79,-3.15,-6.29,-7.95,9.66
3379,彬台,小,2025,2025-01-21,2025-02-17,連續3日,0.51,-1.71,,,-3.07,-8.02,-7.51,-7.85,1.40
4772,台特化,中,2025,2025-01-20,2025-02-12,連續3日,0.00,1.22,,,9.98,7.54,-0.41,0.20,-17.95
6547,高端疫苗,中,2025,2025-01-16,2025-02-10,連續3日,-1.69,-0.50,,,-3.94,0.91,-1.01,0.91,1.85
8045,達運光電,小,2025,2025-01-13,2025-02-05,連續3日,-1.71,-2.61,,,-8.70,-4.35,3.04,1.74,27.74
6477,安集,小,2025,2025-01-10,2025-02-06,連續3日+當沖,-4.80,-1.55,,,-2.46,-1.68,1.81,2.98,3.62
8937,合騏,大,2025,2025-01-07,2025-01-21,10日6次,6.21,0.92,✅,,4.62,2.46,-6.15,1.54,-1.24
8033,雷虎,中,2025,2025-01-06,2025-01-20,10日6次,-0.43,0.29,,,-4.37,-4.51,-9.02,-3.93,2.38
9136,巨騰-DR,小,2024,2024-12-30,2025-01-14,連續5日,2.64,0.45,✅,,-1.51,-1.51,-2.11,-1.96,-0.97
6922,宸曜,小,2024,2024-12-27,2025-01-13,連續3日,-5.59,0.00,,,0.00,-2.37,-8.77,-1.42,-16.94
2250,IKKA-KY,小,2024,2024-12-26,2025-01-10,10日6次,4.98,-1.09,✅,⭐,-1.82,-1.09,-2.19,-9.49,-16.71
2466,冠西電,中,2024,2024-12-25,2025-01-09,連續3日,9.95,3.29,,,9.87,14.80,15.13,20.72,17.61
4571,鈞興-KY,中,2024,2024-12-24,2025-01-10,連續3日+當沖,0.60,-0.39,,,3.16,2.96,1.78,-3.75,-20.05
3019,亞光,中,2024,2024-12-23,2025-01-09,連續3日+當沖,-0.61,0.31,,,3.06,13.15,11.31,8.87,-8.07
4540,全球傳動,小,2024,2024-12-19,2025-01-07,連續5日+當沖,3.40,-3.29,✅,🚫當沖條款,-0.87,-3.11,4.84,8.65,1.39
6426,統新,小,2024,2024-12-10,2024-12-24,連續3日,0.00,-0.92,,,-3.23,-12.07,-16.41,-23.23,-22.55
6104,創惟,中,2024,2024-12-06,2024-12-24,連續5日,4.09,-1.12,✅,⭐,1.69,-4.49,-3.65,-8.99,-6.71
3597,映興,小,2024,2024-11-28,2024-12-12,連續3日,-0.78,-0.98,,,-2.95,-1.38,2.16,-9.82,-20.09
1569,濱川,小,2024,2024-11-27,2024-12-13,連續3日,2.40,-1.41,✅,⭐,-3.59,1.41,-1.41,-0.78,-3.11
5314,世紀,大,2024,2024-11-27,2024-12-11,連續3日,3.63,0.00,✅,⭐,-2.70,7.41,18.06,19.00,27.90
3625,西勝,小,2024,2024-11-22,2024-12-06,連續3日,7.62,-3.24,✅,⭐,-6.19,-7.67,-12.39,15.04,28.26
4931,新盛力,小,2024,2024-11-18,2024-12-04,連續3日,-2.89,-1.27,,,-0.85,2.87,11.04,21.02,51.89
3211,順達,中,2024,2024-11-15,2024-11-29,連續3日,-4.44,-1.00,,,-0.33,2.99,17.61,19.27,31.64
6781,AES-KY,大,2024,2024-11-13,2024-11-27,10日6次,-0.27,1.51,,,4.53,6.04,14.84,16.76,4.77
8047,星雲,小,2024,2024-11-07,2024-11-21,連續3日,-1.40,3.07,,,8.75,4.02,10.87,7.57,7.47
6442,光聖,中,2024,2024-11-06,2024-11-20,10日6次,0.96,0.19,,,-2.86,-0.38,1.52,-3.24,-2.91
8937,合騏,中,2024,2024-11-06,2024-11-20,其他,6.02,-0.20,✅,⭐,4.46,21.70,26.77,42.49,50.61
2424,隴華,小,2024,2024-11-04,2024-11-18,10日6次,7.22,0.25,✅,,0.00,2.16,2.29,2.41,2.44
8044,網家,小,2024,2024-10-31,2024-11-14,連續3日,4.75,-2.88,✅,⭐,-0.41,5.46,22.14,11.43,4.09
4558,寶緯,小,2024,2024-10-30,2024-11-13,連續3日,4.04,5.02,✅,,2.51,-3.88,-4.68,-1.37,-13.72
3447,展達,小,2024,2024-10-29,2024-11-14,連續3日+當沖,4.90,-2.09,✅,🚫當沖條款,-0.98,1.47,-0.98,13.14,11.31
6791,虎門科技,小,2024,2024-10-29,2024-11-12,連續3日,9.67,-3.73,,,-1.69,-4.41,2.03,3.73,-4.49
6151,晉倫,小,2024,2024-10-24,2024-11-07,連續3日,1.47,-0.81,,,-2.90,-1.61,-2.10,0.81,2.63
4576,大銀微系統,中,2024,2024-10-23,2024-11-08,連續3日+當沖,-0.35,0.35,,,2.48,2.84,2.48,-5.32,-9.70
6763,綠界科技*,中,2024,2024-10-22,2024-11-05,連續3日,9.97,1.37,,,9.89,27.20,20.74,16.62,1.52
6854,錼創科技-KY創,中,2024,2024-10-21,2024-11-04,連續3日,4.95,0.00,✅,⭐,4.38,5.05,5.72,2.69,-3.58
4956,光鋐,小,2024,2024-10-17,2024-11-04,連續3日+當沖,9.93,1.08,,,0.36,3.61,8.92,-3.61,-4.32
4991,環宇-KY,小,2024,2024-10-17,2024-11-01,連續3日,5.69,-0.79,✅,⭐,2.85,0.16,1.74,-1.90,13.03
3234,光環,小,2024,2024-10-14,2024-10-28,連續3日,-1.26,1.46,,,-3.47,-3.10,-5.11,1.09,-11.51
3363,上詮,中,2024,2024-10-14,2024-10-28,10日6次,-0.61,-0.41,,,1.42,-3.66,-5.89,1.63,-15.79
2929,淘帝-KY,小,2024,2024-10-09,2024-10-24,連續3日,2.57,0.00,✅,⭐,-5.38,-6.09,-10.39,-7.53,-2.25
8404,百和興業-KY,中,2024,2024-10-09,2024-10-24,連續3日,-2.53,1.39,,,3.29,0.52,3.64,14.21,10.38
5907,大洋-KY,小,2024,2024-10-08,2024-10-23,連續3日,5.06,0.00,✅,⭐,2.59,-9.26,-8.15,-7.78,0.73
6246,臺龍,小,2024,2024-10-07,2024-10-22,連續3日,-0.53,2.68,,,-4.46,-10.71,-8.21,-7.14,-8.21
6969,成信實業*-創,小,2024,2024-09-27,2024-10-14,連續3日,1.78,-3.49,,,-0.16,2.22,0.63,-2.70,-3.85
6706,惠特,中,2024,2024-09-26,2024-10-11,10日6次,0.30,-0.89,,,-3.25,0.59,1.78,8.28,6.07
3167,大量,中,2024,2024-09-25,2024-10-14,連續3日+當沖,-0.78,-0.79,,,-2.36,10.63,18.11,16.93,35.13
5210,寶碩,小,2024,2024-09-25,2024-10-09,連續3日,-2.04,0.80,,,-0.96,-2.72,-0.64,0.80,-0.52
6144,得利影,小,2024,2024-09-25,2024-10-09,10日6次,0.41,-0.82,,,-5.33,-6.97,-5.33,-6.56,5.27
1721,三晃,小,2024,2024-09-24,2024-10-08,連續3日,5.98,0.19,✅,,-1.17,-4.86,-1.56,2.14,-7.25
2033,佳大,小,2024,2024-09-23,2024-10-07,連續3日,-3.10,0.00,,,1.14,0.92,5.26,4.81,3.04
3354,律勝,小,2024,2024-09-23,2024-10-07,連續3日,-1.59,0.00,,,0.00,-3.06,-3.39,-1.94,-1.00
5234,達興材料,中,2024,2024-09-23,2024-10-09,連續3日+當沖,-2.46,0.00,,,-1.26,2.52,-0.63,0.84,4.11
5314,世紀,大,2024,2024-09-20,2024-10-04,連續3日,4.50,0.00,✅,⭐,-1.44,7.18,-1.20,0.24,6.68
5443,均豪,中,2024,2024-09-20,2024-10-04,10日6次,5.59,0.33,✅,,-2.32,-7.28,-6.29,-2.98,-3.41
8996,高力,中,2024,2024-09-20,2024-10-04,10日6次,8.06,0.50,✅,,-1.74,1.49,6.97,0.75,-1.50
5438,東友,小,2024,2024-09-19,2024-10-04,連續3日,9.88,3.42,,,-2.70,-3.96,-6.12,-5.58,-14.41
8032,光菱,小,2024,2024-09-19,2024-10-04,連續3日,9.91,0.00,,,-5.58,-0.21,-10.19,-9.44,-13.43
8249,菱光,小,2024,2024-09-18,2024-10-04,連續3日,9.96,6.34,,,3.08,2.17,9.60,10.87,-11.08
6231,系微,中,2024,2024-09-16,2024-10-01,10日6次,-0.19,-0.94,,,-2.64,-1.70,0.94,-2.83,-1.33
4569,六方科-KY,小,2024,2024-09-09,2024-09-24,連續3日,9.76,6.11,,,10.00,26.94,31.67,37.78,23.89
1735,日勝化,小,2024,2024-09-06,2024-09-23,10日6次,-9.95,0.79,,,-2.17,-9.07,-4.14,0.79,1.46
3081,聯亞,中,2024,2024-09-04,2024-09-23,連續3日,2.64,-4.63,✅,⭐,-1.54,-1.54,9.00,7.46,34.89
3450,聯鈞,中,2024,2024-09-04,2024-09-23,連續5日+當沖,-2.52,-9.77,,,-9.20,-9.77,-5.75,3.16,16.10
2425,承啟,小,2024,2024-09-03,2024-09-18,10日6次,-0.23,0.00,,,-4.07,-9.65,-11.40,-8.26,-1.69
4526,東台,小,2024,2024-09-03,2024-09-20,連續3日+當沖,-5.72,0.67,,,1.89,-4.58,-0.81,-2.70,0.17
