代號,名稱,規模,年份,起始日,出關日,條款,前日漲幅(%),D1跳空(%),符合因子,加強訊號,D1%,D3%,D5%,D8%,策略報酬(%)
6274,台燿,大,2026,2026-04-17,2026-05-04,連續3日,1.48,-1.04,,,-1.46,0.31,-1.04,0.63,16.98
6949,沛爾生醫-創,大,2026,2026-04-17,2026-05-04,連續3日,0.65,-1.67,,,-1.28,2.31,10.90,-1.79,-1.92
7556,意德士,小,2026,2026-04-17,2026-05-04,連續3日,2.27,-0.37,✅,⭐,-1.67,9.07,18.15,8.15,10.38
1785,光洋科,大,2026,2026-04-16,2026-04-30,連續3日,0.36,-1.43,,,1.43,9.64,11.79,6.43,16.19
3042,晶技,中,2026,2026-04-16,2026-04-30,10日6次,-2.25,0.77,,,7.28,27.59,27.97,7.28,8.93
3532,台勝科,大,2026,2026-04-16,2026-04-30,10日6次,8.10,-1.55,✅,⭐,0.26,-3.88,-3.36,-5.94,-2.93
4569,六方科-KY,小,2026,2026-04-16,2026-04-30,10日6次,9.94,3.88,,,0.26,5.94,-1.81,-5.17,-5.51
4576,大銀微系統,中,2026,2026-04-16,2026-04-30,10日6次,0.52,0.00,,,-0.26,2.33,2.33,-6.46,14.67
4577,達航科技,小,2026,2026-04-16,2026-04-30,連續3日,-2.08,-3.18,,,-2.83,2.83,13.78,17.31,19.64
4764,雙鍵,中,2026,2026-04-16,2026-04-30,10日6次,4.27,-2.81,✅,⭐,-1.02,19.44,13.55,11.51,32.98
4908,前鼎,中,2026,2026-04-16,2026-04-30,連續3日,-1.05,4.26,,,9.93,32.98,38.65,16.31,37.71
4949,有成精密,小,2026,2026-04-16,2026-04-30,10日6次,-3.58,-1.01,,,-0.67,0.34,3.26,-3.15,18.99
1591,駿吉-KY,小,2026,2026-04-15,2026-04-29,連續3日,2.08,-0.17,✅,⭐,0.17,-2.04,13.41,0.68,6.08
3026,禾伸堂,中,2026,2026-04-15,2026-04-29,連續3日,7.75,-0.65,✅,⭐,-2.83,1.74,11.11,-5.88,5.47
3234,光環,中,2026,2026-04-15,2026-04-29,連續3日,-5.22,-4.24,,,-4.24,-2.12,0.00,-10.17,-6.11
6147,頎邦,大,2026,2026-04-15,2026-04-29,連續3日,-3.00,0.88,,,-6.19,1.77,19.91,28.32,48.70
6903,巨漢,中,2026,2026-04-15,2026-04-29,連續3日,-3.47,-1.16,,,-1.16,1.16,-0.13,-1.41,2.76
7610,聯友金屬-創,中,2026,2026-04-15,2026-04-29,連續3日,9.87,0.00,,,8.99,6.16,4.49,-2.33,-2.95
8021,尖點,中,2026,2026-04-15,2026-04-29,連續3日,0.29,-2.00,,,-2.86,11.57,15.71,28.86,12.29
8996,高力,大,2026,2026-04-15,2026-04-29,10日6次,1.83,7.62,,,-1.35,9.42,8.97,0.90,3.28
3455,由田,中,2026,2026-04-14,2026-04-28,連續3日,-1.81,-0.26,,,-3.16,-2.11,11.32,12.63,17.85
3583,辛耘,大,2026,2026-04-14,2026-04-28,連續3日,4.31,2.71,✅,,-2.71,0.28,15.10,27.21,7.70
6218,豪勉,小,2026,2026-04-14,2026-04-28,連續3日,8.17,-1.04,✅,⭐,-4.17,-0.52,-7.68,-14.19,-3.21
5243,乙盛-KY,中,2026,2026-04-13,2026-04-27,連續3日,4.85,-1.26,✅,⭐,-0.42,3.78,4.20,0.84,-9.64
7734,印能科技,大,2026,2026-04-08,2026-04-22,連續3日,-1.06,5.38,,,4.95,15.91,7.10,7.74,28.74
1905,華紙,中,2026,2026-04-02,2026-04-20,連續3日,-9.97,-8.98,,,-9.88,-15.57,-14.37,-14.67,-12.65
4741,泓瀚,小,2026,2026-04-02,2026-04-20,連續3日,-1.07,0.27,,,10.00,23.92,39.19,40.81,36.01
7721,微程式,小,2026,2026-04-02,2026-04-20,連續3日,3.92,1.43,✅,,0.91,6.11,9.23,14.04,4.80
4154,樂威科-KY,小,2026,2026-04-01,2026-04-17,連續3日,-3.69,1.74,,,1.74,-1.39,0.70,-9.06,-5.15
2231,為升,中,2026,2026-03-31,2026-04-16,連續3日,10.00,-0.36,,,-9.82,-18.55,-13.82,-9.45,2.87
6821,聯寶,小,2026,2026-03-31,2026-04-16,連續3日,9.12,-5.57,,,-10.00,-7.38,-12.30,6.39,11.48
3587,閎康,中,2026,2026-03-26,2026-04-13,連續3日,4.79,-2.39,✅,⭐,-7.75,-6.16,-9.74,1.19,36.50
6515,穎崴,大,2026,2026-03-26,2026-04-13,10日6次,3.17,0.00,✅,⭐,-3.61,-9.17,-13.73,-7.57,4.74
4905,台聯電,小,2026,2026-03-25,2026-04-10,連續3日,-9.98,-3.85,,,-5.20,-1.58,-9.62,-6.11,-0.71
6547,高端疫苗,中,2026,2026-03-25,2026-04-10,連續3日,5.50,0.87,✅,,-1.74,-4.17,-0.35,3.13,-2.13
6465,威潤,小,2026,2026-03-24,2026-04-09,連續3日,-9.94,1.51,,,-4.76,8.01,6.85,3.60,13.06
7711,永擎,中,2026,2026-03-24,2026-04-09,連續3日,9.90,-0.17,,,-5.89,-2.95,-6.24,-8.32,3.69
8155,博智,中,2026,2026-03-24,2026-04-09,連續3日,-3.64,3.40,,,-5.66,0.00,-0.38,-4.53,21.64
2399,映泰,小,2026,2026-03-23,2026-04-08,連續3日,9.90,-5.11,,,-7.80,-15.19,-16.67,-14.38,10.28
2451,創見,大,2026,2026-03-23,2026-04-08,連續3日,-2.27,-7.45,,,-9.93,-15.56,-21.85,-23.84,-9.18
3693,營邦,中,2026,2026-03-23,2026-04-08,連續3日,-8.23,-6.73,,,-10.00,-4.86,-6.54,-5.23,13.25
1711,永光,中,2026,2026-03-20,2026-04-07,連續3日,9.91,2.77,,,-3.35,-10.75,-10.87,-15.95,-19.62
1735,日勝化,小,2026,2026-03-20,2026-04-07,連續3日,0.79,0.47,,,-8.68,-15.30,-15.46,-24.45,-23.50
1799,易威,小,2026,2026-03-20,2026-04-07,連續3日,-6.65,1.97,,,-7.13,-9.58,-4.67,-9.95,9.30
2485,兆赫,中,2026,2026-03-20,2026-04-07,連續3日,0.12,0.00,,,-7.74,-6.12,-1.75,-0.62,-1.44
3006,晶豪科,大,2026,2026-03-20,2026-04-07,連續3日,1.64,0.92,,,-9.91,-25.35,-22.35,-30.88,-20.05
3066,李洲,小,2026,2026-03-20,2026-04-07,連續3日,9.84,3.96,,,-5.83,-18.75,-16.67,-23.13,-24.03
3189,景碩,大,2026,2026-03-20,2026-04-09,連續3日+當沖,4.92,1.30,✅,,-0.91,-16.43,-8.34,-18.38,1.49
6167,久正,小,2026,2026-03-20,2026-04-07,連續3日,-4.27,0.00,,,-4.78,-9.87,-10.19,-14.97,-14.74
6226,光鼎,小,2026,2026-03-20,2026-04-07,連續3日,9.74,1.71,,,1.37,-7.85,-15.02,-13.31,-24.94
6451,訊芯-KY,中,2026,2026-03-20,2026-04-07,連續3日,-2.51,2.94,,,0.92,6.62,22.06,8.82,18.04
6574,霈方,小,2026,2026-03-20,2026-04-07,連續3日,8.37,3.25,✅,,8.54,-0.41,-2.44,-11.38,-23.20
8240,華宏,小,2026,2026-03-20,2026-04-07,連續3日,0.00,-1.34,,,-6.04,-8.56,-14.93,-13.26,-7.32
2243,宏旭-KY,小,2026,2026-03-19,2026-04-02,連續3日,8.75,-6.34,✅,⭐,-3.90,-7.32,1.22,11.71,0.66
2337,旺宏,大,2026,2026-03-19,2026-04-02,10日6次,9.96,-2.79,,,9.41,3.48,-1.05,-10.80,-18.19
3260,威剛,大,2026,2026-03-19,2026-04-02,連續3日,9.90,1.88,,,9.95,-13.72,-15.18,-22.51,-31.50
3437,榮創,小,2026,2026-03-19,2026-04-02,連續3日,-3.85,0.00,,,10.00,-1.56,0.89,-4.89,-18.34
5351,鈺創,中,2026,2026-03-19,2026-04-02,連續3日,9.99,-2.71,,,-0.59,-12.15,-12.62,-16.27,-21.95
6103,合邦,小,2026,2026-03-19,2026-04-02,連續3日,-4.71,-3.13,,,-3.13,-7.97,-2.22,-6.36,-9.84
6727,亞泰金屬,小,2026,2026-03-18,2026-04-01,連續3日,2.09,0.17,✅,,-1.02,0.00,-13.48,2.39,11.88
3093,港建*,小,2026,2026-03-17,2026-03-31,連續3日,9.99,7.62,,,2.02,20.85,-2.02,-3.36,-0.80
4960,誠美材,中,2026,2026-03-17,2026-03-31,連續3日,9.89,6.07,,,2.35,1.37,-4.50,-2.15,-7.43
4973,廣穎,小,2026,2026-03-17,2026-03-31,連續3日,9.97,9.20,,,9.88,32.88,7.71,-13.26,-24.25
5289,宜鼎,大,2026,2026-03-17,2026-03-31,連續3日,4.43,9.91,✅,,9.91,25.94,2.36,-13.58,-27.65
8271,宇瞻,中,2026,2026-03-17,2026-03-31,連續3日,9.80,-2.36,,,-2.36,9.45,-11.02,-23.36,-30.46
2426,鼎元,中,2026,2026-03-16,2026-03-30,10日6次,9.55,1.92,,,1.77,13.29,3.40,6.94,1.24
3054,立萬利,小,2026,2026-03-13,2026-03-27,10日6次,9.87,-1.07,,,9.89,32.88,30.90,-2.28,-14.35
6715,嘉基,中,2026,2026-03-13,2026-03-27,10日6次,7.80,-2.96,✅,⭐,0.33,0.99,17.43,-8.88,12.43
2616,山隆,小,2026,2026-03-10,2026-03-24,連續3日,9.89,-0.84,,,-9.83,-23.85,-25.31,-27.41,-17.76
6230,尼得科超眾,中,2026,2026-03-09,2026-03-23,連續5日,3.11,-9.04,✅,⭐,-5.75,-5.75,-6.30,-5.21,-4.43
1815,富喬,大,2026,2026-03-06,2026-03-20,10日6次,4.35,-2.31,✅,⭐,-1.85,-6.94,-3.70,0.00,-4.13
6141,柏承,小,2026,2026-03-06,2026-03-20,10日6次,9.76,2.78,,,-0.28,-1.11,1.11,34.44,44.21
6877,鏵友益,小,2026,2026-03-06,2026-03-20,連續3日,-1.32,-4.00,,,-2.22,-12.44,-7.56,2.22,5.10
2367,燿華,中,2026,2026-03-05,2026-03-19,10日6次,-1.93,5.35,,,-1.55,-12.54,-2.54,4.23,2.79
2467,志聖,大,2026,2026-03-05,2026-03-19,連續3日,-5.93,7.26,,,9.59,-3.01,0.82,3.70,-7.48
4768,晶呈科技,中,2026,2026-03-05,2026-03-19,連續5日,-10.00,4.95,,,-0.33,-11.66,-3.08,-0.99,16.64
6830,汎銓,中,2026,2026-03-05,2026-03-19,連續3日,5.96,1.82,✅,,9.88,17.48,19.45,7.90,15.55
2338,光罩,中,2026,2026-03-04,2026-03-18,連續3日,-0.37,-3.15,,,-9.74,-2.04,-17.63,-7.24,14.96
3092,鴻碩,小,2026,2026-03-04,2026-03-18,連續3日,4.10,0.00,✅,⭐,1.36,-7.47,-15.76,-12.77,-9.20
3576,聯合再生,中,2026,2026-03-04,2026-03-18,連續3日,9.88,-2.43,,,-9.93,-15.54,-25.84,-10.11,6.09
8289,泰藝,小,2026,2026-03-04,2026-03-18,連續3日,4.52,-7.65,✅,⭐,-10.00,-11.36,-21.60,-14.69,3.62
2360,致茂,大,2026,2026-03-03,2026-03-17,10日6次,9.78,2.97,,,-7.92,-7.26,-18.15,-1.32,5.02
3037,欣興,大,2026,2026-03-03,2026-03-17,10日6次,-0.10,-0.83,,,-3.74,-6.44,-19.13,-0.21,16.92
3105,穩懋,大,2026,2026-03-03,2026-03-17,連續3日,-1.92,2.87,,,-1.66,-9.50,-18.85,-7.54,-10.33
4534,慶騰,小,2026,2026-03-03,2026-03-17,連續3日,5.42,-1.61,✅,⭐,-6.43,-5.79,-16.08,-5.79,-3.97
4577,達航科技,小,2026,2026-03-03,2026-03-17,連續3日,9.95,-3.37,,,-5.26,-10.53,-11.37,1.89,-0.02
4927,泰鼎-KY,中,2026,2026-03-03,2026-03-17,10日6次,-1.80,1.08,,,1.72,-0.86,-10.56,-5.28,4.62
4979,華星光,大,2026,2026-03-03,2026-03-17,連續5日,9.73,2.49,,,0.43,-13.51,-26.16,-16.22,-15.32
5291,邑昇,小,2026,2026-03-03,2026-03-17,連續3日,9.93,2.21,,,-6.64,-6.30,-6.81,-12.78,0.74
6187,萬潤,大,2026,2026-03-03,2026-03-17,連續3日,3.29,2.12,✅,,6.02,6.02,-6.02,10.44,13.33
6217,中探針,中,2026,2026-03-03,2026-03-17,連續3日,9.93,-2.43,,,-3.88,-1.94,-3.01,20.39,53.18
6861,睿生光電,小,2026,2026-03-03,2026-03-17,10日6次,9.65,10.00,,,10.00,22.00,8.40,42.00,14.19
7751,竑騰,中,2026,2026-03-03,2026-03-17,連續3日,5.76,3.11,✅,,-8.17,-5.45,-15.95,3.11,20.41
2455,全新,中,2026,2026-03-02,2026-03-16,10日6次,9.85,1.61,,,9.89,4.14,-0.23,1.84,-4.54
3363,上詮,大,2026,2026-03-02,2026-03-16,連續3日,1.18,-5.32,,,4.32,-7.14,-1.66,0.83,-0.04
3234,光環,中,2026,2026-02-26,2026-03-13,連續5日,7.71,-0.21,✅,⭐,2.56,2.24,-10.26,-20.94,-8.59
3529,力旺,大,2026,2026-02-26,2026-03-13,連續3日,4.19,0.60,✅,,1.81,-6.04,-2.41,-9.05,-2.33
6716,應廣,小,2026,2026-02-26,2026-03-13,連續3日,4.18,-1.84,✅,⭐,4.12,8.24,-9.76,-18.00,-22.23
6907,雅特力-KY,小,2026,2026-02-26,2026-03-13,連續3日,9.87,9.88,,,9.88,32.86,20.67,30.30,28.15
7744,崴寶,中,2026,2026-02-26,2026-03-13,連續3日,9.91,6.04,,,8.38,1.06,-2.65,-4.77,-7.99
3167,大量,中,2026,2026-02-24,2026-03-11,連續3日,2.39,-1.26,✅,⭐,5.04,6.83,4.32,4.68,10.26
7610,聯友金屬-創,中,2026,2026-02-24,2026-03-11,連續3日,4.20,-1.23,✅,⭐,-0.18,14.54,5.08,1.05,19.29
3230,錦明,小,2026,2026-02-23,2026-03-10,連續3日,9.65,-0.95,,,0.12,-3.57,8.09,2.62,-4.75
5386,青雲,小,2026,2026-02-11,2026-03-09,連續3日,7.81,-1.38,✅,🔒漲停買不到,10.00,32.76,47.59,48.28,78.95
6584,南俊國際,中,2026,2026-02-11,2026-03-09,連續5日,8.09,3.07,✅,,9.20,6.63,4.29,-9.82,-24.18
3508,位速,小,2026,2026-02-10,2026-03-06,連續3日,-6.86,1.23,,,1.69,13.19,11.20,17.79,18.80
4971,IET-KY,中,2026,2026-02-05,2026-03-05,連續5日,2.27,-2.46,✅,⭐,-5.05,-2.09,-1.23,10.84,10.02
6426,統新,小,2026,2026-02-05,2026-03-05,連續3日+當沖,-2.29,-2.34,,,-5.08,0.39,20.70,38.28,16.10
3555,博士旺,小,2026,2026-02-04,2026-03-02,連續3日,1.63,-5.60,,,-6.80,-14.80,-12.00,-5.60,9.09
6442,光聖,大,2026,2026-02-04,2026-03-02,10日6次,7.02,0.00,✅,⭐,1.64,-7.38,8.47,10.93,26.26
6588,東典光電,小,2026,2026-02-04,2026-03-02,連續3日,-3.93,-2.42,,,10.00,6.06,27.58,68.94,58.05
6683,雍智科技,中,2026,2026-02-04,2026-03-02,連續3日,9.95,-0.86,,,8.33,1.72,3.30,25.29,15.16
6446,藥華藥,大,2026,2026-02-03,2026-02-26,連續3日,-0.91,2.23,,,2.10,-3.80,-4.19,-7.08,-7.42
6739,竹陞科技,中,2026,2026-02-03,2026-02-26,連續3日,-6.53,2.25,,,-0.90,-1.01,-4.28,5.52,24.07
8096,擎亞,中,2026,2026-02-03,2026-02-26,連續3日,-4.06,4.51,,,0.96,-9.15,-11.07,-3.14,-3.74
9103,美德醫療-DR,小,2026,2026-02-02,2026-02-25,連續5日,2.90,-0.16,✅,⭐,-1.88,-6.57,-10.95,-19.41,-11.84
2486,一詮,中,2026,2026-01-30,2026-02-24,連續3日,-2.29,-3.12,,,0.00,0.78,10.94,14.06,11.36
1471,首利,小,2026,2026-01-29,2026-02-23,連續3日,-5.12,-2.88,,,-8.63,-14.75,-3.24,-12.59,-12.56
6949,沛爾生醫-創,大,2026,2026-01-29,2026-02-23,連續3日,9.16,5.36,,,4.46,7.32,10.71,22.32,12.46
7777,能率亞洲,小,2026,2026-01-29,2026-02-23,連續3日,9.90,3.86,,,6.82,-9.01,-1.42,-9.91,-14.09
2489,瑞軒,中,2026,2026-01-28,2026-02-11,連續5日,-2.69,-2.34,,,-4.88,-13.80,-9.34,-3.40,20.63
8021,尖點,中,2026,2026-01-26,2026-02-09,10日6次,-3.72,-2.15,,,-1.50,-0.64,-12.02,-8.58,-13.86
8933,愛地雅,小,2026,2026-01-26,2026-02-09,連續3日,-9.68,-2.05,,,-5.78,-10.96,-12.65,-10.60,-9.31
1802,台玻,大,2026,2026-01-23,2026-02-06,連續3日,-5.19,-2.34,,,-2.73,0.39,-2.73,-3.52,-4.77
4561,健椿,小,2026,2026-01-23,2026-02-06,連續3日,5.29,1.64,✅,,7.10,3.72,4.26,-1.09,-19.85
3432,台端,小,2026,2026-01-22,2026-02-05,連續3日,-7.33,5.36,,,-0.26,-8.93,-2.30,-12.76,-4.70
5340,建榮,中,2026,2026-01-22,2026-02-05,連續5日,0.49,0.98,,,-1.47,-9.02,-2.94,-4.90,12.08
8046,南電,大,2026,2026-01-22,2026-02-05,連續3日,5.71,3.74,✅,,2.63,2.49,9.70,1.94,6.93
1721,三晃,小,2026,2026-01-21,2026-02-04,連續3日,-5.44,-2.64,,,-6.00,-11.27,-6.24,-16.31,-6.73
5328,華容,小,2026,2026-01-21,2026-02-04,連續3日,7.69,0.00,✅,⭐,-7.44,-13.84,-14.73,-18.60,-17.08
2312,金寶,大,2026,2026-01-20,2026-02-03,連續3日,5.04,-1.69,✅,⭐,-1.27,-14.12,-23.45,-22.46,-26.54
2485,兆赫,中,2026,2026-01-20,2026-02-03,連續3日,5.36,-3.08,✅,⭐,-1.34,-7.36,0.40,9.24,11.31
3691,碩禾,中,2026,2026-01-20,2026-02-03,連續3日,6.11,2.47,✅,,3.29,-0.41,7.00,2.88,-7.93
8038,長園科,小,2026,2026-01-20,2026-02-03,10日6次,5.26,-1.03,✅,⭐,-0.86,-6.55,-7.24,-13.10,-17.49
3138,耀登,小,2026,2026-01-16,2026-01-30,10日6次,5.74,-2.24,✅,⭐,-2.24,7.03,11.82,14.06,15.98
8080,泰霖,小,2026,2026-01-16,2026-01-30,連續3日,9.90,0.00,,,-9.95,-14.24,-17.07,-20.73,-27.92
3693,營邦,中,2026,2026-01-15,2026-01-29,連續3日,1.37,-3.77,,,-3.64,-3.64,-10.78,-6.47,5.52
1789,神隆,中,2026,2026-01-14,2026-01-28,連續3日,2.11,-0.83,✅,⭐,0.41,8.70,16.98,5.59,4.80
4967,十銓,中,2026,2026-01-13,2026-01-27,10日6次,0.25,-0.25,,,-2.97,-2.72,7.67,1.98,26.17
2337,旺宏,大,2026,2026-01-12,2026-01-26,連續3日,-7.90,2.92,,,4.97,3.09,14.92,25.73,24.15
6116,彩晶,中,2026,2026-01-12,2026-01-26,連續3日,-9.87,-3.81,,,1.43,-7.33,-6.38,-5.81,-14.35
2344,華邦電,大,2026,2026-01-09,2026-01-27,連續5日+當沖,1.88,-4.61,,,-9.86,-8.02,-8.57,4.15,17.74
6770,力積電,大,2026,2026-01-09,2026-01-23,連續5日,0.91,-3.32,,,-4.33,2.11,3.32,37.36,22.80
3308,聯德,小,2026,2026-01-07,2026-01-21,連續3日,-5.26,-2.78,,,-2.31,-2.55,5.56,10.88,15.76
3481,群創,大,2026,2026-01-07,2026-01-21,連續3日,9.80,3.20,,,1.37,-8.47,3.66,21.74,22.22
5351,鈺創,中,2026,2026-01-07,2026-01-21,連續3日,2.45,0.32,✅,,-2.87,-4.30,-3.34,3.34,2.10
8299,群聯,大,2026,2026-01-07,2026-01-21,10日6次,9.86,8.67,,,3.72,0.93,9.60,17.03,13.37
3006,晶豪科,中,2026,2026-01-06,2026-01-20,10日6次,7.34,-2.52,✅,⭐,3.96,5.40,5.04,8.99,4.83
3264,欣銓,大,2026,2026-01-06,2026-01-20,連續3日,-0.79,-1.99,,,0.40,-3.59,4.38,11.55,30.60
8438,昶昕,小,2026,2026-01-06,2026-01-20,10日6次,7.27,-3.04,✅,⭐,-0.81,5.06,5.06,16.40,26.17
6265,方土昶,小,2026,2026-01-05,2026-01-19,連續3日,4.04,-1.35,✅,⭐,2.24,4.63,3.14,33.93,53.44
8068,全達,小,2026,2026-01-05,2026-01-19,連續3日,-2.94,-1.78,,,-4.63,-8.73,-8.20,-2.85,2.82
1528,恩德,小,2026,2026-01-02,2026-01-16,連續3日,2.81,-3.16,✅,⭐,-4.00,-8.00,-11.58,-6.74,23.99
2413,環科,小,2026,2026-01-02,2026-01-20,連續3日+當沖,-5.20,-1.75,,,1.10,-3.73,-7.13,1.21,5.17
3092,鴻碩,小,2026,2026-01-02,2026-01-16,連續3日,5.79,0.00,✅,⭐,4.69,0.78,11.33,15.43,-0.92
3260,威剛,大,2026,2026-01-02,2026-01-16,連續3日,7.29,-0.36,✅,⭐,0.36,3.40,2.33,-4.47,4.63
3444,利機,小,2026,2026-01-02,2026-01-16,連續3日,1.36,-0.94,,,-0.13,-4.97,-1.34,0.40,2.06
3701,大眾控,中,2026,2026-01-02,2026-01-16,連續5日,1.49,-1.10,,,-4.41,-9.28,-6.99,-3.49,8.49
6205,詮欣,小,2026,2026-01-02,2026-01-16,連續3日,5.98,-2.74,✅,⭐,-1.61,-3.39,-3.06,-0.65,-5.60
3354,律勝,小,2025,2025-12-31,2026-01-15,連續3日,-5.30,0.00,,,-2.71,-6.78,-8.14,-2.54,11.84
5498,凱崴,小,2025,2025-12-31,2026-01-19,連續3日,5.87,-2.03,✅,⭐,-6.84,-3.14,-4.81,-0.55,42.50
6788,華景電,中,2025,2025-12-23,2026-01-08,連續3日,4.18,-1.78,✅,⭐,-0.45,3.27,8.92,13.67,1.73
4768,晶呈科技,中,2025,2025-12-22,2026-01-07,連續5日,1.01,0.17,,,2.17,17.06,25.42,30.60,40.23
4971,IET-KY,中,2025,2025-12-22,2026-01-07,10日6次,0.34,-2.04,,,-1.19,0.34,0.51,5.78,1.54
3229,晟鈦,小,2025,2025-12-18,2026-01-05,10日6次,-7.07,-5.19,,,-6.68,0.19,0.93,4.64,3.22
3491,昇達科,中,2025,2025-12-18,2026-01-05,10日6次,0.00,-1.30,,,-3.91,3.42,11.89,13.36,29.47
5521,工信,中,2025,2025-12-18,2026-01-05,連續3日,-1.35,-0.68,,,-4.33,4.10,13.90,0.68,4.17
2349,錸德,中,2025,2025-12-17,2026-01-02,連續5日,4.85,-6.79,✅,⭐,-9.88,-13.58,-7.41,-7.10,1.36
6443,元晶,中,2025,2025-12-17,2026-01-02,連續3日,9.93,9.89,,,-0.65,-2.80,15.27,19.14,19.77
7717,萊德光電-KY,小,2025,2025-12-17,2026-01-02,連續3日,9.94,-2.54,,,-9.89,-11.58,3.11,14.41,21.74
3163,波若威,中,2025,2025-12-16,2026-01-05,連續5日,-2.76,-1.16,,,-9.92,-12.24,-2.71,0.77,12.95
4542,科嶠,小,2025,2025-12-16,2025-12-31,連續3日,4.78,-2.79,✅,⭐,1.77,2.28,4.56,19.77,9.11
8111,立碁,小,2025,2025-12-11,2025-12-26,10日6次,1.28,0.00,,,-3.22,-1.82,-3.36,2.94,9.34
2408,南亞科,大,2025,2025-12-08,2025-12-22,10日6次,1.32,1.96,,,6.86,1.96,5.88,7.52,9.73
2491,吉祥全,小,2025,2025-12-05,2025-12-19,連續3日,4.51,0.00,✅,⭐,-5.04,1.92,-5.28,3.12,14.79
3363,上詮,中,2025,2025-12-05,2025-12-19,10日6次,-2.75,-0.12,,,0.12,-0.86,0.37,1.11,-0.36
3685,元創精密,小,2025,2025-12-05,2025-12-19,10日6次,3.94,-0.37,✅,⭐,-1.71,-1.35,-1.84,0.61,5.12
4931,新盛力,中,2025,2025-12-05,2025-12-23,連續5日,4.85,-2.31,✅,⭐,-3.47,-4.05,4.05,-0.87,6.23
6163,華電網,小,2025,2025-12-05,2025-12-23,連續3日,-5.46,-1.93,,,-1.59,-0.45,3.96,3.17,30.60
7728,光焱科技,小,2025,2025-12-05,2025-12-19,連續3日,5.86,-2.02,✅,⭐,-3.51,-1.49,1.28,0.53,-6.31
7751,竑騰,中,2025,2025-12-05,2025-12-19,連續3日,0.66,-0.99,,,-1.49,9.74,2.48,4.46,6.51
6624,萬年清,小,2025,2025-12-03,2025-12-17,連續3日,9.53,0.00,,,3.75,-0.17,9.73,16.04,0.79
6442,光聖,大,2025,2025-12-01,2025-12-17,連續5日+當沖,-5.18,0.84,,,-0.84,5.04,-0.42,5.04,2.61
6465,威潤,小,2025,2025-12-01,2025-12-15,連續3日,-6.12,0.00,,,-1.30,11.52,11.30,23.26,64.40
4577,達航科技,小,2025,2025-11-28,2025-12-12,連續3日,-4.70,-0.73,,,-0.55,-2.74,-1.09,2.55,3.13
6584,南俊國際,中,2025,2025-11-20,2025-12-04,10日6次,-3.81,0.99,,,2.83,-1.70,-0.85,3.96,-1.73
6155,鈞寶,小,2025,2025-11-19,2025-12-03,連續3日,2.79,-2.98,✅,⭐,-5.83,-4.07,-8.40,1.36,26.41
5340,建榮,中,2025,2025-11-18,2025-12-02,連續3日,-1.76,-3.13,,,-9.25,-2.09,-9.55,-10.60,10.00
6265,方土昶,小,2025,2025-11-17,2025-12-01,連續3日,7.46,2.87,✅,,-4.55,-11.00,-22.25,-17.70,-12.39
2451,創見,大,2025,2025-11-14,2025-11-28,連續3日,9.92,-4.63,,,-9.26,-7.41,-6.48,-12.50,-6.99
8110,華東,中,2025,2025-11-14,2025-11-28,連續3日,9.92,-4.99,,,-9.74,-15.68,-14.96,-14.96,-3.12
4991,環宇-KY,中,2025,2025-11-07,2025-11-25,連續5日,-3.54,-1.53,,,-2.45,-0.31,2.75,-2.14,3.09
1519,華城,大,2025,2025-11-06,2025-11-20,10日6次,1.68,0.00,,,-2.55,-1.91,-2.55,-5.99,-3.76
2515,中工,中,2025,2025-11-05,2025-11-19,連續5日,2.56,2.49,✅,,2.49,5.92,3.74,2.80,-7.65
3163,波若威,中,2025,2025-11-04,2025-11-20,連續5日,-0.21,-0.21,,,-6.44,-7.07,-6.03,-3.33,5.64
4171,瑞基,小,2025,2025-10-31,2025-11-14,連續3日,-9.43,-0.21,,,3.12,-5.83,-10.21,-7.92,-19.35
3693,營邦,中,2025,2025-10-30,2025-11-13,連續3日,2.23,-0.68,✅,⭐,1.23,3.83,0.27,-8.33,-8.72
6727,亞泰金屬,小,2025,2025-10-29,2025-11-12,10日6次,2.23,1.36,✅,,0.00,-1.91,-0.82,-0.27,-12.35
8043,蜜望實,小,2025,2025-10-28,2025-11-13,連續3日,4.43,-3.14,✅,⭐,-5.54,-10.89,-10.61,-10.61,13.71
4764,雙鍵,小,2025,2025-10-27,2025-11-10,連續3日,9.94,6.89,,,9.90,9.04,5.45,1.43,-17.33
8103,瀚荃,小,2025,2025-10-23,2025-11-07,10日6次,5.87,-2.46,✅,⭐,-1.11,-6.90,-4.80,-1.60,-11.81
2344,華邦電,大,2025,2025-10-21,2025-11-05,10日6次,5.46,-1.40,✅,⭐,-3.78,-0.11,16.50,16.94,25.20
8358,金居,大,2025,2025-10-21,2025-11-05,10日6次,6.01,0.23,✅,,-1.81,-5.22,2.27,6.35,6.80
8271,宇瞻,中,2025,2025-10-20,2025-11-04,連續3日,0.89,-1.32,,,-4.85,-4.85,1.32,-7.93,-12.02
8996,高力,中,2025,2025-10-20,2025-11-04,10日6次,-1.27,0.37,,,-2.58,-4.24,-1.84,12.34,21.38
5468,凱鈺,小,2025,2025-10-17,2025-11-03,連續3日,-2.68,-0.92,,,0.92,-13.07,-22.94,-12.84,-22.18
6499,益安,中,2025,2025-10-17,2025-11-03,連續3日,-2.33,-1.19,,,0.40,-2.78,-10.32,-18.25,-21.31
