pair,branch_i,branch_j,d0,code,d1,period,i_net_amt_wan,i_influence_pct,j_net_amt_wan,j_influence_pct,d1_open,d1_high,d1_close,stop_price,stopped,frozen,short_ret_pct,abs20_excluded,success
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-20,3189,2026-04-21,in_sample,16617.3,1.1691,64833.3,4.5615,453.0,473.5,473.5,464.03,True,False,-2.4349,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-20,3388,2026-04-21,in_sample,381.5,0.6684,5144.8,9.0138,116.0,119.5,119.5,117.11,True,False,-0.9569,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-20,3645,2026-04-21,in_sample,3721.25,1.7332,9137.1,4.2557,120.0,120.0,109.5,122.99,False,False,8.75,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-20,4722,2026-04-21,in_sample,3425.4,4.7098,8296.2,11.4069,202.0,207.5,193.5,213.15,False,False,4.2079,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-21,2436,2026-04-22,in_sample,3529.7,1.7932,17528.34,8.9048,77.1,82.0,78.3,80.948,True,False,-4.9909,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-21,3189,2026-04-22,in_sample,14773.2,0.8399,71972.0,4.0916,496.0,509.0,491.5,509.6,False,False,0.9073,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-21,3221,2026-04-22,in_sample,4293.36,4.1802,4909.76,4.7803,53.6,53.7,50.4,57.722,False,False,5.9701,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-21,8150,2026-04-22,in_sample,4505.28,1.1319,41592.33,10.4492,76.6,80.7,79.8,79.87,True,False,-4.2689,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,1711,2026-04-23,in_sample,8904.24,3.0475,37142.72,12.7124,63.7,64.3,56.5,64.19,True,False,-0.7692,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,2351,2026-04-23,in_sample,13147.2,6.1705,25364.8,11.9047,169.0,172.5,151.0,178.85,False,False,10.6509,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,2454,2026-04-23,in_sample,24786.0,0.4597,357331.5,6.6277,2325.0,2335.0,2215.0,2469.6,False,False,4.7312,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,3227,2026-04-23,in_sample,5324.0,3.9021,8558.0,6.2723,236.0,236.5,215.0,237.16,False,False,8.8983,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,3701,2026-04-23,in_sample,2845.32,1.525,13338.42,7.1492,78.7,79.8,70.9,84.672,False,False,9.9111,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,4966,2026-04-23,in_sample,2950.0,1.41,2832.0,1.3536,620.0,649.0,600.0,636.02,True,False,-2.5839,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,5269,2026-04-23,in_sample,10626.0,3.0463,27600.0,7.9125,1440.0,1445.0,1275.0,1484.7,False,False,11.4583,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,6462,2026-04-23,in_sample,1148.0,1.2707,20893.6,23.1275,144.0,144.5,129.5,154.35,False,False,10.0694,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,6526,2026-04-23,in_sample,2135.0,0.8621,15433.0,6.2314,618.0,621.0,556.0,657.58,False,False,10.0324,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,8054,2026-04-23,in_sample,1332.15,2.4146,7096.5,12.8628,130.0,130.0,112.5,133.77,False,False,13.4615,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-22,8271,2026-04-23,in_sample,3784.2,1.4549,27203.4,10.4588,254.5,256.0,222.0,256.27,False,False,12.7701,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-24,1727,2026-04-27,in_sample,3506.72,2.1221,9996.98,6.0497,75.5,76.7,73.8,76.146,True,False,-0.8556,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-24,3324,2026-04-27,in_sample,8991.0,0.797,50422.5,4.4698,1270.0,1305.0,1180.0,1308.3,False,False,7.0866,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-24,8210,2026-04-27,in_sample,2904.0,0.4533,8712.0,1.3598,1300.0,1300.0,1165.0,1303.4,False,False,10.3846,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-27,4967,2026-04-28,in_sample,14001.2,1.7809,25247.6,3.2115,292.0,310.0,303.0,305.76,True,False,-4.7123,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-27,8155,2026-04-28,in_sample,6539.05,2.0608,21907.9,6.9043,427.0,428.0,411.0,448.84,False,False,3.7471,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-28,2337,2026-04-29,in_sample,36557.4,0.9495,196200.95,5.0958,161.5,171.5,167.0,171.5,True,False,-6.192,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-28,2492,2026-04-29,in_sample,6858.6,5.5463,9996.8,8.084,140.0,141.5,134.5,152.88,False,False,3.9286,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-28,3006,2026-04-29,in_sample,3782.25,0.5738,10608.75,1.6094,181.5,187.5,175.0,198.45,False,False,3.5813,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-28,4958,2026-04-29,in_sample,20133.4,0.6936,113826.6,3.9214,393.5,396.0,383.0,424.34,False,False,2.6684,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-04-30,4958,2026-05-04,in_sample,23870.7,1.2476,154128.1,8.0554,429.0,447.5,432.5,453.74,False,False,-0.8159,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-04,2313,2026-05-05,in_sample,85758.9,3.9172,121630.5,5.5557,272.0,285.0,274.5,289.1,False,False,-0.9191,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-04,2408,2026-05-05,in_sample,75223.8,2.2733,217068.3,6.5599,243.0,259.0,256.5,255.29,True,False,-5.0576,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-04,2426,2026-05-05,in_sample,4208.4,2.7596,15630.3,10.2493,69.3,69.3,69.3,67.914,True,False,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-04,3491,2026-05-05,in_sample,27280.0,9.2788,40579.0,13.8021,1725.0,1750.0,1695.0,1837.5,False,False,1.7391,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-04,6182,2026-05-05,in_sample,2156.49,0.8495,6861.96,2.7031,44.2,48.5,48.5,47.53,True,False,-7.5339,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-05,1802,2026-05-06,in_sample,17472.0,1.7776,69116.32,7.0318,73.8,75.5,71.2,78.4,False,False,3.523,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-05,2454,2026-05-06,in_sample,51111.0,1.6052,246405.5,7.7389,3470.0,3470.0,3430.0,3400.6,True,False,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-05,3450,2026-05-06,in_sample,17118.5,1.5991,13870.0,1.2956,374.0,375.0,343.5,393.47,False,False,8.1551,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-05,6831,2026-05-06,in_sample,2860.0,3.4315,10816.0,12.9774,535.0,569.0,561.0,560.56,True,False,-4.7776,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-06,2344,2026-05-07,out_of_sample,35132.3,1.3449,234251.5,8.9675,113.0,117.0,114.0,116.62,True,False,-3.2035,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-06,2354,2026-05-07,out_of_sample,8005.35,1.5284,14544.66,2.7768,64.8,65.3,63.3,69.286,False,False,2.3148,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-06,3006,2026-05-07,out_of_sample,14720.0,2.1925,40820.0,6.0799,205.0,210.0,196.5,215.6,False,False,4.1463,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-07,1605,2026-05-08,out_of_sample,6811.5,1.8689,42457.155,11.6491,36.0,36.05,33.75,38.612,False,False,6.25,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-07,2327,2026-05-08,out_of_sample,34512.35,1.8005,185229.9,9.6634,390.0,400.0,389.0,400.33,False,False,0.2564,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-07,5347,2026-05-08,out_of_sample,14469.0,2.3431,15173.9,2.4573,178.5,184.5,167.5,199.92,False,False,6.1625,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-07,6488,2026-05-08,out_of_sample,2379.0,0.242,6661.2,0.6777,808.0,842.0,802.0,854.56,False,False,0.7426,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-07,6770,2026-05-08,out_of_sample,13757.67,0.706,71938.62,3.6916,65.0,66.5,61.4,68.796,False,False,5.5385,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-08,2379,2026-05-11,out_of_sample,8524.8,1.5731,52569.6,9.7006,615.0,615.0,584.0,637.98,False,False,5.0407,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,2408,2026-05-12,out_of_sample,34283.9,1.0486,188546.4,5.7668,312.5,325.0,321.0,324.38,True,False,-3.8016,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,2481,2026-05-12,out_of_sample,8382.1,2.3948,34335.0,9.8095,113.0,118.5,115.5,117.11,True,False,-3.6372,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,3006,2026-05-12,out_of_sample,1487.4,0.2557,60606.0,10.4178,227.0,227.5,220.0,239.12,False,False,3.0837,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,3481,2026-05-12,out_of_sample,11137.04,0.8321,124167.66,9.2771,34.7,35.5,35.5,34.79,True,False,-0.2594,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,3587,2026-05-12,out_of_sample,701.0,0.8839,1682.4,2.1213,378.0,385.5,385.5,377.79,True,False,0.0556,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-11,3661,2026-05-12,out_of_sample,5375.0,0.7912,30100.0,4.4307,5555.0,5640.0,5310.0,5791.8,False,False,4.4104,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-12,2303,2026-05-13,out_of_sample,30555.8,0.7884,191673.9,4.9456,102.0,102.0,98.4,112.21,False,False,3.5294,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-12,2409,2026-05-13,out_of_sample,6315.57,0.4334,69442.29,4.7655,20.2,20.5,20.2,22.295,False,False,0.0,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-12,3481,2026-05-13,out_of_sample,20494.15,0.7069,167929.2,5.7923,35.8,37.95,37.5,38.269,False,False,-4.7486,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-12,4977,2026-05-13,out_of_sample,12767.6,2.1292,45227.6,7.5424,268.0,273.0,243.5,291.55,False,False,9.1418,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-12,6531,2026-05-13,out_of_sample,13082.0,1.4087,69102.5,7.4413,1025.0,1105.0,1040.0,1136.8,False,False,-1.4634,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-14,2303,2026-05-15,out_of_sample,35607.6,1.0116,156470.4,4.4454,112.0,118.0,110.0,116.13,True,False,-3.6875,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-14,2344,2026-05-15,out_of_sample,56936.6,1.0403,204229.4,3.7314,132.5,136.5,129.5,144.06,False,False,2.2642,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-14,3008,2026-05-15,out_of_sample,34485.0,2.6428,28842.0,2.2104,3290.0,3445.0,3445.0,3376.1,True,False,-2.617,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-15,1727,2026-05-18,out_of_sample,3303.72,1.8282,18048.1,9.9876,88.0,90.0,87.7,94.178,False,False,0.3409,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-15,3008,2026-05-18,out_of_sample,52708.5,5.0128,131599.0,12.5157,3400.0,3400.0,3290.0,3709.3,False,False,3.2353,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-15,3305,2026-05-18,out_of_sample,5692.35,1.9832,20968.9,7.3053,140.0,140.0,137.0,148.96,False,False,2.1429,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-15,6451,2026-05-18,out_of_sample,17021.5,4.7744,65604.9,18.4015,569.0,583.0,520.0,621.32,False,False,8.6116,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-15,8028,2026-05-18,out_of_sample,13253.75,1.2906,28060.0,2.7323,285.0,285.0,278.5,309.68,False,False,2.2807,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-18,2313,2026-05-19,out_of_sample,25951.8,1.0628,122947.3,5.0351,263.0,279.0,256.0,278.81,True,False,-6.0114,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-18,2327,2026-05-19,out_of_sample,44789.4,0.9956,140330.1,3.1193,501.0,516.0,497.0,539.98,False,False,0.7984,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-18,2481,2026-05-19,out_of_sample,5598.6,1.0535,18769.5,3.5319,130.0,140.5,135.0,138.67,True,False,-6.6692,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,2472,2026-05-21,out_of_sample,12750.0,3.5418,59364.0,16.4907,264.5,272.5,266.0,274.89,False,False,-0.5671,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,2478,2026-05-21,out_of_sample,3133.35,3.2829,8281.75,8.677,112.5,116.0,116.0,113.68,True,False,-1.0489,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,3694,2026-05-21,out_of_sample,2164.48,2.5097,6457.84,7.4877,71.2,72.9,71.8,76.734,False,False,-0.8427,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,4916,2026-05-21,out_of_sample,5564.81,1.758,7425.74,2.3459,92.8,98.8,98.8,96.824,True,False,-4.3362,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,4919,2026-05-21,out_of_sample,9372.0,2.1211,23925.0,5.4149,170.0,181.5,181.5,177.87,True,False,-4.6294,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-20,6127,2026-05-21,out_of_sample,1500.48,1.084,15510.17,11.2049,52.7,56.6,53.0,56.154,True,False,-6.5541,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-21,3037,2026-05-22,out_of_sample,43440.0,1.4929,172312.0,5.922,932.0,986.0,970.0,975.1,True,False,-4.6245,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-21,3443,2026-05-22,out_of_sample,18740.5,1.3094,79014.0,5.5206,5105.0,5195.0,5140.0,5458.6,False,False,-0.6856,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-21,6207,2026-05-22,out_of_sample,2111.06,1.3053,8337.8,5.1556,90.0,93.5,89.9,95.55,False,False,0.1111,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-21,7751,2026-05-22,out_of_sample,825.0,3.7633,2475.0,11.2899,1760.0,1815.0,1815.0,1778.7,True,False,-1.0625,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,2327,2026-05-25,out_of_sample,22329.5,0.4908,40067.3,0.8806,679.0,691.0,691.0,677.18,True,False,0.268,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,2344,2026-05-25,out_of_sample,34125.0,1.439,227612.5,9.5984,120.5,133.0,128.5,134.75,False,False,-6.639,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,2356,2026-05-25,out_of_sample,10591.0,1.4918,28101.85,3.9582,65.4,65.4,65.4,64.092,True,False,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,2409,2026-05-25,out_of_sample,20401.8,2.3787,121496.16,14.1658,24.35,24.4,24.4,23.912,True,False,1.7988,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,3481,2026-05-25,out_of_sample,10332.01,0.6071,60460.565,3.5524,49.1,49.1,49.1,48.118,True,True,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,3711,2026-05-25,out_of_sample,16830.0,0.9782,63449.1,3.688,598.0,617.0,617.0,604.66,True,False,-1.1137,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-22,7751,2026-05-25,out_of_sample,3085.5,8.2287,1089.0,2.9042,1925.0,1925.0,1810.0,1955.1,False,False,5.974,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,2353,2026-05-26,out_of_sample,7559.5,2.4833,23955.75,7.8693,34.25,34.25,31.9,35.035,False,False,6.8613,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,2356,2026-05-26,out_of_sample,11229.18,1.2797,8665.5,0.9875,69.0,69.5,62.6,70.462,False,False,9.2754,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,2409,2026-05-26,out_of_sample,4762.88,2.3736,47279.88,23.562,25.5,25.8,22.0,26.264,False,False,13.7255,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,2441,2026-05-26,out_of_sample,4574.6,1.467,10961.05,3.5151,130.5,137.5,136.0,138.18,False,False,-4.2146,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,2454,2026-05-26,out_of_sample,73438.5,3.7476,259369.5,13.2357,4375.0,4440.0,4265.0,4571.7,False,False,2.5143,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,3711,2026-05-26,out_of_sample,32022.3,1.9898,11969.8,0.7438,636.0,636.0,611.0,664.44,False,False,3.9308,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,4927,2026-05-26,out_of_sample,3057.86,2.0699,8975.5,6.0755,63.9,65.9,61.2,66.64,False,False,4.2254,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,6282,2026-05-26,out_of_sample,10518.77,2.0296,28117.36,5.4251,63.6,63.7,62.4,68.012,False,False,1.8868,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-25,6834,2026-05-26,out_of_sample,193.75,0.8213,2208.75,9.3628,76.4,82.7,81.9,83.496,False,False,-7.199,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-26,2472,2026-05-27,out_of_sample,3499.8,0.8032,33340.2,7.6518,337.0,337.5,337.5,330.75,True,False,1.8546,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-26,2481,2026-05-27,out_of_sample,6497.4,0.8781,36926.4,4.9902,157.5,161.5,147.5,158.27,True,False,-0.4889,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-26,3211,2026-05-27,out_of_sample,10927.7,1.4277,32595.5,4.2585,470.0,492.5,464.0,504.7,False,False,1.2766,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-26,6291,2026-05-27,out_of_sample,2641.5,1.8684,6985.3,4.9408,645.0,645.0,645.0,632.1,True,False,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-26,6405,2026-05-27,out_of_sample,303.6,0.5495,569.25,1.0304,83.3,83.4,81.0,81.732,True,False,1.8824,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-27,3481,2026-05-28,out_of_sample,24643.18,0.3747,95149.08,1.4467,50.2,52.2,46.4,54.096,False,False,7.5697,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-27,8110,2026-05-28,out_of_sample,5720.64,1.3973,24397.56,5.9592,61.9,66.0,62.0,65.268,True,False,-5.441,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-28,2375,2026-05-29,out_of_sample,6783.0,1.4323,30507.35,6.4421,171.5,176.5,166.5,173.95,True,False,-1.4286,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-28,2472,2026-05-29,out_of_sample,6529.6,1.9155,27268.5,7.9992,404.0,404.0,371.0,399.84,True,False,1.0297,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-28,6187,2026-05-29,out_of_sample,18724.0,3.3361,108500.0,19.3319,1225.0,1285.0,1120.0,1332.8,False,False,8.5714,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,2481,2026-06-01,out_of_sample,12187.5,1.8721,72345.0,11.113,163.5,163.5,157.0,174.93,False,False,3.9755,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,3532,2026-06-01,out_of_sample,733.7,1.4552,8453.5,16.7668,350.5,350.5,350.5,343.49,True,True,2.0,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,5328,2026-06-01,out_of_sample,3567.96,3.1386,5516.28,4.8525,41.7,43.35,39.8,42.679,True,False,-2.3477,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,6147,2026-06-01,out_of_sample,14358.5,1.2079,153910.9,12.9475,313.0,313.5,285.5,329.28,False,False,8.7859,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,6770,2026-06-01,out_of_sample,16338.54,0.233,25448.03,0.363,93.2,94.5,87.0,95.55,False,False,6.6524,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-05-29,8358,2026-06-01,out_of_sample,11856.0,0.9589,15382.4,1.2442,637.0,668.0,668.0,654.64,True,False,-2.7692,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-06-01,2328,2026-06-02,out_of_sample,2836.5,1.7704,21380.5,13.3448,64.4,64.5,61.7,65.758,False,False,4.1925,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-06-01,2408,2026-06-02,out_of_sample,41125.7,0.8451,298485.6,6.1335,401.0,419.5,419.5,411.11,True,False,-2.5212,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-06-01,3481,2026-06-02,out_of_sample,12701.04,0.4827,65070.39,2.4729,58.0,58.8,56.2,60.466,False,False,3.1034,False,True
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-06-01,3535,2026-06-02,out_of_sample,228.65,0.2486,255.55,0.2778,135.0,140.0,137.5,144.55,False,False,-1.8519,False,False
統一-城中 x 富邦/富邦證券(裸名稱),統一-城中,富邦/富邦證券(裸名稱),2026-06-01,8358,2026-06-02,out_of_sample,3740.8,0.5677,43820.8,6.6499,662.0,687.0,627.0,719.32,False,False,5.287,False,True
