event_id,ticker,ex_date,shares,sub_price,ref_price,price_30d_pre,ret_-20d,abn_-20d,ret_-10d,abn_-10d,ret_-5d,abn_-5d,ret_-1d,abn_-1d,ret_+1d,abn_+1d,ret_+5d,abn_+5d,ret_+10d,abn_+10d,ret_+20d,abn_+20d,ret_+30d,abn_+30d,ret_+60d,abn_+60d,discount_pct
5512_2008-08-28,5512,2008-08-28,100000000.0,11.0,10.8,15.95,0.4907407407407407,0.5221640309440679,0.33333333333333326,0.30283425754775095,0.08333333333333326,0.11198398028342571,0.0,0.0,0.0,0.008317929759704357,-0.1777777777777778,-0.0833230642842473,-0.2777777777777778,-0.1718628055042103,-0.35462962962962974,-0.23633018415828044,-0.5314814814814816,-0.249411241185733,-0.5231481481481481,-0.07693742726090225,0.01851851851851838
6402_2008-10-23,6402,2008-10-23,20000000.0,10.0,7.71,8.03,0.03761348897535677,-0.28774666323991904,0.07392996108949412,-0.018486456415262476,0.025940337224384047,-0.038207529043623456,0.0,0.0,-0.06744487678339817,0.05351190495076863,-0.05836575875486383,0.005510294520482795,-0.10765239948119332,-0.038068273359964655,-0.13229571984435795,0.06585595180554693,-0.28923476005188065,-0.10494555102768932,-0.5719844357976653,-0.4249336067680377,0.2970168612191959
3289_2008-11-25,3289,2008-11-25,5000000.0,30.0,22.25,35.8,0.2584269662921348,0.18399438952310954,0.2292134831460675,0.11239105323952536,0.038202247191011285,0.006827080301825772,0.0,0.0,0.04719101123595504,0.014146952490961873,0.013483146067415852,-0.0078786696869233,0.013483146067415852,-0.06428721441322494,-0.020224719101123556,-0.07997104753904072,0.04494382022471921,-0.037499437452183315,0.11011235955056176,0.015319302140682112,0.348314606741573
6208_2009-02-10,6208,2009-02-10,10000000.0,10.0,10.0,9.99,-0.02200000000000002,-0.07369230769230772,-0.09700000000000009,-0.06315384615384623,-0.014000000000000012,0.017692307692307674,0.0,0.0,0.04499999999999993,0.021923076923076934,-0.006000000000000005,-0.004153846153846064,0.06499999999999995,0.07546153846153847,-0.026999999999999913,-0.05715384615384589,0.020000000000000018,-0.13230769230769246,-0.030000000000000027,-0.4576923076923076,0.0
8929_2009-02-23,8929,2009-02-23,12000000.0,10.0,11.7,11.95,0.042735042735042805,0.06516494927709893,0.1068376068376069,0.09437654764757575,0.008547008547008739,-0.02603243070532768,0.0,0.0,-0.1811965811965811,-0.18306574007508558,-0.05982905982905973,-0.05453310967329639,-0.02991452991452992,-0.06792076044412487,-0.02564102564102555,-0.16489336208962357,0.07692307692307687,-0.131488138030194,0.653846153846154,0.21770908219506357,-0.14529914529914523
3086_2009-03-09,3086,2009-03-09,10000000.0,10.7,15.6,14.9,0.06410256410256432,0.09885159885159911,-0.038461538461538436,-0.0019305019305018156,-0.03525641025641024,0.016421641421641486,0.0,0.0,0.022435897435897356,0.02807890307890315,-0.04487179487179482,-0.10011385011384999,-0.04166666666666674,-0.12779675279675273,0.09615384615384626,-0.05591030591030566,-0.038461538461538436,-0.23151173151173154,0.3365384615384617,-0.050452925452925346,-0.3141025641025641
5820_2009-03-23,5820,2009-03-23,2350374000.0,4.0,2.88,2.89,-0.09027777777777768,-0.006144519731476006,-0.10069444444444442,-0.041405906895037314,-0.00694444444444442,-0.010050034506556171,0.0,0.0,0.0659722222222221,0.008659969257795108,0.0902777777777779,0.06571538365016649,0.36111111111111116,0.26596712466277705,0.7083333333333335,0.5742283079239603,0.6354166666666667,0.3282455768868815,0.8090277777777779,0.5958713689691952,0.38888888888888884
4729_2009-06-04,4729,2009-06-04,12500000.0,32.0,40.8,41.8,0.02941176470588247,0.060589835431975825,0.10539215686274517,0.14075520352522686,0.0490196078431373,0.09484509434658983,0.0,0.0,-0.0318627450980391,-0.007380635870167129,-0.1519607843137254,-0.09044163804881644,-0.18995098039215685,-0.08909306032519726,-0.24019607843137247,-0.19123185997562864,-0.18137254901960786,-0.16588813805497082,-0.3982843137254901,-0.39744731853821247,-0.21568627450980382
3229_2009-06-18,3229,2009-06-18,8000000.0,9.5,9.98,10.25,0.017034068136272618,-0.06046185925493042,0.20240480961923835,0.11746182614239409,0.0470941883767535,-0.005966086233439638,0.0,0.0,0.03707414829659306,0.03055797422165707,0.027054108216432837,-0.010413892714449258,0.09719438877755504,0.02900728149340326,0.04208416833667328,-0.062174616862302745,0.17234468937875747,0.03550503380510128,0.23246492985971945,0.010682290809219008,-0.04809619238476959
4114_2009-07-13,4114,2009-07-13,5770000.0,23.0,41.8,36.5,-0.23684210526315785,-0.1568934092392159,-0.12559808612440193,-0.07215644439716806,0.0011961722488038617,0.024496728041877858,0.0,0.0,-0.055023923444975975,-0.04134286316280411,0.09330143540669877,0.05653358589836199,-0.038277511961722355,-0.08209965817805409,-0.11004784688995206,-0.14510556386301754,-0.12679425837320568,-0.15992807624409056,-0.18899521531100472,-0.3347840139428987,-0.44976076555023925
8069_2009-07-23,8069,2009-07-23,80000000.0,29.0,42.8,36.3,-0.21261682242990643,-0.13217127787545102,-0.09345794392523366,-0.05261635976681789,-0.04672897196261683,-0.025483097375158192,0.0,0.0,-0.01869158878504662,-0.01662888251441963,-0.053738317757009324,-0.061370330958329444,-0.05841121495327106,-0.05139801363313912,-0.08177570093457942,-0.054960519416427656,0.21495327102803752,0.16194171987292205,0.2593457943925235,0.1320768174948337,-0.32242990654205606
