event_id,ticker,name,market,ann_date,exr_date,shares,sub_price,sub_ratio,gap_days,ref_price,discount_pct,ret_-20d,abn_-20d,ret_-10d,abn_-10d,ret_-9d,abn_-9d,ret_-8d,abn_-8d,ret_-7d,abn_-7d,ret_-6d,abn_-6d,ret_-5d,abn_-5d,ret_-4d,abn_-4d,ret_-3d,abn_-3d,ret_-2d,abn_-2d,ret_-1d,abn_-1d,ret_+0d,abn_+0d,ret_+1d,abn_+1d,ret_+2d,abn_+2d,ret_+3d,abn_+3d,ret_+4d,abn_+4d,ret_+5d,abn_+5d,ret_+6d,abn_+6d,ret_+7d,abn_+7d,ret_+8d,abn_+8d,ret_+9d,abn_+9d,ret_+10d,abn_+10d,ret_+20d,abn_+20d,ret_+30d,abn_+30d,ret_+60d,abn_+60d
2421_2026-01-27,2421,建準,sii,2026-01-27,2026-02-24,13500000.0,0.0,3.715055513,28,147.0,-1.0,0.04081632653061229,0.11058376839107742,-0.027210884353741527,0.034804619522227576,-0.027210884353741527,0.049016505827137125,0.013605442176870763,0.07109898222855038,0.03401360544217691,0.09215314032589783,0.017006802721088343,0.08677424458155347,0.0,0.07105943152454774,0.0,0.04457364341085279,-0.003401360544217691,0.02114644307335345,-0.017006802721088454,-0.014422823392923001,0.0,0.0,-0.013605442176870763,-0.03944523545852441,0.030612244897959107,-0.017191372673100114,0.03741496598639449,-0.011034646416706373,0.05102040816326525,0.012906713072826204,-0.027210884353741527,-0.04465274481885784,-0.08503401360544216,-0.061778199651953636,-0.04421768707482998,-0.04421768707482998,-0.0680272108843537,-0.060921267731898765,-0.11564625850340138,-0.0665506512682591,-0.12925170068027214,-0.10082792807045293,-0.04421768707482998,-0.05455360438749135,-0.05102040816326525,-0.035516532194272976,-0.04081632653061229,-0.08409798027738224,0.1054421768707483,-0.1968834045246004
3162_2026-01-28,3162,精確,otc,2026-01-28,2026-02-04,21000000.0,50.0,12.908568486,7,61.3,-0.18433931484502442,-0.009787928221859588,0.03270693127094382,-0.03425774877650889,-0.01917892766615925,-0.03588907014681886,-0.020124848076907842,0.06035889070146827,0.06995450413532711,0.04241435562805873,0.05200996906191757,0.004893964110930016,0.003523162191807483,0.022838499184339334,0.005703475195305785,-0.004893964110929794,-0.015860379463911167,-0.021207177814029365,-0.016409371097099834,-0.024469820554649302,-0.004593192727370354,0.0,0.0,-0.011419249592169556,-0.01073384863260829,-0.05383360522022829,-0.04081098698856267,-0.07014681892332786,-0.05575339877253971,-0.05057096247960835,-0.06427898167083523,-0.04078303425774876,-0.07573848319537724,-0.022838499184339334,-0.08109758074705353,-0.04893964110929849,-0.1099403265102582,-0.07014681892332786,-0.1585635427067411,-0.0636215334420881,-0.17534188985058685,-0.03425774877650889,-0.14666350614456924,-0.029363784665579096,-0.13080312668065786,-0.039151712887438794,-0.0754779637441898,-0.08646003262642732,-0.09948265085809282,0.3654159869494291,0.04876074363208849
6969_2026-01-28,6969,成信實業*-創,sii,2026-01-28,2026-02-04,5714286.0,28.0,11.985002819,7,31.15,-0.10112359550561789,-0.0658105939004815,-0.02331573440767809,-0.019261637239165297,-0.0041828161288156585,0.0465489566613162,0.062313178731227215,0.0674157303370786,0.07701134377093743,0.08507223113964679,0.09466784457350563,0.1075441412520064,0.10617333933288386,0.08186195826645282,0.06472693427741927,0.0465489566613162,0.035582541308334825,-0.0016051364365969878,0.0031926702803325435,-0.011235955056179692,0.008640672771099256,0.0,0.0,0.0016051364365972098,0.0022905373961584763,-0.0032102728731941976,0.00981234535847142,0.014446227929374,0.02883964808016215,0.009630818619582593,-0.0040772005716442905,-0.0032102728731941976,-0.03816572181082267,0.022471910112359605,-0.03578717145035459,-0.01284109149277679,-0.0738417768937365,-0.0032102728731941976,-0.09162699665660745,-0.0048154093097912964,-0.11653576571829005,0.0016051364365972098,-0.11080062093146315,0.027287319422151013,-0.07415202259292775,-0.0930979133226324,-0.1294241641793834,-0.0963081861958266,-0.1093308044274921,-0.0947030497592295,-0.4113582930765701
2374_2026-01-28,2374,佳能,sii,2026-01-28,2026-02-04,12000000.0,66.0,2.772898392,7,79.6,-0.17085427135678388,-0.0037688442211054607,0.038726015271697944,0.03643216080402012,0.05151098191436976,0.08291457286432169,0.0986787949342327,0.045226130653266416,0.05482174408712526,0.12311557788944749,0.13271119132330633,0.12185929648241212,0.12048849456328958,0.14447236180904532,0.12733733782001178,0.18844221105527637,0.177475795702295,0.07035175879396993,0.07514956551089946,0.0012562814070353756,0.021132909234314323,0.0,0.0,0.008793969849246297,0.009479370808807563,0.005025125628140836,0.018047743859806453,-0.017587939698492372,-0.003194519547704222,-0.018844221105527637,-0.03255224029675452,-0.025125628140703515,-0.06008107707833199,-0.02638190954773867,-0.08464099111045287,0.013819095477387133,-0.047181589923572576,0.03266331658291466,-0.055753407200498595,0.01005025125628145,-0.1016701051522173,0.017587939698492594,-0.09481781766956776,-0.007537688442211032,-0.10897703045728979,-0.0992462311557788,-0.1355724820125298,-0.12688442211055273,-0.13990704034221824,0.008793969849246297,-0.30786127346809433
6179_2026-01-29,6179,亞通,otc,2026-01-29,2026-02-23,50000000.0,0.0,29.45227024,25,26.9,-1.0,0.1412639405204461,0.2261085001059383,0.048327137546468446,0.09301625671745295,0.014869888475836479,0.07445538070381585,0.0,0.07383419689119175,0.013011152416356975,0.06806296588785954,0.03159851301115246,0.08729799487643741,0.024163568773234223,0.09152108172660212,0.009293680297397744,0.0779465300383303,0.011152416356877248,0.05325086195273221,0.029739776951672958,0.05176050234027407,0.0,0.0,-0.026022304832713727,-0.02861297840784327,-0.059479553903345694,-0.08797696322977067,-0.04275092936802971,-0.09326906408305558,-0.06505576208178443,-0.11622156519059268,0.027881040892193232,-0.012922067916096847,0.018587360594795488,-0.0014903596124584695,-0.07434944237918217,-0.05362405377814583,-0.07434944237918217,-0.07694011595431172,-0.07063197026022305,-0.06609829150374624,-0.06877323420074344,-0.022141109848411777,-0.04646840148698883,-0.020561665735693513,0.003717472118959231,0.03998690217077261,-0.08550185873605942,-0.11076092609357246,-0.04275092936802971,-0.30311362366854766
8066_2026-01-29,8066,來思達,otc,2026-01-29,2026-02-04,7000000.0,20.0,17.711173868,6,20.45,-0.022004889975550057,-0.0317848410757946,0.010710018417008804,0.017114914425427896,0.032193735535777535,0.017114914425427896,0.03287913649533891,0.019559902200489088,0.029155515634347928,0.012224938875305513,0.021820552309164354,0.009779951100244544,0.008409149181122011,0.02689486552567244,0.009759841536638891,0.0024449877750611915,-0.008521427577920182,0.0024449877750611915,0.007242794491990723,-0.012224938875305624,0.007651688951973323,0.0,0.0,-0.004889975550122161,-0.0042045745905608944,-0.019559902200488977,-0.00653728396882336,-0.022004889975550057,-0.007611469824761907,-0.02444987775061125,-0.03815789694183813,-0.019559902200488977,-0.05451535113811745,-0.017114914425427785,-0.07537399598814198,-0.022004889975550057,-0.08300557537650977,-0.022004889975550057,-0.11042161375896331,-0.019559902200488977,-0.13128025860898773,-0.022004889975550057,-0.1344106473436104,-0.022004889975550057,-0.12344423199062882,-0.041564792176039034,-0.07789104303279004,-0.09046454767726153,-0.10348716590892704,-0.19559902200489,-0.5122542653222306
5534_2026-01-29,5534,長虹,sii,2026-01-29,2026-02-05,25000000.0,60.0,6.458,7,79.7,-0.2471769134253451,0.0715181932245923,0.10992697237411231,0.011292346298619638,0.026381509535931102,0.0037641154328731385,0.012680439164011736,0.0,0.008916323731138598,-0.01505646173149311,-0.017114074900217324,-0.03011292346298622,-0.04794557092526319,-0.02258469259723961,-0.034244500553343715,-0.027603513174404015,-0.023488286836955252,-0.027603513174404015,-0.00839912359964401,-0.025094102885821812,-0.025779973942063217,0.0,0.0,-0.02258469259723961,-0.010239013584893875,-0.03011292346298622,-0.016395502338157675,-0.04015056461731492,-0.05455385679838487,-0.02885821831869506,-0.06452351324324923,-0.03638644918444167,-0.09537136002120428,-0.02885821831869506,-0.09058661338042351,-0.03387703889585947,-0.123040276207245,-0.04140526976160597,-0.15388812298519972,-0.05269761606022583,-0.1658663403400612,-0.04015056461731492,-0.14234535199728737,-0.050188205771643624,-0.13043511935189045,-0.005018820577164407,-0.056459149795271335,-0.021329987452948562,-0.013785405834292663,-0.042659974905897236,-0.35130195021453925
6109_2026-02-02,6109,亞元,otc,2026-02-02,2026-02-25,20000000.0,0.0,23.589977644,23,12.5,-1.0,-0.01200000000000001,0.07364231738035276,-0.07200000000000006,0.027496221662468567,-0.05599999999999994,0.025234256926952248,0.03600000000000003,0.11786397984886654,0.08800000000000008,0.18119899244332505,-0.015999999999999903,0.07845843828715371,-0.052000000000000046,0.016639798488664925,-0.06000000000000005,-0.01088161209068006,-0.04799999999999993,-0.020292191435768214,-0.02400000000000002,0.0011889168765742975,0.0,0.0,-0.008000000000000007,-0.02941057934508806,-0.008000000000000007,-0.030040302267002605,0.0040000000000000036,-0.007964735516372556,-0.01200000000000001,-0.003813602015113271,-0.028000000000000025,0.019858942065491325,-0.020000000000000018,0.005188916876574301,-0.020000000000000018,0.012115869017632397,-0.04400000000000004,0.02904785894206563,-0.04400000000000004,0.008896725440805997,-0.02400000000000002,-0.008886649874055408,-0.02400000000000002,0.011264483627204114,-0.04799999999999993,-0.002659949622166091,0.0,-0.015113350125944391,,
2338_2026-02-02,2338,光罩,sii,2026-02-02,2026-02-09,50000000.0,32.0,14.438726472,7,35.5,-0.09859154929577463,0.06056338028169006,0.08212109933593226,0.1309859154929578,0.12611804344845168,0.1788732394366197,0.1628788027189565,0.19436619718309855,0.1623773237477717,0.12676056338028174,0.10103038257360586,0.09859154929577474,0.08885580520676228,0.04507042253521121,0.050633704871789864,0.08309859154929589,0.06849497541577709,0.06338028169014076,0.0494720758486944,0.04225352112676051,0.04086270054261587,0.0,0.0,-0.021126760563380254,-0.04963858253834541,-0.04366197183098586,-0.09373151286019299,-0.05211267605633807,-0.12582616701600424,0.04225352112676051,-0.03424161100119494,0.14647887323943665,0.04216732942858825,0.26056338028169024,0.13260788654038302,0.38591549295774663,0.257264588924367,0.523943661971831,0.4064193226116086,0.5183098591549296,0.4230386491410214,0.37042253521126756,0.3189621735979158,0.48450704225352115,0.4080119101255657,0.5070422535211268,0.45001860957119644,0.2183098591549295,0.18979803717996435,0.37042253521126756,0.07556857137260287
3605_2026-02-04,3605,宏致,sii,2026-02-04,2026-03-04,11000000.0,0.0,5.0361245,28,63.4,-1.0,0.003154574132492094,0.08569425667217467,-0.0362776025236593,0.05070652446046764,0.003154574132492094,0.06410695508487296,0.003154574132492094,0.04442441540233333,0.012618296529968598,0.03230083621250823,0.009463722397476282,0.026606579540333297,0.045741324921135584,0.03748735666716718,0.020504731861198833,-0.009336537980070947,0.01735015772870674,-0.013126032747483807,0.0268138801261828,0.006496419808722509,0.0,0.0,-0.05362776025236593,-0.013627760252365895,0.006309148264984188,0.023452005407841203,0.003154574132492094,0.027281558259476313,-0.061514195583596165,0.003882629813229288,-0.06782334384858035,-0.0227439787692153,-0.04731861198738174,-0.04033448500325476,-0.05362776025236593,-0.026326172950778548,-0.05993690851735012,-0.024381352961794556,-0.04889589905362779,-0.008895899053627754,-0.0362776025236593,-0.009610935856992686,-0.02050473186119872,-0.008441239797706612,-0.10883280757097791,-0.06692804566621602,0.034700315457413256,-0.03387111311401547,,
2421_2026-02-09,2421,建準,sii,2026-02-09,2026-02-24,13500000.0,125.0,3.715055513,15,147.0,-0.1496598639455783,0.04081632653061229,0.11058376839107742,-0.027210884353741527,0.034804619522227576,-0.027210884353741527,0.049016505827137125,0.013605442176870763,0.07109898222855038,0.03401360544217691,0.09215314032589783,0.017006802721088343,0.08677424458155347,0.0,0.07105943152454774,0.0,0.04457364341085279,-0.003401360544217691,0.02114644307335345,-0.017006802721088454,-0.014422823392923001,0.0,0.0,-0.013605442176870763,-0.03944523545852441,0.030612244897959107,-0.017191372673100114,0.03741496598639449,-0.011034646416706373,0.05102040816326525,0.012906713072826204,-0.027210884353741527,-0.04465274481885784,-0.08503401360544216,-0.061778199651953636,-0.04421768707482998,-0.04421768707482998,-0.0680272108843537,-0.060921267731898765,-0.11564625850340138,-0.0665506512682591,-0.12925170068027214,-0.10082792807045293,-0.04421768707482998,-0.05455360438749135,-0.05102040816326525,-0.035516532194272976,-0.04081632653061229,-0.08409798027738224,0.1054421768707483,-0.1968834045246004
4807_2026-02-10,4807,日成-KY,sii,2026-02-10,2026-03-05,10600000.0,0.0,22.085615513,23,18.15,-1.0,-0.008264462809917328,0.036047706502251864,-0.022038567493112837,-0.0002131706677160894,-0.022038567493112837,-0.020715816170361556,-0.02754820936639124,-0.048712230530412626,-0.01928374655647369,-0.04309327036599764,-0.01377410468319562,-0.06403865494774608,-0.016528925619834545,-0.08928024837115733,-0.022038567493112837,-0.09545126590581143,-0.01377410468319562,-0.07660479251388352,-0.01377410468319562,-0.05544077134986236,0.0,0.0,-0.06887052341597799,-0.09268004722550194,-0.07162534435261692,-0.08815973588700854,-0.09090909090909083,-0.06445406445406432,-0.07713498622589521,-0.07184398093489008,-0.0633608815426997,-0.09775241593423412,-0.07713498622589521,-0.09036249945340846,-0.08815426997245168,-0.09278389960208144,-0.11845730027548207,-0.11845730027548207,-0.1074380165289256,-0.12132690541781466,-0.10468319559228645,-0.13378372469281552,-0.11019283746556474,-0.11548384275657009,-0.2148760330578512,-0.19305063623245444,-0.14876033057851235,-0.26714657396475583,,
6179_2026-02-10,6179,亞通,otc,2026-02-10,2026-02-23,50000000.0,22.5,29.45227024,13,26.9,-0.16356877323420072,0.1412639405204461,0.2261085001059383,0.048327137546468446,0.09301625671745295,0.014869888475836479,0.07445538070381585,0.0,0.07383419689119175,0.013011152416356975,0.06806296588785954,0.03159851301115246,0.08729799487643741,0.024163568773234223,0.09152108172660212,0.009293680297397744,0.0779465300383303,0.011152416356877248,0.05325086195273221,0.029739776951672958,0.05176050234027407,0.0,0.0,-0.026022304832713727,-0.02861297840784327,-0.059479553903345694,-0.08797696322977067,-0.04275092936802971,-0.09326906408305558,-0.06505576208178443,-0.11622156519059268,0.027881040892193232,-0.012922067916096847,0.018587360594795488,-0.0014903596124584695,-0.07434944237918217,-0.05362405377814583,-0.07434944237918217,-0.07694011595431172,-0.07063197026022305,-0.06609829150374624,-0.06877323420074344,-0.022141109848411777,-0.04646840148698883,-0.020561665735693513,0.003717472118959231,0.03998690217077261,-0.08550185873605942,-0.11076092609357246,-0.04275092936802971,-0.30311362366854766
6109_2026-02-10,6109,亞元,otc,2026-02-10,2026-02-25,20000000.0,10.3,23.589977644,15,12.5,-0.17599999999999993,-0.01200000000000001,0.07364231738035276,-0.07200000000000006,0.027496221662468567,-0.05599999999999994,0.025234256926952248,0.03600000000000003,0.11786397984886654,0.08800000000000008,0.18119899244332505,-0.015999999999999903,0.07845843828715371,-0.052000000000000046,0.016639798488664925,-0.06000000000000005,-0.01088161209068006,-0.04799999999999993,-0.020292191435768214,-0.02400000000000002,0.0011889168765742975,0.0,0.0,-0.008000000000000007,-0.02941057934508806,-0.008000000000000007,-0.030040302267002605,0.0040000000000000036,-0.007964735516372556,-0.01200000000000001,-0.003813602015113271,-0.028000000000000025,0.019858942065491325,-0.020000000000000018,0.005188916876574301,-0.020000000000000018,0.012115869017632397,-0.04400000000000004,0.02904785894206563,-0.04400000000000004,0.008896725440805997,-0.02400000000000002,-0.008886649874055408,-0.02400000000000002,0.011264483627204114,-0.04799999999999993,-0.002659949622166091,0.0,-0.015113350125944391,,
