code,name,lock_start,lock_end,lock_days,d1,entry_day,entry_open,entry_o,entry_h,entry_l,entry_c,base_ret,tp2_ret,tp2_hit,censored,entry_is_ceiling,citycenter_overlap,cum_net_buy_ntd,flip_ratio,year
3131,弘塑,2024-02-22,2024-02-23,2,2024-02-26,2024-02-26,850.0,850.0,874.0,824.0,842.0,0.9411764705882352,2.0,True,False,False,False,98688000.0,0.392469195849546,2024
3583,辛耘,2024-02-23,2024-02-23,1,2024-02-26,2024-02-26,281.0,281.0,294.5,276.5,293.5,-4.448398576512456,-4.448398576512456,False,False,False,False,147326500.0,0.7928851903764768,2024
6218,豪勉,2024-02-23,2024-02-23,1,2024-02-26,2024-02-26,29.45,29.45,29.5,28.0,29.05,1.3582342954159543,2.000000000000007,True,False,False,False,46348500.0,0.4945240946308942,2024
3163,波若威,2024-02-26,2024-02-26,1,2024-02-27,2024-02-27,110.0,110.0,113.5,101.0,102.5,6.8181818181818175,2.0000000000000027,True,False,False,False,327561500.0,0.853015387950049,2024
3588,通嘉,2024-02-26,2024-02-26,1,2024-02-27,2024-02-27,111.5,111.5,114.0,102.5,112.0,-0.4484304932735426,2.0000000000000036,True,False,False,True,113109000.0,0.6881857323466745,2024
6113,亞矽,2024-02-23,2024-02-26,2,2024-02-27,2024-02-27,46.8,46.8,47.5,41.15,41.15,12.07264957264957,2.0,True,False,False,False,152401600.0,0.9561064319534704,2024
8096,擎亞,2024-02-26,2024-02-26,1,2024-02-27,2024-02-27,28.85,28.85,29.5,24.8,25.15,12.824956672443683,2.0000000000000058,True,False,False,False,235867500.0,0.7309326210690325,2024
3363,上詮,2024-02-23,2024-02-27,3,2024-02-29,2024-02-29,122.0,122.0,124.5,117.0,121.0,0.819672131147541,1.9999999999999982,True,False,False,False,157695500.0,0.7910878877330044,2024
1514,亞力,2024-02-29,2024-02-29,1,2024-03-01,2024-03-01,102.0,102.0,108.5,99.6,106.5,-4.411764705882353,2.000000000000006,True,False,False,False,113300000.0,1.137378640776699,2024
2399,映泰,2024-02-29,2024-02-29,1,2024-03-01,2024-03-01,27.3,27.3,28.0,25.35,25.95,4.945054945054951,1.9999999999999976,True,False,False,False,178208550.0,0.6133342087122082,2024
6125,廣運,2024-02-29,2024-02-29,1,2024-03-01,2024-03-01,85.2,85.2,93.0,83.8,86.7,-1.7605633802816902,-1.7605633802816902,False,False,False,False,67308000.0,0.9776742734890356,2024
6150,撼訊,2024-02-29,2024-02-29,1,2024-03-01,2024-03-01,102.0,102.0,104.0,96.0,96.0,5.88235294117647,2.000000000000006,True,False,False,False,174375300.00000003,0.9623381293107452,2024
6806,,2024-02-29,2024-02-29,1,2024-03-01,2024-03-01,153.5,153.5,156.0,146.5,151.0,1.6286644951140066,1.9999999999999956,True,False,False,False,212585000.0,0.8750946680151469,2024
3005,神基,2024-03-01,2024-03-01,1,2024-03-04,2024-03-04,126.0,126.0,126.5,119.0,122.0,3.1746031746031744,1.999999999999997,True,False,False,False,153401000.0,-0.0,2024
3356,奇偶,2024-03-01,2024-03-01,1,2024-03-04,2024-03-04,53.0,53.0,54.9,49.5,50.0,5.660377358490567,2.000000000000004,True,False,False,False,116645700.0,0.8654412464411462,2024
4968,立積,2024-03-01,2024-03-01,1,2024-03-04,2024-03-04,246.0,246.0,246.0,223.5,223.5,9.146341463414634,2.0000000000000067,True,False,False,False,124000000.0,1.259891129032258,2024
6643,M31,2024-03-01,2024-03-01,1,2024-03-04,2024-03-04,2030.0,2030.0,2095.0,1950.0,2005.0,1.2315270935960592,2.0000000000000067,True,False,False,False,131010000.0,0.7192962369284788,2024
6799,來頡,2024-03-01,2024-03-01,1,2024-03-04,2024-03-04,219.0,219.0,228.0,209.5,212.5,2.968036529680365,1.999999999999998,True,False,False,False,62982500.0,0.9953161592505856,2024
2367,燿華,2024-03-04,2024-03-04,1,2024-03-05,2024-03-05,24.05,24.05,24.85,22.85,24.3,-1.0395010395010391,2.0000000000000067,True,False,False,False,76288799.99999999,0.991891339226728,2024
6217,中探針,2024-03-04,2024-03-04,1,2024-03-05,2024-03-05,47.0,47.0,50.5,45.4,49.35,-5.000000000000003,1.9999999999999951,True,False,False,False,48039600.0,1.0447412134988636,2024
3013,晟銘電,2024-03-01,2024-03-05,3,2024-03-06,2024-03-06,60.9,60.9,66.2,59.2,64.2,-5.418719211822667,2.0000000000000058,True,False,False,False,178990900.0,0.2123370517719057,2024
6117,迎廣,2024-03-05,2024-03-05,1,2024-03-06,2024-03-06,85.0,85.0,91.1,83.1,85.8,-0.941176470588232,2.0000000000000036,True,False,False,False,61752000.0,1.1032063738826272,2024
8011,台通,2024-03-04,2024-03-05,2,2024-03-06,2024-03-06,29.9,29.9,30.65,28.65,29.2,2.341137123745817,1.9999999999999967,True,False,False,False,161203400.0,0.8806911020487161,2024
2417,圓剛,2024-03-04,2024-03-06,3,2024-03-07,2024-03-07,55.0,55.0,55.6,51.7,52.8,4.000000000000005,2.0000000000000027,True,False,False,False,220467800.0,1.1076447444933002,2024
2467,志聖,2024-03-06,2024-03-06,1,2024-03-07,2024-03-07,146.0,146.0,149.0,133.5,134.5,7.876712328767123,2.0000000000000107,True,False,False,False,41459500.0,0.966750684402851,2024
3324,雙鴻,2024-03-06,2024-03-06,1,2024-03-07,2024-03-07,628.0,628.0,658.0,571.0,591.0,5.89171974522293,2.0000000000000093,True,False,False,False,84780000.0,1.0805024769992924,2024
8034,榮群,2024-03-06,2024-03-06,1,2024-03-07,2024-03-07,32.0,32.0,32.4,28.45,28.45,11.093750000000002,2.0000000000000018,True,False,False,False,60489500.0,0.90914704204862,2024
2025,千興,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,13.2,13.2,13.95,12.1,12.85,2.6515151515151487,1.9999999999999951,True,False,False,False,47359000.0,0.8533383306235351,2024
2449,京元電子,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,120.0,120.0,123.0,108.5,111.0,7.5,2.000000000000005,True,False,False,False,65007000.0,1.1867183534080945,2024
3163,波若威,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,117.5,117.5,118.0,104.5,110.5,5.957446808510639,2.000000000000007,True,False,False,False,345912000.0,0.4724597585513078,2024
3548,兆利,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,292.5,292.5,300.5,259.0,260.0,11.11111111111111,2.0000000000000075,True,False,False,False,172212500.0,0.0,2024
3711,日月光投控,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,177.0,177.0,177.0,157.0,159.5,9.887005649717514,1.9999999999999956,True,False,False,False,66054000.0,2.5788899990916523,2024
5498,凱崴,2024-03-05,2024-03-07,3,2024-03-08,2024-03-08,18.7,18.7,18.7,15.35,15.8,15.508021390374324,1.9999999999999933,True,False,False,False,103924800.0,1.0073707142087356,2024
6121,新普,2024-03-07,2024-03-07,1,2024-03-08,2024-03-08,490.0,490.0,500.0,465.0,495.5,-1.1224489795918366,2.0000000000000027,True,False,False,False,57466000.0,1.2588835137298575,2024
5386,青雲,2024-03-07,2024-03-08,2,2024-03-11,2024-03-11,69.9,69.9,74.6,67.5,71.8,-2.718168812589401,1.9999999999999942,True,False,False,False,125470500.0,0.888698140200286,2024
1582,信錦,2024-03-11,2024-03-11,1,2024-03-12,2024-03-12,92.0,92.0,95.5,89.0,93.4,-1.5217391304347887,2.000000000000004,True,False,False,False,76645800.0,1.0577383235611086,2024
3548,兆利,2024-03-11,2024-03-11,1,2024-03-12,2024-03-12,288.5,288.5,297.5,284.0,288.0,0.1733102253032928,0.17331022530329288,False,False,False,False,243100000.0,0.0651583710407239,2024
2354,鴻準,2024-03-12,2024-03-12,1,2024-03-13,2024-03-14,60.8,58.9,58.9,53.6,53.7,8.828522920203728,2.000000000000007,True,False,True,False,169218000.0,0.7782883617582054,2024
2365,昆盈,2024-03-12,2024-03-12,1,2024-03-13,2024-03-13,22.0,22.0,22.85,19.85,20.85,5.22727272727272,2.0000000000000058,True,False,False,False,45600950.00000001,0.9505755910786944,2024
3017,奇鋐,2024-03-12,2024-03-12,1,2024-03-13,2024-03-13,651.0,651.0,677.0,607.0,617.0,5.22273425499232,1.9999999999999973,True,False,False,False,329859000.0,1.6086267162636156,2024
3071,協禧,2024-03-12,2024-03-12,1,2024-03-13,2024-03-13,42.05,42.05,43.3,40.2,40.5,3.686087990487509,2.0000000000000027,True,False,False,False,46507500.0,1.0179970972423802,2024
5347,世界,2024-03-12,2024-03-12,1,2024-03-13,2024-03-13,83.6,83.6,86.0,82.2,82.7,1.0765550239234347,1.0765550239234347,False,False,False,False,44903600.0,2.0958809538656142,2024
8011,台通,2024-03-11,2024-03-12,2,2024-03-13,2024-03-13,35.0,35.0,35.55,31.2,32.95,5.857142857142849,2.000000000000008,True,False,False,False,371788900.0,0.8956499239218815,2024
8040,九暘,2024-03-07,2024-03-12,4,2024-03-13,2024-03-13,92.0,92.0,95.7,84.5,86.2,6.304347826086953,2.000000000000004,True,False,False,False,366886200.0,0.2152144179857405,2024
1503,士電,2024-03-13,2024-03-13,1,2024-03-14,2024-03-14,202.0,202.0,214.0,192.5,208.5,-3.217821782178218,1.9999999999999962,True,False,False,False,331768500.0,0.7805352226025075,2024
5386,青雲,2024-03-12,2024-03-13,2,2024-03-14,2024-03-14,91.0,91.0,93.4,83.3,87.7,3.6263736263736233,2.000000000000008,True,False,False,False,55197000.0,1.4490352736561771,2024
1519,華城,2024-03-13,2024-03-14,2,2024-03-15,2024-03-15,650.0,650.0,684.0,642.0,665.0,-2.307692307692308,-2.307692307692308,False,False,False,False,102465000.0,0.7139023081052066,2024
1503,士電,2024-03-18,2024-03-18,1,2024-03-19,2024-03-19,228.0,228.0,245.0,227.0,239.0,-4.824561403508771,-4.824561403508771,False,False,False,False,164389500.0,1.0525976415768648,2024
3563,牧德,2024-03-18,2024-03-18,1,2024-03-19,2024-03-19,340.5,340.5,362.0,333.5,345.0,-1.3215859030837005,2.000000000000001,True,False,False,False,71820000.0,1.003968253968254,2024
8996,高力,2024-03-18,2024-03-18,1,2024-03-19,2024-03-19,324.0,324.0,328.0,316.5,318.5,1.6975308641975309,2.0000000000000058,True,False,False,False,95811000.0,0.3523708133721597,2024
4938,和碩,2024-03-19,2024-03-19,1,2024-03-20,2024-03-20,104.5,104.5,109.5,101.5,103.5,0.9569377990430622,2.000000000000003,True,False,False,False,199700000.0,0.1990185277916875,2024
3005,神基,2024-03-20,2024-03-20,1,2024-03-21,2024-03-21,158.0,158.0,161.5,148.0,150.0,5.063291139240507,1.999999999999998,True,False,False,False,173693500.0,1.672774168290696,2024
6188,廣明,2024-03-19,2024-03-20,2,2024-03-21,2024-03-21,103.0,103.0,106.0,98.1,102.5,0.4854368932038834,2.000000000000002,True,False,False,False,536911800.0,0.5954376491632332,2024
2236,百達-KY,2024-03-21,2024-03-21,1,2024-03-22,2024-03-22,86.5,86.5,87.8,80.2,81.5,5.780346820809249,2.0000000000000044,True,False,False,False,41586299.99999999,-0.0,2024
2408,南亞科,2024-03-21,2024-03-21,1,2024-03-22,2024-03-22,70.9,70.9,71.5,69.0,69.6,1.83356840620594,2.000000000000009,True,False,False,False,141824800.0,0.3965230340532826,2024
8299,群聯,2024-03-21,2024-03-21,1,2024-03-22,2024-03-22,671.0,671.0,677.0,632.0,653.0,2.682563338301043,1.9999999999999938,True,False,False,False,284230000.0,0.7420715617633606,2024
1609,大亞,2024-03-22,2024-03-22,1,2024-03-25,2024-03-25,44.0,44.0,45.7,43.6,45.4,-3.1818181818181785,-3.1818181818181785,False,False,False,True,422250150.0,0.1048312238610217,2024
3708,上緯投控,2024-03-21,2024-03-22,2,2024-03-25,2024-03-25,133.5,133.5,133.5,122.0,124.5,6.741573033707865,2.000000000000012,True,False,False,False,159630000.0,1.5793553843262544,2024
6139,亞翔,2024-03-22,2024-03-22,1,2024-03-25,2024-03-25,210.0,210.0,216.5,197.0,206.0,1.9047619047619049,2.000000000000008,True,False,False,False,113295000.0,1.2055077452667815,2024
8996,高力,2024-03-21,2024-03-22,2,2024-03-25,2024-03-25,395.0,395.0,401.0,376.5,390.5,1.139240506329114,2.000000000000009,True,False,False,False,330285000.0,0.5273112614862921,2024
2049,上銀,2024-03-25,2024-03-25,1,2024-03-26,2024-03-26,278.0,278.0,281.5,258.5,258.5,7.014388489208632,2.000000000000001,True,False,False,True,308470000.0,0.9410817907738191,2024
6125,廣運,2024-03-25,2024-03-25,1,2024-03-26,2024-03-26,89.0,89.0,91.8,82.7,82.7,7.078651685393256,2.0000000000000013,True,False,False,False,94588000.0,0.364590645747875,2024
6274,台燿,2024-03-25,2024-03-25,1,2024-03-26,2024-03-26,184.5,184.5,185.0,171.5,176.0,4.607046070460704,1.9999999999999987,True,False,False,False,623979000.0,0.6405600188467881,2024
6668,中揚光,2024-03-25,2024-03-25,1,2024-03-26,2024-03-26,66.5,66.5,67.7,61.0,63.2,4.9624060150375895,1.9999999999999973,True,False,False,False,50204000.0,0.867357182694606,2024
1603,華電,2024-03-26,2024-03-26,1,2024-03-27,2024-03-27,44.0,44.0,47.4,41.1,47.25,-7.386363636363637,2.0000000000000058,True,False,False,False,62969100.0,1.0962877030162412,2024
2371,大同,2024-03-26,2024-03-26,1,2024-03-27,2024-03-27,57.2,57.2,58.5,55.0,55.0,3.846153846153851,1.999999999999997,True,False,False,False,287531399.99999994,1.0958629214061493,2024
2465,麗臺,2024-03-26,2024-03-26,1,2024-03-27,2024-03-27,125.5,125.5,126.0,116.5,117.5,6.374501992031872,2.000000000000004,True,False,False,False,70395000.0,0.587541728815967,2024
2049,上銀,2024-03-27,2024-03-27,1,2024-03-28,2024-03-28,284.0,284.0,293.0,277.0,279.0,1.7605633802816902,2.0000000000000027,True,False,False,False,451276000.0,0.030294099398151,2024
2354,鴻準,2024-03-27,2024-03-27,1,2024-03-28,2024-03-28,64.5,64.5,68.7,64.1,65.1,-0.930232558139526,-0.930232558139526,False,False,False,False,378483600.00000006,0.5110184430712452,2024
3062,建漢,2024-03-27,2024-03-27,1,2024-03-28,2024-03-28,25.2,25.2,26.55,25.0,25.8,-2.3809523809523867,-2.3809523809523867,False,False,False,False,65415149.99999999,1.0234785061258749,2024
5274,信驊,2024-03-27,2024-03-27,1,2024-03-28,2024-03-28,3185.0,3185.0,3380.0,3110.0,3330.0,-4.552590266875981,2.000000000000009,True,False,False,False,266845000.0,0.0,2024
3013,晟銘電,2024-03-28,2024-03-28,1,2024-03-29,2024-03-29,61.5,61.5,64.0,59.5,61.3,0.325203252032525,2.0000000000000067,True,False,False,False,51919600.0,1.111012026286797,2024
6139,亞翔,2024-03-28,2024-03-28,1,2024-03-29,2024-03-29,226.0,226.0,244.5,216.5,240.5,-6.415929203539823,2.0000000000000044,True,False,False,False,172890000.0,2.35227890566256,2024
5225,東科-KY,2024-03-29,2024-03-29,1,2024-04-01,2024-04-01,121.0,121.0,129.0,120.0,126.0,-4.132231404958678,-4.132231404958678,False,False,False,False,50160000.0,1.055023923444976,2024
6643,M31,2024-03-29,2024-03-29,1,2024-04-01,2024-04-01,1410.0,1410.0,1505.0,1375.0,1480.0,-4.964539007092199,2.000000000000003,True,False,False,False,47940000.0,-0.0,2024
2492,華新科,2024-04-01,2024-04-01,1,2024-04-02,2024-04-02,125.0,125.0,126.0,120.5,120.5,3.6,2.0,True,False,False,False,62372000.0,0.8326733149490155,2024
3363,上詮,2024-04-01,2024-04-01,1,2024-04-02,2024-04-02,107.0,107.0,109.5,99.4,102.5,4.205607476635514,2.0000000000000004,True,False,False,False,68997000.0,0.9700784092061974,2024
6197,佳必琪,2024-03-28,2024-04-01,3,2024-04-02,2024-04-02,151.5,151.5,162.0,147.0,155.5,-2.64026402640264,2.000000000000001,True,False,False,False,214872500.0,0.7844745139559506,2024
2486,一詮,2024-04-01,2024-04-02,2,2024-04-03,2024-04-03,73.0,73.0,77.8,70.0,70.9,2.876712328767116,2.0000000000000107,True,False,False,False,400587000.0,0.3851308205208856,2024
3583,辛耘,2024-04-02,2024-04-02,1,2024-04-03,2024-04-03,346.0,346.0,381.5,341.0,380.5,-9.971098265895954,-9.971098265895954,False,False,False,False,109999000.0,1.065409685542596,2024
5443,均豪,2024-04-01,2024-04-02,2,2024-04-03,2024-04-03,67.7,67.7,71.9,67.0,67.9,-0.2954209748892213,-0.2954209748892213,False,False,False,True,106230000.0,0.7638190718252847,2024
6207,雷科,2024-04-02,2024-04-02,1,2024-04-03,2024-04-03,47.05,47.05,52.1,45.85,51.5,-9.458023379383642,2.0000000000000058,True,False,False,False,80264400.0,1.080503934496489,2024
6213,聯茂,2024-04-02,2024-04-02,1,2024-04-03,2024-04-03,116.5,116.5,124.5,115.5,116.5,0.0,0.0,False,False,False,False,79547500.0,0.3822433137433609,2024
8054,安國,2024-04-02,2024-04-02,1,2024-04-03,2024-04-03,166.5,166.5,180.0,163.0,175.0,-5.105105105105105,2.0000000000000075,True,False,False,False,141930000.0,0.8359754808708518,2024
6120,達運,2024-04-03,2024-04-03,1,2024-04-08,2024-04-08,19.05,19.05,19.6,17.55,17.9,6.036745406824158,2.000000000000001,True,False,False,False,69657000.0,1.1550956831330663,2024
6197,佳必琪,2024-04-03,2024-04-03,1,2024-04-08,2024-04-08,171.0,171.0,172.0,160.5,163.0,4.678362573099415,2.0000000000000093,True,False,False,False,45315000.0,0.9640075030343154,2024
6472,保瑞,2024-04-03,2024-04-03,1,2024-04-08,2024-04-08,772.0,772.0,782.0,739.0,739.0,4.274611398963731,2.000000000000007,True,False,False,False,146873000.0,0.1610098520490492,2024
6669,緯穎,2024-04-03,2024-04-03,1,2024-04-08,2024-04-08,2520.0,2520.0,2540.0,2430.0,2475.0,1.7857142857142856,2.0000000000000036,True,False,False,False,339480000.0,0.7217656415694592,2024
1587,吉茂,2024-04-02,2024-04-08,3,2024-04-09,2024-04-09,44.2,44.2,44.25,39.25,39.25,11.19909502262444,2.000000000000001,True,False,False,False,65554950.0,1.0884990378300952,2024
3013,晟銘電,2024-04-08,2024-04-08,1,2024-04-09,2024-04-09,74.1,74.1,75.0,67.0,67.0,9.58164642375168,1.9999999999999993,True,False,False,False,101930400.0,0.4226511423481119,2024
2009,第一銅,2024-04-08,2024-04-09,2,2024-04-10,2024-04-10,51.1,51.1,53.5,49.95,51.5,-0.782778864970643,1.999999999999997,True,False,False,False,136221750.0,1.0559216865148189,2024
2363,矽統,2024-04-03,2024-04-09,3,2024-04-10,2024-04-10,50.0,50.0,53.3,48.85,53.2,-6.400000000000006,2.0,True,False,False,False,458720450.00000006,-0.0,2024
2464,盟立,2024-04-09,2024-04-09,1,2024-04-10,2024-04-10,55.6,55.6,58.5,53.8,55.2,0.7194244604316521,2.000000000000003,True,False,False,False,160240800.00000003,1.0448125571015618,2024
3213,茂訊,2024-04-09,2024-04-09,1,2024-04-10,2024-04-10,108.5,108.5,114.0,106.0,111.5,-2.7649769585253456,2.0000000000000013,True,False,False,False,53295000.0,0.9330894080120088,2024
8096,擎亞,2024-04-08,2024-04-09,2,2024-04-10,2024-04-10,33.5,33.5,34.75,29.85,31.15,7.014925373134333,2.0000000000000053,True,False,False,False,80723450.0,0.7760155196538303,2024
1514,亞力,2024-04-08,2024-04-10,3,2024-04-11,2024-04-11,144.5,144.5,154.5,140.5,153.0,-5.88235294117647,2.00000000000001,True,False,False,False,53845000.0,-0.0,2024
3036,文曄,2024-04-10,2024-04-10,1,2024-04-11,2024-04-11,158.5,158.5,162.5,149.0,158.0,0.3154574132492113,2.00000000000001,True,False,False,False,107876000.0,1.0457562386443695,2024
3260,威剛,2024-04-10,2024-04-10,1,2024-04-11,2024-04-11,113.0,113.0,113.0,107.5,108.5,3.982300884955752,2.0000000000000044,True,False,False,False,178766000.0,1.2144842979089985,2024
2363,矽統,2024-04-11,2024-04-11,1,2024-04-12,2024-04-12,59.9,59.9,64.2,58.1,61.4,-2.504173622704508,2.000000000000001,True,False,False,False,230782500.0,3.3668800710625804,2024
2745,五福,2024-04-11,2024-04-11,1,2024-04-12,2024-04-15,96.3,88.1,92.2,87.2,91.7,-4.086265607264481,-4.086265607264481,False,False,True,False,40208399.99999999,0.7755842062852539,2024
1513,中興電,2024-04-12,2024-04-12,1,2024-04-15,2024-04-15,213.5,213.5,221.0,195.0,203.0,4.918032786885246,2.000000000000005,True,False,False,False,446896000.0,0.5723479288246035,2024
1608,華榮,2024-04-12,2024-04-12,1,2024-04-15,2024-04-15,40.75,40.75,41.6,38.1,39.0,4.294478527607362,1.9999999999999944,True,False,False,False,300504000.0,1.0004891781806564,2024
2388,威盛,2024-04-12,2024-04-12,1,2024-04-15,2024-04-15,145.5,145.5,151.0,139.0,139.0,4.4673539518900345,1.9999999999999976,True,False,False,False,102480000.0,0.8056791569086651,2024
3131,弘塑,2024-04-12,2024-04-12,1,2024-04-15,2024-04-15,1005.0,1005.0,1065.0,985.0,1020.0,-1.4925373134328357,-1.4925373134328357,False,False,False,False,167835000.0,0.498346590401287,2024
6223,旺矽,2024-04-11,2024-04-12,2,2024-04-15,2024-04-15,412.0,412.0,418.5,386.0,390.5,5.218446601941747,2.000000000000002,True,False,False,True,137539000.0,-0.0,2024
6585,鼎基,2024-04-12,2024-04-12,1,2024-04-15,2024-04-15,207.0,207.0,210.5,198.0,200.0,3.3816425120772946,2.000000000000007,True,False,False,False,52877000.0,0.4841424437846323,2024
1609,大亞,2024-04-12,2024-04-15,2,2024-04-16,2024-04-16,55.5,55.5,57.4,53.6,53.6,3.423423423423421,1.9999999999999991,True,False,False,False,46703800.0,-0.0,2024
1618,合機,2024-04-12,2024-04-15,2,2024-04-16,2024-04-16,48.25,48.25,51.0,48.1,48.3,-0.1036269430051754,-0.10362694300517547,False,False,False,False,51909949.99999996,1.284031288799162,2024
5371,中光電,2024-04-15,2024-04-15,1,2024-04-16,2024-04-16,108.0,108.0,111.0,96.8,96.8,10.370370370370372,1.999999999999997,True,False,False,True,53965000.0,1.2502473825627718,2024
1503,士電,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,336.0,336.0,354.0,329.5,333.5,0.744047619047619,0.744047619047619,False,False,False,False,164025000.0,0.304983996342021,2024
1513,中興電,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,208.5,208.5,214.5,201.5,203.5,2.3980815347721824,2.0000000000000075,True,False,False,False,567535500.0,1.054906697466502,2024
1519,華城,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,960.0,960.0,984.0,933.0,955.0,0.5208333333333333,2.000000000000005,True,False,False,False,72200000.0,-0.0,2024
1529,樂事綠能,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,37.9,37.9,40.0,37.85,38.15,-0.6596306068601583,-0.6596306068601583,False,False,False,False,48070500.0,1.0809186507317377,2024
2329,華泰,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,69.1,69.1,70.8,67.0,67.6,2.1707670043415344,2.000000000000007,True,False,False,False,53696600.0,0.2077226491062748,2024
2371,大同,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,65.0,65.0,67.7,63.5,64.4,0.9230769230769144,2.0000000000000067,True,False,False,False,137794900.0,1.919452751879787,2024
3131,弘塑,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,1060.0,1060.0,1130.0,1045.0,1045.0,1.4150943396226416,1.4150943396226416,False,False,False,False,72150000.0,0.7966042966042967,2024
4142,國光生,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,29.9,29.9,29.9,28.5,28.5,4.682274247491634,1.9999999999999967,True,False,False,False,44396600.0,0.6721122788682016,2024
8054,安國,2024-04-17,2024-04-17,1,2024-04-18,2024-04-18,173.5,173.5,183.0,161.5,162.5,6.340057636887608,1.9999999999999993,True,False,False,False,309600000.0,0.5122739018087855,2024
2515,中工,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,16.9,16.9,17.7,15.25,17.45,-3.25443786982249,2.0000000000000058,True,False,False,False,216955200.0,0.9043701188079384,2024
2520,冠德,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,50.0,50.0,51.3,46.35,49.4,1.2000000000000028,2.0,True,False,False,False,149533800.0,0.9950445986124876,2024
2548,華固,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,144.5,144.5,153.0,143.0,149.5,-3.460207612456748,-3.4602076124567476,False,False,False,False,50064000.0,0.0,2024
3708,上緯投控,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,146.0,146.0,154.5,138.0,145.0,0.684931506849315,2.0000000000000107,True,False,False,False,46147500.0,0.2545099951243296,2024
5521,工信,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,14.8,14.8,15.75,14.0,14.35,3.0405405405405475,2.0000000000000075,True,False,False,False,82905900.00000001,0.94021294021294,2024
8089,康全電訊,2024-04-18,2024-04-18,1,2024-04-19,2024-04-19,75.8,75.8,78.5,70.5,77.0,-1.5831134564643838,2.000000000000007,True,False,False,False,61078500.0,1.0577044295455849,2024
3015,全漢,2024-04-19,2024-04-19,1,2024-04-22,2024-04-22,70.7,70.7,72.0,63.3,64.8,8.345120226308353,2.000000000000002,True,False,False,False,104241600.0,0.8323663489432243,2024
3703,欣陸,2024-04-18,2024-04-19,2,2024-04-22,2024-04-22,41.0,41.0,42.65,35.8,37.25,9.146341463414634,2.000000000000001,True,False,False,False,294960700.0,0.9462760632179136,2024
6869,雲豹能源,2024-04-19,2024-04-19,1,2024-04-22,2024-04-22,158.0,158.0,165.0,154.5,155.0,1.89873417721519,1.999999999999998,True,False,False,False,99534000.0,0.3721843792071051,2024
2382,廣達,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,257.5,257.5,261.0,250.0,255.5,0.7766990291262136,2.000000000000002,True,False,False,False,643695500.0,0.0,2024
3037,欣興,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,190.0,190.0,194.0,183.0,184.0,3.1578947368421053,2.0000000000000058,True,False,False,False,103598000.0,-0.0,2024
3324,雙鴻,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,766.0,766.0,812.0,764.0,770.0,-0.5221932114882507,-0.5221932114882507,False,False,False,False,60909000.0,0.7205831650495,2024
3533,嘉澤,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,1400.0,1400.0,1435.0,1385.0,1410.0,-0.7142857142857143,-0.7142857142857143,False,False,False,False,234060000.0,0.0,2024
6188,廣明,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,92.0,92.0,93.3,90.2,90.2,1.956521739130432,1.956521739130432,False,False,False,False,61522799.99999999,1.2564675209840908,2024
8070,長華*,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,44.75,44.75,45.35,44.0,44.15,1.340782122905031,1.340782122905031,False,False,False,False,90238200.0,0.7979841131582855,2024
8210,勤誠,2024-04-24,2024-04-24,1,2024-04-25,2024-04-25,285.0,285.0,285.5,275.5,277.5,2.631578947368421,1.9999999999999958,True,False,False,False,109440000.0,0.7657620614035088,2024
3363,上詮,2024-04-25,2024-04-25,1,2024-04-26,2024-04-26,125.0,125.0,129.0,118.0,118.5,5.2,2.0,True,False,False,False,122956000.0,1.0553165359966166,2024
5493,三聯,2024-04-24,2024-04-25,2,2024-04-26,2024-04-26,117.5,117.5,122.0,108.5,117.0,0.425531914893617,2.000000000000007,True,False,False,False,175999000.0,0.0,2024
6207,雷科,2024-04-25,2024-04-25,1,2024-04-26,2024-04-26,70.0,70.0,72.4,62.5,65.2,6.857142857142853,2.000000000000008,True,False,False,False,117247500.0,1.0443344207765624,2024
6451,訊芯-KY,2024-04-25,2024-04-25,1,2024-04-26,2024-04-26,171.0,171.0,178.5,164.0,164.0,4.093567251461988,2.0000000000000093,True,False,False,False,60273000.0,0.9632173610074164,2024
