code,name,lock_start,lock_end,lock_days,d1,entry_day,entry_open,entry_o,entry_h,entry_l,entry_c,base_ret,tp2_ret,tp2_hit,censored,entry_is_ceiling,citycenter_overlap,cum_net_buy_ntd,flip_ratio,year
6278,台表科,2018-09-25,2018-09-25,1,2018-09-26,2018-09-26,39.2,39.2,42.3,38.2,39.9,-1.785714285714275,1.9999999999999973,True,False,False,False,41983200.00000001,0.0,2018
3533,嘉澤,2018-10-31,2018-10-31,1,2018-11-01,2018-11-01,174.0,174.0,182.5,172.0,174.5,-0.2873563218390804,-0.28735632183908044,False,False,False,False,51900000.0,0.0,2018
1590,亞德客-KY,2018-10-31,2018-11-01,2,2018-11-02,2018-11-02,303.0,303.0,317.0,299.5,308.0,-1.65016501650165,-1.65016501650165,False,False,False,False,143538500.0,0.6480212625880861,2018
3105,穩懋,2018-11-01,2018-11-01,1,2018-11-02,2018-11-02,108.0,108.0,113.5,106.5,110.5,-2.314814814814815,-2.314814814814815,False,False,False,False,283299500.0,0.0,2018
6269,台郡,2018-11-01,2018-11-01,1,2018-11-02,2018-11-02,85.4,85.4,88.0,83.6,84.2,1.4051522248243593,1.999999999999998,True,False,False,False,59865400.0,-0.0,2018
6488,環球晶,2018-10-31,2018-11-01,2,2018-11-02,2018-11-02,289.0,289.0,294.0,278.5,287.0,0.6920415224913495,2.00000000000001,True,False,False,False,186030000.0,0.0,2018
2492,華新科,2018-10-31,2018-11-02,3,2018-11-05,2018-11-05,153.5,153.5,161.0,152.0,157.5,-2.6058631921824107,-2.6058631921824107,False,False,False,False,72434500.0,-0.0,2018
6488,環球晶,2018-11-27,2018-11-27,1,2018-11-28,2018-11-28,332.0,332.0,362.0,329.0,344.5,-3.765060240963856,-3.7650602409638556,False,False,False,False,60454000.0,0.0,2018
4943,康控-KY,2018-11-29,2018-11-29,1,2018-11-30,2018-11-30,160.5,160.5,161.5,154.0,155.0,3.4267912772585665,2.000000000000005,True,False,False,False,162630500.0,0.0457478763208623,2018
6415,矽力*-KY,2018-11-30,2018-11-30,1,2018-12-03,2018-12-03,515.0,515.0,536.0,503.0,535.0,-3.883495145631068,2.000000000000002,True,False,False,False,46800000.0,0.0,2018
3527,聚積,2018-12-03,2018-12-03,1,2018-12-04,2018-12-04,96.5,96.5,101.0,95.1,96.6,-0.1036269430051754,-0.10362694300517547,False,False,False,False,42412000.0,-0.0,2018
6414,樺漢,2018-12-03,2018-12-03,1,2018-12-04,2018-12-04,286.5,286.5,301.0,280.5,287.0,-0.1745200698080279,2.000000000000006,True,False,False,False,57700000.0,-0.0,2018
3596,智易,2019-01-16,2019-01-16,1,2019-01-17,2019-01-17,88.5,88.5,88.8,85.6,86.0,2.824858757062147,1.9999999999999956,True,False,False,False,52260000.0,0.0,2019
2492,華新科,2019-02-13,2019-02-13,1,2019-02-14,2019-02-14,200.0,200.0,201.0,194.5,195.5,2.25,2.0,True,False,False,False,131208500.0,-0.0,2019
6173,信昌電,2019-02-12,2019-02-13,2,2019-02-14,2019-02-14,76.6,76.6,78.3,75.1,76.4,0.2610966057441105,0.2610966057441105,False,False,False,False,51191100.0,-0.0,2019
2439,美律,2019-03-04,2019-03-04,1,2019-03-05,2019-03-05,180.5,180.5,181.0,177.0,180.5,0.0,0.0,False,False,False,False,53428000.0,-0.0,2019
3105,穩懋,2019-03-15,2019-03-15,1,2019-03-18,2019-03-18,199.0,199.0,206.0,197.0,197.5,0.7537688442211055,0.7537688442211055,False,False,False,False,117040000.0,0.0,2019
2317,鴻海,2019-04-01,2019-04-01,1,2019-04-02,2019-04-02,81.8,81.8,83.6,81.3,82.0,-0.2444987775061159,-0.24449877750611593,False,False,False,False,297586399.99999994,-0.0,2019
2404,漢唐,2019-04-23,2019-04-23,1,2019-04-24,2019-04-24,134.0,134.0,136.0,129.5,131.5,1.8656716417910448,2.0000000000000053,True,False,False,False,51808500.0,-0.0,2019
