ticker,date,gap_pct,day_open,morning_high,entry_min,entry_price,stop_price,exit_price,stopped_out,return,amt_to_entry,rank_score
2449,2026-01-02,0.024242424242424242,253.5,261.0,575,260.8695,261.5,261.5,True,-0.0024169172708959213,3828585.5,0.7926039266724136
2454,2026-06-09,0.02702702702702703,4180.0,4260.0,575,4257.87,4265.0,4265.0,True,-0.0016745461932844614,19183305.0,1.3420405437511571
2455,2024-03-07,0.0221606648199446,184.5,188.0,575,187.906,188.5,186.0,True,0.010143369557119017,558783.5,1.1096872463780105
3017,2025-09-11,0.021450459652706845,1000.0,1025.0,577,1024.4875,1030.0,1030.0,True,-0.005380739150062881,5065913.0,0.825017678950266
3026,2026-06-11,0.020249221183800622,655.0,659.0,603,658.6705000000001,660.0,591.0,True,0.10273801544171184,244460.0,2.849245945303825
3037,2023-03-24,0.02054794520547945,149.0,150.0,575,149.925,150.5,149.5,True,0.0028347507086877526,3048842.0,2.6646160449228877
3131,2024-07-19,0.027237354085603113,1320.0,1355.0,575,1354.3225,1360.0,1360.0,True,-0.004192132966852437,432920.0,0.9899038379128853
3167,2025-06-30,0.020491803278688523,124.5,127.5,575,127.43625,128.0,126.5,True,0.007346810660232086,1175081.5,0.8165240864767845
3293,2024-07-23,0.024822695035460994,1445.0,1475.0,575,1474.2625,1480.0,1475.0,True,-0.0005002501250625004,562045.0,1.1406835530685635
3324,2023-08-24,0.027868852459016394,313.5,319.5,575,319.34025,320.0,318.5,True,0.002631206056862628,1584784.5,1.3838418065893079
3443,2023-10-02,0.02564102564102564,1400.0,1420.0,615,1419.2900000000002,1425.0,1425.0,True,-0.004023138329728109,1593820.0,1.677450275581122
3443,2025-10-09,0.02356902356902357,1520.0,1550.0,575,1549.2250000000001,1555.0,1540.0,True,0.005954590198325056,4706850.0,1.136577278709264
3443,2025-11-04,0.022151898734177215,1615.0,1635.0,575,1634.1825000000001,1640.0,1640.0,True,-0.0035598839174938424,2771525.0,1.6551152651259038
3485,2024-04-17,0.022388059701492536,68.5,68.5,577,68.46575,68.6,68.5,True,-0.000500250125062533,3542526.0,22.388059701492537
3515,2024-08-01,0.022556390977443608,204.0,209.5,578,209.39525,210.0,209.5,True,-0.0005002501250625106,54259.5,0.806715245336345
3515,2026-03-05,0.02588235294117647,218.0,224.5,575,224.38775,225.0,223.5,True,0.00395632114498234,60156.5,0.8398858203597012
3529,2024-06-13,0.029940119760479042,2580.0,2615.0,576,2613.6925,2620.0,2620.0,True,-0.0024132525153589763,694510.0,2.055495183130277
3533,2024-08-01,0.02877697841726619,1430.0,1450.0,575,1449.275,1455.0,1445.0,True,0.002949750737437747,289225.0,1.9202556760005005
3563,2024-02-23,0.022690437601296597,315.5,318.0,577,317.841,318.5,318.5,True,-0.0020733637258880753,155132.5,2.54265070616554
3653,2025-05-02,0.025,1025.0,1040.0,582,1039.48,1045.0,1040.0,True,-0.0005002501250625138,289285.0,1.599063962558501
3661,2026-01-02,0.02564102564102564,3600.0,3680.0,575,3678.1600000000003,3685.0,3685.0,True,-0.001859625464906282,4083205.0,1.1041589988958447
