急拉幅度,進場回落,停損距離,量能倍率,信號窗口,樣本數,勝率,均報酬,PF,停損率
>=3%,3.0%,0.3%,1.0,15,18712,0.643971782813168,0.011961215720658013,3.1623227175765813,0.05493800769559641
>=3%,3.0%,0.3%,1.0,20,21192,0.6361834654586637,0.011330495273640263,3.013557314277006,0.056908267270668174
>=3%,3.0%,0.3%,1.0,30,24662,0.6260238423485525,0.01044451637830357,2.8121030139780974,0.059605871381072095
>=3%,3.0%,0.3%,1.0,45,28143,0.61315424794798,0.009542796905096327,2.6198195758713694,0.0615073019933909
>=3%,3.0%,0.3%,1.0,60,30536,0.6034189153785695,0.008887051218070208,2.4877440507496087,0.06251637411579775
>=3%,3.0%,0.3%,1.0,90,33412,0.5878726206153477,0.008048049554168274,2.31075046013828,0.0645576439602538
>=3%,3.0%,0.3%,1.0,120,35351,0.5760515968430879,0.00743798789854306,2.187138617544556,0.06644790812141099
>=3%,3.0%,0.3%,1.5,15,15459,0.6468723720809885,0.012183892562446709,3.134861942317057,0.0558250857105893
>=3%,3.0%,0.3%,1.5,20,17417,0.6417293448929207,0.011699764577454672,3.0329112271019305,0.05695584773497158
>=3%,3.0%,0.3%,1.5,30,19931,0.6301239275500476,0.01083611583831283,2.835008657069857,0.06045858210827355
>=3%,3.0%,0.3%,1.5,45,22363,0.6147654608057953,0.009855595874558178,2.6157724079960727,0.0637213254035684
>=3%,3.0%,0.3%,1.5,60,23992,0.604701567189063,0.009198700659489871,2.4815223983557884,0.06439646548849616
>=3%,3.0%,0.3%,1.5,90,25747,0.5903600419466346,0.00844507734486468,2.3179313289012393,0.06688157843632268
>=3%,3.0%,0.3%,1.5,120,26910,0.5796729840208101,0.007886710155802319,2.2105123764010552,0.06826458565589
>=3%,3.0%,0.3%,2.0,15,12944,0.6489493201483313,0.012405331566838181,3.129016567466563,0.05647404202719407
>=3%,3.0%,0.3%,2.0,20,14466,0.6417115996128854,0.011886828204279757,3.020273155413563,0.05675376745472142
>=3%,3.0%,0.3%,2.0,30,16380,0.63003663003663,0.01100348837444484,2.8090567040734835,0.060866910866910866
>=3%,3.0%,0.3%,2.0,45,18095,0.6195634153080961,0.010262959395746524,2.6530932131987717,0.06233766233766234
>=3%,3.0%,0.3%,2.0,60,19159,0.6095829636202307,0.009629401457864993,2.523202100208047,0.06326008664335299
>=3%,3.0%,0.3%,2.0,90,20246,0.5934505581349402,0.008802513694175687,2.348489929122735,0.06618591326681814
>=3%,3.0%,0.3%,2.0,120,20905,0.5839751255680459,0.008285097768296593,2.242904478041116,0.06816551064338675
>=3%,3.0%,0.5%,1.0,15,18712,0.644185549380077,0.011953963366077822,3.1571680791789953,0.04900598546387345
>=3%,3.0%,0.5%,1.0,20,21192,0.6363722159305398,0.011320873193016591,3.0075942298614944,0.050443563608909024
>=3%,3.0%,0.5%,1.0,30,24662,0.6262265834076717,0.010426196744650281,2.8023487064700285,0.052712675371016135
>=3%,3.0%,0.5%,1.0,45,28143,0.6134385104644139,0.009535843883722847,2.6152957897387337,0.05397434530789184
>=3%,3.0%,0.5%,1.0,60,30536,0.603713649462929,0.008884001296380235,2.4851662905602536,0.05452580560649725
>=3%,3.0%,0.5%,1.0,90,33412,0.5882617023823776,0.008054643964108954,2.311757944955328,0.05599784508559799
>=3%,3.0%,0.5%,1.0,120,35351,0.5764193375010608,0.007442624079355774,2.1875202030640546,0.05776357104466635
>=3%,3.0%,0.5%,1.5,15,15459,0.6471311210298208,0.012169318326275422,3.1257059425276186,0.0502619833106928
>=3%,3.0%,0.5%,1.5,20,17417,0.6419590055692714,0.011689688338788176,3.0266271064684127,0.05058276396623988
>=3%,3.0%,0.5%,1.5,30,19931,0.6303747930359741,0.010819804575848642,2.8261654900198843,0.053584867793888914
>=3%,3.0%,0.5%,1.5,45,22363,0.6151231945624469,0.009853446725478979,2.6131072452610398,0.056119483074721636
>=3%,3.0%,0.5%,1.5,60,23992,0.6050350116705568,0.009196565298878074,2.4792049758860073,0.05635211737245749
>=3%,3.0%,0.5%,1.5,90,25747,0.590787276187517,0.00845457618010074,2.319765428283611,0.057909659377791585
>=3%,3.0%,0.5%,1.5,120,26910,0.5800817539947974,0.007898210880198512,2.213030957237726,0.059197324414715716
>=3%,3.0%,0.5%,2.0,15,12944,0.6492583436341162,0.012394546677948237,3.121867557210985,0.05067985166872682
>=3%,3.0%,0.5%,2.0,20,14466,0.6419881100511544,0.011882454229102805,3.016875912787391,0.05046315498410065
>=3%,3.0%,0.5%,2.0,30,16380,0.6303418803418803,0.010997846108647511,2.805243712436022,0.0536019536019536
>=3%,3.0%,0.5%,2.0,45,18095,0.619950262503454,0.010266714136203597,2.653347271595554,0.05493230174081238
>=3%,3.0%,0.5%,2.0,60,19159,0.6099483271569497,0.009632157500334504,2.5231479860760118,0.05543086799937366
>=3%,3.0%,0.5%,2.0,90,20246,0.5938950903882249,0.008815946850163618,2.351891011480639,0.057245875728538974
>=3%,3.0%,0.5%,2.0,120,20905,0.5844534800287012,0.00829935472333112,2.246413392824941,0.059076775890935185
>=3%,3.0%,1.0%,1.0,15,18712,0.6447734074390765,0.011963050759108097,3.160173773594464,0.03660752458315519
>=3%,3.0%,1.0%,1.0,20,21192,0.6369856549641374,0.011324681465587726,3.0075064240348506,0.037938844847112116
>=3%,3.0%,1.0%,1.0,30,24662,0.6267537101613819,0.010425903597996127,2.800556199390334,0.039534506528262105
>=3%,3.0%,1.0%,1.0,45,28143,0.6140781011263903,0.009546442154578698,2.618342757210536,0.0403652773336176
>=3%,3.0%,1.0%,1.0,60,30536,0.6044668587896254,0.008893506208771362,2.487031810820694,0.04070605187319885
>=3%,3.0%,1.0%,1.0,90,33412,0.5889500778163534,0.008054485349469565,2.3100618460470135,0.04190111337244104
>=3%,3.0%,1.0%,1.0,120,35351,0.5772396820457696,0.007459449676563255,2.1913869709961507,0.042714491810698425
>=3%,3.0%,1.0%,1.5,15,15459,0.6476486189274856,0.012166432532110166,3.1222675098898764,0.03797140824115402
>=3%,3.0%,1.0%,1.5,20,17417,0.6425331572601481,0.011688644056512704,3.0240768268817897,0.038468163288740885
>=3%,3.0%,1.0%,1.5,30,19931,0.6309266971050123,0.010826207864490296,2.8274438552832044,0.040238823942601976
>=3%,3.0%,1.0%,1.5,45,22363,0.6157045119170058,0.009866553900935191,2.6171912787208487,0.041765416089075705
>=3%,3.0%,1.0%,1.5,60,23992,0.605785261753918,0.009213331428001119,2.4837261400134385,0.04218072690896966
>=3%,3.0%,1.0%,1.5,90,25747,0.5914863867635064,0.008461128405293472,2.3204342853637083,0.04322833728201344
>=3%,3.0%,1.0%,1.5,120,26910,0.5809364548494983,0.007928843116070334,2.221362784079171,0.04344109996283909
>=3%,3.0%,1.0%,2.0,15,12944,0.6497991347342398,0.012398231947245686,3.1219277920873885,0.03808714462299135
>=3%,3.0%,1.0%,2.0,20,14466,0.6425411309276925,0.011882280518661983,3.014961572746426,0.03788193004285912
>=3%,3.0%,1.0%,2.0,30,16380,0.6308302808302808,0.011001772250231833,2.8056547410744055,0.04010989010989011
>=3%,3.0%,1.0%,2.0,45,18095,0.6205029013539651,0.0102787610219547,2.6571419876280156,0.041116330478032606
>=3%,3.0%,1.0%,2.0,60,19159,0.6106790542303878,0.009646240207729617,2.5265440319758588,0.0417036379769299
>=3%,3.0%,1.0%,2.0,90,20246,0.5945865850044453,0.008812525767108332,2.3488502821781907,0.042823273733083075
>=3%,3.0%,1.0%,2.0,120,20905,0.5853145180578809,0.00831536211697399,2.2495627557067377,0.04367376225783305
>=5%,1.0%,0.3%,1.0,15,11335,0.7517423908248787,0.026416485910524336,8.953879283887044,0.06475518306131452
>=5%,1.0%,0.3%,1.0,20,13287,0.7507337999548431,0.02561048684204598,8.77943729461194,0.06893956498833446
>=5%,1.0%,0.3%,1.0,30,16431,0.7438378674456819,0.02405309785726284,8.1811608976961,0.07814496987401863
>=5%,1.0%,0.3%,1.0,45,20109,0.7330051220846387,0.022198855200028116,7.5201729343651955,0.08667760704162315
>=5%,1.0%,0.3%,1.0,60,23176,0.7221694856748361,0.02066166318730674,6.918120816382876,0.09548671039005868
>=5%,1.0%,0.3%,1.0,90,28075,0.6952804986642921,0.018100371117125993,5.799979505238347,0.11718610863757792
>=5%,1.0%,0.3%,1.0,120,33082,0.657306087902787,0.015403253778438406,4.641473756588765,0.15059548999455896
>=5%,1.0%,0.3%,1.5,15,10165,0.7437284800787014,0.026078269435866178,8.555523976626679,0.0648303000491884
>=5%,1.0%,0.3%,1.5,20,11868,0.7435119649477587,0.025402162349250818,8.4477115753003,0.06841927873272666
>=5%,1.0%,0.3%,1.5,30,14468,0.7360381531656068,0.02381343070039916,7.8493372217827275,0.07810340060823887
>=5%,1.0%,0.3%,1.5,45,17358,0.7259476898260169,0.022134563345847628,7.2686869825223885,0.08658831662633944
>=5%,1.0%,0.3%,1.5,60,19766,0.7153698269756147,0.020620929582759972,6.7092434309953735,0.09410098148335526
>=5%,1.0%,0.3%,1.5,90,23424,0.689848019125683,0.0182471049207958,5.7126935200600855,0.11471140710382513
>=5%,1.0%,0.3%,1.5,120,27107,0.6543697199985243,0.015690880231863893,4.643898145454897,0.14653041649758364
>=5%,1.0%,0.3%,2.0,15,9056,0.7365282685512368,0.025713989239588102,8.225668375579913,0.06470848056537103
>=5%,1.0%,0.3%,2.0,20,10486,0.7360289910356667,0.02501996156384558,8.12365625959628,0.06761396147243945
>=5%,1.0%,0.3%,2.0,30,12615,0.728735632183908,0.023537106870518715,7.582337518978544,0.07752675386444709
>=5%,1.0%,0.3%,2.0,45,14887,0.7200913548733795,0.02204895813028246,7.100233505644013,0.08430173977295627
>=5%,1.0%,0.3%,2.0,60,16684,0.7104411412131383,0.020698890877312123,6.617542565961679,0.09014624790218173
>=5%,1.0%,0.3%,2.0,90,19339,0.6878328765706603,0.018447154471922047,5.717682634049189,0.1091576606856611
>=5%,1.0%,0.3%,2.0,120,22046,0.6548126644289214,0.016050047842625956,4.708158740685466,0.13957180440896308
>=5%,1.0%,0.5%,1.0,15,11335,0.7535068372298191,0.026435149542556935,8.946477519418227,0.05593295103661226
>=5%,1.0%,0.5%,1.0,20,13287,0.7526905998344247,0.02562331022956513,8.75734679691391,0.05923082712425679
>=5%,1.0%,0.5%,1.0,30,16431,0.7460897084778771,0.02406180292088286,8.144981575417226,0.066764043576167
>=5%,1.0%,0.5%,1.0,45,20109,0.7354915709383858,0.022209876877400222,7.481271150050872,0.07349942811676363
>=5%,1.0%,0.5%,1.0,60,23176,0.7249309630652399,0.020665045288705663,6.866597450446434,0.0808595098377632
>=5%,1.0%,0.5%,1.0,90,28075,0.6992698130008904,0.018121467269700566,5.772551281626698,0.09727515583259128
>=5%,1.0%,0.5%,1.0,120,33082,0.6628075690707937,0.015421838451300535,4.606998982959771,0.12653406686415575
>=5%,1.0%,0.5%,1.5,15,10165,0.7454008853910478,0.02608812841036045,8.528445780535115,0.05636989670437777
>=5%,1.0%,0.5%,1.5,20,11868,0.7454499494438828,0.02541217776435849,8.420486530503961,0.05889787664307381
>=5%,1.0%,0.5%,1.5,30,14468,0.738319048935582,0.023823732834299824,7.819242872585367,0.0667680398119989
>=5%,1.0%,0.5%,1.5,45,17358,0.7284249337481277,0.022148891409485626,7.236939466352263,0.07356838345431502
>=5%,1.0%,0.5%,1.5,60,19766,0.718051199028635,0.02062755512107085,6.668076069459603,0.07958109885662248
>=5%,1.0%,0.5%,1.5,90,23424,0.6938609972677595,0.018271966539893908,5.692315438843649,0.09511612021857924
>=5%,1.0%,0.5%,1.5,120,27107,0.6600140185192017,0.01571999445282504,4.6189544741243775,0.12284649721474158
>=5%,1.0%,0.5%,2.0,15,9056,0.7380742049469965,0.025717999095971642,8.188959835522631,0.05631625441696113
>=5%,1.0%,0.5%,2.0,20,10486,0.7378409307648293,0.025029952277235066,8.09955043715805,0.058268167079916076
>=5%,1.0%,0.5%,2.0,30,12615,0.7311137534680935,0.023558564072956173,7.572835908803266,0.06579468886246533
>=5%,1.0%,0.5%,2.0,45,14887,0.7225095721098945,0.022066707245901963,7.080255179734958,0.07153892658023779
>=5%,1.0%,0.5%,2.0,60,16684,0.7130783984655957,0.020708984487619042,6.588509735069452,0.07636058499160872
>=5%,1.0%,0.5%,2.0,90,19339,0.6917110502094214,0.018470399913529903,5.69835862159025,0.09080097212885878
>=5%,1.0%,0.5%,2.0,120,22046,0.6601651093168829,0.016074580538831165,4.678133892713228,0.1173455502131906
>=5%,1.0%,1.0%,1.0,15,11335,0.7575650639611822,0.026460954909769668,8.899785420794071,0.04014115571239524
>=5%,1.0%,1.0%,1.0,20,13287,0.7563031534582675,0.02564052781597604,8.704068381592887,0.04229698201249341
>=5%,1.0%,1.0%,1.0,30,16431,0.750106505994766,0.02406355389939718,8.059876885148572,0.04789726736047715
>=5%,1.0%,1.0%,1.0,45,20109,0.7403152817146551,0.022229960735107156,7.423681922183514,0.0521656969516137
>=5%,1.0%,1.0%,1.0,60,23176,0.7301087331722471,0.020687441834055315,6.809551979249947,0.056826026924404555
>=5%,1.0%,1.0%,1.0,90,28075,0.7054674977738201,0.018136965708906667,5.714078171052487,0.0677827248441674
>=5%,1.0%,1.0%,1.0,120,33082,0.6719968562964754,0.015468000486263723,4.571672618836196,0.08648207484432623
>=5%,1.0%,1.0%,1.5,15,10165,0.7489424495818987,0.026094286125180655,8.452040801565408,0.041121495327102804
>=5%,1.0%,1.0%,1.5,20,11868,0.7486518368722616,0.025416403103218382,8.348842712704657,0.04280417930569599
>=5%,1.0%,1.0%,1.5,30,14468,0.7423278960464473,0.02383393198717457,7.7532440152300275,0.048106165330384296
>=5%,1.0%,1.0%,1.5,45,17358,0.7330913699734992,0.022171041730064428,7.191540699552161,0.05167646042170757
>=5%,1.0%,1.0%,1.5,60,19766,0.7232621673580897,0.020658135465294145,6.631353814521305,0.05544875037943944
>=5%,1.0%,1.0%,1.5,90,23424,0.6998377732240437,0.018291930324523815,5.646724858884262,0.06604337431693989
>=5%,1.0%,1.0%,1.5,120,27107,0.6687940384402553,0.01576975104314755,4.593857306021967,0.08381598849005792
>=5%,1.0%,1.0%,2.0,15,9056,0.7414973498233216,0.025733929070907113,8.141123030426105,0.040746466431095404
>=5%,1.0%,1.0%,2.0,20,10486,0.7407972534808316,0.02504029911893984,8.052174439544833,0.04148388327293534
>=5%,1.0%,1.0%,2.0,30,12615,0.7347602061038446,0.023563414595531934,7.50981382838825,0.04716607213634562
>=5%,1.0%,1.0%,2.0,45,14887,0.7266071068717673,0.022080398762674962,7.031460139401122,0.050312353059716534
>=5%,1.0%,1.0%,2.0,60,16684,0.7176935986573963,0.020732977549453087,6.551967269193695,0.052984895708463195
>=5%,1.0%,1.0%,2.0,90,19339,0.6967785304307358,0.018476487884349645,5.644297166179703,0.06282641294792905
>=5%,1.0%,1.0%,2.0,120,22046,0.6678762587317427,0.01610086425891486,4.637566835078385,0.08046811212918444
>=5%,1.5%,0.3%,1.0,15,11041,0.7407843492437279,0.023549464342252132,6.781121931061451,0.06602662802282402
>=5%,1.5%,0.3%,1.0,20,12932,0.7377822455923291,0.022654345934615273,6.5652450576231125,0.07044540674296319
>=5%,1.5%,0.3%,1.0,30,15989,0.7253736944149103,0.020930972925454667,5.983594099736652,0.07936706485708925
>=5%,1.5%,0.3%,1.0,45,19504,0.7098031173092699,0.019033099325058537,5.417289875911066,0.08664889253486464
>=5%,1.5%,0.3%,1.0,60,22380,0.6955764075067025,0.01752427563401369,4.958913429377894,0.09410187667560321
>=5%,1.5%,0.3%,1.0,90,26830,0.6664181885948565,0.015114550797391007,4.180599984392351,0.11077152441297056
>=5%,1.5%,0.3%,1.0,120,30969,0.6347960864089897,0.012916583890245985,3.5096260707776956,0.13074364687267914
>=5%,1.5%,0.3%,1.5,15,9888,0.7341221682847896,0.023275687058896988,6.512068403701659,0.06624190938511326
>=5%,1.5%,0.3%,1.5,20,11534,0.7317496098491416,0.022517580364778154,6.358514961486555,0.07005375411825907
>=5%,1.5%,0.3%,1.5,30,14057,0.7194280429679163,0.020762605227334502,5.779584101673508,0.07960446752507648
>=5%,1.5%,0.3%,1.5,45,16810,0.705056513979774,0.019042852693091084,5.278878477861042,0.08685306365258774
>=5%,1.5%,0.3%,1.5,60,19060,0.6908184679958027,0.01755025929352558,4.847255262951387,0.0931794333683106
>=5%,1.5%,0.3%,1.5,90,22378,0.6628831888461882,0.015302117725309514,4.139180751363673,0.10966127446599339
>=5%,1.5%,0.3%,1.5,120,25413,0.6323535198520442,0.013196218166712667,3.5103832865097617,0.12918584976193287
>=5%,1.5%,0.3%,2.0,15,8795,0.7287094940306993,0.022982225898074714,6.295101340133714,0.06617396247868107
>=5%,1.5%,0.3%,2.0,20,10173,0.7263344146269537,0.022195431520662168,6.1404823122677215,0.0693993905435958
>=5%,1.5%,0.3%,2.0,30,12245,0.7127807268272764,0.020526107339015227,5.594879761779702,0.07921600653327888
>=5%,1.5%,0.3%,2.0,45,14408,0.6999583564686286,0.018996975447374158,5.171919176205776,0.0848833981121599
>=5%,1.5%,0.3%,2.0,60,16063,0.6872937807383428,0.017710676321621585,4.823058862311624,0.08933574052169582
>=5%,1.5%,0.3%,2.0,90,18473,0.661181183348671,0.015529902545062538,4.1569231313440165,0.10507226763384399
>=5%,1.5%,0.3%,2.0,120,20704,0.6326796754250387,0.013542385451224648,3.555776177503014,0.12432380216383307
>=5%,1.5%,0.5%,1.0,15,11041,0.7423240648491984,0.023570533153535588,6.791667246855364,0.05706004890861335
>=5%,1.5%,0.5%,1.0,20,12932,0.7394061243427158,0.02266915576894593,6.567118866801246,0.060547479121558924
>=5%,1.5%,0.5%,1.0,30,15989,0.7270623553693164,0.02094171825846967,5.976557779060235,0.06792169616611421
>=5%,1.5%,0.5%,1.0,45,19504,0.7116488925348646,0.01904549316607962,5.408254989772866,0.07383100902378999
>=5%,1.5%,0.5%,1.0,60,22380,0.6974530831099196,0.017530145970143504,4.943498301572412,0.07980339588918678
>=5%,1.5%,0.5%,1.0,90,26830,0.6690272083488632,0.015143397872103623,4.183734654351496,0.09243384271338054
>=5%,1.5%,0.5%,1.0,120,30969,0.6378959604766057,0.012938860196081781,3.5057195334690263,0.11030385223933611
>=5%,1.5%,0.5%,1.5,15,9888,0.7355380258899676,0.02328742783991305,6.507549872624189,0.05764563106796117
>=5%,1.5%,0.5%,1.5,20,11534,0.7333102132824693,0.022529282187791138,6.35535869365129,0.06034333275533206
>=5%,1.5%,0.5%,1.5,30,14057,0.7211353773920467,0.020775276382198057,5.77520026024078,0.06807996016219676
>=5%,1.5%,0.5%,1.5,45,16810,0.7069601427721595,0.01905697904620396,5.2706996905422,0.07406305770374777
>=5%,1.5%,0.5%,1.5,60,19060,0.6926547743966421,0.0175574833765281,4.834365692280629,0.0789087093389297
>=5%,1.5%,0.5%,1.5,90,22378,0.6656537670926803,0.015333517810272784,4.1446768420759135,0.09138439538832782
>=5%,1.5%,0.5%,1.5,120,25413,0.6356982646676897,0.013227308361927226,3.5113360098602455,0.10864518159996853
>=5%,1.5%,0.5%,2.0,15,8795,0.7300739056281979,0.02298811677882581,6.282675791234585,0.05764638999431495
>=5%,1.5%,0.5%,2.0,20,10173,0.7279072053474884,0.022206759861063248,6.136852655583806,0.05986434680035388
>=5%,1.5%,0.5%,2.0,30,12245,0.7146590445079625,0.020549428552715233,5.601706733716746,0.06729277256022867
>=5%,1.5%,0.5%,2.0,45,14408,0.7018323153803443,0.01901408175183234,5.169773591063785,0.07239033870072183
>=5%,1.5%,0.5%,2.0,60,16063,0.6890991720102098,0.017721786088195673,4.816806148905187,0.07588868828985867
>=5%,1.5%,0.5%,2.0,90,18473,0.6638337032425702,0.015558697838575906,4.161782026499139,0.08791208791208792
>=5%,1.5%,0.5%,2.0,120,20704,0.6360606646058733,0.013574153904562217,3.5567634114121165,0.10471406491499227
>=5%,1.5%,1.0%,1.0,15,11041,0.745131781541527,0.023596618298149775,6.787408086465985,0.04093832080427497
>=5%,1.5%,1.0%,1.0,20,12932,0.7418806062480668,0.02268646193517889,6.5555130034913445,0.04322610578410145
>=5%,1.5%,1.0%,1.0,30,15989,0.7296266183000814,0.020944305842284874,5.947093362499646,0.048783538682844456
>=5%,1.5%,1.0%,1.0,45,19504,0.7148789991796555,0.01906853059255263,5.401063427534204,0.05229696472518458
>=5%,1.5%,1.0%,1.0,60,22380,0.7009383378016085,0.017555101247540034,4.934580861798021,0.05612153708668454
>=5%,1.5%,1.0%,1.0,90,26830,0.6728661945583302,0.015160704125915081,4.172184464329154,0.06481550503168096
>=5%,1.5%,1.0%,1.0,120,30969,0.6428686751267396,0.0129769317286598,3.503701438760091,0.07620523749556007
>=5%,1.5%,1.0%,1.5,15,9888,0.7379652103559871,0.023293700074261663,6.480260016208341,0.04197006472491909
>=5%,1.5%,1.0%,1.5,20,11534,0.7355644182417201,0.022533574426737767,6.329517679490325,0.04378359632391191
>=5%,1.5%,1.0%,1.5,30,14057,0.7238386568969197,0.02078707379871361,5.756990146238627,0.04901472575940812
>=5%,1.5%,1.0%,1.5,45,16810,0.7101725163593099,0.019081825516041737,5.267967885845875,0.051873884592504464
>=5%,1.5%,1.0%,1.5,60,19060,0.6961175236096537,0.017590653513564977,4.8357351376696895,0.05508919202518363
>=5%,1.5%,1.0%,1.5,90,22378,0.6693627670033068,0.015353795628659288,4.13774262446975,0.0639467333988739
>=5%,1.5%,1.0%,1.5,120,25413,0.6405383071656239,0.01327276271440759,3.5158379297090954,0.07476488411442962
>=5%,1.5%,1.0%,2.0,15,8795,0.7325753268902786,0.02300448862822202,6.272651853858265,0.04161455372370665
>=5%,1.5%,1.0%,2.0,20,10173,0.7300697925882237,0.022217375185947984,6.124245227697465,0.04256364887447164
>=5%,1.5%,1.0%,2.0,30,12245,0.7171906900775827,0.02055390107160438,5.580049717199168,0.04826459779501838
>=5%,1.5%,1.0%,2.0,45,14408,0.7047473625763465,0.019029358363827104,5.160771053325887,0.05080510827318157
>=5%,1.5%,1.0%,2.0,60,16063,0.6922119155823944,0.017746371091073992,4.813402639737476,0.052792130984249515
>=5%,1.5%,1.0%,2.0,90,18473,0.6669192876089428,0.015564315293865892,4.145800317875672,0.061116223677800036
>=5%,1.5%,1.0%,2.0,120,20704,0.6402627511591963,0.013591660415856695,3.5462926617457518,0.0723048686244204
>=5%,2.0%,0.3%,1.0,15,10735,0.7207265952491849,0.020312224150405338,5.150587366623206,0.06604564508616674
>=5%,2.0%,0.3%,1.0,20,12563,0.7154342115736687,0.019358920535798543,4.9331603080381745,0.07020616094881796
>=5%,2.0%,0.3%,1.0,30,15439,0.7010816762743701,0.0177222115980193,4.502004253116412,0.07772524127210312
>=5%,2.0%,0.3%,1.0,45,18687,0.6837373575212715,0.015938143186480968,4.0707383886983814,0.08310590249906352
>=5%,2.0%,0.3%,1.0,60,21286,0.6684205581133139,0.0145450511783313,3.7314725936622155,0.08869679601616086
>=5%,2.0%,0.3%,1.0,90,25099,0.6388302322801706,0.012460713451340213,3.210579137288297,0.099286824176262
>=5%,2.0%,0.3%,1.0,120,28227,0.6153328373543061,0.010875454244727679,2.847574217513341,0.1086194069507918
>=5%,2.0%,0.3%,1.5,15,9606,0.7144493025192588,0.0200897939519147,4.975487507912949,0.0665209244222361
>=5%,2.0%,0.3%,1.5,20,11190,0.7114387846291331,0.01930324707913954,4.824240230251285,0.06979445933869527
>=5%,2.0%,0.3%,1.5,30,13562,0.6956938504645332,0.017612594458156636,4.38470393385058,0.07801209261170919
>=5%,2.0%,0.3%,1.5,45,16115,0.6801116971765436,0.015960892707461094,3.9869240429596586,0.08333850449891406
>=5%,2.0%,0.3%,1.5,60,18136,0.6653617115130128,0.0145843979623927,3.6636813706954783,0.08822232024702249
>=5%,2.0%,0.3%,1.5,90,20977,0.6360776088096487,0.012630255096373411,3.182078704650864,0.09896553367974448
>=5%,2.0%,0.3%,1.5,120,23213,0.6142247878344032,0.011161134305510108,2.8569138068314035,0.10761211390169302
>=5%,2.0%,0.3%,2.0,15,8534,0.711038200140614,0.01986109910284758,4.844337653725164,0.06644012186547926
>=5%,2.0%,0.3%,2.0,20,9866,0.7060612203527266,0.019001590957136473,4.674225510204839,0.06922765051692682
>=5%,2.0%,0.3%,2.0,30,11817,0.6892612338156893,0.01737394287649648,4.243361779038527,0.0776000676990776
>=5%,2.0%,0.3%,2.0,45,13794,0.6762360446570973,0.015977523444254026,3.9320258277184617,0.08141220820646658
>=5%,2.0%,0.3%,2.0,60,15273,0.6642440908793296,0.014796536656250598,3.668480395392188,0.08465920251424082
>=5%,2.0%,0.3%,2.0,90,17320,0.6364318706697459,0.012879900173401952,3.2059763570174025,0.09555427251732102
>=5%,2.0%,0.3%,2.0,120,18944,0.6157622466216216,0.011505194545630908,2.896467342962798,0.10414907094594594
>=5%,2.0%,0.5%,1.0,15,10735,0.7216581276199348,0.020336018138393874,5.165813558224019,0.05728924080111784
>=5%,2.0%,0.5%,1.0,20,12563,0.716230199793043,0.019378105209958255,4.944476335543335,0.06041550585051341
>=5%,2.0%,0.5%,1.0,30,15439,0.7020532417902714,0.01773682048196417,4.506272029849426,0.06684370749400868
>=5%,2.0%,0.5%,1.0,45,18687,0.684914646545727,0.01595580042249471,4.074201846124419,0.07106544656713223
>=5%,2.0%,0.5%,1.0,60,21286,0.6696889974631213,0.014555249208995537,3.7293597973052144,0.07568354787184065
>=5%,2.0%,0.5%,1.0,90,25099,0.6405434479461333,0.0124898149904255,3.2176732027955683,0.08370851428343759
>=5%,2.0%,0.5%,1.0,120,28227,0.6171041910227796,0.01090222639220362,2.8529683336604967,0.09214581783398873
>=5%,2.0%,0.5%,1.5,15,9606,0.7152821153445763,0.020105596773664483,4.981384212011313,0.05788049135956694
>=5%,2.0%,0.5%,1.5,20,11190,0.712153708668454,0.019320150356084802,4.832414138008333,0.06014298480786416
>=5%,2.0%,0.5%,1.5,30,13562,0.696578675711547,0.017629278358198067,4.390231792226038,0.06695177702403775
>=5%,2.0%,0.5%,1.5,45,16115,0.6812907229289482,0.015981448629975758,3.991468184612806,0.07123797704002482
>=5%,2.0%,0.5%,1.5,60,18136,0.6665747684164094,0.0145970521098368,3.663344068226228,0.07504411116012351
>=5%,2.0%,0.5%,1.5,90,20977,0.6378414453925728,0.01266391339287079,3.1917089510751633,0.08313867569242504
>=5%,2.0%,0.5%,1.5,120,23213,0.6161633567397579,0.01119676971383338,2.86618291425627,0.09102657993365787
>=5%,2.0%,0.5%,2.0,15,8534,0.7118584485587064,0.019871314689238338,4.844508921447824,0.05788610264823061
>=5%,2.0%,0.5%,2.0,20,9866,0.7067707277518751,0.019018503529371806,4.681750802196248,0.059699979728360025
>=5%,2.0%,0.5%,2.0,30,11817,0.6902767199796903,0.01740146347627568,4.256074632577665,0.06609122450706609
>=5%,2.0%,0.5%,2.0,45,13794,0.6774684645498043,0.016001471770129304,3.9401037622300077,0.0694504857184283
>=5%,2.0%,0.5%,2.0,60,15273,0.6654226412623584,0.014813651937110565,3.672352553272808,0.07202252340732011
>=5%,2.0%,0.5%,2.0,90,17320,0.6382217090069284,0.012912404881646394,3.215722643051479,0.08031177829099308
>=5%,2.0%,0.5%,2.0,120,18944,0.6178737331081081,0.0115429729749037,2.9067436334783374,0.08799619932432433
>=5%,2.0%,1.0%,1.0,15,10735,0.7236143455985096,0.020363406669404185,5.175788454760896,0.041173730787144855
>=5%,2.0%,1.0%,1.0,20,12563,0.7179017750537292,0.01939734701239512,4.948552376288915,0.04322216031202738
>=5%,2.0%,1.0%,1.0,30,15439,0.7037372886845003,0.017743120953199798,4.500313093664215,0.04806010751991709
>=5%,2.0%,1.0%,1.0,45,18687,0.687055172044737,0.015974479934981696,4.0764486098378505,0.050890993738962914
