急拉幅度,進場回落,停損距離,量能倍率,信號窗口,樣本數,勝率,均報酬,PF,停損率
>=3%,1.0%,0.3%,2.0,45,24555,0.7424149867644064,0.02027325274367331,7.661975691471279,0.08621462024027693
>=3%,1.0%,0.3%,2.0,60,26872,0.7286022625781483,0.01906836664612792,7.006150686040319,0.09258707948794284
>=3%,1.0%,0.3%,2.0,90,30100,0.7018272425249169,0.01718765379096737,6.00240364964887,0.10850498338870432
>=3%,1.0%,0.3%,2.0,120,33463,0.6661984878821385,0.015090846613531628,4.909708374179584,0.13516421121836059
>=3%,1.0%,0.5%,1.0,15,23355,0.787754228216656,0.023414226774254917,10.088414837308322,0.06015842432027403
>=3%,1.0%,0.5%,1.0,20,26937,0.7812302780562053,0.02262302873575194,9.619353606709753,0.063592827709099
>=3%,1.0%,0.5%,1.0,30,32573,0.7690111441991834,0.02120023773880527,8.755245905771247,0.06925981641236607
>=3%,1.0%,0.5%,1.0,45,39022,0.754113064425196,0.019589724955803092,7.87814181627029,0.07508584900825176
>=3%,1.0%,0.5%,1.0,60,44094,0.7392615775388942,0.01827090542414063,7.136052563069346,0.08141697283077062
>=3%,1.0%,0.5%,1.0,90,51831,0.7113889371225715,0.016204623842330457,5.952747558935611,0.09536763712835948
>=3%,1.0%,0.5%,1.0,120,59730,0.6734471789720409,0.013956126070075113,4.747759379303967,0.1190858864892014
>=3%,1.0%,0.5%,1.5,15,19227,0.7807250221043325,0.023527616876752044,9.652639161082394,0.06033182503770739
>=3%,1.0%,0.5%,1.5,20,22028,0.7757853640820773,0.02288092954583406,9.353628133884827,0.06251134919193753
>=3%,1.0%,0.5%,1.5,30,26138,0.7637539214936109,0.021496818131922505,8.525209501485385,0.06852092738541588
>=3%,1.0%,0.5%,1.5,45,30573,0.7500081771497726,0.0199781186308934,7.7128144447925235,0.07529519510679357
>=3%,1.0%,0.5%,1.5,60,34031,0.7353883224119185,0.01868185051449328,6.993876802042637,0.0811025241691399
>=3%,1.0%,0.5%,1.5,90,38979,0.706662561892301,0.01672178961129218,5.901483193603243,0.0950255265655866
>=3%,1.0%,0.5%,1.5,120,44084,0.6710824789039107,0.014568059955870138,4.7902533081621606,0.11818346792487071
>=3%,1.0%,0.5%,2.0,15,16083,0.774171485419387,0.02357885179997732,9.31145987351575,0.05987688864017907
>=3%,1.0%,0.5%,2.0,20,18280,0.7694201312910285,0.022922741500683252,9.058893611101297,0.06181619256017506
>=3%,1.0%,0.5%,2.0,30,21375,0.7570058479532163,0.02159980517029366,8.266613613458318,0.06839766081871346
>=3%,1.0%,0.5%,2.0,45,24555,0.7443697821217674,0.020266500664440745,7.59143401004742,0.07379352474037874
>=3%,1.0%,0.5%,2.0,60,26872,0.7306862161357547,0.01905366643897792,6.929422803937683,0.07933908901458768
>=3%,1.0%,0.5%,2.0,90,30100,0.7050830564784053,0.0171823353745662,5.941336959690086,0.09192691029900332
>=3%,1.0%,0.5%,2.0,120,33463,0.6708304694737471,0.015091683901727906,4.855188277990365,0.11469384095867077
>=3%,1.0%,1.0%,1.0,15,23355,0.7909655320059944,0.023415815573854068,9.971175091706458,0.04260329693855706
>=3%,1.0%,1.0%,1.0,20,26937,0.7843857890633701,0.02262266705809368,9.5023040146899,0.04503099825518803
>=3%,1.0%,1.0%,1.0,30,32573,0.7724802750744482,0.02118913294429835,8.616887762605884,0.049212537991588125
>=3%,1.0%,1.0%,1.0,45,39022,0.7580083030085593,0.019584482398890015,7.762325476993242,0.05299574598944185
>=3%,1.0%,1.0%,1.0,60,44094,0.7433437655916905,0.018268860680015066,7.0368708940487465,0.056901165691477296
>=3%,1.0%,1.0%,1.0,90,51831,0.7162701857961452,0.016198065253263335,5.865371458900423,0.06615731897898941
>=3%,1.0%,1.0%,1.0,120,59730,0.6806462414197221,0.013965871072539843,4.683510182592625,0.08181818181818182
>=3%,1.0%,1.0%,1.5,15,19227,0.7838456337442139,0.023520927363335234,9.520583058197754,0.04306444063036355
>=3%,1.0%,1.0%,1.5,20,22028,0.7788723442890866,0.022874937485224553,9.226773310580532,0.04462502269838387
>=3%,1.0%,1.0%,1.5,30,26138,0.7672354426505471,0.021488464351581752,8.399576397096965,0.04897084704261994
>=3%,1.0%,1.0%,1.5,45,30573,0.754031334837929,0.019973392957846565,7.604609892768333,0.05321689072057044
>=3%,1.0%,1.0%,1.5,60,34031,0.7397960682906761,0.018687692686012725,6.913375033878969,0.05688930680849814
>=3%,1.0%,1.0%,1.5,90,38979,0.7118448395289771,0.01672152894505763,5.826228106071789,0.06600990276815721
>=3%,1.0%,1.0%,1.5,120,44084,0.6783413483349968,0.014579581149407696,4.730980523599931,0.08141275746302513
>=3%,1.0%,1.0%,2.0,15,16083,0.7772803581421377,0.02357548095256804,9.200652895592317,0.04271591121059504
>=3%,1.0%,1.0%,2.0,20,18280,0.7723741794310722,0.022919104929866096,8.956401181514122,0.04338074398249453
>=3%,1.0%,1.0%,2.0,30,21375,0.76046783625731,0.021595746550302046,8.16836504846449,0.048467836257309944
>=3%,1.0%,1.0%,2.0,45,24555,0.748116473223376,0.02026084887700004,7.494601529484585,0.05216860109957239
>=3%,1.0%,1.0%,2.0,60,26872,0.7348541232509676,0.01905702367554382,6.8531916367512915,0.05570854420958619
>=3%,1.0%,1.0%,2.0,90,30100,0.7098006644518272,0.017178310285533,5.868142632988168,0.0639202657807309
>=3%,1.0%,1.0%,2.0,120,33463,0.677404894958611,0.015089515753460047,4.78732547178822,0.07949078086244508
>=3%,1.5%,0.3%,1.0,15,22876,0.747202308095821,0.020045681007700943,7.103954899078323,0.06884944920440636
>=3%,1.5%,0.3%,1.0,20,26308,0.7410673559373575,0.019260260505875298,6.741865674243995,0.07301961380568649
>=3%,1.5%,0.3%,1.0,30,31693,0.725586091565961,0.017821393652842157,6.0636138477475665,0.07913419367052661
>=3%,1.5%,0.3%,1.0,45,37676,0.7085147043210532,0.016306865303600804,5.447369758717009,0.08480199596560144
>=3%,1.5%,0.3%,1.0,60,42214,0.6937745771544985,0.015138166556511887,4.977042540611324,0.09053868384896006
>=3%,1.5%,0.3%,1.0,90,48816,0.6672402490986562,0.013362484891042912,4.251583609635513,0.10267125532612258
>=3%,1.5%,0.3%,1.0,120,54734,0.63885336354003,0.011708377693474754,3.623330400961349,0.1180070888296123
>=3%,1.5%,0.3%,1.5,15,18808,0.7439919183326245,0.02026155525426686,6.923219536578393,0.06794980859208848
>=3%,1.5%,0.3%,1.5,20,21494,0.7394621754908347,0.01960571792714054,6.6593356564905095,0.07136875407090351
>=3%,1.5%,0.3%,1.5,30,25415,0.7248081841432225,0.018196760864406084,5.997751536031627,0.07806413535313791
>=3%,1.5%,0.3%,1.5,45,29515,0.7088937828222938,0.016758974505009575,5.413025430199179,0.08490598001016432
>=3%,1.5%,0.3%,1.5,60,32595,0.6936033133916245,0.015610950401200694,4.956118908080913,0.0901365240067495
>=3%,1.5%,0.3%,1.5,90,36772,0.666159034047645,0.01392081135044359,4.260904964344915,0.10312194060698357
>=3%,1.5%,0.3%,1.5,120,40598,0.638258042268092,0.012292270932179113,3.658074925394852,0.11892211438987142
>=3%,1.5%,0.3%,2.0,15,15713,0.7413606567810094,0.020407717108274517,6.76698199349906,0.06720549863170623
>=3%,1.5%,0.3%,2.0,20,17806,0.7364933168594856,0.019742896818941685,6.526486265927669,0.07014489497922048
>=3%,1.5%,0.3%,2.0,30,20757,0.7210097798333093,0.01837540833029812,5.872351540502701,0.07814231343643108
>=3%,1.5%,0.3%,2.0,45,23693,0.7070864812391846,0.017117282773860897,5.38066852495617,0.08310471447262904
>=3%,1.5%,0.3%,2.0,60,25730,0.6923047026816945,0.016057237035283337,4.96872808480282,0.08736883015934707
>=3%,1.5%,0.3%,2.0,90,28456,0.6662566769749789,0.014391525139952802,4.313198465072573,0.09983834692156311
>=3%,1.5%,0.3%,2.0,120,30951,0.6387838842040645,0.012791528496046086,3.710065850184037,0.11621595425026655
>=3%,1.5%,0.5%,1.0,15,22876,0.7483388704318937,0.020040744369281903,7.07336666237148,0.059188669347788075
>=3%,1.5%,0.5%,1.0,20,26308,0.7422076934772692,0.019251307562067454,6.706881961684396,0.06252850843849779
>=3%,1.5%,0.5%,1.0,30,31693,0.7267535417915628,0.017806991118605054,6.022842781838246,0.06764900766730823
>=3%,1.5%,0.5%,1.0,45,37676,0.709921435396539,0.016299435416585416,5.4174771845948655,0.0722210425735216
>=3%,1.5%,0.5%,1.0,60,42214,0.6953143506893448,0.01513103262654164,4.949904840742232,0.07682285497702183
>=3%,1.5%,0.5%,1.0,90,48816,0.6692682726974762,0.013367967825234733,4.238668134909007,0.08638561127499181
>=3%,1.5%,0.5%,1.0,120,54734,0.641447729016699,0.011714069519853262,3.6100739399809756,0.09993788138999525
>=3%,1.5%,0.5%,1.5,15,18808,0.7448957890259464,0.02024420237241458,6.871093650635763,0.05944279030199915
>=3%,1.5%,0.5%,1.5,20,21494,0.7403926677212245,0.019590885377548172,6.61576163884909,0.06155206104029031
>=3%,1.5%,0.5%,1.5,30,25415,0.7259098957308676,0.01817893184454895,5.953178179119811,0.06720440684635058
>=3%,1.5%,0.5%,1.5,45,29515,0.7103845502286973,0.01675100958613559,5.381078495640662,0.07277655429442656
>=3%,1.5%,0.5%,1.5,60,32595,0.6951372909955514,0.015598421177631794,4.922380806688296,0.07688295750882038
>=3%,1.5%,0.5%,1.5,90,36772,0.6683617970194713,0.013922939938771972,4.244558531747169,0.08704992929402806
>=3%,1.5%,0.5%,1.5,120,40598,0.6410660623676043,0.012296327370508347,3.642049860664653,0.1008177742745948
>=3%,1.5%,0.5%,2.0,15,15713,0.7421879971997709,0.02038762953032666,6.7120181653442,0.05899573601476484
>=3%,1.5%,0.5%,2.0,20,17806,0.7374480512186903,0.019728325339087565,6.484391733264779,0.060934516455127485
>=3%,1.5%,0.5%,2.0,30,20757,0.7221660162836634,0.018362611717417383,5.835304953066124,0.06720624367683191
>=3%,1.5%,0.5%,2.0,45,23693,0.7086059173595577,0.017112388278445984,5.3543732183029,0.07149791077533449
>=3%,1.5%,0.5%,2.0,60,25730,0.6937815779246016,0.016045053569475286,4.937995071404834,0.075204041974349
>=3%,1.5%,0.5%,2.0,90,28456,0.6684706213100928,0.014393892530238551,4.297232292979471,0.08486786617936463
>=3%,1.5%,0.5%,2.0,120,30951,0.6417886336467319,0.012801616086183016,3.697740340125708,0.0988982585376886
>=3%,1.5%,1.0%,1.0,15,22876,0.7506994229760448,0.02003973518144653,7.028192076489171,0.04240251792271376
>=3%,1.5%,1.0%,1.0,20,26308,0.7445263798084233,0.019248723085741576,6.661614418614536,0.0447392428158735
>=3%,1.5%,1.0%,1.0,30,31693,0.7292146530779667,0.017794140172734608,5.967064983868249,0.04878048780487805
>=3%,1.5%,1.0%,1.0,45,37676,0.7127879817390381,0.016296147668978002,5.379926566488824,0.051518207877694025
>=3%,1.5%,1.0%,1.0,60,42214,0.6983465201118112,0.015130949905408012,4.918077291325953,0.05455536078078363
>=3%,1.5%,1.0%,1.0,90,48816,0.6724844313339888,0.013363908832046741,4.210195762221439,0.061352835136020974
>=3%,1.5%,1.0%,1.0,120,54734,0.645631600102313,0.011727041833178905,3.594520658359503,0.07023056966419411
>=3%,1.5%,1.0%,1.5,15,18808,0.7471820501914079,0.020235665185096258,6.8164656842337195,0.04290727350063803
>=3%,1.5%,1.0%,1.5,20,21494,0.7426723736856797,0.019584073604861876,6.56561647137249,0.0443379547780776
>=3%,1.5%,1.0%,1.5,30,25415,0.728428093645485,0.01816979878109015,5.904360055954347,0.04863269722604761
>=3%,1.5%,1.0%,1.5,45,29515,0.713332203964086,0.01675043127512616,5.349127476660178,0.05177028629510418
>=3%,1.5%,1.0%,1.5,60,32595,0.6983279644117196,0.01560825775418341,4.902766563749997,0.054609602699800586
>=3%,1.5%,1.0%,1.5,90,36772,0.6717611225932775,0.013924621255705366,4.222264294466935,0.061758947024910256
>=3%,1.5%,1.0%,1.5,120,40598,0.6454258830484261,0.012315655282452901,3.631979512466951,0.07064387408246711
>=3%,1.5%,1.0%,2.0,15,15713,0.7445427353147076,0.020381789694575398,6.666480532029671,0.04257621078088207
>=3%,1.5%,1.0%,2.0,20,17806,0.7396383241603953,0.01972352293567494,6.444445115613915,0.04313152869819162
>=3%,1.5%,1.0%,2.0,30,20757,0.7246711952594306,0.018357344898847175,5.798504688778374,0.04817651876475406
>=3%,1.5%,1.0%,2.0,45,23693,0.7114337568058077,0.017109527402301258,5.32379777829901,0.0509433165913983
>=3%,1.5%,1.0%,2.0,60,25730,0.6968130586863583,0.016049356327362155,4.914427479613075,0.053556160124368445
>=3%,1.5%,1.0%,2.0,90,28456,0.6714928310373911,0.014390911106244431,4.272485835092316,0.06012791678380658
>=3%,1.5%,1.0%,2.0,120,30951,0.6456334205679946,0.012800883122849875,3.6751864581802733,0.06969080158960939
>=3%,2.0%,0.3%,1.0,15,21984,0.7113810043668122,0.016847418517780446,5.1209110723548745,0.06513828238719069
>=3%,2.0%,0.3%,1.0,20,25177,0.7048893831671764,0.016109473129977202,4.867336601356775,0.0687135083608055
>=3%,2.0%,0.3%,1.0,30,30039,0.6903026066114052,0.014833666769940112,4.423581478094034,0.07357102433503113
>=3%,2.0%,0.3%,1.0,45,35279,0.6732050228181071,0.013513998622733153,4.0120093764673,0.07763825505258086
>=3%,2.0%,0.3%,1.0,60,39131,0.658940481970816,0.012506737103496066,3.700190407273486,0.08195548286524751
>=3%,2.0%,0.3%,1.0,90,44364,0.6355603642593094,0.011088720604841095,3.2630516641993226,0.08939680822288341
>=3%,2.0%,0.3%,1.0,120,48540,0.615265760197775,0.009930673226685472,2.9319805611423884,0.0969097651421508
>=3%,2.0%,0.3%,1.5,15,18084,0.7096328245963283,0.017108625397165074,5.04975249386599,0.06436629064366291
>=3%,2.0%,0.3%,1.5,20,20582,0.7052278690117578,0.016507752703436553,4.866829279718041,0.06724322223301914
>=3%,2.0%,0.3%,1.5,30,24118,0.6900655112364209,0.015245221438135078,4.427446938528529,0.07289161622025044
>=3%,2.0%,0.3%,1.5,45,27724,0.6747944019621989,0.013954700127752555,4.0186905877965176,0.07812725436444957
>=3%,2.0%,0.3%,1.5,60,30315,0.6606630380999505,0.012983932487125914,3.719996203864386,0.08203859475507175
>=3%,2.0%,0.3%,1.5,90,33616,0.635917420276059,0.01161427358799481,3.283528336999573,0.09070085673488815
>=3%,2.0%,0.3%,1.5,120,36252,0.6166004634227077,0.01049856148583092,2.973521567554697,0.09820147853911508
>=3%,2.0%,0.3%,2.0,15,15100,0.7093377483443709,0.017314659552345322,4.993475464298018,0.06410596026490066
>=3%,2.0%,0.3%,2.0,20,17059,0.7027375578873322,0.016670967980674942,4.807861559263819,0.06629931414502609
>=3%,2.0%,0.3%,2.0,30,19729,0.6873130924020477,0.015427036030578201,4.359282476408033,0.073090374575498
>=3%,2.0%,0.3%,2.0,45,22285,0.6743998205070675,0.014344511826666906,4.0314253025336795,0.07695759479470496
>=3%,2.0%,0.3%,2.0,60,23990,0.6621092121717382,0.01343260152509935,3.751274006637347,0.08040850354314298
>=3%,2.0%,0.3%,2.0,90,26114,0.6378570881519492,0.012053267052553137,3.324667150832735,0.08918587730719155
>=3%,2.0%,0.3%,2.0,120,27764,0.6193271862843971,0.010978340646370084,3.01778455784183,0.09696009220573404
>=3%,2.0%,0.5%,1.0,15,21984,0.7120178311499272,0.016842678335699808,5.108284129877249,0.05645014556040757
>=3%,2.0%,0.5%,1.0,20,25177,0.7054454462406164,0.016100254433115985,4.85121458480749,0.05926043611232474
>=3%,2.0%,0.5%,1.0,30,30039,0.6909351176803489,0.01481774632396286,4.401743542203818,0.06361729751323279
>=3%,2.0%,0.5%,1.0,45,35279,0.6740553870574563,0.013507256663741408,3.998627010484455,0.06675359278891126
>=3%,2.0%,0.5%,1.0,60,39131,0.659860468682119,0.012500544637926065,3.688343531378484,0.07035342822825892
>=3%,2.0%,0.5%,1.0,90,44364,0.6367775673969885,0.011095759274823558,3.260302829559122,0.07616535930033361
>=3%,2.0%,0.5%,1.0,120,48540,0.6165842604037907,0.009936721402655212,2.9291830967963257,0.08288009888751545
>=3%,2.0%,0.5%,1.5,15,18084,0.710130502101305,0.01709363560263688,5.0253524281142194,0.05640345056403451
>=3%,2.0%,0.5%,1.5,20,20582,0.7056651443008454,0.016494174764978164,4.845959368229526,0.058157613448644445
>=3%,2.0%,0.5%,1.5,30,24118,0.6906045277386185,0.015228195434374515,4.404728271675248,0.06327224479641762
>=3%,2.0%,0.5%,1.5,45,27724,0.6756961477420286,0.013948348149205583,4.004711429721036,0.06759486365603809
>=3%,2.0%,0.5%,1.5,60,30315,0.6615866732640607,0.01297343120391206,3.7045339990999375,0.07082302490516246
>=3%,2.0%,0.5%,1.5,90,33616,0.6371965730604474,0.011617621987498996,3.2782549138814305,0.07761185149928605
>=3%,2.0%,0.5%,1.5,120,36252,0.6180900364117842,0.010503924052206829,2.969750976393245,0.08418845856780316
>=3%,2.0%,0.5%,2.0,15,15100,0.7098675496688742,0.017296356121622145,4.965575716226271,0.05642384105960265
>=3%,2.0%,0.5%,2.0,20,17059,0.7032065185532563,0.01665815865829169,4.788043468025562,0.05774078199191043
>=3%,2.0%,0.5%,2.0,30,19729,0.6879720208829642,0.015417112492538259,4.34308684103245,0.06325713416797607
>=3%,2.0%,0.5%,2.0,45,22285,0.6753870316356293,0.01434321568367345,4.022340999556997,0.06654700471168948
>=3%,2.0%,0.5%,2.0,60,23990,0.6630262609420592,0.013427317882755238,3.740606749846858,0.06957065443934973
>=3%,2.0%,0.5%,2.0,90,26114,0.6392356590334687,0.01205965540049536,3.321435655268521,0.07647239028873401
>=3%,2.0%,0.5%,2.0,120,27764,0.6209840080680017,0.01099216122789086,3.018316290925912,0.08316524996398214
>=3%,2.0%,1.0%,1.0,15,21984,0.7134279475982532,0.01684333478062357,5.094618334086021,0.04107532751091703
>=3%,2.0%,1.0%,1.0,20,25177,0.7068753227151765,0.016098914870086585,4.835770911902949,0.043055169400643446
>=3%,2.0%,1.0%,1.0,30,30039,0.6924331702120576,0.014810767938919485,4.383482744647867,0.04633975831419155
>=3%,2.0%,1.0%,1.0,45,35279,0.6758128064854446,0.013505713492690766,3.9865357912813706,0.04855579806683863
>=3%,2.0%,1.0%,1.0,60,39131,0.6617004421047251,0.012502993020305313,3.6791599854572214,0.050931486545194346
>=3%,2.0%,1.0%,1.0,90,44364,0.6386033721035074,0.011093114252395824,3.2500182107289843,0.05520241637363628
>=3%,2.0%,1.0%,1.0,120,48540,0.6188504326328801,0.009954368065632317,2.9297869952949602,0.059044087350638645
>=3%,2.0%,1.0%,1.5,15,18084,0.7115682371156824,0.017083437160560308,5.000333202021531,0.041473125414731256
>=3%,2.0%,1.0%,1.5,20,20582,0.7071227285978039,0.016487659108599482,4.825354291452373,0.04265863375765232
>=3%,2.0%,1.0%,1.5,30,24118,0.6921386516294884,0.015225264962732942,4.3902988283986035,0.04635541918898748
>=3%,2.0%,1.0%,1.5,45,27724,0.6774274996393017,0.013948070488637781,3.994424523291144,0.04898283076035204
>=3%,2.0%,1.0%,1.5,60,30315,0.6634669305624279,0.012984426027416913,3.701822054903752,0.051261751608114796
>=3%,2.0%,1.0%,1.5,90,33616,0.6391599238457877,0.011623712996743689,3.273577778275514,0.05610423607805807
>=3%,2.0%,1.0%,1.5,120,36252,0.6204899040052962,0.010529863757128438,2.9745348878866116,0.05969325830299018
>=3%,2.0%,1.0%,2.0,15,15100,0.7112582781456953,0.017290064549018696,4.946245077691867,0.04145695364238411
>=3%,2.0%,1.0%,2.0,20,17059,0.7044961603845478,0.016655199252102328,4.773549050556569,0.04162025910076792
>=3%,2.0%,1.0%,2.0,30,19729,0.689289877844797,0.015416240094189215,4.3330082954976445,0.045922246439251864
>=3%,2.0%,1.0%,2.0,45,22285,0.676957594794705,0.014343417419757367,4.013873426083873,0.04819385236706305
>=3%,2.0%,1.0%,2.0,60,23990,0.6647353063776573,0.01343417929298729,3.735544565008501,0.05031263026260942
>=3%,2.0%,1.0%,2.0,90,26114,0.6409971662709658,0.012055966228312452,3.311162143231659,0.0549896607183886
>=3%,2.0%,1.0%,2.0,120,27764,0.623073044229938,0.011001409521131992,3.0147089570323518,0.058853191182826683
>=3%,2.5%,0.3%,1.0,15,20577,0.6765320503474753,0.014160805471808398,3.9379020116741548,0.06079603440734801
>=3%,2.5%,0.3%,1.0,20,23454,0.6687558625394389,0.013470680216916454,3.748013089277091,0.06331542594013814
>=3%,2.5%,0.3%,1.0,30,27671,0.6539337212243865,0.012356833940992108,3.4334621086346258,0.06729066531748039
>=3%,2.5%,0.3%,1.0,45,32004,0.6398575178102737,0.011297103230002945,3.1736771636241494,0.06946006749156355
>=3%,2.5%,0.3%,1.0,60,35092,0.6272369770887952,0.010470971076740289,2.9662569278329323,0.0720962042630799
>=3%,2.5%,0.3%,1.0,90,39000,0.6092307692307692,0.009399688983268997,2.698238951390861,0.07617948717948718
>=3%,2.5%,0.3%,1.0,120,41922,0.5929583512237011,0.008538989409738067,2.494396763391001,0.08017270168407996
>=3%,2.5%,0.3%,1.5,15,16945,0.6778990852758926,0.014441937620536551,3.9125959585983012,0.06078489229861316
>=3%,2.5%,0.3%,1.5,20,19201,0.6721524920577053,0.013886738614007878,3.7731669250736872,0.06260090620280194
>=3%,2.5%,0.3%,1.5,30,22237,0.6568332059180645,0.012821203063960368,3.4744084071904235,0.06700544138148132
>=3%,2.5%,0.3%,1.5,45,25274,0.6417266756350399,0.0116904256920936,3.1830993446561457,0.07074463875919917
>=3%,2.5%,0.3%,1.5,60,27362,0.6293765075652364,0.010884692630467322,2.9807402232105704,0.07250931949418903
>=3%,2.5%,0.3%,1.5,90,29762,0.6110812445400174,0.009879068962805035,2.71592691462787,0.07811975001679995
>=3%,2.5%,0.3%,1.5,120,31562,0.5960015208161713,0.009070251601510045,2.5321348219310136,0.08149039984791838
>=3%,2.5%,0.3%,2.0,15,14166,0.6774671749258788,0.014659140533792895,3.8919072884446266,0.060779330792037276
>=3%,2.5%,0.3%,2.0,20,15917,0.6707922347175975,0.014082249435330433,3.752323050783854,0.06188352076396306
>=3%,2.5%,0.3%,2.0,30,18215,0.6557782047762832,0.013011128030293128,3.4368849013537575,0.06725226461707384
>=3%,2.5%,0.3%,2.0,45,20353,0.6436397582665946,0.012105453595768619,3.2141419370815068,0.06942465484203802
>=3%,2.5%,0.3%,2.0,60,21744,0.6316685062545989,0.011316007477586798,3.017335004805447,0.07155997056659308
>=3%,2.5%,0.3%,2.0,90,23265,0.6136256178809371,0.010261267726626878,2.745722865816985,0.0771545239630346
>=3%,2.5%,0.3%,2.0,120,24358,0.5989407997372527,0.009475785758494186,2.559236133841007,0.08124640775104688
>=3%,2.5%,0.5%,1.0,15,20577,0.6769694318899743,0.014157310882818026,3.9325681491188833,0.053214754337366964
>=3%,2.5%,0.5%,1.0,20,23454,0.6691395923936215,0.013463324249214712,3.7403987870261886,0.05534237230323186
>=3%,2.5%,0.5%,1.0,30,27671,0.6543673882403961,0.0123415041448318,3.4209817434655148,0.058798019587293554
>=3%,2.5%,0.5%,1.0,45,32004,0.6405136857892764,0.011293238436781235,3.1680854137197882,0.06014873140857393
>=3%,2.5%,0.5%,1.0,60,35092,0.6279493901743988,0.01046782731360941,2.9615058999377912,0.062236407158326686
>=3%,2.5%,0.5%,1.0,90,39000,0.6101025641025641,0.009404046455881563,2.6973305257611524,0.06541025641025641
>=3%,2.5%,0.5%,1.0,120,41922,0.5938647965268833,0.008545401245941697,2.4939543722266415,0.06910452745575116
>=3%,2.5%,0.5%,1.5,15,16945,0.6783712009442313,0.01442874498990783,3.8994175172204537,0.05393921510770139
>=3%,2.5%,0.5%,1.5,20,19201,0.6725691370241134,0.0138758911547624,3.7626817965068144,0.05499713556585595
>=3%,2.5%,0.5%,1.5,30,22237,0.6572829068669335,0.012806430517393793,3.4620572332420445,0.058865854206952374
>=3%,2.5%,0.5%,1.5,45,25274,0.6424784363377384,0.011687605821948678,3.177573989987626,0.06156524491572367
>=3%,2.5%,0.5%,1.5,60,27362,0.6301439953219794,0.01088058441609321,2.9751757733901742,0.06289744901688472
>=3%,2.5%,0.5%,1.5,90,29762,0.6120220415294672,0.009884839855553993,2.7153847575869894,0.06719978496068812
>=3%,2.5%,0.5%,1.5,120,31562,0.5970470819339713,0.00908230447646793,2.533479492401373,0.07021101324377416
>=3%,2.5%,0.5%,2.0,15,14166,0.6779613158266271,0.014644949931866005,3.8780395738476567,0.05393194973881124
>=3%,2.5%,0.5%,2.0,20,15917,0.6712320160834329,0.014074454479065442,3.744087418015331,0.05453288936357354
>=3%,2.5%,0.5%,2.0,30,18215,0.65632720285479,0.013005858371814748,3.430597421528513,0.05868789459236893
>=3%,2.5%,0.5%,2.0,45,20353,0.6444258831621874,0.012108245225869358,3.212387006719746,0.06043335134869553
>=3%,2.5%,0.5%,2.0,60,21744,0.6323583517292126,0.01131542305708438,3.0141303188288866,0.06217807211184695
>=3%,2.5%,0.5%,2.0,90,23265,0.6145712443584784,0.010269753252318287,2.746598470461786,0.06662368364496024
>=3%,2.5%,0.5%,2.0,120,24358,0.60000821085475,0.009493301343783185,2.562544521528236,0.07016175383857459
>=3%,2.5%,1.0%,1.0,15,20577,0.6777469990766389,0.014156610522891439,3.926905207678337,0.03955873062156777
>=3%,2.5%,1.0%,1.0,20,23454,0.6699923254029163,0.013460480092150656,3.7332596251603403,0.04118700434893835
>=3%,2.5%,1.0%,1.0,30,27671,0.6553070001084168,0.012337651428821438,3.4144636514273183,0.04361967402695963
>=3%,2.5%,1.0%,1.0,45,32004,0.6415760529933758,0.011297965317264505,3.1669888400423143,0.0446506686664167
>=3%,2.5%,1.0%,1.0,60,35092,0.6291177476347886,0.010475506881445757,2.961182642009389,0.045936395759717315
>=3%,2.5%,1.0%,1.0,90,39000,0.6111538461538462,0.009406513108636735,2.695038990034217,0.048256410256410254
>=3%,2.5%,1.0%,1.0,120,41922,0.5951529030103525,0.008563122973360022,2.4976525508771528,0.05026000667907066
>=3%,2.5%,1.0%,1.5,15,16945,0.6790793744467395,0.014418642972706164,3.8871463665373667,0.040306875184420186
>=3%,2.5%,1.0%,1.5,20,19201,0.6734024269569293,0.013869545975609247,3.753231642067991,0.04124785167439196
>=3%,2.5%,1.0%,1.5,30,22237,0.6582722489544452,0.012810944279162817,3.460839473353091,0.043620992040293204
>=3%,2.5%,1.0%,1.5,45,25274,0.643507161509852,0.01169698172217282,3.1794196830241046,0.045303473925773524
>=3%,2.5%,1.0%,1.5,60,27362,0.6313135004751115,0.010897515193959414,2.979608225462842,0.046378188728894085
>=3%,2.5%,1.0%,1.5,90,29762,0.6130972380888381,0.009894288912539236,2.716296118767711,0.04942544183858612
>=3%,2.5%,1.0%,1.5,120,31562,0.5984094797541347,0.009112585087110997,2.5421644398978716,0.05075723971864901
>=3%,2.5%,1.0%,2.0,15,14166,0.6787378229563744,0.014643625946613645,3.872523510466999,0.04016659607510942
>=3%,2.5%,1.0%,2.0,20,15917,0.6720487529056983,0.014071253566811374,3.737452847736348,0.040271407928629765
>=3%,2.5%,1.0%,2.0,30,18215,0.6572604995882514,0.013010148639381797,3.429902097825716,0.04331594839418062
>=3%,2.5%,1.0%,2.0,45,20353,0.6454085392816784,0.012114314610675135,3.2125601027812785,0.04480911904878888
>=3%,2.5%,1.0%,2.0,60,21744,0.6335080941869021,0.01132792991109259,3.016294599156825,0.04608167770419426
>=3%,2.5%,1.0%,2.0,90,23265,0.6156028368794326,0.010269096783077268,2.7428194007885596,0.049086610788738445
>=3%,2.5%,1.0%,2.0,120,24358,0.6013219476147467,0.009510337021128861,2.5654576309942834,0.05103046227112242
