event_id,ticker,ex_date,shares,sub_price,ref_price,discount_pct,ret_-20d,ret_-10d,ret_-9d,ret_-8d,ret_-7d,ret_-6d,ret_-5d,ret_-4d,ret_-3d,ret_-2d,ret_-1d,ret_+0d,ret_+1d,ret_+2d,ret_+3d,ret_+4d,ret_+5d,ret_+6d,ret_+7d,ret_+8d,ret_+9d,ret_+10d,ret_+20d,ret_+30d,ret_+60d,year
5512_2008-08-28,5512,2008-08-28,100000000.0,11.0,10.8,0.01851851851851838,0.4907407407407407,0.33333333333333326,0.2962962962962963,0.20833333333333326,0.125,0.16203703703703698,0.08333333333333326,0.02314814814814814,-0.03703703703703709,-0.05555555555555569,0.0,-0.009259259259259411,0.0,-0.04166666666666674,-0.05092592592592604,-0.11666666666666681,-0.1777777777777778,-0.23518518518518527,-0.2333333333333334,-0.2861111111111112,-0.23703703703703705,-0.2777777777777778,-0.35462962962962974,-0.5314814814814816,-0.5231481481481481,2008
6402_2008-10-23,6402,2008-10-23,20000000.0,10.0,7.71,0.2970168612191959,0.03761348897535677,0.07392996108949412,0.07652399481193273,0.05058365758754868,0.07652399481193273,0.0622568093385214,0.025940337224384047,0.018158236057068677,0.028534370946822207,0.035019455252918386,0.0,-0.03372243839169908,-0.06744487678339817,-0.0933852140077821,-0.10505836575875482,-0.0765239948119325,-0.05836575875486383,-0.05317769130998706,-0.08560311284046696,-0.09987029831387806,-0.09857328145265887,-0.10765239948119332,-0.13229571984435795,-0.28923476005188065,-0.5719844357976653,2008
3289_2008-11-25,3289,2008-11-25,5000000.0,30.0,22.25,0.348314606741573,0.2584269662921348,0.2292134831460675,0.22247191011235956,0.1573033707865168,0.1685393258426966,0.10561797752808988,0.038202247191011285,0.053932584269662964,-0.011235955056179803,0.03370786516853941,0.0,0.051685393258426915,0.04719101123595504,0.11011235955056176,0.09213483146067425,0.0786516853932584,0.013483146067415852,-0.011235955056179803,-0.01573033707865179,-0.01573033707865179,0.020224719101123556,0.013483146067415852,-0.020224719101123556,0.04494382022471921,0.11011235955056176,2008
6208_2009-02-10,6208,2009-02-10,10000000.0,10.0,10.0,0.0,-0.02200000000000002,-0.09700000000000009,-0.05800000000000005,-0.050999999999999934,-0.050999999999999934,-0.050000000000000044,-0.014000000000000012,-0.010999999999999899,-0.007000000000000006,-0.008000000000000007,0.0,0.010000000000000009,0.04499999999999993,0.06000000000000005,0.050000000000000044,0.0,-0.006000000000000005,-0.0050000000000001155,0.010000000000000009,0.0,0.010000000000000009,0.06499999999999995,-0.026999999999999913,0.020000000000000018,-0.030000000000000027,2009
8929_2009-02-23,8929,2009-02-23,12000000.0,10.0,11.7,-0.14529914529914523,0.042735042735042805,0.1068376068376069,0.07692307692307687,0.025641025641025772,0.02136752136752129,0.025641025641025772,0.008547008547008739,-0.02564102564102555,-0.07264957264957261,-0.0641025641025641,0.0,-0.11965811965811957,-0.1811965811965811,-0.13247863247863234,-0.10683760683760679,-0.05982905982905973,-0.05982905982905973,-0.0641025641025641,-0.05982905982905973,-0.03418803418803407,0.004273504273504258,-0.02991452991452992,-0.02564102564102555,0.07692307692307687,0.653846153846154,2009
3086_2009-03-09,3086,2009-03-09,10000000.0,10.7,15.6,-0.3141025641025641,0.06410256410256432,-0.038461538461538436,-0.012820512820512775,-0.038461538461538436,-0.028846153846153855,0.0032051282051281937,-0.03525641025641024,-0.012820512820512775,-0.009615384615384692,-0.009615384615384692,0.0,-0.0032051282051280827,0.022435897435897356,-0.022435897435897467,-0.02564102564102566,-0.038461538461538436,-0.04487179487179482,0.019230769230769384,0.01602564102564097,-0.028846153846153855,-0.05128205128205121,-0.04166666666666674,0.09615384615384626,-0.038461538461538436,0.3365384615384617,2009
5820_2009-03-23,5820,2009-03-23,2350374000.0,4.0,2.88,0.38888888888888884,-0.09027777777777768,-0.10069444444444442,-0.125,-0.10416666666666663,-0.09722222222222221,-0.06944444444444431,-0.00694444444444442,-0.00694444444444442,0.0,0.05902777777777768,0.0,0.03819444444444464,0.0659722222222221,0.06944444444444442,0.09375,0.17013888888888906,0.0902777777777779,0.07986111111111116,0.11458333333333326,0.19097222222222232,0.2743055555555556,0.36111111111111116,0.7083333333333335,0.6354166666666667,0.8090277777777779,2009
4729_2009-06-04,4729,2009-06-04,12500000.0,32.0,40.8,-0.21568627450980382,0.02941176470588247,0.10539215686274517,0.12745098039215685,0.15931372549019618,0.17647058823529416,0.12745098039215685,0.0490196078431373,0.07230392156862742,0.05147058823529416,0.07107843137254921,0.0,-0.008578431372548878,-0.0318627450980391,-0.017156862745097978,-0.051470588235293935,-0.11029411764705888,-0.1519607843137254,-0.12745098039215674,-0.11764705882352933,-0.1789215686274509,-0.18872549019607832,-0.18995098039215685,-0.24019607843137247,-0.18137254901960786,-0.3982843137254901,2009
3229_2009-06-18,3229,2009-06-18,8000000.0,9.5,9.98,-0.04809619238476959,0.017034068136272618,0.20240480961923835,0.19238476953907813,0.1523046092184368,0.07214428857715416,0.04208416833667328,0.0470941883767535,0.05210420841683372,0.03206412825651306,0.017034068136272618,0.0,0.06713426853707416,0.03707414829659306,0.007014028056112176,0.03707414829659306,0.027054108216432837,0.027054108216432837,0.03206412825651306,0.012024048096192397,0.017034068136272618,0.027054108216432837,0.09719438877755504,0.04208416833667328,0.17234468937875747,0.23246492985971945,2009
4114_2009-07-13,4114,2009-07-13,5770000.0,23.0,41.8,-0.44976076555023925,-0.23684210526315785,-0.12559808612440193,-0.09808612440191378,-0.09330143540669855,-0.0777511961722488,-0.028708133971291794,0.0011961722488038617,-0.03588516746411485,-0.055023923444975975,-0.0071770334928229484,0.0,-0.08971291866028708,-0.055023923444975975,-0.04306220095693769,-0.019138755980861122,0.049043062200957,0.09330143540669877,0.02392344497607657,-0.0023923444976075015,-0.010765550239234312,-0.053827751196172224,-0.038277511961722355,-0.11004784688995206,-0.12679425837320568,-0.18899521531100472,2009
8069_2009-07-23,8069,2009-07-23,80000000.0,29.0,42.8,-0.32242990654205606,-0.21261682242990643,-0.09345794392523366,-0.10046728971962615,-0.13317757009345788,-0.08528037383177567,-0.05841121495327106,-0.04672897196261683,-0.032710280373831724,0.01869158878504673,0.0,0.0,-0.030373831775700855,-0.01869158878504662,-0.028037383177569986,-0.008177570093457764,-0.026869158878504606,-0.053738317757009324,-0.04205607476635509,-0.01869158878504662,-0.017523364485981352,-0.04205607476635509,-0.05841121495327106,-0.08177570093457942,0.21495327102803752,0.2593457943925235,2009
1584_2009-07-29,1584,2009-07-29,15000000.0,10.5,14.0,-0.25,-0.014285714285714235,-0.0892857142857143,-0.09999999999999998,-0.11428571428571421,-0.08214285714285718,-0.021428571428571463,-0.014285714285714235,-0.017857142857142905,-0.021428571428571463,-0.02857142857142858,0.0,-0.03214285714285714,-0.0357142857142857,-0.03214285714285714,-0.017857142857142905,-0.014285714285714235,-0.0357142857142857,-0.046428571428571486,-0.06428571428571428,-0.07857142857142851,-0.07500000000000007,-0.07857142857142851,-0.18214285714285716,-0.15357142857142858,-0.025000000000000022,2009
3339_2009-07-30,3339,2009-07-30,30000000.0,20.0,27.85,-0.28186714542190305,-0.0035906642728905647,-0.06642728904847406,-0.04308797127468589,-0.04129263913824066,-0.04667863554757634,-0.03052064631956919,-0.02872531418312385,-0.02872531418312385,-0.05924596050269304,-0.05206463195691213,0.0,-0.04129263913824066,-0.0628366247755835,-0.034111310592459754,-0.044883303411131004,-0.04847396768402157,-0.05924596050269304,-0.12387791741472187,-0.125673249551167,-0.13644524236983846,-0.13464991023339312,-0.13105924596050278,-0.2280071813285458,-0.12387791741472187,0.3303411131059244,2009
5491_2009-08-11,5491,2009-08-11,30000000.0,15.0,21.45,-0.30069930069930073,-0.20512820512820507,-0.07226107226107226,-0.030303030303030276,-0.030303030303030276,-0.013986013986014068,0.027972027972028135,0.09790209790209792,0.02331002331002341,-0.030303030303030276,-0.039627039627039506,0.0,-0.053613053613053574,-0.053613053613053574,-0.039627039627039506,-0.020979020979020935,0.002331002331002363,-0.06526806526806517,-0.10023310023310017,-0.13519813519813517,-0.1561771561771561,-0.1515151515151515,-0.1398601398601399,-0.03263403263403264,0.006993006993007089,-0.08857808857808847,2009
8929_2009-09-11,8929,2009-09-11,6000000.0,16.5,40.2,-0.5895522388059702,-0.3768656716417911,-0.2786069651741294,-0.2288557213930349,-0.17910447761194037,-0.12189054726368176,-0.0671641791044777,-0.017412935323383172,0.05099502487562191,0.12437810945273631,0.07462686567164178,0.0,-0.007462686567164312,0.0,-0.023631840796019987,0.04353233830845782,0.09328358208955234,0.01741293532338295,0.00995024875621886,0.00746268656716409,-0.04104477611940316,-0.07338308457711451,-0.03731343283582089,-0.1853233830845772,0.028606965174129417,-0.11194029850746268,2009
4533_2009-09-16,4533,2009-09-16,20000000.0,8.4,11.95,-0.2970711297071129,0.008368200836820217,0.01673640167364021,0.01673640167364021,0.008368200836820217,-0.008368200836820106,0.004184100418409997,0.004184100418409997,-0.03765690376569031,-0.008368200836820106,-0.008368200836820106,0.0,-0.05857740585774052,-0.06694560669456062,-0.06694560669456062,-0.06694560669456062,-0.07949790794979072,-0.07949790794979072,-0.08368200836820083,-0.09623430962343082,-0.11297071129707115,-0.12133891213389114,-0.12552301255230125,-0.09623430962343082,-0.03765690376569031,-0.09623430962343082,2009
4128_2009-09-17,4128,2009-09-17,100000000.0,30.0,34.8,-0.13793103448275856,-0.03160919540229867,0.02442528735632199,0.005747126436781658,-0.005747126436781436,-0.012931034482758452,-0.008620689655172376,-0.028735632183908066,-0.025862068965517238,-0.002873563218390607,0.010057471264367956,0.0,-0.010057471264367623,-0.008620689655172376,0.028735632183908066,0.005747126436781658,-0.02011494252873547,-0.050287356321839116,-0.08620689655172409,-0.10632183908045967,-0.10201149425287348,-0.09770114942528729,-0.10632183908045967,-0.007183908045977017,-0.01867816091954022,0.28735632183908044,2009
