anchor,horizon,n,mean_ret,median_ret,win_rate,mean_abn,abn_wr,std_ret,pct25,pct75
除權日,4,1806,-0.026283517516124146,-0.026001475067265856,0.260797342192691,-0.028546499373672915,0.260797342192691,0.06405338137271893,-0.06288019383441593,0.002175725614797064
除權日,5,1806,-0.026984473619912006,-0.028274123269379392,0.2646733111849391,-0.029857112210308276,0.26301218161683276,0.07053785829473971,-0.06616637432238298,0.0027220603960031453
除權日,60,1784,-0.02660747568604149,-0.056114248978279935,0.34977578475336324,-0.05587523161712635,0.312780269058296,0.23216417924495755,-0.16768698690229997,0.060346798429174564
除權日,6,1806,-0.02800388615126091,-0.03238493347716648,0.2724252491694352,-0.03163786872426733,0.26245847176079734,0.07575939256761792,-0.06928423384791302,0.005554200614296567
除權日,7,1806,-0.030286700942287442,-0.03374257998110619,0.26356589147286824,-0.03455757508839994,0.2541528239202658,0.08097385284650929,-0.07687220187220184,0.003527336860670083
除權日,8,1804,-0.03229847021821271,-0.03522357559624639,0.25609756097560976,-0.03699049140551932,0.26053215077605324,0.08370668334880231,-0.0804079937231735,0.0028818443804032867
除權日,9,1804,-0.03373729135299742,-0.03820816864295129,0.2588691796008869,-0.039323812572469245,0.26274944567627495,0.08589042702229557,-0.08295818327330926,0.003691833195940797
除權日,-10,1806,-0.004374263354127209,-0.0037744448717401125,0.46179401993355484,-0.007321857354599112,0.5077519379844961,0.08151909020778596,-0.046052513020129415,0.03584229390680993
除權日,-1,1806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
除權日,-20,1806,-0.014564458045361557,-0.01200000000000001,0.4219269102990033,-0.01915380645196408,0.5033222591362126,0.11439162455627168,-0.07140802235738952,0.04210592255125295
除權日,-2,1806,-0.004811613787531351,-0.0027397465922056052,0.3964562569213732,-0.007606635776614629,0.4429678848283499,0.027087627224064895,-0.01797442835163668,0.008429954260185002
除權日,-3,1806,-0.005842576564125957,-0.003395595526346107,0.41805094130675524,-0.007915887150652744,0.47619047619047616,0.040422389371418815,-0.02437376400791036,0.012206125973705517
除權日,-4,1806,-0.0007408942268239142,0.0,0.47840531561461797,-0.0024275250253883783,0.5332225913621262,0.0515288349911721,-0.023602408274196074,0.02226817410886589
除權日,-5,1806,0.0028811810927263574,0.0010438413361169019,0.5016611295681063,0.0015798085329187615,0.5409745293466224,0.060086996366574684,-0.026258581235697936,0.032298136645962705
除權日,-6,1806,0.003812724337031538,0.003418169356613099,0.5227021040974529,-0.0020919416286306965,0.5581395348837209,0.0661474983988332,-0.02900477216748762,0.037753085284857435
除權日,-7,1806,0.0020294859865350877,0.0006257822277847547,0.5,-0.002891688381985679,0.5337763012181617,0.07075100169172682,-0.03409090909090906,0.036631454828357446
除權日,-8,1806,-0.00017962662476103347,0.0010869565217390686,0.5005537098560354,-0.003910154271786627,0.535437430786268,0.07350022644414277,-0.03883616383616384,0.03658885831306791
除權日,-9,1806,-0.0022922279215065967,-0.002458520958626753,0.4706533776301218,-0.005972240133159344,0.5138427464008859,0.07768626026160168,-0.04195872274143306,0.037339275277615436
