signal_date,exit_date,stock_id,stock_name,entry_price,signal_day_ret_pct,signal_vol_ratio,signal_amount_wan,exit_open,exit_open_ret_pct,exit_close,exit_close_ret_pct,exit_vol_ratio,exit_vol_wan,ret_bps,ret_pct,net_ret_pct
2023-03-06,2023-03-07,3673,TPK-KY,36.5,7.04,3.01,26004.0,36.95,1.23,36.75,0.68,1.83,0.5,123.3,1.23,0.88
2023-03-06,2023-03-07,3504,揚明光,91.4,6.53,5.65,77777.0,92.0,0.66,90.7,-0.77,3.95,0.7,65.6,0.66,0.3
2023-03-07,2023-03-08,3362,先進光,114.5,9.57,3.26,335019.0,116.0,1.31,114.0,-0.44,3.76,4.2,131.0,1.31,0.95
2023-03-07,2023-03-08,3552,同致,163.5,7.21,5.83,160449.0,163.5,0.0,166.0,1.53,3.41,0.7,0.0,0.0,-0.36
2023-03-08,2023-03-09,5285,界霖,92.0,9.65,7.03,123344.0,91.5,-0.54,90.5,-1.63,1.99,0.4,-54.3,-0.54,-0.9
2023-03-08,2023-03-09,8163,達方,44.7,7.07,7.69,39508.0,44.8,0.22,44.5,-0.45,2.46,0.3,22.4,0.22,-0.13
2023-03-09,2023-03-10,8155,博智,134.5,9.8,4.53,82426.0,129.5,-3.72,122.5,-8.92,3.01,0.5,-371.7,-3.72,-4.07
2023-03-09,2023-03-10,6274,台燿,69.6,9.61,4.8,99558.0,68.6,-1.44,68.6,-1.44,4.53,1.7,-143.7,-1.44,-1.79
2023-03-10,2023-03-13,2331,精英,23.95,7.88,7.48,34150.0,23.6,-1.46,23.05,-3.76,3.09,0.7,-146.1,-1.46,-1.82
2023-03-10,2023-03-13,2402,毅嘉,21.0,4.22,5.55,47775.0,21.45,2.14,20.5,-2.38,3.57,1.7,214.3,2.14,1.79
2023-03-13,2023-03-14,2211,長榮鋼,56.0,7.28,6.82,23741.0,55.8,-0.36,56.9,1.61,5.79,0.5,-35.7,-0.36,-0.71
2023-03-14,2023-03-15,4934,太極,29.2,8.96,3.27,17308.0,29.7,1.71,32.1,9.93,5.14,1.2,171.2,1.71,1.36
2023-03-14,2023-03-15,3162,精確,60.0,8.5,4.25,172797.0,60.0,0.0,57.8,-3.67,3.84,3.2,0.0,0.0,-0.36
2023-03-15,2023-03-16,1316,上曜,13.75,9.56,4.71,15142.0,13.6,-1.09,13.45,-2.18,3.15,0.9,-109.1,-1.09,-1.45
2023-03-15,2023-03-16,5607,遠雄港,64.9,8.71,2.9,17313.0,64.4,-0.77,64.3,-0.92,2.08,0.2,-77.0,-0.77,-1.13
2023-03-16,2023-03-17,3056,富華新,42.45,9.13,12.92,199244.0,42.6,0.35,42.6,0.35,5.65,2.9,35.3,0.35,-0.0
2023-03-16,2023-03-17,3217,優群,102.0,2.62,3.05,48568.0,106.5,4.41,105.5,3.43,7.08,1.7,441.2,4.41,4.05
2023-03-17,2023-03-20,6788,華景電,142.0,9.65,3.85,75686.0,145.0,2.11,140.0,-1.41,2.81,0.4,211.3,2.11,1.76
2023-03-17,2023-03-20,2455,全新,90.5,8.9,4.5,129646.0,90.0,-0.55,91.9,1.55,3.01,1.1,-55.2,-0.55,-0.91
2023-03-20,2023-03-21,6231,系微,140.5,9.77,2.74,147119.0,148.0,5.34,141.0,0.36,3.67,1.7,533.8,5.34,4.98
2023-03-20,2023-03-21,3691,碩禾,118.0,8.76,6.9,32638.0,118.5,0.42,119.0,0.85,5.76,0.3,42.4,0.42,0.07
2023-03-21,2023-03-22,6223,旺矽,130.0,8.79,4.1,112410.0,133.0,2.31,143.0,10.0,6.26,1.9,230.8,2.31,1.95
