signal_date,exit_date,stock_id,stock_name,entry_price,signal_day_ret_pct,signal_vol_ratio,signal_amount_wan,exit_open,exit_open_ret_pct,exit_close,exit_close_ret_pct,exit_vol_ratio,exit_vol_wan,ret_bps,ret_pct,net_ret_pct
2023-03-21,2023-03-22,6756,威鋒電子,239.5,8.62,3.55,75278.0,242.0,1.04,251.5,5.01,4.44,0.5,104.4,1.04,0.69
2023-03-22,2023-03-23,3217,優群,113.0,9.71,3.36,110736.0,114.5,1.33,113.0,0.0,2.55,0.8,132.7,1.33,0.97
2023-03-22,2023-03-23,3324,雙鴻,192.0,7.56,6.61,295540.0,190.0,-1.04,192.0,0.0,1.77,0.4,-104.2,-1.04,-1.4
2023-03-23,2023-03-24,5203,訊連,113.5,9.66,4.35,79294.0,115.5,1.76,114.0,0.44,4.32,0.9,176.2,1.76,1.41
2023-03-23,2023-03-24,4147,中裕,87.0,9.43,4.27,115589.0,88.7,1.95,95.7,10.0,4.14,1.6,195.4,1.95,1.6
2023-03-24,2023-03-27,3081,聯亞,140.0,7.69,4.19,179601.0,139.5,-0.36,135.0,-3.57,2.44,0.8,-35.7,-0.36,-0.71
2023-03-24,2023-03-27,5222,全訊,179.0,7.19,6.48,206304.0,185.0,3.35,196.5,9.78,2.44,0.5,335.2,3.35,2.99
2023-03-27,2023-03-28,3324,雙鴻,213.5,9.77,3.02,182404.0,215.5,0.94,209.0,-2.11,2.69,0.9,93.7,0.94,0.58
2023-03-27,2023-03-28,1342,八貫,164.5,6.82,4.51,230723.0,165.5,0.61,156.0,-5.17,4.15,1.5,60.8,0.61,0.25
2023-03-28,2023-03-29,3715,定穎投控,22.35,8.23,7.51,112692.0,22.8,2.01,22.95,2.68,7.13,7.5,201.3,2.01,1.66
2023-03-28,2023-03-29,8121,越峰,28.6,5.73,3.03,13135.0,28.2,-1.4,27.35,-4.37,2.47,0.4,-139.9,-1.4,-1.76
2023-03-29,2023-03-30,2428,興勤,156.5,6.1,7.53,90460.0,159.0,1.6,155.5,-0.64,2.74,0.2,159.7,1.6,1.24
2023-03-29,2023-03-30,5243,乙盛-KY,67.1,5.67,8.41,126462.0,66.5,-0.89,66.1,-1.49,3.1,0.8,-89.4,-0.89,-1.25
2023-03-30,2023-03-31,6829,千附精密,88.4,8.07,3.37,11768.0,94.8,7.24,90.5,2.38,3.37,0.2,724.0,7.24,6.88
2023-03-30,2023-03-31,8050,廣積,88.8,6.73,3.66,160825.0,88.8,0.0,86.2,-2.93,2.64,1.5,0.0,0.0,-0.36
2023-03-31,2023-04-06,3078,僑威,44.3,5.6,2.82,34902.0,44.25,-0.11,43.6,-1.58,2.0,0.6,-11.3,-0.11,-0.47
2023-03-31,2023-04-06,8070,長華*,37.0,5.41,5.0,26118.0,37.05,0.14,36.9,-0.27,1.45,0.2,13.5,0.14,-0.22
2023-04-06,2023-04-07,2364,倫飛,113.5,9.66,2.85,15799.0,114.0,0.44,108.0,-4.85,6.64,0.5,44.1,0.44,0.08
2023-04-06,2023-04-07,2436,偉詮電,55.5,8.61,6.8,88502.0,55.8,0.54,53.7,-3.24,4.07,1.2,54.1,0.54,0.18
2023-04-07,2023-04-10,9942,茂順,135.5,9.72,6.17,37047.0,138.0,1.85,132.0,-2.58,7.66,0.5,184.5,1.85,1.49
2023-04-07,2023-04-10,4968,立積,147.5,9.67,6.46,284130.0,150.0,1.69,150.0,1.69,6.43,2.8,169.5,1.69,1.34
2023-04-10,2023-04-11,6112,邁達特,44.35,7.65,5.57,33611.0,44.05,-0.68,43.8,-1.24,1.79,0.2,-67.6,-0.68,-1.03
2023-04-10,2023-04-11,3078,僑威,45.6,6.42,3.12,53775.0,46.5,1.97,48.45,6.25,3.7,1.7,197.4,1.97,1.62
2023-04-11,2023-04-12,6703,軒郁,163.5,9.36,3.32,16579.0,165.5,1.22,167.5,2.45,3.6,0.1,122.3,1.22,0.87
2023-04-11,2023-04-12,3032,偉訓,49.9,9.07,5.81,87121.0,51.0,2.2,51.1,2.4,3.44,1.3,220.4,2.2,1.85
2023-04-12,2023-04-13,2329,華泰,22.35,9.02,5.45,56540.0,22.0,-1.57,21.5,-3.8,2.14,1.1,-156.6,-1.57,-1.92
2023-04-12,2023-04-13,4174,浩鼎,91.0,8.08,4.83,34800.0,91.0,0.0,90.8,-0.22,1.8,0.2,0.0,0.0,-0.36
2023-04-13,2023-04-14,9942,茂順,142.5,7.95,5.26,75869.0,142.0,-0.35,140.5,-1.4,1.83,0.2,-35.1,-0.35,-0.71
2023-04-13,2023-04-14,4572,駐龍,159.5,5.98,5.8,68493.0,161.5,1.25,153.5,-3.76,3.87,0.3,125.4,1.25,0.9
2023-04-14,2023-04-17,6005,群益證,13.7,9.6,5.57,26515.0,13.1,-4.38,13.35,-2.55,3.96,1.7,-438.0,-4.38,-4.74
2023-04-14,2023-04-17,6732,昇佳電子,424.0,9.56,2.83,151633.0,423.5,-0.12,408.5,-3.66,1.24,0.2,-11.8,-0.12,-0.47
2023-04-17,2023-04-18,4755,三福化,143.5,9.54,7.95,62601.0,143.5,0.0,141.0,-1.74,2.82,0.2,0.0,0.0,-0.36
2023-04-17,2023-04-18,3004,豐達科,105.0,9.49,3.56,29322.0,107.5,2.38,115.5,10.0,7.28,0.9,238.1,2.38,2.02
2023-04-18,2023-04-19,2754,亞洲藏壽司,168.5,9.77,5.05,34373.0,173.0,2.67,185.0,9.79,6.09,0.4,267.1,2.67,2.31
2023-04-18,2023-04-19,4728,雙美,213.5,9.77,4.76,24743.0,229.0,7.26,234.5,9.84,2.17,0.1,726.0,7.26,6.9
2023-04-19,2023-04-20,2754,亞洲藏壽司,185.0,9.79,6.09,64284.0,193.0,4.32,169.0,-8.65,7.16,0.6,432.4,4.32,3.97
2023-04-19,2023-04-20,2739,寒舍,74.3,9.75,2.74,21383.0,71.0,-4.44,68.3,-8.08,2.08,0.2,-444.1,-4.44,-4.8
2023-04-20,2023-04-21,1905,華紙,19.1,9.77,6.23,27135.0,21.0,9.95,21.0,9.95,2.63,0.7,994.8,9.95,9.59
2023-04-20,2023-04-21,2913,農林,23.9,9.63,11.59,85028.0,24.45,2.3,24.2,1.26,11.36,8.1,230.1,2.3,1.94
2023-04-21,2023-04-24,3131,弘塑,336.5,8.2,4.85,41408.0,330.0,-1.93,337.0,0.15,3.92,0.1,-193.2,-1.93,-2.29
2023-04-24,2023-04-25,6799,來頡,192.5,7.84,2.98,218968.0,188.5,-2.08,173.5,-9.87,1.63,0.7,-207.8,-2.08,-2.43
2023-04-24,2023-04-25,1709,和益,26.8,6.14,6.87,37113.0,26.95,0.56,26.15,-2.43,3.35,0.8,56.0,0.56,0.2
2023-04-26,2023-04-27,1905,華紙,24.95,7.31,5.64,172829.0,25.2,1.0,24.2,-3.01,3.2,4.7,100.2,1.0,0.65
2023-04-26,2023-04-27,1310,台苯,17.7,7.27,3.96,48634.0,17.55,-0.85,17.2,-2.82,3.08,2.6,-84.7,-0.85,-1.2
2023-04-27,2023-04-28,8403,盛弘,36.95,7.57,6.0,28602.0,37.8,2.3,40.6,9.88,6.69,1.3,230.0,2.3,1.94
2023-04-27,2023-04-28,1789,神隆,28.3,2.91,3.31,12997.0,28.5,0.71,28.4,0.35,3.1,0.5,70.7,0.71,0.35
2023-04-28,2023-05-02,1720,生達,76.2,9.33,3.31,108533.0,77.0,1.05,74.0,-2.89,1.74,0.8,105.0,1.05,0.69
2023-04-28,2023-05-02,4572,駐龍,180.0,4.05,3.21,166101.0,184.0,2.22,176.0,-2.22,1.51,0.5,222.2,2.22,1.87
2023-05-02,2023-05-03,6112,邁達特,53.0,7.29,4.7,92669.0,52.3,-1.32,53.6,1.13,1.6,0.6,-132.1,-1.32,-1.68
2023-05-02,2023-05-03,5403,中菲,106.0,6.0,3.87,38894.0,106.0,0.0,102.5,-3.3,1.08,0.1,0.0,0.0,-0.36
2023-05-03,2023-05-04,4104,佳醫,95.7,6.57,4.5,27761.0,96.0,0.31,95.7,0.0,2.36,0.2,31.3,0.31,-0.04
2023-05-03,2023-05-04,8121,越峰,32.4,6.4,4.0,55453.0,31.95,-1.39,31.7,-2.16,1.1,0.5,-138.9,-1.39,-1.75
2023-05-04,2023-05-05,1609,大亞,31.0,7.08,3.27,365729.0,32.0,3.23,31.3,0.97,2.48,9.7,322.6,3.23,2.87
2023-05-04,2023-05-05,2421,建準,56.0,6.67,3.37,71554.0,59.0,5.36,61.6,10.0,3.2,1.4,535.7,5.36,5.0
2023-05-05,2023-05-08,4175,杏一,129.5,9.75,3.14,32809.0,132.0,1.93,142.0,9.65,3.02,0.3,193.1,1.93,1.57
2023-05-05,2023-05-08,6112,邁達特,56.3,7.44,3.54,103282.0,57.3,1.78,61.9,9.95,2.13,1.2,177.6,1.78,1.42
2023-05-08,2023-05-09,4175,杏一,142.0,9.65,3.02,40474.0,151.0,6.34,148.0,4.23,5.16,0.7,633.8,6.34,5.98
2023-05-08,2023-05-09,2851,中再保,20.35,9.12,6.57,24321.0,20.1,-1.23,19.95,-1.97,3.24,0.7,-122.9,-1.23,-1.59
2023-05-09,2023-05-10,2387,精元,47.45,4.29,3.11,23021.0,45.0,-5.16,42.8,-9.8,4.53,0.9,-516.3,-5.16,-5.52
2023-05-09,2023-05-10,5284,jpp-KY,135.0,4.25,3.53,185724.0,135.0,0.0,139.5,3.33,2.52,1.1,0.0,0.0,-0.36
2023-05-10,2023-05-11,6689,伊雲谷,157.0,9.03,4.91,166433.0,158.5,0.96,149.0,-5.1,5.55,1.7,95.5,0.96,0.6
2023-05-10,2023-05-11,2729,瓦城,271.5,6.89,4.94,48046.0,275.5,1.47,275.0,1.29,3.74,0.2,147.3,1.47,1.12
2023-05-11,2023-05-12,6139,亞翔,55.7,4.9,8.31,180377.0,56.1,0.72,57.8,3.77,5.53,2.9,71.8,0.72,0.36
2023-05-12,2023-05-15,1268,漢來美食,161.0,9.52,4.78,28012.0,163.0,1.24,158.0,-1.86,3.46,0.1,124.2,1.24,0.89
2023-05-12,2023-05-15,5511,德昌,49.75,8.15,4.48,18975.0,50.9,2.31,49.15,-1.21,3.82,0.4,231.2,2.31,1.95
2023-05-15,2023-05-16,5284,jpp-KY,153.5,4.42,4.83,432519.0,155.0,0.98,155.0,0.98,1.66,1.0,97.7,0.98,0.62
2023-05-16,2023-05-17,1608,華榮,18.35,7.94,4.43,25143.0,18.35,0.0,18.35,0.0,4.08,1.5,0.0,0.0,-0.36
2023-05-16,2023-05-17,6535,順藥,49.1,6.74,3.73,15034.0,49.1,0.0,48.1,-2.04,1.68,0.2,0.0,0.0,-0.36
2023-05-17,2023-05-18,6869,雲豹能源,109.5,8.96,2.75,10574.0,109.0,-0.46,110.5,0.91,1.46,0.1,-45.7,-0.46,-0.81
2023-05-17,2023-05-18,5511,德昌,53.4,7.66,5.54,45595.0,52.8,-1.12,53.3,-0.19,2.06,0.4,-112.4,-1.12,-1.48
2023-05-18,2023-05-19,3003,健和興,82.3,9.59,5.54,70135.0,82.7,0.49,78.6,-4.5,5.07,0.9,48.6,0.49,0.13
2023-05-18,2023-05-19,2247,汎德永業,319.5,7.21,3.85,57963.0,323.5,1.25,304.5,-4.69,2.51,0.1,125.2,1.25,0.89
2023-05-19,2023-05-22,2722,夏都,56.4,7.43,7.04,27020.0,58.5,3.72,57.5,1.95,4.31,0.4,372.3,3.72,3.37
2023-05-19,2023-05-22,3038,全台,32.55,6.55,3.28,58270.0,32.8,0.77,32.2,-1.08,1.76,1.0,76.8,0.77,0.41
2023-05-22,2023-05-23,5531,鄉林,11.9,9.68,3.79,12631.0,12.05,1.26,11.8,-0.84,4.97,1.9,126.1,1.26,0.9
2023-05-22,2023-05-23,1608,華榮,19.2,7.26,3.76,34175.0,18.9,-1.56,18.85,-1.82,1.27,0.6,-156.2,-1.56,-1.92
2023-05-23,2023-05-24,2231,為升,180.5,9.73,5.84,91801.0,177.0,-1.94,176.0,-2.49,3.04,0.3,-193.9,-1.94,-2.3
2023-05-23,2023-05-24,8099,大世科,58.7,7.51,5.59,107841.0,58.9,0.34,60.0,2.21,2.52,0.9,34.1,0.34,-0.02
2023-05-24,2023-05-25,5531,鄉林,12.95,9.75,3.99,22678.0,12.75,-1.54,12.45,-3.86,1.99,1.0,-154.4,-1.54,-1.9
2023-05-24,2023-05-25,2748,雲品,101.5,9.49,6.24,270730.0,101.5,0.0,93.8,-7.59,3.35,1.7,0.0,0.0,-0.36
2023-05-25,2023-05-26,2323,中環,10.65,9.79,3.47,47656.0,11.55,8.45,10.85,1.88,6.47,12.6,845.1,8.45,8.09
2023-05-25,2023-05-26,3131,弘塑,429.0,9.3,4.07,106014.0,440.0,2.56,471.5,9.91,4.14,0.3,256.4,2.56,2.21
2023-05-26,2023-05-29,1525,江申,89.7,8.46,3.64,18891.0,94.9,5.8,98.6,9.92,2.33,0.2,579.7,5.8,5.44
2023-05-26,2023-05-29,6217,中探針,45.4,7.46,9.92,43772.0,45.3,-0.22,44.7,-1.54,2.33,0.2,-22.0,-0.22,-0.58
2023-05-29,2023-05-30,4977,眾達-KY,113.0,9.71,3.94,139123.0,113.0,0.0,110.0,-2.65,2.57,0.9,0.0,0.0,-0.36
2023-05-29,2023-05-30,6125,廣運,35.1,9.52,3.56,80540.0,35.1,0.0,34.6,-1.42,2.3,1.7,0.0,0.0,-0.36
2023-05-30,2023-05-31,6291,沛亨,237.0,6.28,3.43,15975.0,245.0,3.38,250.0,5.49,2.6,0.1,337.6,3.38,3.02
2023-05-30,2023-05-31,6679,鈺太,303.0,5.21,2.94,35107.0,305.0,0.66,306.0,0.99,2.83,0.1,66.0,0.66,0.3
2023-05-31,2023-06-01,2515,中工,11.45,9.57,7.26,132454.0,11.55,0.87,11.3,-1.31,4.89,10.2,87.3,0.87,0.52
2023-05-31,2023-06-01,6485,點序,112.0,8.21,3.87,56956.0,111.0,-0.89,109.0,-2.68,1.73,0.2,-89.3,-0.89,-1.25
2023-06-01,2023-06-02,5478,智冠,105.0,9.72,6.39,35033.0,106.5,1.43,106.0,0.95,7.7,0.6,142.9,1.43,1.07
2023-06-01,2023-06-02,6190,萬泰科,36.8,6.82,3.18,38712.0,36.45,-0.95,36.05,-2.04,1.47,0.5,-95.1,-0.95,-1.31
2023-06-02,2023-06-05,2489,瑞軒,15.1,8.63,4.2,57893.0,15.3,1.32,14.75,-2.32,1.65,1.6,132.5,1.32,0.97
2023-06-02,2023-06-05,6205,詮欣,74.3,7.37,3.62,23037.0,74.5,0.27,72.6,-2.29,2.67,0.2,26.9,0.27,-0.09
2023-06-05,2023-06-06,6187,萬潤,81.0,8.72,5.18,53845.0,82.0,1.23,83.5,3.09,4.23,0.7,123.5,1.23,0.88
2023-06-05,2023-06-06,6456,GIS-KY,79.8,7.4,4.1,52238.0,79.8,0.0,76.7,-3.88,3.31,0.6,0.0,0.0,-0.36
2023-06-06,2023-06-07,2701,萬企,15.1,9.42,3.47,14449.0,15.1,0.0,14.9,-1.32,3.01,1.0,0.0,0.0,-0.36
2023-06-06,2023-06-07,2706,第一店,19.05,8.24,3.84,36464.0,18.9,-0.79,19.05,0.0,3.75,2.3,-78.7,-0.79,-1.14
2023-06-07,2023-06-08,1612,宏泰,27.05,9.07,4.18,45574.0,27.75,2.59,28.1,3.88,6.6,4.0,258.8,2.59,2.23
2023-06-07,2023-06-08,3483,力致,83.8,8.13,3.76,102331.0,83.1,-0.84,81.5,-2.74,1.69,0.6,-83.5,-0.84,-1.19
2023-06-08,2023-06-09,6679,鈺太,331.5,8.51,4.28,87309.0,329.0,-0.75,334.0,0.75,1.36,0.1,-75.4,-0.75,-1.11
2023-06-08,2023-06-09,5340,建榮,62.0,8.39,4.5,65486.0,61.4,-0.97,65.0,4.84,1.94,0.5,-96.8,-0.97,-1.32
2023-06-09,2023-06-12,6577,勁豐,108.5,9.6,3.74,16467.0,118.0,8.76,119.0,9.68,3.91,0.2,875.6,8.76,8.4
2023-06-09,2023-06-12,6510,精測,575.0,9.32,5.09,92619.0,577.0,0.35,595.0,3.48,4.8,0.2,34.8,0.35,-0.01
2023-06-12,2023-06-13,6577,勁豐,119.0,9.68,3.91,22915.0,120.0,0.84,129.5,8.82,3.5,0.2,84.0,0.84,0.48
2023-06-12,2023-06-13,3515,華擎,219.5,9.2,3.34,239404.0,224.0,2.05,226.5,3.19,2.8,1.1,205.0,2.05,1.69
2023-06-13,2023-06-14,6577,勁豐,129.5,8.82,3.5,25143.0,128.0,-1.16,137.0,5.79,1.39,0.1,-115.8,-1.16,-1.52
2023-06-13,2023-06-14,4768,晶呈科技,200.5,8.67,3.43,41961.0,202.0,0.75,196.5,-2.0,1.92,0.1,74.8,0.75,0.39
2023-06-14,2023-06-15,1611,中電,18.85,6.8,7.43,45624.0,18.85,0.0,20.0,6.1,5.99,2.7,0.0,0.0,-0.36
2023-06-14,2023-06-15,4572,駐龍,175.0,6.06,3.04,60977.0,180.0,2.86,192.5,10.0,4.34,0.6,285.7,2.86,2.5
2023-06-15,2023-06-16,1815,富喬,14.65,9.74,4.19,30333.0,14.55,-0.68,14.3,-2.39,4.24,2.7,-68.3,-0.68,-1.04
2023-06-15,2023-06-16,4566,時碩工業,58.7,7.31,5.1,29276.0,59.0,0.51,58.8,0.17,5.47,0.7,51.1,0.51,0.15
2023-06-16,2023-06-19,2754,亞洲藏壽司,206.5,6.44,3.35,61001.0,211.0,2.18,199.0,-3.63,1.77,0.2,217.9,2.18,1.82
2023-06-16,2023-06-19,3380,明泰,40.35,5.77,4.39,87457.0,40.3,-0.12,39.3,-2.6,1.77,0.9,-12.4,-0.12,-0.48
2023-06-19,2023-06-20,6462,神盾,100.5,9.72,6.15,26826.0,101.0,0.5,108.5,7.96,6.2,0.4,49.8,0.5,0.14
2023-06-19,2023-06-20,1584,精剛,39.85,6.69,2.98,79918.0,39.85,0.0,38.55,-3.26,1.6,1.1,0.0,0.0,-0.36
2023-06-20,2023-06-21,2748,雲品,120.0,9.59,3.11,409189.0,124.5,3.75,115.5,-3.75,4.76,6.2,375.0,3.75,3.39
2023-06-20,2023-06-21,6462,神盾,108.5,7.96,6.2,40662.0,107.5,-0.92,106.0,-2.3,3.37,0.3,-92.2,-0.92,-1.28
2023-06-21,2023-06-26,3483,力致,88.3,9.28,3.36,144768.0,87.3,-1.13,87.4,-1.02,1.37,0.7,-113.3,-1.13,-1.49
2023-06-21,2023-06-26,6695,芯鼎,50.7,6.51,7.78,29173.0,49.15,-3.06,46.0,-9.27,2.53,0.2,-305.7,-3.06,-3.41
2023-06-26,2023-06-27,4566,時碩工業,62.7,5.2,3.6,37614.0,62.8,0.16,59.1,-5.74,2.25,0.4,15.9,0.16,-0.2
2023-06-26,2023-06-27,8936,國統,31.45,2.61,3.36,30663.0,31.25,-0.64,31.05,-1.27,3.21,1.1,-63.6,-0.64,-0.99
2023-06-27,2023-06-28,6111,光聚晶電,112.5,9.76,3.65,262094.0,112.0,-0.44,101.5,-9.78,3.17,2.4,-44.4,-0.44,-0.8
2023-06-28,2023-06-29,6841,長佳智能,100.5,7.72,5.26,42744.0,103.0,2.49,102.0,1.49,4.47,0.4,248.8,2.49,2.13
2023-06-28,2023-06-29,4157,太景*-KY,17.2,7.17,4.17,20112.0,18.1,5.23,18.1,5.23,6.16,2.5,523.3,5.23,4.88
2023-06-29,2023-06-30,2230,泰茂,100.5,9.72,4.17,38759.0,103.0,2.49,110.5,9.95,5.75,0.8,248.8,2.49,2.13
2023-06-29,2023-06-30,4175,杏一,125.5,9.61,2.77,24915.0,132.5,5.58,125.0,-0.4,7.64,0.9,557.8,5.58,5.22
2023-06-30,2023-07-03,6451,訊芯-KY,108.0,9.76,11.32,136878.0,112.0,3.7,118.5,9.72,4.42,0.6,370.4,3.7,3.35
2023-06-30,2023-07-03,1217,愛之味,12.8,8.02,9.49,50815.0,12.8,0.0,12.55,-1.95,2.48,1.2,0.0,0.0,-0.36
2023-07-03,2023-07-04,6451,訊芯-KY,118.5,9.72,4.42,74665.0,121.5,2.53,125.0,5.49,5.07,1.0,253.2,2.53,2.17
2023-07-03,2023-07-04,2636,台驊控股,77.5,9.31,4.81,35608.0,76.7,-1.03,76.1,-1.81,5.11,0.6,-103.2,-1.03,-1.39
2023-07-04,2023-07-05,4583,台灣精銳,266.0,9.02,10.56,69505.0,268.0,0.75,273.0,2.63,5.14,0.2,75.2,0.75,0.39
2023-07-04,2023-07-05,4927,泰鼎-KY,70.2,7.83,4.92,54340.0,69.2,-1.42,67.8,-3.42,2.74,0.5,-142.5,-1.42,-1.78
2023-07-05,2023-07-06,6138,茂達,174.5,9.75,3.19,94627.0,174.5,0.0,171.5,-1.72,5.26,1.2,0.0,0.0,-0.36
2023-07-05,2023-07-06,1611,中電,21.0,9.66,4.23,65131.0,20.55,-2.14,20.35,-3.1,2.08,1.7,-214.3,-2.14,-2.5
2023-07-06,2023-07-07,3701,大眾控,74.2,9.6,5.62,118349.0,72.8,-1.89,66.8,-9.97,3.41,1.1,-188.7,-1.89,-2.24
2023-07-06,2023-07-07,8086,宏捷科,101.0,7.56,4.31,141617.0,101.0,0.0,96.4,-4.55,2.81,0.9,0.0,0.0,-0.36
2023-07-07,2023-07-10,6703,軒郁,245.5,9.6,5.55,35918.0,250.0,1.83,264.0,7.54,5.94,0.2,183.3,1.83,1.48
2023-07-07,2023-07-10,3305,昇貿,57.2,6.92,6.93,72411.0,58.3,1.92,60.5,5.77,5.4,1.3,192.3,1.92,1.57
2023-07-10,2023-07-11,8255,朋程,185.0,9.79,5.24,118622.0,183.5,-0.81,194.0,4.86,6.51,1.1,-81.1,-0.81,-1.17
2023-07-10,2023-07-11,3645,達邁,45.95,9.67,7.73,33518.0,44.85,-2.39,45.5,-0.98,3.81,0.4,-239.4,-2.39,-2.75
2023-07-11,2023-07-12,3611,鼎翰,279.5,8.54,4.34,18455.0,281.5,0.72,276.5,-1.07,1.53,0.0,71.6,0.72,0.36
2023-07-11,2023-07-12,8155,博智,156.5,7.19,3.88,83321.0,160.5,2.56,172.0,9.9,3.92,0.6,255.6,2.56,2.2
2023-07-12,2023-07-13,6703,軒郁,297.5,9.38,3.3,43507.0,312.0,4.87,288.0,-3.19,2.75,0.1,487.4,4.87,4.52
2023-07-12,2023-07-13,6139,亞翔,77.4,8.71,5.06,175589.0,79.2,2.33,80.8,4.39,3.71,1.9,232.6,2.33,1.97
2023-07-13,2023-07-14,5474,聰泰,129.5,9.75,3.77,49185.0,129.0,-0.39,138.0,6.56,3.79,0.5,-38.6,-0.39,-0.74
2023-07-13,2023-07-14,6579,研揚,147.5,9.67,4.65,52739.0,155.5,5.42,161.5,9.49,5.06,0.5,542.4,5.42,5.07
2023-07-14,2023-07-17,4768,晶呈科技,226.0,9.71,3.76,50627.0,220.0,-2.65,211.0,-6.64,2.19,0.1,-265.5,-2.65,-3.01
2023-07-14,2023-07-17,6841,長佳智能,114.0,9.62,2.85,59881.0,124.0,8.77,125.0,9.65,1.43,0.3,877.2,8.77,8.41
2023-07-17,2023-07-18,1618,合機,26.85,9.37,3.69,56990.0,29.5,9.87,29.5,9.87,2.71,1.8,987.0,9.87,9.51
2023-07-17,2023-07-18,3088,艾訊,100.0,6.38,3.56,57403.0,101.0,1.0,96.5,-3.5,2.41,0.4,100.0,1.0,0.64
2023-07-18,2023-07-19,1313,聯成,16.65,8.82,7.9,45834.0,16.2,-2.7,15.75,-5.41,2.6,1.0,-270.3,-2.7,-3.06
2023-07-18,2023-07-19,6546,正基,98.5,8.24,5.18,80124.0,99.4,0.91,103.0,4.57,5.08,1.0,91.4,0.91,0.56
2023-07-19,2023-07-20,2405,輔信,15.25,9.71,3.14,48496.0,15.35,0.66,16.15,5.9,4.47,5.2,65.6,0.66,0.3
2023-07-19,2023-07-20,6796,晉弘,131.0,9.62,6.99,60332.0,130.0,-0.76,125.0,-4.58,3.75,0.3,-76.3,-0.76,-1.12
2023-07-20,2023-07-21,6231,系微,119.5,6.22,3.08,23764.0,118.0,-1.26,125.0,4.6,3.98,0.3,-125.5,-1.26,-1.61
2023-07-20,2023-07-21,2405,輔信,16.15,5.9,4.47,81415.0,15.7,-2.79,15.0,-7.12,2.36,2.8,-278.6,-2.79,-3.14
2023-07-21,2023-07-24,5340,建榮,59.5,8.78,6.03,71134.0,58.6,-1.51,55.6,-6.55,2.91,0.6,-151.3,-1.51,-1.87
2023-07-21,2023-07-24,3013,晟銘電,56.8,8.19,2.53,272330.0,58.5,2.99,53.4,-5.99,2.89,6.4,299.3,2.99,2.64
2023-07-24,2023-07-25,3227,原相,129.0,9.79,3.29,47504.0,139.0,7.75,125.5,-2.71,8.16,1.5,775.2,7.75,7.39
2023-07-24,2023-07-25,3450,聯鈞,48.0,7.5,3.04,30883.0,49.0,2.08,52.8,10.0,3.59,0.9,208.3,2.08,1.73
2023-07-25,2023-07-26,6811,宏碁資訊,397.0,9.37,3.28,192611.0,385.0,-3.02,393.0,-1.01,0.76,0.1,-302.3,-3.02,-3.38
2023-07-25,2023-07-26,1815,富喬,14.25,7.95,5.05,20711.0,14.25,0.0,13.8,-3.16,2.27,0.7,0.0,0.0,-0.36
2023-07-26,2023-07-27,5203,訊連,106.5,8.34,6.78,47834.0,108.0,1.41,101.0,-5.16,5.44,0.5,140.8,1.41,1.05
2023-07-26,2023-07-27,1442,名軒,35.15,7.16,4.43,18334.0,35.2,0.14,34.8,-1.0,4.29,0.6,14.2,0.14,-0.21
2023-07-27,2023-07-28,3014,聯陽,146.0,9.77,4.06,197713.0,144.0,-1.37,158.0,8.22,4.38,1.9,-137.0,-1.37,-1.73
2023-07-27,2023-07-28,4961,天鈺,146.0,9.77,4.44,104622.0,149.0,2.05,148.0,1.37,5.11,1.1,205.5,2.05,1.7
2023-07-28,2023-07-31,6231,系微,157.5,9.76,5.71,123526.0,173.0,9.84,173.0,9.84,4.09,0.7,984.1,9.84,9.48
2023-07-28,2023-07-31,3014,聯陽,158.0,8.22,4.38,286735.0,160.0,1.27,154.5,-2.22,1.95,0.9,126.6,1.27,0.91
2023-07-31,2023-08-01,2363,矽統,20.2,9.78,4.53,45638.0,21.6,6.93,20.4,0.99,7.19,5.5,693.1,6.93,6.57
2023-07-31,2023-08-01,8027,鈦昇,68.5,9.25,5.22,77425.0,69.4,1.31,64.6,-5.69,5.22,1.5,131.4,1.31,0.96
2023-08-01,2023-08-02,2428,興勤,175.5,9.69,6.67,99532.0,170.0,-3.13,167.0,-4.84,3.59,0.4,-313.4,-3.13,-3.49
2023-08-01,2023-08-02,2612,中航,44.3,7.52,4.5,20634.0,44.35,0.11,41.55,-6.21,3.69,0.5,11.3,0.11,-0.24
2023-08-02,2023-08-04,1785,光洋科,41.35,9.68,8.6,215848.0,38.0,-8.1,37.25,-9.92,3.13,2.2,-810.2,-8.1,-8.46
2023-08-02,2023-08-04,2520,冠德,31.9,3.24,3.22,20710.0,31.95,0.16,31.8,-0.31,2.07,0.5,15.7,0.16,-0.2
2023-08-04,2023-08-07,2428,興勤,179.5,7.49,3.99,86159.0,178.0,-0.84,178.5,-0.56,1.83,0.2,-83.6,-0.84,-1.19
2023-08-04,2023-08-07,2464,盟立,40.85,6.8,4.39,27465.0,41.8,2.33,43.0,5.26,6.4,1.4,232.6,2.33,1.97
2023-08-07,2023-08-08,2462,良得電,38.45,8.92,4.41,46017.0,38.1,-0.91,37.9,-1.43,2.26,0.7,-91.0,-0.91,-1.27
2023-08-07,2023-08-08,3526,凡甲,173.5,6.12,3.82,25026.0,183.0,5.48,189.0,8.93,10.76,0.8,547.6,5.48,5.12
2023-08-08,2023-08-09,2363,矽統,21.3,9.23,3.42,71222.0,21.3,0.0,22.45,5.4,4.95,6.5,0.0,0.0,-0.36
