event_date,stock_id,公司簡稱,參與分點清單,參與分點數,ret_10d,ret_20d,ret_60d,excess_10d,excess_20d,excess_60d
2025-05-16,2615,萬海,凱基-信義|凱基-站前|新加坡商瑞銀,3,-0.00900901,-0.08558559,-0.20630631,0.01962063,-0.06773689,-0.21161115
2025-05-20,2454,聯發科,港商野村|新加坡商瑞銀,2,-0.03041825,-0.02281369,0.0418251,-0.02261899,-0.01703819,0.02138213
2025-05-20,2603,長榮,港商野村|新加坡商瑞銀,2,-0.02330097,-0.04271845,-0.23495146,-0.01550171,-0.03694295,-0.25539442
2025-06-02,1101,台泥,港商野村|新加坡商瑞銀,2,-0.03249097,-0.07942238,-0.15884477,-0.04358966,-0.08658021,-0.21694463
2025-06-05,2308,台達電,凱基-站前|新加坡商瑞銀,2,0.01507538,0.15326633,0.78140704,0.02654124,0.14837829,0.72701299
2025-06-05,3017,奇鋐,凱基-站前|港商野村,2,0.09615385,0.15828402,0.50147929,0.10761971,0.15339598,0.44708524
2025-06-09,2330,台積電,港商野村|新加坡商瑞銀,2,0.01492537,0.07462687,0.15920398,0.03753252,0.08583435,0.11358918
2025-06-09,6274,台燿,凱基-信義|新加坡商瑞銀,2,0.0313253,0.10361446,0.64337349,0.05393244,0.11482194,0.59775869
2025-06-13,3231,緯創,凱基-站前|新加坡商瑞銀,2,0.02109705,0.00843882,-0.02531646,0.01662273,0.00964673,-0.08820571
2025-06-19,3661,世芯-KY,凱基-信義|港商野村,2,0.10627178,0.30836237,0.36759582,0.08972819,0.2945104,0.30599506
2025-06-24,2383,台光電,凱基-站前|新加坡商瑞銀,2,0.10813953,0.15116279,0.49418605,0.11939401,0.15610079,0.43150793
2025-07-02,2357,華碩,港商野村|新加坡商瑞銀,2,-0.0407855,-0.01359517,0.03323263,-0.03599454,-0.01792389,-0.03013549
2025-07-03,2308,台達電,凱基-站前|新加坡商瑞銀,2,0.08714597,0.23529412,0.92592593,0.08979378,0.23981629,0.86891188
2025-07-03,2317,鴻海,港商野村|新加坡商瑞銀,2,0.0,0.08536585,0.40243902,0.00264781,0.08988803,0.34542498
2025-07-04,2382,廣達,港商野村|新加坡商瑞銀,2,-0.01618705,0.02517986,0.02517986,-0.02602999,0.01185863,-0.02845612
2025-07-04,3711,日月光投控,港商野村|新加坡商瑞銀,2,0.04761905,0.03741497,0.12585034,0.03777611,0.02409374,0.07221436
2025-07-07,2330,台積電,港商野村|新加坡商瑞銀,2,0.06481481,0.05092593,0.20833333,0.04864205,0.02728446,0.1370781
2025-07-09,2454,聯發科,凱基-站前|港商野村|新加坡商瑞銀,3,0.05535055,-0.02583026,-0.05535055,0.04046368,-0.05984488,-0.12670049
2025-07-09,3017,奇鋐,凱基-士林|新加坡商瑞銀,2,0.04069051,0.23921085,0.35635018,0.02580363,0.20519623,0.28500024
2025-07-29,6669,緯穎,凱基-站前|新加坡商瑞銀,2,0.24334601,0.16159696,0.5418251,0.21674829,0.11547201,0.47169704
2025-07-31,2308,台達電,港商野村|新加坡商瑞銀,2,0.18165785,0.25044092,0.86948854,0.14922576,0.19640921,0.80586989
2025-07-31,2317,鴻海,港商野村|新加坡商瑞銀,2,0.12078652,0.15730337,0.46067416,0.08835443,0.10327166,0.39705551
2025-08-05,2330,台積電,凱基-站前|新加坡商瑞銀,2,0.03043478,0.00869565,0.31304348,0.01083015,-0.01213534,0.27265448
2025-08-06,2382,廣達,港商野村|新加坡商瑞銀,2,-0.10051993,-0.12131716,-0.0034662,-0.10615199,-0.14905296,-0.03256881
2025-08-21,3706,神達,凱基-站前|新加坡商瑞銀,2,-0.0923913,-0.09565217,-0.06195652,-0.10748594,-0.12002476,-0.04014136
2025-08-25,2454,聯發科,港商野村|新加坡商瑞銀,2,0.0141844,-0.0035461,-0.18794326,-0.0043572,-0.02480971,-0.15640084
2025-08-26,6919,康霈*,港商野村|新加坡商瑞銀,2,0.28140704,-0.01256281,-0.30904523,0.2660774,-0.02910524,-0.28397266
2025-08-28,2317,鴻海,港商野村|新加坡商瑞銀,2,0.04126214,0.11650485,0.10194175,0.04597143,0.10911983,0.11522629
2025-08-29,6191,精成科,凱基-信義|凱基-站前,2,-0.12152778,-0.19791667,-0.10763889,-0.11926281,-0.18906752,-0.09787459
2025-09-02,2330,台積電,凱基-站前|港商野村|新加坡商瑞銀,3,0.10344828,0.14224138,0.21551724,0.08968006,0.12678142,0.20797846
2025-09-02,8046,南電,港商野村|新加坡商瑞銀,2,-0.00253807,0.15736041,0.35279188,-0.01630629,0.14190045,0.3452531
2025-09-03,3661,世芯-KY,港商野村|新加坡商瑞銀,2,-0.05527638,-0.17462312,-0.14070352,-0.06151769,-0.18276853,-0.14311602
2025-09-04,2059,川湖,凱基-站前|新加坡商瑞銀,2,0.14023372,0.14023372,0.15025042,0.13109373,0.13618582,0.14672383
2025-09-04,5439,高技,凱基-信義|港商野村,2,-0.00925926,0.01697531,0.03549383,-0.01839925,0.0129274,0.03196724
2025-09-08,3711,日月光投控,凱基-信義|港商野村,2,0.0058309,0.01749271,0.34693878,0.00315844,0.01731712,0.35063231
2025-09-16,2344,華邦電,凱基-站前|新加坡商瑞銀,2,0.20930233,0.57245081,1.54382826,0.20763356,0.57309222,1.53374889
2025-09-16,3037,欣興,港商野村|新加坡商瑞銀,2,0.01973684,0.05592105,0.45723684,0.01806808,0.05656247,0.44715747
2025-09-17,2301,光寶科,凱基-站前|新加坡商瑞銀,2,0.06896552,0.03134796,-0.05015674,0.06707322,0.02858081,-0.05329873
2025-09-18,3231,緯創,港商野村|新加坡商瑞銀,2,0.27916667,0.1875,0.15,0.28421263,0.18595097,0.15252009
2025-09-23,1504,東元,凱基-信義|凱基-站前,2,0.16489362,0.22340426,-0.06702128,0.16369893,0.21710609,-0.07725257
2025-09-24,8299,群聯,港商野村|新加坡商瑞銀,2,0.21726619,0.47482014,0.69064748,0.22503289,0.47426803,0.68034592
2025-09-25,2303,聯電,港商野村|新加坡商瑞銀,2,0.01241535,0.02934537,0.12076749,0.03014465,0.02764744,0.11011673
2025-09-25,2317,鴻海,港商野村|新加坡商瑞銀,2,-0.10434783,0.13043478,-0.02608696,-0.08661853,0.12873685,-0.03673772
2025-10-02,2308,台達電,港商野村|新加坡商瑞銀,2,0.13534676,0.09060403,0.07718121,0.13447355,0.09736446,0.05536834
2025-10-02,6488,環球晶,港商野村|新加坡商瑞銀,2,0.02040816,-0.01836735,-0.17142857,0.01953496,-0.01160691,-0.19324144
2025-10-03,2330,台積電,港商野村|新加坡商瑞銀,2,0.05714286,0.04285714,0.13214286,0.05051442,0.05287379,0.10561366
2025-10-07,1815,富喬,凱基-站前|新加坡商瑞銀,2,-0.10589812,0.07238606,0.17962466,-0.11129395,0.07920046,0.16555528
2025-10-07,8358,金居,凱基-站前|新加坡商瑞銀,2,-0.15789474,-0.11500975,0.06432749,-0.16329056,-0.10819534,0.0502581
2025-10-08,2454,聯發科,港商野村|新加坡商瑞銀,2,-0.02996255,-0.05617978,0.11235955,-0.03182635,-0.04229553,0.09244778
2025-10-08,3008,大立光,港商野村|新加坡商瑞銀,2,-0.08651911,-0.11267606,0.0362173,-0.08838292,-0.09879181,0.01630553
2025-10-14,3661,世芯-KY,凱基-信義|新加坡商瑞銀,2,0.05691057,0.14471545,0.16097561,0.03713269,0.13484527,0.1168872
2025-10-14,6669,緯穎,港商野村|新加坡商瑞銀,2,0.17094017,0.2991453,0.20797721,0.1511623,0.28927512,0.1638888
2025-10-16,2408,南亞科,港商野村|新加坡商瑞銀,2,0.39620653,0.67017914,1.42360379,0.39403641,0.68068039,1.38374528
2025-10-16,8046,南電,港商野村|新加坡商瑞銀,2,0.03197158,0.0035524,-0.04795737,0.02980145,0.01405365,-0.08781588
2025-10-21,2327,國巨*,港商野村|新加坡商瑞銀,2,0.13902439,0.09756098,0.3804878,0.15555987,0.14412669,0.32795439
2025-10-27,3711,日月光投控,港商野村|新加坡商瑞銀,2,0.12839506,0.03950617,0.43703704,0.15045281,0.08644648,0.39017948
2025-10-29,2449,京元電子,凱基-站前|新加坡商瑞銀,2,0.01690821,0.02415459,0.38405797,0.02662376,0.04633291,0.32422026
2025-11-03,3653,健策,凱基-士林|新加坡商瑞銀,2,0.19114219,0.30536131,0.31002331,0.21154861,0.31676299,0.23738819
2025-11-05,2330,台積電,港商野村|新加坡商瑞銀,2,-0.04452055,-0.00684932,0.21575342,-0.0139854,-0.01644283,0.15055121
2025-11-07,2454,聯發科,港商野村|新加坡商瑞銀,2,-0.09126984,0.13095238,0.42460317,-0.05531568,0.12079557,0.36858199
2025-11-13,2317,鴻海,港商野村|新加坡商瑞銀,2,-0.08333333,-0.1031746,-0.13293651,-0.07374749,-0.10662742,-0.17804514
2025-11-14,2308,台達電,港商野村|新加坡商瑞銀,2,0.01084599,0.01735358,0.28524946,0.00523439,0.00069158,0.22862743
2025-11-18,2408,南亞科,凱基-信義|新加坡商瑞銀,2,-0.06853583,-0.01557632,0.80062305,-0.09733481,-0.05154972,0.69761128
2025-11-18,6805,富世達,凱基-士林|新加坡商瑞銀,2,0.08013937,0.03135889,0.03135889,0.05134039,-0.00461452,-0.07165289
2025-11-19,3017,奇鋐,港商野村|新加坡商瑞銀,2,0.01119403,0.0,0.15671642,-0.03019857,-0.04457873,0.03745204
2025-11-24,2368,金像電,港商野村|新加坡商瑞銀,2,0.08888889,0.2037037,0.45740741,0.04763703,0.15035047,0.33103672
2025-11-24,3711,日月光投控,港商野村|新加坡商瑞銀,2,0.12826603,0.10213777,0.76009501,0.08701417,0.04878453,0.63372433
2025-11-24,5274,信驊,港商野村|新加坡商瑞銀,2,0.01717408,0.06167057,0.48321624,-0.02407778,0.00831733,0.35684555
2025-11-27,7769,鴻勁,凱基-信義|新加坡商瑞銀,2,0.06972789,0.15306122,0.44387755,0.05656304,0.12306388,0.37796013
2025-12-02,3231,緯創,港商野村|新加坡商瑞銀,2,-0.02797203,0.05244755,-0.0979021,-0.03494561,0.02479082,-0.14104559
2025-12-03,2330,台積電,凱基-站前|國泰-板橋|港商野村|新加坡商瑞銀,4,-0.0137931,0.09310345,0.33793103,-0.0168526,0.06604098,0.27842357
2025-12-04,2303,聯電,港商野村|新加坡商瑞銀,2,0.04791667,0.01041667,0.2625,0.05175395,-0.00617654,0.2079251
2025-12-05,2454,聯發科,港商野村|新加坡商瑞銀,2,-0.01052632,0.04210526,0.20701754,-0.01509778,0.0182327,0.14991075
2025-12-10,2345,智邦,港商野村|新加坡商瑞銀,2,0.09174312,0.1146789,0.46788991,0.07905695,0.08703597,0.38850203
2025-12-17,2344,華邦電,港商野村|新加坡商瑞銀,2,0.22868742,0.44113667,0.32882273,0.20475765,0.38430956,0.26207998
2025-12-17,3653,健策,凱基-士林|新加坡商瑞銀,2,-0.04251386,-0.1090573,0.45841035,-0.06644363,-0.16588441,0.3916676
2025-12-22,2368,金像電,凱基-站前|新加坡商瑞銀,2,-0.01076923,-0.08307692,0.38153846,-0.02733166,-0.12585875,0.34143352
2025-12-22,6770,力積電,港商野村|新加坡商瑞銀,2,0.21631644,0.54758962,0.43634116,0.19975401,0.50480779,0.39623623
2025-12-29,2317,鴻海,凱基-站前|新加坡商瑞銀,2,-0.01948052,-0.02380952,-0.16883117,-0.03751899,-0.07396296,-0.19831051
2025-12-31,3231,緯創,凱基-站前|新加坡商瑞銀,2,-0.04651163,-0.11960133,-0.11960133,-0.08173167,-0.16526544,-0.17243527
2026-01-02,2449,京元電子,港商野村|新加坡商瑞銀,2,0.02242991,0.10654206,0.03738318,-0.00969862,0.07926249,-0.01667973
2026-01-06,2382,廣達,港商野村|新加坡商瑞銀,2,-0.01595745,-0.01950355,0.14539007,-0.05707982,-0.04053219,0.07347611
2026-01-07,2303,聯電,凱基-信義|新加坡商瑞銀,2,0.26432532,0.14232902,0.14787431,0.23853311,0.11691026,0.07661074
2026-01-08,6669,緯穎,港商野村|新加坡商瑞銀,2,-0.19032258,-0.22365591,-0.20430108,-0.22638547,-0.24579712,-0.28885347
2026-01-09,2313,華通,港商野村|新加坡商瑞銀,2,0.48051948,0.48917749,1.26406926,0.44535901,0.48275972,1.17609121
2026-01-13,2345,智邦,港商野村|新加坡商瑞銀,2,-0.02118644,0.1779661,0.8559322,-0.05273237,0.17251568,0.76244841
2026-01-13,2454,聯發科,港商野村|新加坡商瑞銀,2,0.1952862,0.24242424,0.40740741,0.16374027,0.23697382,0.31392361
2026-01-16,3037,欣興,凱基-站前|港商野村|新加坡商瑞銀,3,0.38138686,0.62773723,1.88321168,0.38608488,0.61385489,1.82716217
2026-01-16,3653,健策,凱基-士林|新加坡商瑞銀,2,0.17842324,0.21991701,1.22821577,0.18312126,0.20603468,1.17216626
2026-01-16,8046,南電,凱基-站前|新加坡商瑞銀,2,0.34196891,0.73747841,2.01899827,0.34666693,0.72359607,1.96294877
2026-01-21,2330,台積電,凱基-站前|新加坡商瑞銀,2,0.02586207,0.13505747,0.25287356,0.02622613,0.10960898,0.193309
2026-01-23,6805,富世達,凱基-站前|凱基-士林,2,0.11956522,0.19202899,0.60507246,0.14733165,0.22161893,0.54330174
2026-01-26,3711,日月光投控,港商野村|新加坡商瑞銀,2,0.04807692,0.13301282,0.66666667,0.07546801,0.15054754,0.60105587
2026-01-30,2408,南亞科,凱基-信義|新加坡商瑞銀,2,-0.08728943,-0.22205207,-0.07810107,-0.10595749,-0.22624813,-0.17513471
2026-01-30,6442,光聖,港商野村|新加坡商瑞銀,2,0.1372549,0.0140056,0.09243697,0.11858684,0.00980954,-0.00459666
2026-01-30,6770,力積電,凱基-站前|新加坡商瑞銀,2,0.06043165,-0.04604317,-0.10071942,0.04176359,-0.05023923,-0.19775306
2026-02-03,3017,奇鋐,港商野村|新加坡商瑞銀,2,0.0795107,0.14067278,0.58103976,0.04147663,0.12947751,0.48118357
2026-02-05,2303,聯電,港商野村|新加坡商瑞銀,2,0.01788618,-0.01300813,0.78861789,-0.0022045,-0.03489291,0.7051204
2026-02-06,3324,雙鴻,凱基-站前|新加坡商瑞銀,2,-0.05631068,0.0,-0.04660194,-0.05443509,-0.04365511,-0.14568558
2026-02-06,6669,緯穎,凱基-士林|新加坡商瑞銀,2,0.07270233,0.04938272,0.39643347,0.07457792,0.0057276,0.29734983
2026-02-09,2308,台達電,港商野村|新加坡商瑞銀,2,0.13135593,0.23305085,0.62288136,0.12122198,0.20205132,0.53779238
2026-02-09,2337,旺宏,港商野村|新加坡商瑞銀,2,0.21058559,0.76801802,0.62162162,0.20045164,0.73701849,0.53653265
2026-02-09,3661,世芯-KY,凱基-士林|港商野村|新加坡商瑞銀,3,-0.00456621,-0.01978691,0.34855403,-0.01470016,-0.05078643,0.26346506
2026-02-10,2317,鴻海,港商野村|新加坡商瑞銀,2,0.00904977,-0.08144796,0.08597285,-0.00440039,-0.11040365,0.00175329
2026-02-10,2454,聯發科,港商野村|新加坡商瑞銀,2,-0.04336043,-0.07859079,0.75067751,-0.05681059,-0.10754648,0.66645795
2026-02-23,2449,京元電子,港商野村|新加坡商瑞銀,2,-0.07424961,-0.12006319,-0.06477093,-0.04720836,-0.10764851,-0.16593122
2026-02-23,3529,力旺,凱基-信義|新加坡商瑞銀,2,0.03669725,0.16284404,0.66284404,0.06373849,0.17525872,0.56168375
2026-02-24,3037,欣興,凱基-站前|新加坡商瑞銀,2,0.04484305,0.13452915,1.21973094,0.05904983,0.13896741,1.11544845
2026-02-24,3105,穩懋,港商野村|新加坡商瑞銀,2,0.00504202,0.15798319,0.82521008,0.0192488,0.16242146,0.7209276
2026-02-25,8299,群聯,凱基-站前|新加坡商瑞銀,2,-0.05974026,-0.14285714,0.3012987,-0.03994118,-0.13003737,0.19936104
2026-02-26,3481,群創,港商野村|新加坡商瑞銀,2,0.10820896,-0.07462687,0.87313433,0.13406437,-0.05517911,0.78283949
2026-03-02,1802,台玻,凱基-站前|新加坡商瑞銀,2,-0.08184524,-0.19047619,0.04761905,-0.0621385,-0.16315589,-0.03840538
2026-03-05,2330,台積電,國泰-板橋|港商野村,2,-0.02631579,-0.04736842,0.25263158,-0.04697204,-0.04005802,0.1022994
2026-03-06,2382,廣達,港商野村|新加坡商瑞銀,2,-0.01903114,0.0,0.44290657,-0.03433089,0.0075917,0.28360122
2026-03-10,2357,華碩,港商野村|新加坡商瑞銀,2,0.06403013,0.06967985,0.69491525,0.04899706,0.03247654,0.52000688
2026-03-10,2376,技嘉,港商野村|新加坡商瑞銀,2,0.06334842,0.13574661,0.66968326,0.04831535,0.09854329,0.49477488
2026-03-16,2603,長榮,港商野村|新加坡商瑞銀,2,-0.06864989,-0.07093822,0.03432494,-0.06088328,-0.10982224,-0.07376259
2026-03-16,6531,愛普*,凱基-信義|新加坡商瑞銀,2,-0.08143939,0.11931818,0.68560606,-0.07367278,0.08043416,0.57751853
2026-03-18,6669,緯穎,凱基-士林|新加坡商瑞銀,2,-0.10588235,-0.00522876,0.28104575,-0.0812082,-0.04105006,0.16171404
2026-03-19,2337,旺宏,港商野村|新加坡商瑞銀,2,-0.17834395,-0.23248408,0.06050955,-0.15094329,-0.28043822,-0.05999315
2026-03-19,3017,奇鋐,港商野村|新加坡商瑞銀,2,0.02729529,0.23573201,0.17617866,0.05469594,0.18777787,0.05567596
2026-03-20,2308,台達電,港商野村|新加坡商瑞銀,2,0.02711864,0.36610169,0.46101695,0.04966513,0.30915029,0.33139562
2026-03-24,3529,力旺,港商野村|新加坡商瑞銀,2,0.1321499,0.57001972,0.25443787,0.11030801,0.50340066,0.07700885
2026-03-26,2313,華通,凱基-信義|港商野村|新加坡商瑞銀,3,0.13645621,-0.0407332,-0.02240326,0.11177902,-0.08345106,-0.1738182
2026-03-27,8299,群聯,港商野村|新加坡商瑞銀,2,0.12460064,0.25878594,0.58146965,0.09317089,0.20840002,0.43314954
2026-04-02,3661,世芯-KY,凱基-士林|港商野村,2,0.34011091,0.53419593,0.64510166,0.26263317,0.44157899,0.48346038
2026-04-08,2383,台光電,港商野村|新加坡商瑞銀,2,0.28233438,0.56466877,0.91798107,0.21600813,0.49169327,0.76141852
2026-04-09,2327,國巨*,港商野村|新加坡商瑞銀,2,0.04795737,0.38188277,2.57015986,0.00413731,0.31467053,2.41234241
2026-04-09,2330,台積電,凱基-站前|新加坡商瑞銀,2,0.06393862,0.1713555,0.25831202,0.02011856,0.10414326,0.10049457
2026-04-09,2382,廣達,港商野村|新加坡商瑞銀,2,0.02875399,0.08785942,0.20766773,-0.01506607,0.02064719,0.04985029
2026-04-09,2409,友達,凱基-信義|新加坡商瑞銀,2,-0.05333333,-0.048,0.69066667,-0.09715339,-0.11521224,0.53284922
2026-04-09,3105,穩懋,港商野村|新加坡商瑞銀,2,0.28440367,0.12958716,-0.03440367,0.24058361,0.06237492,-0.19222112
2026-04-14,7769,鴻勁,港商野村|新加坡商瑞銀,2,0.21863799,0.77777778,0.59139785,0.20025945,0.73013336,0.48800504
2026-04-16,2303,聯電,凱基-站前|新加坡商瑞銀,2,0.1317716,0.61054173,1.21083455,0.12694629,0.58939472,1.14949593
2026-04-17,1815,富喬,凱基-信義|港商野村|新加坡商瑞銀,3,-0.14173228,-0.18503937,-0.28110236,-0.1519577,-0.20173019,-0.35257618
2026-04-17,3443,創意,港商野村|新加坡商瑞銀,2,0.43932412,0.4562212,0.26574501,0.4290987,0.43953038,0.19427119
2026-04-17,4979,華星光,凱基-信義|港商野村,2,0.03881988,-0.14440994,-0.36335404,0.02859446,-0.16110075,-0.43482786
2026-04-20,3231,緯創,港商野村|新加坡商瑞銀,2,0.01067616,-0.0569395,0.04270463,-0.00337444,-0.06124215,-0.01548946
2026-04-21,2454,聯發科,凱基-站前|新加坡商瑞銀,2,0.64114833,0.54545455,0.61244019,0.63589768,0.54852253,0.60181468
2026-04-21,3081,聯亞,港商野村|新加坡商瑞銀,2,-0.09540034,-0.120954,-0.49574106,-0.10065099,-0.11788602,-0.50636656
2026-04-21,3260,威剛,港商野村|新加坡商瑞銀,2,0.17280813,0.03049555,-0.06861499,0.16755749,0.03356354,-0.0792405
2026-04-22,2324,仁寶,凱基-士林|新加坡商瑞銀,2,-0.10076336,-0.07328244,0.05038168,-0.10699902,-0.08282783,0.05620062
2026-04-23,3189,景碩,港商野村|新加坡商瑞銀,2,-0.04384134,0.27139875,0.55741127,-0.0662515,0.22603707,0.5251932
2026-04-24,2317,鴻海,港商野村|新加坡商瑞銀,2,0.13769752,0.17832957,0.13544018,0.10376896,0.11814016,0.09145814
2026-04-24,3017,奇鋐,凱基-站前|港商野村,2,-0.13242784,-0.12563667,-0.23089983,-0.1663564,-0.18582609,-0.27488187
2026-04-27,2313,華通,港商野村|新加坡商瑞銀,2,0.10403397,0.20806794,-0.09129512,0.06182906,0.13755046,-0.13889141
2026-04-27,2337,旺宏,凱基-信義|凱基-站前|新加坡商瑞銀,3,0.05517241,0.10689655,-0.10689655,0.01296751,0.03637907,-0.15449284
2026-04-27,2408,南亞科,凱基-信義|凱基-士林|港商野村|新加坡商瑞銀,4,0.41721854,0.33995585,0.8807947,0.37501364,0.26943837,0.83319841
2026-04-27,6805,富世達,凱基-士林|新加坡商瑞銀,2,-0.10628019,-0.13768116,-0.29710145,-0.1484851,-0.20819864,-0.34469774
2026-04-27,8046,南電,凱基-站前|港商野村,2,-0.01423877,0.00985761,0.34720701,-0.05644368,-0.06065987,0.29961072
2026-04-28,8210,勤誠,港商野村|新加坡商瑞銀,2,0.2991453,0.19230769,-0.06410256,0.27040758,0.13372613,-0.09179103
2026-04-29,2449,京元電子,港商野村|新加坡商瑞銀,2,0.04409171,0.1287478,-0.02645503,0.01842195,0.0776914,-0.05023043
2026-04-30,3037,欣興,凱基-站前|港商野村,2,-0.07021518,0.19479049,-0.13476784,-0.0864585,0.1271054,-0.12639269
2026-05-04,2345,智邦,港商野村|新加坡商瑞銀,2,-0.00399202,0.00199601,-0.23752495,-0.01039197,-0.06713493,-0.19472029
2026-05-06,3665,貿聯-KY,港商野村|新加坡商瑞銀,2,-0.28415301,-0.16029144,-0.23497268,-0.27587783,-0.23495911,-0.20131874
2026-05-06,8299,群聯,凱基-士林|港商野村,2,-0.02580645,0.15483871,-0.29462366,-0.01753127,0.08017104,-0.26096972
2026-05-07,3264,欣銓,凱基-站前|港商野村,2,-0.11871227,-0.04828974,-0.24547284,-0.12200149,-0.1114171,-0.21677072
2026-05-07,3661,世芯-KY,港商野村|新加坡商瑞銀,2,0.02294056,-0.09489051,-0.32221064,0.01965134,-0.15801787,-0.29350852
2026-05-07,5274,信驊,港商野村|新加坡商瑞銀,2,-0.08105087,0.02096143,-0.10704304,-0.08434009,-0.04216593,-0.07834092
2026-05-07,5347,世界,港商野村|新加坡商瑞銀,2,-0.11859838,-0.1212938,-0.18598383,-0.1218876,-0.18442116,-0.15728171
2026-05-07,6147,頎邦,凱基-信義|港商野村,2,0.15584416,0.40779221,-0.2961039,0.15255494,0.34466485,-0.26740178
2026-05-08,2327,國巨*,凱基-站前|港商野村|新加坡商瑞銀,3,0.61696658,0.97686375,0.45501285,0.59451814,0.91543877,0.46785187
2026-05-08,3450,聯鈞,凱基-信義|新加坡商瑞銀,2,0.12073171,0.22195122,0.05365854,0.09828327,0.16052623,0.06649755
2026-05-08,6285,啟碁,港商野村|新加坡商瑞銀,2,0.1959596,0.17979798,0.02020202,0.17351116,0.11837299,0.03304104
2026-05-11,2301,光寶科,凱基-信義|新加坡商瑞銀,2,0.015625,-0.02455357,0.11160714,-0.0097741,-0.04677497,0.11904723
2026-05-11,2330,台積電,凱基-站前|國泰-板橋|新加坡商瑞銀,3,0.03355705,0.02684564,0.07606264,0.00815795,0.00462424,0.08350272
2026-05-11,8996,高力,凱基-站前|新加坡商瑞銀,2,0.07582938,0.14691943,-0.01895735,0.05043028,0.12469803,-0.01151726
2026-05-12,3006,晶豪科,港商野村|新加坡商瑞銀,2,0.05227273,-0.025,0.17272727,0.02510669,-0.06373517,0.1765509
2026-05-12,3711,日月光投控,港商野村|新加坡商瑞銀,2,0.1009009,0.02522523,0.07207207,0.07373486,-0.01350994,0.0758957
2026-05-13,7769,鴻勁,凱基-站前|新加坡商瑞銀,2,0.0483871,-0.08064516,-0.15053763,0.01937694,-0.1066005,-0.14913908
2026-05-15,2344,華邦電,凱基-站前|新加坡商瑞銀,2,0.22007722,0.32818533,0.37451737,0.16945768,0.27837283,0.35282975
2026-05-15,3008,大立光,凱基-信義|凱基-站前,2,0.0203193,0.16690856,0.26415094,-0.03030024,0.11709606,0.24246332
2026-05-15,3044,健鼎,港商野村|新加坡商瑞銀,2,0.09109948,0.0408377,-0.07539267,0.04047994,-0.00897481,-0.09708029
2026-05-15,6239,力成,凱基-信義|新加坡商瑞銀,2,0.52822581,0.40120968,0.1391129,0.47760627,0.35139718,0.11742528
2026-05-18,2303,聯電,凱基-信義|凱基-站前,2,0.31531532,0.27477477,0.10810811,0.25298326,0.21189273,0.08047797
2026-05-18,3443,創意,港商野村|新加坡商瑞銀,2,-0.01793249,0.01582278,0.08227848,-0.08026455,-0.04705926,0.05464834
2026-05-18,8028,昇陽半導體,港商野村|新加坡商瑞銀,2,0.28007181,0.14362657,-0.04847397,0.21773976,0.08074453,-0.07610411
2026-05-20,2454,聯發科,凱基-站前|新加坡商瑞銀,2,0.40712074,0.38080495,0.30340557,0.3234858,0.30876167,0.27365989
2026-05-21,3090,日電貿,凱基-站前|新加坡商瑞銀,2,0.12755102,0.69642857,-0.15306122,0.06790906,0.63454264,-0.16428491
2026-05-21,3481,群創,凱基-信義|港商野村|新加坡商瑞銀,3,0.37438424,0.5862069,0.26108374,0.31474227,0.52432096,0.24986006
2026-05-22,2360,致茂,凱基-站前|新加坡商瑞銀,2,0.12995595,0.01762115,0.0154185,0.09183515,-0.03836646,0.02945597
2026-05-22,2455,全新,港商野村|新加坡商瑞銀,2,-0.06117647,-0.03647059,-0.01764706,-0.09929727,-0.09245819,-0.00360959
2026-05-22,3081,聯亞,凱基-站前|新加坡商瑞銀,2,-0.0202952,-0.12361624,0.07933579,-0.058416,-0.17960384,0.09337326
2026-05-22,3105,穩懋,凱基-站前|港商野村,2,-0.08945386,0.01883239,-0.29472693,-0.12757466,-0.03715521,-0.28068946
2026-05-22,3189,景碩,凱基-信義|凱基-站前|港商野村|新加坡商瑞銀,4,0.16912972,0.30706076,0.42036125,0.13100893,0.25107315,0.43439872
2026-05-25,2317,鴻海,港商野村|新加坡商瑞銀,2,0.03256705,-0.00574713,-0.06130268,0.03566604,-0.03725678,-0.03388768
2026-05-25,2404,漢唐,港商野村|新加坡商瑞銀,2,-0.10843373,0.01204819,-0.12048193,-0.10533474,-0.01946146,-0.09306693
2026-05-25,3211,順達,凱基-信義|新加坡商瑞銀,2,-0.07854631,0.00234467,-0.13481829,-0.07544732,-0.02916499,-0.10740329
2026-05-26,2308,台達電,港商野村|新加坡商瑞銀,2,0.02765957,-0.14893617,-0.25744681,0.01639642,-0.18044104,-0.23515607
2026-05-26,2312,金寶,凱基-站前|新加坡商瑞銀,2,-0.07,-0.05,-0.21625,-0.08126316,-0.08150487,-0.19395926
2026-05-26,2313,華通,凱基-信義|新加坡商瑞銀,2,-0.02987698,-0.15641476,-0.23550088,-0.04114013,-0.18791963,-0.21321014
2026-05-26,2324,仁寶,凱基-站前|新加坡商瑞銀,2,0.14434524,0.12797619,0.14583333,0.13308208,0.09647132,0.16812407
2026-05-26,6669,緯穎,港商野村|新加坡商瑞銀,2,0.00378788,-0.12784091,0.19791667,-0.00747528,-0.15934578,0.22020741
2026-05-26,6770,力積電,港商野村|新加坡商瑞銀,2,0.00988701,0.21045198,-0.04943503,-0.00137615,0.17894711,-0.02714429
2026-05-28,2337,旺宏,港商野村|新加坡商瑞銀,2,-0.125,0.015625,-0.225,-0.12520839,0.0046664,-0.20915956
