d0,code,d1,city_d0_buy_rank_top3,unicenter_city_d0_cobuy,fubon_chiayi_d0_cobuy,bonus_signal_count,d1_0915_close,has_d1_0915_close,addon_eligible,addon_ret_0915_to_close_pct
2021-04-07,4746,2021-04-08,False,False,False,0,62.7,True,False,4.465709728867631
2021-04-13,9105,2021-04-14,True,False,False,1,,False,False,
2021-04-22,3060,2021-04-23,True,False,True,2,26.75,True,False,0.0
2021-05-10,1417,2021-05-11,True,False,False,1,17.15,True,False,0.0
2021-05-28,3530,2021-05-31,True,False,False,1,123.5,True,False,3.2388663967611335
2021-06-16,3149,2021-06-17,False,False,False,0,39.2,True,False,-2.8061224489795773
2021-07-09,1795,2021-07-12,False,False,False,0,117.5,True,False,-3.829787234042553
2021-07-29,2609,2021-07-30,False,False,True,1,,False,False,
2021-08-13,1727,2021-08-16,True,False,False,1,16.2,True,False,-7.716049382716051
2021-08-18,1727,2021-08-19,True,False,False,1,19.4,True,False,-0.2577319587628903
2021-09-03,6457,2021-09-06,False,False,False,0,,False,False,
2021-10-28,3708,2021-10-29,True,False,True,2,101.5,True,True,2.7586206896551695
2021-11-15,6446,2021-11-16,True,False,False,1,130.0,True,False,0.0
2021-11-16,6446,2021-11-17,True,False,False,1,143.0,True,False,0.0
2021-11-18,1611,2021-11-19,True,False,True,2,15.15,True,True,0.6600660066006577
2021-11-30,6446,2021-12-01,True,False,False,1,,False,False,
2021-12-08,5383,2021-12-09,True,False,False,1,,False,False,
2021-12-20,6492,2021-12-21,True,False,False,1,126.0,True,True,5.952380952380952
2021-12-28,6446,2021-12-29,True,False,False,1,,False,False,
2022-06-21,1760,2022-06-22,True,False,False,1,97.3,True,True,0.616649537512841
2022-08-22,6854,2022-08-23,True,False,False,1,133.5,True,True,4.119850187265917
2022-12-07,5284,2022-12-08,True,False,False,1,62.6,True,True,-6.549520766773165
2022-12-13,4129,2022-12-14,False,False,False,0,45.75,True,False,-6.775956284153009
2023-01-30,3217,2023-01-31,True,False,False,1,91.5,True,True,1.2021857923497206
2023-04-20,4728,2023-04-21,False,False,False,0,,False,False,
2023-06-19,6415,2023-06-20,False,False,False,0,386.5,True,False,1.29366106080207
2023-06-26,4533,2023-06-27,True,False,False,1,,False,False,
2023-07-18,6579,2023-07-19,False,False,False,0,183.5,True,False,-2.17983651226158
2023-09-06,2358,2023-09-07,True,False,False,1,,False,False,
2023-10-03,3006,2023-10-04,False,True,False,1,88.9,True,False,2.4746906636670447
2023-10-03,6585,2023-10-04,False,True,False,1,127.0,True,False,2.3622047244094486
2023-10-04,3530,2023-10-05,True,False,False,1,87.4,True,False,-2.0594965675057173
2023-10-06,1339,2023-10-11,False,True,False,1,66.9,True,True,5.829596412556062
2023-10-06,6530,2023-10-11,True,True,True,3,41.9,True,True,7.0405727923627595
2023-10-12,6284,2023-10-13,False,True,False,1,73.5,True,False,7.0748299319727925
2023-10-12,8227,2023-10-13,False,True,False,1,209.0,True,False,-2.3923444976076556
2023-10-13,4503,2023-10-16,True,True,False,2,66.4,True,True,1.8072289156626546
2023-10-13,5215,2023-10-16,True,True,True,3,70.3,True,False,4.694167852062585
2023-10-13,6530,2023-10-16,True,False,False,1,48.05,True,False,0.0
2023-10-16,8054,2023-10-17,False,True,False,1,42.6,True,True,1.8779342723004795
2023-10-17,3588,2023-10-18,False,False,False,0,78.3,True,False,12.388250319284806
2023-10-17,6168,2023-10-18,False,True,False,1,27.9,True,False,3.584229390681004
2023-10-19,3122,2023-10-20,True,True,True,3,45.7,True,True,7.439824945295418
2023-10-20,5215,2023-10-23,True,True,False,2,73.2,True,True,-1.366120218579235
2023-10-23,8110,2023-10-24,True,True,False,2,16.35,True,False,0.0
2023-10-27,6216,2023-10-30,True,True,False,2,38.0,True,True,3.815789473684218
2023-10-31,8086,2023-11-01,True,True,False,2,113.0,True,False,0.4424778761061947
2023-11-02,8227,2023-11-03,False,True,False,1,210.0,True,True,3.8095238095238098
2023-11-03,6585,2023-11-06,True,False,False,1,,False,False,
2023-11-06,3548,2023-11-07,True,True,False,2,176.5,True,True,-1.9830028328611897
2023-11-07,2488,2023-11-08,False,False,False,0,40.65,True,False,2.337023370233692
2023-11-07,6117,2023-11-08,True,True,True,3,54.5,True,False,4.40366972477064
2023-11-08,3122,2023-11-09,False,True,True,2,50.3,True,True,6.063618290258444
2023-11-14,3276,2023-11-15,False,True,False,1,27.55,True,True,-0.9074410163339384
2023-11-15,2543,2023-11-16,True,True,False,2,29.95,True,False,-1.502504173622702
2023-11-15,6667,2023-11-16,False,True,False,1,93.4,True,True,0.4282655246252738
2023-11-16,2543,2023-11-17,True,False,False,1,32.15,True,False,-3.8880248833592534
2023-11-16,6243,2023-11-17,True,True,True,3,66.7,True,False,-1.0494752623688197
2023-11-17,2355,2023-11-20,False,True,False,1,48.65,True,False,-5.447070914696811
2023-11-17,2736,2023-11-20,False,True,False,1,32.5,True,True,2.1538461538461515
