strategy,base_concentration_band,relative_change_band,events,signal_dates,mean_20d_pct,mean_net_20d_pct,median_20d_pct,win_rate_20d_pct,mean_60d_pct,mean_net_60d_pct,median_60d_pct,win_rate_60d_pct,mean_120d_pct,mean_net_120d_pct,median_120d_pct,win_rate_120d_pct
near_ma20_pm5,60~80%,<-5%,2129,438,0.24,-0.36,-1.205,43.917,3.603,3.003,-1.216,46.548,8.986,8.386,-1.896,46.642
near_ma20_pm5,60~80%,-5~-1%,16115,452,1.043,0.443,0.02,50.0,3.051,2.451,0.35,50.782,7.26,6.66,0.489,51.015
near_ma20_pm5,60~80%,-1~0%,21967,452,0.978,0.378,0.449,52.391,3.075,2.475,1.043,53.975,6.454,5.854,2.395,55.934
near_ma20_pm5,60~80%,0~1%,21261,453,0.696,0.096,0.193,50.642,2.55,1.95,0.74,52.687,6.181,5.581,2.05,54.922
near_ma20_pm5,60~80%,1~5%,11202,453,0.961,0.361,-0.177,48.557,2.944,2.344,-0.15,49.178,6.851,6.251,0.904,51.571
near_ma20_pm5,60~80%,5~10%,693,328,1.375,0.775,-0.596,47.186,5.191,4.591,0.539,51.23,14.64,14.04,2.937,55.844
near_ma20_pm5,60~80%,>=10%,102,90,2.979,2.379,-1.663,45.098,3.517,2.917,-0.309,49.02,5.76,5.16,-0.913,49.02
near_ma20_pm5,>=80%,<-5%,401,251,0.125,-0.475,-2.388,40.75,0.115,-0.485,-4.696,37.25,2.346,1.746,-7.112,36.658
near_ma20_pm5,>=80%,-5~-1%,3058,448,1.04,0.44,0.11,50.065,4.159,3.559,0.762,52.211,9.423,8.823,1.81,53.401
near_ma20_pm5,>=80%,-1~0%,13483,453,0.813,0.213,0.374,51.822,2.284,1.684,0.939,53.484,5.817,5.217,1.876,55.181
near_ma20_pm5,>=80%,0~1%,12474,453,0.858,0.258,0.357,51.788,2.816,2.216,0.858,53.104,6.18,5.58,1.968,55.059
near_ma20_pm5,>=80%,1~5%,1542,414,0.622,0.022,0.0,49.092,3.964,3.364,0.926,52.27,9.217,8.617,1.974,53.696
near_ma20_pm5,>=80%,5~10%,7,7,5.886,5.286,6.813,71.429,-4.003,-4.603,-1.439,42.857,3.229,2.629,-3.382,42.857
near_ma20_pm5,>=80%,>=10%,5,5,3.09,2.49,2.422,80.0,-17.542,-18.142,-26.724,20.0,-19.542,-20.142,-20.862,20.0
near_ma60_pm5,<40%,<-5%,4893,451,0.889,0.289,-0.435,47.527,3.244,2.644,-0.696,47.711,7.289,6.689,-1.064,47.639
near_ma60_pm5,<40%,-5~-1%,6381,453,0.864,0.264,-0.405,47.281,3.471,2.871,-0.669,48.04,8.529,7.929,-0.324,49.224
near_ma60_pm5,<40%,-1~0%,3716,446,0.598,-0.002,-0.675,45.768,1.848,1.248,-1.767,44.735,5.986,5.386,-1.076,47.74
near_ma60_pm5,<40%,0~1%,5459,452,0.445,-0.155,-0.974,44.833,2.14,1.54,-1.581,45.29,5.582,4.982,-2.222,45.466
near_ma60_pm5,<40%,1~5%,5864,450,0.769,0.169,-0.253,48.234,3.674,3.074,-0.37,48.78,7.77,7.17,-0.455,49.096
near_ma60_pm5,<40%,5~10%,2308,438,0.437,-0.163,-0.917,44.733,2.268,1.668,-1.339,46.314,6.872,6.272,-0.941,48.614
near_ma60_pm5,<40%,>=10%,1398,404,0.834,0.234,-1.017,45.305,4.221,3.621,-1.825,45.956,9.259,8.659,-0.77,47.711
near_ma60_pm5,40~60%,<-5%,2876,442,0.733,0.133,-0.831,45.515,2.09,1.49,-2.151,43.235,4.894,4.294,-2.931,44.332
near_ma60_pm5,40~60%,-5~-1%,10996,451,0.734,0.134,-0.363,47.188,2.736,2.136,-0.597,47.71,6.655,6.055,-0.687,48.218
near_ma60_pm5,40~60%,-1~0%,8379,452,0.55,-0.05,-0.254,47.791,2.187,1.587,-0.632,47.594,5.314,4.714,-0.42,48.622
near_ma60_pm5,40~60%,0~1%,8973,452,0.605,0.005,-0.361,47.223,2.242,1.642,-0.606,47.429,4.615,4.015,-0.746,48.3
near_ma60_pm5,40~60%,1~5%,7463,452,0.42,-0.18,-0.532,46.326,2.49,1.89,-0.901,47.067,5.944,5.344,-0.898,47.943
near_ma60_pm5,40~60%,5~10%,952,369,-0.077,-0.677,-0.681,47.474,0.801,0.201,-2.472,41.053,3.066,2.466,-4.541,41.387
near_ma60_pm5,40~60%,>=10%,226,180,-0.411,-1.011,-1.461,42.035,1.151,0.551,-1.631,45.575,6.938,6.338,-1.563,48.673
near_ma60_pm5,60~80%,<-5%,1336,412,-0.116,-0.716,-1.397,42.322,2.07,1.47,-1.83,45.284,5.869,5.269,-2.859,44.76
near_ma60_pm5,60~80%,-5~-1%,10136,453,0.978,0.378,0.0,49.842,2.969,2.369,0.43,50.987,7.254,6.654,0.818,51.717
near_ma60_pm5,60~80%,-1~0%,16291,452,0.925,0.325,0.533,53.286,2.828,2.228,1.008,54.306,5.972,5.372,2.46,56.424
near_ma60_pm5,60~80%,0~1%,15029,453,0.735,0.135,0.291,51.408,2.303,1.703,0.755,52.982,5.632,5.032,2.1,55.24
near_ma60_pm5,60~80%,1~5%,5714,453,0.548,-0.052,-0.139,48.634,2.461,1.861,-0.355,48.529,5.411,4.811,0.152,50.193
near_ma60_pm5,60~80%,5~10%,197,148,1.447,0.847,0.694,51.777,5.888,5.288,1.022,52.284,16.784,16.184,3.265,57.868
near_ma60_pm5,60~80%,>=10%,24,24,4.575,3.975,-0.793,45.833,9.081,8.481,6.572,58.333,26.649,26.049,-2.706,45.833
near_ma60_pm5,>=80%,<-5%,326,221,0.413,-0.187,-2.249,40.491,-1.636,-2.236,-4.9,34.462,0.882,0.282,-6.817,37.423
near_ma60_pm5,>=80%,-5~-1%,1724,428,0.845,0.245,0.158,50.522,3.781,3.181,0.177,50.261,8.651,8.051,1.574,53.016
near_ma60_pm5,>=80%,-1~0%,9738,453,0.836,0.236,0.411,52.327,2.409,1.809,1.173,54.706,5.45,4.85,2.14,56.48
near_ma60_pm5,>=80%,0~1%,8791,453,0.694,0.094,0.358,51.928,2.317,1.717,0.772,52.88,5.289,4.689,1.753,54.806
near_ma60_pm5,>=80%,1~5%,629,315,0.334,-0.266,0.106,50.079,4.316,3.716,0.833,51.51,9.494,8.894,0.613,51.51
near_ma60_pm5,>=80%,5~10%,2,2,-5.889,-6.489,-5.889,0.0,-6.436,-7.036,-6.436,0.0,-7.806,-8.406,-7.806,0.0
near_ma60_pm5,>=80%,>=10%,1,1,2.422,1.822,2.422,100.0,-27.509,-28.109,-27.509,0.0,-13.495,-14.095,-13.495,0.0
pullback_20_30,<40%,<-5%,1532,378,1.391,0.791,-0.4,48.89,4.567,3.967,-1.643,46.963,7.984,7.384,-3.104,44.06
pullback_20_30,<40%,-5~-1%,1130,358,1.021,0.421,-0.287,48.407,3.148,2.548,-2.198,44.818,5.888,5.288,-4.004,43.982
pullback_20_30,<40%,-1~0%,632,290,0.603,0.003,-1.824,43.175,-0.296,-0.896,-4.317,40.571,0.694,0.094,-6.052,38.766
pullback_20_30,<40%,0~1%,1236,367,1.59,0.99,-1.053,46.683,3.283,2.683,-2.099,44.984,6.071,5.471,-4.312,43.528
pullback_20_30,<40%,1~5%,838,324,2.161,1.561,0.221,50.955,3.99,3.39,-1.824,44.869,7.561,6.961,-3.797,44.272
pullback_20_30,<40%,5~10%,378,218,-0.275,-0.875,-1.507,43.651,3.574,2.974,-3.244,40.849,9.713,9.113,-3.956,43.386
pullback_20_30,<40%,>=10%,355,235,2.467,1.867,0.0,49.577,2.973,2.373,-2.404,43.38,10.658,10.058,-3.576,43.38
pullback_20_30,40~60%,<-5%,1243,382,2.276,1.676,0.446,51.327,3.658,3.058,-1.632,46.86,4.401,3.801,-5.488,40.225
pullback_20_30,40~60%,-5~-1%,1948,426,0.662,0.062,-0.792,46.889,1.586,0.986,-2.146,44.062,3.259,2.659,-4.077,43.583
pullback_20_30,40~60%,-1~0%,1025,359,0.875,0.275,-0.775,47.122,2.79,2.19,-1.552,45.312,4.512,3.912,-4.898,40.878
pullback_20_30,40~60%,0~1%,1279,392,0.819,0.219,-0.909,45.973,2.46,1.86,-2.478,44.636,2.972,2.372,-5.639,39.719
pullback_20_30,40~60%,1~5%,1058,378,1.329,0.729,-0.26,48.534,2.861,2.261,-2.0,45.076,3.899,3.299,-5.882,37.902
pullback_20_30,40~60%,5~10%,222,168,1.185,0.585,-0.383,47.297,2.058,1.458,-1.26,45.495,-0.868,-1.468,-5.824,40.09
pullback_20_30,40~60%,>=10%,57,50,0.805,0.205,-4.156,42.105,0.363,-0.237,-5.741,31.579,4.174,3.574,-14.407,29.825
pullback_20_30,60~80%,<-5%,544,265,0.554,-0.046,-1.787,44.485,1.578,0.978,-2.951,42.726,5.094,4.494,-3.009,43.015
pullback_20_30,60~80%,-5~-1%,2036,414,1.494,0.894,-0.537,47.839,4.36,3.76,-1.338,46.703,7.221,6.621,-2.455,45.334
pullback_20_30,60~80%,-1~0%,1352,382,1.011,0.411,-0.452,47.594,3.134,2.534,-2.019,45.118,6.493,5.893,-3.942,43.713
pullback_20_30,60~80%,0~1%,1184,371,0.673,0.073,-0.427,47.168,2.487,1.887,-2.267,45.355,5.076,4.476,-2.852,44.679
pullback_20_30,60~80%,1~5%,661,293,0.724,0.124,-0.838,46.596,1.693,1.093,-1.735,45.289,4.606,4.006,-4.06,44.327
pullback_20_30,60~80%,5~10%,49,44,3.256,2.656,-1.149,48.98,11.115,10.515,5.155,59.184,27.134,26.534,1.194,53.061
pullback_20_30,60~80%,>=10%,6,6,12.25,11.65,-5.792,16.667,18.636,18.036,7.871,66.667,12.899,12.299,5.592,50.0
pullback_20_30,>=80%,<-5%,55,48,-1.284,-1.884,-5.435,41.818,-0.048,-0.648,-8.966,40.0,2.031,1.431,-0.935,49.091
pullback_20_30,>=80%,-5~-1%,467,244,0.687,0.087,-0.82,46.253,4.536,3.936,0.0,49.893,13.506,12.906,0.968,51.606
pullback_20_30,>=80%,-1~0%,641,294,0.911,0.311,-1.075,45.625,2.241,1.641,-1.293,46.958,10.298,9.698,-3.077,44.93
pullback_20_30,>=80%,0~1%,335,211,0.447,-0.153,0.0,48.06,4.165,3.565,-0.315,48.657,11.138,10.538,-0.789,49.552
pullback_20_30,>=80%,1~5%,77,70,4.675,4.075,5.499,63.636,6.569,5.969,2.778,57.143,13.246,12.646,2.222,54.545
