signal_date,entry_date,stock_id,股票名稱,strategy,價格型態,signal_close,entry_close,whale_lag4_pct,whale_lag3_pct,whale_lag2_pct,whale_lag1_pct,whale_current_pct,單週大戶變化(百分點),兩週大戶變化(百分點),四週大戶變化(百分點),單週相對變化(%),兩週相對變化(%),跳升前3週最低大戶比例(%),selected_lot_bucket,prior_20d_return_pct,return_5d,return_10d,return_20d,return_60d,return_120d,excess_0050_5d,excess_0050_10d,推薦策略,策略條件
2019-09-20,2019-09-23,2337,旺宏,breakout_60d,60日突破,28.802222,28.589188,32.860000,32.920000,34.260000,34.820000,37.380000,2.560000,3.120000,4.520000,7.352096,9.106830,32.920000,1000,25.650558,-0.070045,-0.026826,-0.017884,0.104322,-0.207154,-0.087204,-0.050494,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2019-11-22,2019-11-25,3545,敦泰,breakout_60d,60日突破,29.585310,29.933372,29.850000,31.390000,31.900000,31.510000,33.920000,2.410000,2.020000,4.070000,7.648366,6.332288,31.390000,1000,11.111111,0.000000,-0.007752,-0.093023,0.178295,0.193798,0.005940,-0.019091,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2019-11-29,2019-12-02,6185,幃翔,breakout_60d,60日突破,74.579271,77.215129,33.350000,34.210000,34.230000,34.240000,36.840000,2.600000,2.610000,3.490000,7.593458,7.624890,34.210000,1000,30.352304,0.022088,-0.028112,-0.102410,-0.341365,-0.317269,0.004706,-0.080258,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2019-12-20,2019-12-23,3260,威剛,breakout_60d,60日突破,107.082372,104.424854,21.630000,21.640000,22.090000,22.300000,26.730000,4.430000,4.640000,5.100000,19.865471,21.004980,21.640000,800,29.734848,0.022455,0.034431,0.032934,-0.318114,-0.148204,0.015764,0.045239,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2019-12-27,2019-12-30,3260,威剛,breakout_60d,60日突破,110.052540,106.769723,21.640000,22.090000,22.300000,26.730000,28.540000,1.810000,6.240000,6.900000,6.771418,27.982063,22.090000,800,35.907336,0.011713,0.111274,0.092240,-0.277452,-0.122987,0.029095,0.103094,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-02-21,2020-02-24,2535,達欣工,breakout_60d,60日突破,59.988141,59.724457,34.180000,34.570000,34.360000,34.540000,36.060000,1.520000,1.700000,1.880000,4.400695,4.947614,34.360000,1000,5.080831,-0.004415,-0.033113,-0.169978,-0.046358,0.181358,0.012233,0.009063,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-04-30,2020-05-04,3006,晶豪科,breakout_60d,60日突破,82.417075,83.221144,32.300000,33.060000,32.910000,33.700000,35.810000,2.110000,2.900000,3.510000,6.261128,8.811911,32.910000,1000,44.876325,-0.004831,0.008454,0.000000,-0.048802,0.052758,-0.029530,0.006647,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-04-30,2020-05-04,6683,雍智科技,breakout_60d,60日突破,214.150289,221.780347,29.550000,29.550000,29.550000,29.550000,31.470000,1.920000,1.920000,1.920000,6.497462,6.497462,29.550000,400,48.763251,0.043578,0.022936,0.103211,0.545872,0.446770,0.018879,0.021129,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-05-08,2020-05-11,3537,堡達,breakout_60d,60日突破,79.611210,79.186617,29.620000,29.620000,29.620000,29.620000,31.740000,2.120000,2.120000,2.120000,7.157326,7.157326,29.620000,1000,29.757785,0.033512,0.054960,0.067024,0.046721,-0.068219,0.055852,0.073184,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-05-15,2020-05-18,8011,台通,breakout_60d,60日突破,22.312321,24.108897,30.000000,30.110000,30.110000,30.110000,31.920000,1.810000,1.810000,1.920000,6.011292,6.011292,30.110000,1000,48.076923,-0.182692,-0.192308,-0.197115,-0.175481,-0.254808,-0.186902,-0.213354,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-06-12,2020-06-15,8027,鈦昇,breakout_60d,60日突破,51.525632,50.980387,25.620000,25.960000,27.000000,26.190000,29.630000,3.440000,2.630000,4.010000,13.134784,9.740741,25.960000,1000,45.384615,0.011765,0.110160,0.150802,0.508021,0.920856,-0.011799,0.069931,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-07-03,2020-07-06,3038,全台,breakout_60d,60日突破,34.050430,35.543246,28.300000,28.380000,29.550000,29.920000,32.810000,2.890000,3.260000,4.510000,9.659091,11.032149,28.380000,1000,16.262136,-0.151261,-0.193277,-0.218487,-0.275210,-0.199580,-0.171441,-0.224079,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-07-03,2020-07-06,6261,久元,breakout_60d,60日突破,169.741320,169.487974,38.550000,39.060000,40.270000,39.680000,41.910000,2.230000,1.640000,3.360000,5.619960,4.072511,39.060000,400,7.028754,-0.022422,-0.038864,0.011958,-0.168508,-0.044335,-0.042602,-0.069666,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-08-21,2020-08-24,4953,緯致,breakout_60d,60日突破,150.849628,160.649231,38.360000,38.360000,38.360000,38.360000,39.870000,1.510000,1.510000,1.510000,3.936392,3.936392,38.360000,600,21.474774,0.000000,-0.023000,-0.120000,-0.070000,-0.048000,0.012609,-0.016210,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-10-16,2020-10-19,6457,名稱未提供,breakout_60d,60日突破,90.341321,92.846935,14.050000,14.090000,14.100000,14.100000,16.790000,2.690000,2.690000,2.740000,19.078014,19.078014,14.090000,800,10.186757,0.064468,0.046477,-0.034483,0.784108,1.653673,0.069158,0.076496,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-10-30,2020-11-02,5443,均豪,breakout_60d,60日突破,48.116471,46.827031,34.660000,34.810000,40.320000,36.490000,39.110000,2.620000,-1.210000,4.450000,7.180049,-3.000992,34.810000,1000,49.263158,0.026087,0.152174,0.057971,0.262319,0.010145,-0.019368,0.061265,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-11-13,2020-11-16,8358,金居,breakout_60d,60日突破,56.973375,59.098256,24.190000,24.560000,24.690000,24.640000,26.720000,2.080000,2.030000,2.530000,8.441558,8.221952,24.560000,1000,16.417910,-0.002247,0.030337,-0.030337,0.361798,0.766292,-0.025740,0.025904,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-11-20,2020-11-23,2337,旺宏,breakout_60d,60日突破,31.187593,32.470487,26.800000,29.020000,28.190000,26.910000,33.870000,6.960000,5.680000,7.070000,25.863991,20.148989,26.910000,1000,7.142857,0.049046,0.211172,0.104905,0.318801,0.111717,0.067669,0.185619,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-11-20,2020-11-23,2401,凌陽,breakout_60d,60日突破,33.413544,32.883171,39.260000,39.820000,39.800000,39.730000,41.380000,1.650000,1.580000,2.120000,4.153033,3.969849,39.730000,1000,6.418919,0.006452,0.138710,0.093548,0.645161,0.858065,0.025074,0.113157,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-11-27,2020-11-30,3209,全科,breakout_60d,60日突破,106.453444,105.772506,28.610000,28.610000,29.040000,29.700000,31.290000,1.590000,2.250000,2.680000,5.353535,7.747934,28.610000,800,18.136020,0.008584,0.017167,0.038627,0.077253,0.223176,-0.036430,-0.026522,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2020-12-04,2020-12-07,2436,偉詮電,breakout_60d,60日突破,51.210528,50.520359,26.030000,26.220000,27.830000,27.990000,30.750000,2.760000,2.920000,4.720000,9.860665,10.492275,26.220000,1000,22.039474,0.225410,0.312842,0.293716,0.284153,0.980874,0.226677,0.304818,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-02-26,2021-03-02,8021,尖點,breakout_60d,60日突破,62.191311,67.654061,29.230000,30.310000,30.320000,31.160000,32.810000,1.650000,2.490000,3.580000,5.295250,8.212401,30.310000,1000,8.424908,0.003106,0.049689,0.020186,0.231366,0.253131,0.018842,0.035452,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-03-19,2021-03-22,2471,資通,breakout_60d,60日突破,62.935457,62.110074,11.210000,11.210000,11.210000,11.210000,13.550000,2.340000,2.340000,2.340000,20.874219,20.874219,11.210000,1000,12.338858,-0.018272,0.016611,0.013289,-0.132890,-0.179828,-0.033640,-0.016372,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-01,2021-04-06,3317,尼克森,breakout_60d,60日突破,85.901803,84.445840,20.960000,20.970000,20.970000,20.970000,22.610000,1.640000,1.640000,1.650000,7.820696,7.820696,20.970000,1000,12.380952,-0.020690,0.158621,0.065517,0.203448,0.203541,-0.017057,0.146997,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-01,2021-04-06,6706,惠特,breakout_60d,60日突破,188.923077,201.757525,34.710000,35.630000,38.430000,36.900000,41.440000,4.540000,3.010000,6.730000,12.303523,7.832423,35.630000,400,18.327974,-0.071247,-0.020356,-0.188295,-0.150127,-0.078880,-0.067614,-0.031980,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-09,2021-04-12,1762,中化生,breakout_60d,60日突破,80.641491,80.511424,35.720000,35.920000,36.120000,36.260000,37.780000,1.520000,1.660000,2.060000,4.191947,4.595792,35.920000,1000,8.013937,0.022617,0.042003,-0.046850,0.029079,0.307380,0.005483,0.012474,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-09,2021-04-12,1784,訊聯,breakout_60d,60日突破,55.209415,57.747779,13.790000,13.790000,13.810000,13.820000,16.720000,2.900000,2.910000,2.930000,20.984081,21.071687,13.790000,1000,13.428944,-0.071429,-0.093407,-0.138462,-0.102198,-0.073942,-0.088563,-0.122936,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-09,2021-04-12,2471,資通,breakout_60d,60日突破,63.760840,62.213246,11.210000,13.550000,13.380000,11.210000,13.330000,2.120000,-0.050000,2.120000,18.911686,-0.373692,11.210000,1000,6.368330,0.004975,0.018242,-0.097844,-0.122720,-0.202364,-0.012159,-0.011288,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-09,2021-04-12,6170,統振,breakout_60d,60日突破,41.585142,40.632811,34.330000,35.470000,35.360000,34.500000,36.090000,1.590000,0.730000,1.760000,4.608696,2.064480,34.500000,1000,39.733333,0.027344,0.050781,-0.054688,0.476493,0.535228,0.010209,0.021252,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
