signal_date,entry_date,stock_id,股票名稱,strategy,價格型態,signal_close,entry_close,whale_lag4_pct,whale_lag3_pct,whale_lag2_pct,whale_lag1_pct,whale_current_pct,單週大戶變化(百分點),兩週大戶變化(百分點),四週大戶變化(百分點),單週相對變化(%),兩週相對變化(%),跳升前3週最低大戶比例(%),selected_lot_bucket,prior_20d_return_pct,return_5d,return_10d,return_20d,return_60d,return_120d,excess_0050_5d,excess_0050_10d,推薦策略,策略條件
2021-04-09,2021-04-12,6223,旺矽,breakout_60d,60日突破,259.817226,234.201443,28.590000,28.890000,29.530000,31.060000,36.460000,5.400000,6.930000,7.870000,17.385705,23.467660,28.890000,400,26.785714,0.019531,0.070312,-0.148438,0.093750,-0.053421,0.002397,0.040783,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-04-23,2021-04-26,1815,富喬,breakout_60d,60日突破,29.503475,29.209176,35.520000,35.580000,35.860000,35.700000,37.550000,1.850000,1.690000,2.030000,5.182073,4.712772,35.580000,1000,30.194805,-0.110831,-0.181360,-0.244332,0.020151,-0.173804,-0.081440,-0.125057,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-05-07,2021-05-10,2233,宇隆,breakout_60d,60日突破,250.790825,256.882910,34.050000,36.500000,37.020000,37.200000,39.330000,2.130000,2.310000,5.280000,5.725806,6.239870,36.500000,400,13.302752,-0.270356,-0.181818,-0.090909,0.015810,-0.156020,-0.184043,-0.136314,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-05-07,2021-05-10,3232,昱捷,breakout_60d,60日突破,28.622659,30.610344,31.140000,31.180000,35.850000,36.680000,41.600000,4.920000,5.750000,10.460000,13.413304,16.039052,31.180000,1000,50.898204,-0.261596,-0.172542,-0.163265,-0.246753,0.103070,-0.175283,-0.127038,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-06-25,2021-06-28,3605,宏致,breakout_60d,60日突破,109.494033,120.233084,39.230000,40.650000,42.470000,39.950000,41.490000,1.540000,-0.980000,2.260000,3.854819,-2.307511,39.950000,800,14.866434,-0.027624,0.143646,0.110497,-0.119382,-0.076470,-0.045117,0.130527,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-07-30,2021-08-02,3556,禾瑞亞,breakout_60d,60日突破,337.663750,340.638761,23.210000,26.930000,27.440000,32.540000,35.060000,2.520000,7.620000,11.850000,7.744315,27.769679,26.930000,200,70.676692,-0.117904,-0.179913,-0.192603,-0.286660,-0.314597,-0.121530,-0.161421,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-10-22,2021-10-25,3491,昇達科,breakout_60d,60日突破,304.076993,305.067472,34.570000,34.910000,35.660000,37.380000,39.300000,1.920000,3.640000,4.730000,5.136437,10.207515,34.910000,200,17.324841,0.477273,0.623377,0.872294,1.126623,0.639610,0.476540,0.602849,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-10-29,2021-11-01,3019,亞光,breakout_60d,60日突破,137.384194,136.142303,37.710000,37.750000,37.750000,38.050000,39.610000,1.560000,1.860000,1.900000,4.099869,4.927152,37.750000,600,15.234375,-0.041049,0.075257,0.072976,-0.039909,-0.189282,-0.060829,0.042656,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-11-12,2021-11-15,3221,台嘉碩,breakout_60d,60日突破,65.690436,72.231840,18.470000,18.950000,18.920000,20.410000,23.800000,3.390000,4.880000,5.330000,16.609505,25.792812,18.920000,1000,25.087719,0.056122,0.001276,0.076531,-0.141582,-0.072704,0.045480,0.021141,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-11-12,2021-11-15,6231,系微,breakout_60d,60日突破,146.136049,145.302890,25.550000,25.560000,25.560000,25.560000,27.190000,1.630000,1.630000,1.640000,6.377152,6.377152,25.560000,600,24.220963,0.021789,-0.045872,0.011468,0.029817,0.044725,0.011147,-0.026006,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-12-10,2021-12-13,6251,名稱未提供,breakout_60d,60日突破,28.977879,28.612612,25.070000,26.110000,27.250000,27.680000,30.850000,3.170000,3.600000,5.780000,11.452312,13.211009,26.110000,1000,11.737089,-0.038298,-0.012766,-0.093617,-0.034043,0.002128,-0.032291,-0.031494,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2021-12-17,2021-12-20,3060,銘異,breakout_60d,60日突破,65.114082,65.461048,13.790000,13.800000,14.060000,14.050000,16.480000,2.430000,2.420000,2.690000,17.295374,17.211949,13.800000,1000,9.108527,-0.074205,-0.083039,-0.155477,-0.192580,-0.328622,-0.099089,-0.146672,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-02-18,2022-02-21,2337,旺宏,breakout_60d,60日突破,41.090586,40.726146,36.380000,36.480000,36.650000,37.480000,40.980000,3.500000,4.330000,4.600000,9.338314,11.814461,36.480000,1000,12.609238,-0.011186,-0.070470,-0.054810,-0.120805,-0.202697,0.012111,0.017500,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-04-01,2022-04-06,3535,晶彩科,breakout_60d,60日突破,41.148744,44.334454,27.910000,28.280000,29.980000,29.990000,33.190000,3.200000,3.210000,5.280000,10.670223,10.707138,28.280000,1000,10.714286,-0.077844,-0.167665,-0.249501,-0.055888,0.014943,-0.069037,-0.141243,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-04-08,2022-04-11,5309,系統電,breakout_60d,60日突破,30.999787,30.115090,19.130000,19.160000,19.370000,19.380000,24.670000,5.290000,5.300000,5.540000,27.296182,27.361900,19.160000,1000,16.026490,-0.051704,-0.039953,-0.083431,-0.111633,-0.148061,-0.044909,-0.015793,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-04-08,2022-04-11,6443,元晶,breakout_60d,60日突破,28.854252,29.315393,21.680000,25.070000,24.020000,23.670000,26.490000,2.820000,2.470000,4.810000,11.913815,10.283097,23.670000,1000,6.829268,0.060674,0.044944,-0.138202,-0.242697,-0.192135,0.067469,0.069104,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-06-17,2022-06-20,6125,廣運,breakout_60d,60日突破,66.192800,65.017084,37.110000,37.240000,38.060000,39.940000,41.670000,1.730000,3.610000,4.560000,4.331497,9.485024,37.240000,1000,15.368852,0.086799,0.052441,0.127490,0.255962,-0.002900,0.076778,0.130103,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-07-08,2022-07-11,4979,華星光,breakout_60d,60日突破,44.371532,44.371532,30.690000,30.690000,30.690000,31.520000,33.530000,2.010000,2.840000,2.840000,6.376904,9.253829,30.690000,1000,37.055838,0.037037,0.125926,0.248148,0.290741,0.507407,0.003559,0.069824,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-07-22,2022-07-25,3038,全台,breakout_60d,60日突破,35.037393,35.205438,27.520000,28.420000,28.680000,28.280000,29.940000,1.660000,1.260000,2.420000,5.869873,4.393305,28.280000,1000,9.623640,0.057279,0.035800,0.078759,-0.042959,-0.033413,0.049139,0.013949,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-07-22,2022-07-25,3062,建漢,breakout_60d,60日突破,59.102132,58.612064,28.050000,30.810000,29.970000,32.060000,34.730000,2.670000,4.760000,6.680000,8.328135,15.882549,29.970000,1000,27.754237,0.023411,0.031786,-0.095512,-0.219460,-0.217785,0.015271,0.009935,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-08-12,2022-08-15,6129,普誠,breakout_60d,60日突破,49.778742,49.840965,12.300000,13.040000,14.290000,14.510000,21.730000,7.220000,7.440000,9.430000,49.758787,52.064381,13.040000,1000,29.659643,0.024969,-0.068664,-0.103620,-0.233458,-0.157303,0.042196,-0.024776,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-08-19,2022-08-22,6167,久正,breakout_60d,60日突破,16.631579,16.210526,38.210000,38.220000,38.240000,38.240000,39.750000,1.510000,1.510000,1.540000,3.948745,3.948745,38.220000,1000,25.896414,-0.042763,-0.032895,-0.072368,-0.154605,-0.167763,-0.015635,0.014267,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-08-19,2022-08-22,8289,泰藝,breakout_60d,60日突破,74.686553,73.609343,37.920000,38.000000,38.000000,37.930000,39.540000,1.610000,1.540000,1.620000,4.244661,4.052632,37.930000,1000,20.405210,-0.006881,-0.054417,-0.015874,-0.131502,0.041940,0.020248,-0.007255,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-09-02,2022-09-05,2367,燿華,breakout_60d,60日突破,44.630201,44.066451,25.530000,26.570000,29.600000,31.060000,33.980000,2.920000,4.380000,8.450000,9.401159,14.797297,26.570000,1000,40.532544,-0.006397,0.004264,-0.159915,-0.172708,-0.189765,-0.022603,0.013901,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-09-02,2022-09-05,3289,宜特,breakout_60d,60日突破,100.361257,98.740150,13.460000,13.480000,13.470000,16.380000,19.140000,2.760000,5.670000,5.680000,16.849817,42.093541,13.470000,800,25.183824,0.053731,0.114925,0.128358,0.168657,0.402985,0.037525,0.124562,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-09-02,2022-09-05,6443,元晶,breakout_60d,60日突破,27.833154,27.800215,20.470000,22.830000,22.300000,24.470000,27.670000,3.200000,5.370000,7.200000,13.077237,24.080717,22.300000,1000,28.224583,-0.041469,0.004739,-0.135071,-0.219194,-0.114929,-0.057676,0.014376,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-11-11,2022-11-14,2727,王品,breakout_60d,60日突破,236.300954,241.058691,36.380000,36.380000,37.510000,37.790000,39.960000,2.170000,2.450000,3.580000,5.742260,6.531592,36.380000,400,15.503876,0.036184,0.019737,0.069079,0.654605,1.092105,0.001184,-0.019809,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2022-11-18,2022-11-21,4102,永日,breakout_60d,60日突破,45.793435,45.861783,29.320000,32.740000,37.720000,32.150000,34.140000,1.990000,-3.580000,4.820000,6.189736,-9.490986,32.150000,1000,21.376812,0.050671,0.028316,0.196721,-0.147541,0.043219,0.046279,-0.003305,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-03-10,2023-03-13,2402,毅嘉,breakout_60d,60日突破,43.333210,42.301467,37.520000,38.420000,38.940000,38.820000,40.530000,1.710000,1.590000,3.010000,4.404946,4.083205,38.420000,1000,12.000000,0.080488,0.334146,0.387805,0.541463,1.270297,0.086380,0.311840,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-04-07,2023-04-10,4746,台耀,breakout_60d,60日突破,109.116561,113.196915,31.990000,32.940000,32.750000,37.500000,40.020000,2.520000,7.270000,8.030000,6.720000,22.198473,32.750000,800,9.511229,0.005814,-0.060465,0.037209,0.053488,0.042240,0.011186,-0.036911,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-04-07,2023-04-10,4967,十銓,breakout_60d,60日突破,65.201165,64.392886,12.250000,15.100000,19.010000,15.940000,19.350000,3.410000,0.340000,7.100000,21.392723,1.788532,15.100000,1000,23.259762,0.128312,0.073919,-0.075314,-0.068340,-0.024492,0.133684,0.097473,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-04-28,2023-05-02,6161,捷波,breakout_60d,60日突破,73.770643,73.454030,35.120000,35.120000,35.120000,35.120000,36.770000,1.650000,1.650000,1.650000,4.698178,4.698178,35.120000,1000,4.640719,-0.050287,-0.090517,-0.037356,0.402637,0.113590,-0.060483,-0.098164,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-06-09,2023-06-12,3325,旭品,breakout_60d,60日突破,45.113580,42.570815,14.030000,14.040000,16.290000,16.410000,18.480000,2.070000,2.190000,4.450000,12.614260,13.443831,14.040000,1000,35.467980,0.136802,0.175337,0.198459,0.252408,0.452794,0.119360,0.174562,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-06-09,2023-06-12,4973,廣穎電通,breakout_60d,60日突破,62.037162,60.357645,18.760000,18.760000,18.760000,18.760000,20.520000,1.760000,1.760000,1.760000,9.381663,9.381663,18.760000,1000,15.882353,0.085217,0.015652,0.059130,0.057391,0.215652,0.067776,0.014877,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-06-30,2023-07-03,3483,力致,breakout_60d,60日突破,215.177364,222.000655,21.930000,26.540000,24.010000,22.800000,25.070000,2.270000,1.060000,3.140000,9.956140,4.414827,22.800000,400,22.468793,-0.039517,0.317234,0.670676,0.473130,0.715829,-0.014651,0.307287,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-06-30,2023-07-03,8936,國統,breakout_60d,60日突破,75.991338,74.376955,31.670000,32.200000,31.960000,32.190000,34.910000,2.720000,2.950000,3.240000,8.449829,9.230288,31.960000,1000,18.738739,0.079070,0.234109,0.141085,-0.009302,0.572864,0.103936,0.224162,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-09-15,2023-09-18,4102,永日,breakout_60d,60日突破,50.767471,50.767471,20.800000,20.800000,24.530000,24.830000,27.950000,3.120000,3.420000,7.150000,12.565445,13.942112,20.800000,1000,16.211878,0.031768,0.089779,-0.069061,0.111878,0.092541,0.051212,0.109620,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-09-28,2023-10-02,1815,富喬,breakout_60d,60日突破,26.880172,29.568189,25.460000,26.380000,26.210000,26.970000,29.680000,2.710000,3.470000,4.220000,10.048202,13.239222,26.210000,1000,24.060150,-0.041322,-0.154270,-0.074380,-0.126722,0.063361,-0.057419,-0.158697,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-10-13,2023-10-16,6290,良維,breakout_60d,60日突破,146.958967,147.638285,29.760000,30.210000,30.130000,31.620000,33.470000,1.850000,3.340000,3.710000,5.850727,11.085297,30.130000,600,12.478336,-0.012270,0.029141,-0.033742,-0.044479,0.461656,0.006740,0.062804,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-11-10,2023-11-13,2439,美律,breakout_60d,60日突破,368.412396,379.142854,38.260000,38.850000,38.920000,39.550000,42.190000,2.640000,3.270000,3.930000,6.675095,8.401850,38.850000,200,13.311331,0.004717,0.009434,0.094340,-0.004717,0.193396,-0.012766,-0.003387,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-11-10,2023-11-13,4129,聯合,breakout_60d,60日突破,104.829864,110.918467,21.180000,21.410000,22.850000,24.060000,26.250000,2.190000,3.400000,5.070000,9.102244,14.879650,21.410000,800,24.332810,0.075179,0.040573,0.032220,0.188544,0.181384,0.057696,0.027752,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-11-17,2023-11-20,8034,榮群,breakout_60d,60日突破,28.829883,29.111424,11.830000,11.830000,11.830000,11.830000,13.870000,2.040000,2.040000,2.040000,17.244294,17.244294,11.830000,1000,41.436464,-0.069632,-0.050290,-0.023211,0.040619,-0.040619,-0.065051,-0.052963,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-12-08,2023-12-11,3290,東浦,breakout_60d,60日突破,51.239727,48.144710,35.550000,36.930000,37.110000,37.260000,39.100000,1.840000,1.990000,3.550000,4.938272,5.362436,36.930000,1000,7.775769,-0.039286,-0.067857,-0.039286,-0.171429,0.055357,-0.059865,-0.085388,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-12-22,2023-12-25,1733,五鼎,breakout_60d,60日突破,119.570815,127.629921,19.900000,22.100000,24.020000,25.320000,27.230000,1.910000,3.210000,7.330000,7.543444,13.363863,22.100000,600,27.320490,0.061856,-0.131443,-0.134021,-0.130155,-0.074371,0.051369,-0.127698,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-12-22,2023-12-25,4968,立積,breakout_60d,60日突破,349.912422,349.912422,31.200000,32.140000,33.580000,33.940000,38.580000,4.640000,5.000000,7.380000,13.671184,14.889815,32.140000,200,18.495298,-0.037037,-0.124339,-0.084656,0.087302,0.208995,-0.047524,-0.120593,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2023-12-22,2023-12-25,6683,雍智科技,breakout_60d,60日突破,321.227752,323.497913,33.620000,34.520000,34.710000,36.520000,42.150000,5.630000,7.440000,8.530000,15.416210,21.434745,34.520000,200,16.221766,0.080702,0.017544,-0.024561,-0.010526,0.473684,0.070215,0.021289,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-01-19,2024-01-22,3339,泰谷,breakout_60d,60日突破,3.920487,4.103038,35.190000,35.190000,35.190000,37.370000,39.100000,1.730000,3.910000,3.910000,4.629382,11.111111,35.190000,1000,21.563342,-0.067797,-0.046610,0.031780,0.593220,1.014831,-0.087976,-0.062679,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-04-12,2024-04-15,3260,威剛,breakout_60d,60日突破,207.850804,212.449273,30.260000,33.660000,33.730000,34.450000,40.600000,6.150000,6.870000,10.340000,17.851959,20.367625,33.660000,400,18.077325,-0.193939,-0.125541,-0.069264,-0.073962,-0.215539,-0.134252,-0.118041,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-05-03,2024-05-06,3033,威健,breakout_60d,60日突破,197.780537,214.421382,34.100000,35.960000,35.100000,36.080000,37.870000,1.790000,2.770000,3.770000,4.961197,7.891738,35.100000,400,12.229102,-0.103053,-0.020356,-0.010178,-0.075547,-0.064829,-0.128807,-0.070607,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-05-17,2024-05-20,2489,瑞軒,breakout_60d,60日突破,77.058967,77.272427,29.480000,29.910000,30.470000,30.830000,33.940000,3.110000,3.470000,4.460000,10.087577,11.388251,29.910000,1000,26.666667,0.127072,0.146409,0.080110,0.276243,0.079639,0.092682,0.132354,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-06-07,2024-06-11,3455,由田,breakout_60d,60日突破,246.271897,222.168690,24.460000,26.500000,29.130000,30.000000,31.640000,1.640000,2.510000,7.180000,5.466667,8.616547,26.500000,400,29.120879,-0.028302,-0.004717,0.286533,0.187569,0.246948,-0.084274,-0.065883,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-06-21,2024-06-24,3508,位速,breakout_60d,60日突破,54.120191,52.779753,23.990000,23.990000,23.990000,25.000000,27.010000,2.010000,3.020000,3.020000,8.040000,12.588579,23.990000,1000,30.769231,0.007937,0.007937,-0.123810,-0.207937,-0.192063,-0.006194,-0.067335,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-07-05,2024-07-08,2481,強茂,breakout_60d,60日突破,116.292979,113.567362,38.450000,38.570000,39.050000,38.940000,41.010000,2.070000,1.960000,2.560000,5.315871,5.019206,38.570000,600,10.918544,0.059200,-0.081600,-0.183582,-0.027490,-0.172958,0.065012,0.000415,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-07-05,2024-07-08,3689,湧德,breakout_60d,60日突破,142.442777,139.673537,25.740000,26.470000,26.890000,28.260000,32.450000,4.190000,5.560000,6.710000,14.826610,20.676832,26.470000,600,15.104895,0.007435,-0.004957,-0.108311,0.146641,0.313192,0.013247,0.077058,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-08-16,2024-08-19,4931,新盛力,breakout_60d,60日突破,39.621173,40.403962,11.090000,11.090000,11.090000,11.120000,12.820000,1.700000,1.730000,1.730000,15.287770,15.599639,11.090000,1000,10.972992,0.023845,0.059613,0.040238,0.391952,0.970194,0.036913,0.074859,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-08-16,2024-08-19,6156,松上,breakout_60d,60日突破,3.498423,3.844349,39.000000,39.030000,39.210000,39.070000,41.000000,1.930000,1.790000,2.000000,4.939852,4.565162,39.030000,1000,2.867357,0.059423,0.061121,-0.006791,-0.088285,-0.035654,0.072491,0.076367,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-08-30,2024-09-02,6596,寬宏藝術,breakout_60d,60日突破,130.384872,127.861294,30.690000,30.690000,30.690000,30.780000,32.810000,2.030000,2.120000,2.120000,6.595192,6.907788,30.690000,600,8.240223,-0.025000,-0.051316,-0.027632,-0.026316,0.163158,0.023659,-0.039704,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-09-06,2024-09-09,4956,光鋐,breakout_60d,60日突破,38.063070,36.766805,31.580000,33.500000,32.690000,32.900000,35.450000,2.550000,2.760000,3.870000,7.750760,8.442949,32.690000,1000,27.920792,-0.086538,-0.094551,0.100962,0.174679,-0.051282,-0.125481,-0.169820,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-09-13,2024-09-16,6163,華電網,breakout_60d,60日突破,47.772024,49.240604,30.410000,31.940000,32.060000,32.650000,34.260000,1.610000,2.200000,3.850000,4.931087,6.862133,31.940000,1000,24.181724,0.021053,-0.043860,-0.150877,-0.228070,-0.163158,-0.013912,-0.070993,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-09-20,2024-09-23,6438,迅得,breakout_60d,60日突破,190.672351,200.061520,36.770000,37.660000,38.150000,39.910000,41.630000,1.720000,3.480000,4.860000,4.309697,9.121887,37.660000,400,12.820513,0.079422,0.303249,0.570397,0.363226,0.479865,0.075602,0.271871,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2024-09-27,2024-09-30,3213,茂訊,breakout_60d,60日突破,547.336785,532.741137,36.520000,38.430000,37.910000,37.940000,39.770000,1.830000,1.860000,3.250000,4.823405,4.906357,37.910000,100,19.553666,-0.130594,-0.120548,-0.141553,-0.201826,-0.013699,-0.158047,-0.171377,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2025-02-14,2025-02-17,7402,邑錡,breakout_60d,60日突破,159.232139,169.976785,29.690000,29.740000,29.740000,29.740000,31.600000,1.860000,1.860000,1.910000,6.254203,6.254203,29.740000,600,9.178744,0.056995,-0.033161,-0.046632,-0.121244,-0.010616,0.060803,0.018375,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2025-03-14,2025-03-17,3260,威剛,breakout_60d,60日突破,177.440757,184.629189,25.150000,27.230000,33.630000,28.180000,31.420000,3.240000,-2.210000,6.270000,11.497516,-6.571514,27.230000,400,15.375154,-0.068648,-0.128074,-0.197746,-0.019467,0.191200,-0.072493,-0.076989,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
2025-04-02,2025-04-07,8222,寶一,breakout_60d,60日突破,63.741372,57.367235,31.320000,32.890000,32.850000,31.320000,37.640000,6.320000,4.790000,6.320000,20.178799,14.581431,31.320000,1000,34.663342,0.069959,0.102881,0.374486,0.049383,0.031488,0.036499,0.101618,60日突破＋單週大戶跳升＋前期未流失,60日突破；單週大戶增加至少1.50pp；跳升前大戶比例低於40%；跳升前3週未低於4週前
