signal_date,entry_date,stock_id,股票名稱,strategy,策略名稱,signal_close,entry_close,whale_base_4w_pct,whale_current_pct,whale_change_4w_pp,whale_relative_change_pct,prior_20d_return_pct,return_20d,return_60d,return_120d
2016-12-09,2016-12-12,1460,宏遠,ma20_support_uptrend,月線支撐,20.800429,20.800429,62.870000,62.640000,-0.230000,-0.365834,7.165109,-0.020349,-0.017442,-0.081395
2016-12-09,2016-12-12,1463,強盛新,ma20_support_uptrend,月線支撐,23.010744,23.300551,51.960000,50.080000,-1.880000,-3.618168,11.516854,0.064677,0.154229,0.405473
2016-12-09,2016-12-12,1532,勤美,ma20_support_uptrend,月線支撐,95.070187,93.646980,72.280000,71.980000,-0.300000,-0.415053,9.150327,-0.048632,-0.015198,-0.080547
2016-12-09,2016-12-12,1580,新麥,ma20_support_uptrend,月線支撐,350.696915,340.176007,66.780000,67.860000,1.080000,1.617251,6.382979,0.010309,-0.075601,0.161512
2016-12-09,2016-12-12,1592,名稱待補,ma20_support_uptrend,月線支撐,51.551652,50.175530,79.230000,79.230000,0.000000,0.000000,13.387660,0.160338,0.094937,0.006329
2016-12-09,2016-12-12,1605,華新,ma20_support_uptrend,月線支撐,18.588285,18.097273,70.090000,69.380000,-0.710000,-1.012983,5.577689,-0.081395,0.096899,-0.027132
2016-12-09,2016-12-12,1708,東鹼,ma20_support_uptrend,月線支撐,41.997368,42.606025,39.230000,39.550000,0.320000,0.815702,12.195122,-0.023214,0.058929,-0.007143
2016-12-09,2016-12-12,1710,東聯,ma20_support_uptrend,月線支撐,47.038938,50.870164,71.570000,71.580000,0.010000,0.013972,7.542579,0.025105,0.027197,0.000000
2016-12-09,2016-12-12,1714,和桐,ma20_support_uptrend,月線支撐,15.648501,15.987458,50.390000,50.620000,0.230000,0.456440,9.486166,-0.004711,0.027091,-0.038869
2016-12-09,2016-12-12,1906,寶隆,ma20_support_uptrend,月線支撐,17.044660,16.791019,74.650000,74.020000,-0.630000,-0.843938,5.329154,0.256798,0.531722,0.570997
2016-12-09,2016-12-12,1909,榮成,ma20_support_uptrend,月線支撐,26.978759,26.895233,74.450000,75.350000,0.900000,1.208865,5.555556,0.347826,0.782609,1.018634
2016-12-09,2016-12-12,2002,中鋼,ma20_support_uptrend,月線支撐,56.807510,57.029848,56.780000,57.550000,0.770000,1.356111,4.285714,-0.042885,0.003899,-0.046784
2016-12-09,2016-12-12,2006,東和鋼鐵,ma20_support_uptrend,月線支撐,41.287234,41.098708,64.710000,64.750000,0.040000,0.061814,1.860465,-0.048165,0.094037,0.098624
2016-12-09,2016-12-12,2010,春源,ma20_support_uptrend,月線支撐,25.239016,24.825262,63.620000,64.010000,0.390000,0.613015,8.444444,-0.025000,0.050000,-0.008333
2016-12-09,2016-12-12,2014,中鴻,ma20_support_uptrend,月線支撐,11.138295,11.030679,50.840000,49.340000,-1.500000,-2.950433,5.828221,-0.014634,0.156098,-0.125854
2016-12-09,2016-12-12,2027,大成鋼,ma20_support_uptrend,月線支撐,39.472171,39.257064,60.280000,61.010000,0.730000,1.211015,4.261364,-0.013699,-0.035616,-0.076712
2016-12-09,2016-12-12,2029,盛餘,ma20_support_uptrend,月線支撐,65.434256,65.349387,74.090000,75.430000,1.340000,1.808611,13.049853,-0.088312,0.040260,-0.140260
2016-12-09,2016-12-12,2031,新光鋼,ma20_support_uptrend,月線支撐,41.359856,41.179639,38.010000,41.680000,3.670000,9.655354,12.776413,-0.039387,0.043764,0.067834
2016-12-09,2016-12-12,2069,運錩,ma20_support_uptrend,月線支撐,24.664800,24.355200,82.190000,78.690000,-3.500000,-4.258426,24.479167,0.021186,0.264831,0.063559
2016-12-09,2016-12-12,2104,國際中橡,ma20_support_uptrend,月線支撐,53.756754,54.342127,57.220000,57.250000,0.030000,0.052429,9.760956,0.050269,0.075404,0.087971
2016-12-09,2016-12-12,2206,三陽工業,ma20_support_uptrend,月線支撐,29.377051,28.957378,78.090000,77.660000,-0.430000,-0.550647,4.218362,-0.007246,0.031401,0.038647
2016-12-09,2016-12-12,2301,光寶科,ma20_support_uptrend,月線支撐,86.527409,86.527409,79.300000,80.060000,0.760000,0.958386,18.764846,-0.026000,0.074000,-0.018000
2016-12-09,2016-12-12,2325,名稱待補,ma20_support_uptrend,月線支撐,103.465422,103.357645,89.440000,89.530000,0.090000,0.100626,3.783784,-0.009385,0.015641,0.038582
2016-12-09,2016-12-12,2340,台亞,ma20_support_uptrend,月線支撐,14.435755,13.984637,31.490000,33.370000,1.880000,5.970149,13.833992,0.000000,0.175627,0.254480
2016-12-09,2016-12-12,2351,順德,ma20_support_uptrend,月線支撐,67.763532,68.823612,62.610000,61.230000,-1.380000,-2.204121,7.922078,0.011848,0.196682,0.208531
2016-12-09,2016-12-12,2352,佳世達,ma20_support_uptrend,月線支撐,13.956612,13.819334,49.130000,50.700000,1.570000,3.195604,5.172414,0.049669,0.185430,0.536424
2016-12-09,2016-12-12,2355,敬鵬,ma20_support_uptrend,月線支撐,120.914766,121.489638,69.720000,69.880000,0.160000,0.229489,15.779817,-0.020505,-0.044164,-0.044164
2016-12-09,2016-12-12,2368,金像電,ma20_support_uptrend,月線支撐,13.841973,13.715562,54.980000,55.110000,0.130000,0.236450,9.500000,-0.050691,0.032258,0.004608
2016-12-09,2016-12-12,2369,菱生,ma20_support_uptrend,月線支撐,20.647007,20.814869,33.450000,34.220000,0.770000,2.301943,13.888889,-0.036290,0.125000,0.209677
2016-12-09,2016-12-12,2404,漢唐,ma20_support_uptrend,月線支撐,123.866719,125.138451,47.180000,46.820000,-0.360000,-0.763035,5.869565,0.020325,0.207317,0.382114
