signal_date,entry_date,stock_id,股票名稱,strategy,價格型態,signal_close,entry_close,whale_lag4_pct,whale_lag3_pct,whale_lag2_pct,whale_lag1_pct,whale_current_pct,單週大戶變化(百分點),兩週大戶變化(百分點),四週大戶變化(百分點),單週相對變化(%),兩週相對變化(%),跳升前3週最低大戶比例(%),selected_lot_bucket,prior_20d_return_pct,return_5d,return_10d,return_20d,return_60d,return_120d,excess_0050_5d,excess_0050_10d
2016-12-02,2016-12-05,2823,名稱未提供,breakout_60d,60日突破,80.994808,80.424422,79.580000,79.770000,80.130000,80.460000,81.480000,1.020000,1.350000,1.900000,1.267711,1.684762,79.770000,1000,25.441696,-0.080851,-0.095035,-0.095035,-0.116312,-0.165957,-0.105464,-0.105584
2016-12-02,2016-12-05,5009,榮剛,breakout_60d,60日突破,29.714710,29.880252,32.940000,33.370000,33.400000,32.880000,33.900000,1.020000,0.500000,0.960000,3.102190,1.497006,32.880000,1000,5.899705,0.019391,0.022161,0.060942,0.432133,0.058172,-0.005223,0.011612
2016-12-02,2016-12-05,5490,同亨,breakout_60d,60日突破,106.824144,105.720969,27.710000,27.390000,28.390000,27.910000,28.210000,0.300000,-0.180000,0.500000,1.074884,-0.634026,27.390000,800,23.093220,-0.043478,-0.033043,-0.015652,-0.040000,0.191304,-0.068091,-0.043592
2016-12-02,2016-12-05,6005,群益證,breakout_60d,60日突破,15.636294,15.585251,71.140000,71.160000,71.520000,71.740000,72.120000,0.380000,0.600000,0.980000,0.529691,0.838926,71.160000,1000,16.624365,0.018559,0.025109,0.031659,0.082969,0.076419,-0.006054,0.014561
2016-12-02,2016-12-05,8183,精星,breakout_60d,60日突破,15.478209,15.096704,58.170000,58.420000,58.180000,59.050000,60.380000,1.330000,2.200000,2.210000,2.252329,3.781368,58.180000,1000,35.238095,-0.068592,0.046931,0.140794,0.981949,0.462094,-0.093205,0.036383
2016-12-09,2016-12-12,3054,立萬利,dip_5_10d_above_ma240,淺幅回檔承接,32.121317,32.121317,71.700000,74.890000,76.630000,77.030000,76.220000,-0.810000,-0.410000,4.520000,-1.051538,-0.535038,74.890000,1000,-6.318083,-0.016279,-0.034884,-0.002326,-0.083721,-0.039535,-0.002552,-0.006744
2016-12-09,2016-12-12,2415,錩新,dip_10_20d_above_ma240,多頭回檔承接,41.342740,41.615930,54.500000,54.500000,54.500000,54.500000,55.720000,1.220000,1.220000,1.220000,2.238532,2.238532,54.500000,1000,-10.099010,0.070022,0.070022,0.164114,0.577681,0.251641,0.083749,0.098162
2016-12-09,2016-12-12,6510,精測,ma20_reclaim_uptrend,月線重新站回,1159.596662,1164.638387,69.510000,69.790000,70.360000,71.500000,71.660000,0.160000,1.300000,2.150000,0.223776,1.847641,69.790000,100,1.769912,0.051948,0.025974,0.025974,0.160173,0.147186,0.065675,0.054114
2016-12-09,2016-12-12,1309,台達化,breakout_20d,20日突破,15.487633,15.828770,52.800000,53.290000,53.360000,54.410000,56.620000,2.210000,3.260000,3.820000,4.061753,6.109445,53.290000,1000,40.993789,-0.094828,-0.137931,-0.090517,-0.120690,-0.181034,-0.081101,-0.109791
2016-12-09,2016-12-12,1708,東鹼,breakout_20d,20日突破,41.997368,42.606025,39.230000,39.220000,39.070000,39.020000,39.550000,0.530000,0.480000,0.320000,1.358278,1.228564,39.020000,1000,12.195122,-0.032143,-0.053571,-0.023214,0.058929,-0.007143,-0.018416,-0.025431
2016-12-09,2016-12-12,1718,中纖,breakout_20d,20日突破,12.606526,13.123422,47.690000,47.840000,48.350000,48.700000,48.940000,0.240000,0.590000,1.250000,0.492813,1.220269,47.840000,1000,11.847134,-0.044858,-0.080963,-0.038293,-0.049234,-0.124726,-0.031131,-0.052823
2016-12-09,2016-12-12,1723,中碳,breakout_20d,20日突破,257.902260,256.832127,55.730000,55.750000,56.040000,56.610000,57.010000,0.400000,0.970000,1.280000,0.706589,1.730906,55.750000,400,12.616822,-0.020833,-0.037500,0.000000,0.020833,0.000000,-0.007106,-0.009360
2016-12-09,2016-12-12,2049,上銀,breakout_20d,20日突破,197.301939,194.571116,60.140000,59.210000,59.030000,58.310000,60.290000,1.980000,1.260000,0.150000,3.395644,2.134508,58.310000,400,12.451362,-0.003509,0.017544,0.073684,0.442105,0.414035,0.010218,0.045684
2016-12-09,2016-12-12,2548,華固,breakout_20d,20日突破,214.657503,210.134735,59.650000,59.140000,59.750000,61.110000,62.500000,1.390000,2.750000,2.850000,2.274587,4.602510,59.140000,400,14.048059,0.014901,-0.021523,0.009934,0.115894,0.114238,0.028627,0.006617
2016-12-09,2016-12-12,3017,奇鋐,breakout_20d,20日突破,49.827974,49.729109,43.800000,43.020000,43.260000,43.310000,44.260000,0.950000,1.000000,0.460000,2.193489,2.311604,43.020000,1000,9.327549,-0.009940,-0.005964,-0.003976,0.091451,0.033797,0.003786,0.022176
2016-12-09,2016-12-12,3019,亞光,breakout_20d,20日突破,43.543510,43.543510,36.740000,36.570000,37.380000,37.080000,37.570000,0.490000,0.190000,0.830000,1.321467,0.508293,36.570000,1000,13.919414,-0.012862,-0.048232,0.024116,0.688103,0.720257,0.000865,-0.020091
2016-12-09,2016-12-12,3059,華晶科,breakout_20d,20日突破,53.212590,53.329029,34.260000,34.590000,34.990000,35.410000,34.780000,-0.630000,-0.210000,0.520000,-1.779158,-0.600171,34.590000,1000,7.025761,-0.026201,-0.054585,-0.028384,0.120087,0.037118,-0.012474,-0.026445
2016-12-09,2016-12-12,3141,晶宏,breakout_20d,20日突破,21.554096,21.022626,16.220000,16.950000,17.290000,17.230000,17.420000,0.190000,0.130000,1.200000,1.102728,0.751880,16.950000,1000,14.779874,0.053371,0.051966,0.092697,0.032303,-0.021067,0.067098,0.080106
2016-12-09,2016-12-12,3236,千如,breakout_20d,20日突破,32.731101,32.317655,26.930000,27.800000,29.420000,29.540000,32.230000,2.690000,2.810000,5.300000,9.106297,9.551326,27.800000,1000,11.502347,-0.038380,-0.085288,-0.068230,0.313433,0.494670,-0.024653,-0.057148
2016-12-09,2016-12-12,3299,名稱未提供,breakout_20d,20日突破,109.124099,108.312768,21.520000,21.440000,22.880000,23.190000,23.090000,-0.100000,0.210000,1.570000,-0.431220,0.917832,21.440000,800,10.245902,-0.041199,-0.061798,-0.022472,0.286517,0.294007,-0.027472,-0.033658
2016-12-09,2016-12-12,3406,玉晶光,breakout_20d,20日突破,125.364696,137.901166,45.440000,45.740000,49.740000,48.430000,48.420000,-0.010000,-1.320000,2.980000,-0.020648,-2.653800,45.740000,600,92.307692,-0.036364,-0.090909,-0.027273,1.104545,1.781818,-0.022637,-0.062769
2016-12-09,2016-12-12,3455,由田,breakout_20d,20日突破,62.180036,60.973958,16.930000,16.930000,16.930000,16.930000,21.550000,4.620000,4.620000,4.620000,27.288836,27.288836,16.930000,1000,33.717579,0.008791,-0.018681,-0.026374,0.167033,0.125275,0.022518,0.009459
2016-12-09,2016-12-12,4736,泰博,breakout_20d,20日突破,158.738046,155.825421,51.640000,52.500000,51.740000,52.610000,52.560000,-0.050000,0.820000,0.920000,-0.095039,1.584847,51.740000,600,5.825243,0.023364,-0.004673,0.056075,0.014019,-0.084112,0.037091,0.023467
2016-12-09,2016-12-12,4746,台耀,breakout_20d,20日突破,107.887747,108.692879,43.040000,41.500000,42.380000,43.690000,44.680000,0.990000,2.300000,1.640000,2.265965,5.427088,41.500000,800,6.469921,0.005291,0.017989,0.039153,-0.063492,-0.153439,0.019018,0.046129
2016-12-09,2016-12-12,4906,正文,breakout_20d,20日突破,50.200874,52.101575,27.070000,27.020000,27.710000,27.950000,29.350000,1.400000,1.640000,2.280000,5.008945,5.918441,27.020000,1000,24.033149,0.027897,0.047210,0.057940,0.190987,0.259657,0.041624,0.075350
2016-12-09,2016-12-12,5434,崇越,breakout_20d,20日突破,220.489139,215.078363,49.640000,49.990000,50.340000,50.030000,50.170000,0.140000,-0.170000,0.530000,0.279832,-0.337704,49.990000,400,5.025773,0.003774,0.008805,0.081761,0.189937,0.145912,0.017500,0.036945
2016-12-09,2016-12-12,6107,名稱未提供,breakout_20d,20日突破,98.515883,96.756671,54.690000,54.550000,55.930000,55.940000,55.760000,-0.180000,-0.170000,1.070000,-0.321773,-0.303951,54.550000,800,9.638554,-0.013986,-0.012587,0.032168,0.134266,-0.141259,-0.000259,0.015553
2016-12-09,2016-12-12,6139,亞翔,breakout_20d,20日突破,69.454466,70.760448,46.710000,46.090000,47.090000,46.580000,47.220000,0.640000,0.130000,0.510000,1.373980,0.276067,46.090000,1000,21.118012,0.040268,0.077181,0.241611,0.204698,0.100671,0.053995,0.105321
2016-12-09,2016-12-12,6143,振曜,breakout_20d,20日突破,152.672535,150.910081,42.240000,42.500000,43.870000,43.330000,43.890000,0.560000,0.020000,1.650000,1.292407,0.045589,42.500000,600,15.692821,-0.026277,-0.054015,-0.002920,-0.090511,-0.029197,-0.012551,-0.025875
2016-12-09,2016-12-12,6153,嘉聯益,breakout_20d,20日突破,27.098687,27.028118,31.760000,32.580000,32.530000,33.390000,34.600000,1.210000,2.070000,2.840000,3.623839,6.363357,32.530000,1000,0.000000,-0.031332,-0.062663,-0.065274,0.000000,0.101828,-0.017605,-0.034523
2016-12-09,2016-12-12,6230,尼得科超眾,breakout_20d,20日突破,229.920788,232.604688,62.260000,61.910000,59.500000,58.390000,59.770000,1.380000,0.270000,-2.490000,2.363418,0.453782,58.390000,400,10.300429,-0.023077,-0.026923,0.153846,0.080769,-0.092308,-0.009350,0.001217
2016-12-09,2016-12-12,8086,宏捷科,breakout_20d,20日突破,63.191865,64.562892,12.410000,12.060000,12.980000,12.140000,14.090000,1.950000,1.110000,1.680000,16.062603,8.551618,12.060000,1000,15.489749,-0.011583,-0.005792,-0.037645,0.131274,0.158301,0.002144,0.022349
2016-12-09,2016-12-12,8446,華研,breakout_20d,20日突破,166.568238,165.053982,60.500000,60.610000,59.690000,60.120000,60.470000,0.350000,0.780000,-0.030000,0.582169,1.306752,59.690000,400,8.910891,0.009174,0.036697,0.050459,0.064220,0.096330,0.022901,0.064837
2016-12-09,2016-12-12,1309,台達化,breakout_60d,60日突破,15.487633,15.828770,52.800000,53.290000,53.360000,54.410000,56.620000,2.210000,3.260000,3.820000,4.061753,6.109445,53.290000,1000,40.993789,-0.094828,-0.137931,-0.090517,-0.120690,-0.181034,-0.081101,-0.109791
2016-12-09,2016-12-12,1708,東鹼,breakout_60d,60日突破,41.997368,42.606025,39.230000,39.220000,39.070000,39.020000,39.550000,0.530000,0.480000,0.320000,1.358278,1.228564,39.020000,1000,12.195122,-0.032143,-0.053571,-0.023214,0.058929,-0.007143,-0.018416,-0.025431
2016-12-09,2016-12-12,1718,中纖,breakout_60d,60日突破,12.606526,13.123422,47.690000,47.840000,48.350000,48.700000,48.940000,0.240000,0.590000,1.250000,0.492813,1.220269,47.840000,1000,11.847134,-0.044858,-0.080963,-0.038293,-0.049234,-0.124726,-0.031131,-0.052823
2016-12-09,2016-12-12,1723,中碳,breakout_60d,60日突破,257.902260,256.832127,55.730000,55.750000,56.040000,56.610000,57.010000,0.400000,0.970000,1.280000,0.706589,1.730906,55.750000,400,12.616822,-0.020833,-0.037500,0.000000,0.020833,0.000000,-0.007106,-0.009360
2016-12-09,2016-12-12,2548,華固,breakout_60d,60日突破,214.657503,210.134735,59.650000,59.140000,59.750000,61.110000,62.500000,1.390000,2.750000,2.850000,2.274587,4.602510,59.140000,400,14.048059,0.014901,-0.021523,0.009934,0.115894,0.114238,0.028627,0.006617
2016-12-09,2016-12-12,3017,奇鋐,breakout_60d,60日突破,49.827974,49.729109,43.800000,43.020000,43.260000,43.310000,44.260000,0.950000,1.000000,0.460000,2.193489,2.311604,43.020000,1000,9.327549,-0.009940,-0.005964,-0.003976,0.091451,0.033797,0.003786,0.022176
2016-12-09,2016-12-12,3299,名稱未提供,breakout_60d,60日突破,109.124099,108.312768,21.520000,21.440000,22.880000,23.190000,23.090000,-0.100000,0.210000,1.570000,-0.431220,0.917832,21.440000,800,10.245902,-0.041199,-0.061798,-0.022472,0.286517,0.294007,-0.027472,-0.033658
2016-12-09,2016-12-12,3406,玉晶光,breakout_60d,60日突破,125.364696,137.901166,45.440000,45.740000,49.740000,48.430000,48.420000,-0.010000,-1.320000,2.980000,-0.020648,-2.653800,45.740000,600,92.307692,-0.036364,-0.090909,-0.027273,1.104545,1.781818,-0.022637,-0.062769
2016-12-09,2016-12-12,3455,由田,breakout_60d,60日突破,62.180036,60.973958,16.930000,16.930000,16.930000,16.930000,21.550000,4.620000,4.620000,4.620000,27.288836,27.288836,16.930000,1000,33.717579,0.008791,-0.018681,-0.026374,0.167033,0.125275,0.022518,0.009459
2016-12-09,2016-12-12,4906,正文,breakout_60d,60日突破,50.200874,52.101575,27.070000,27.020000,27.710000,27.950000,29.350000,1.400000,1.640000,2.280000,5.008945,5.918441,27.020000,1000,24.033149,0.027897,0.047210,0.057940,0.190987,0.259657,0.041624,0.075350
2016-12-16,2016-12-19,2371,大同,dip_5_10d_above_ma240,淺幅回檔承接,3.817969,3.699844,61.990000,62.560000,62.820000,62.900000,63.560000,0.660000,0.740000,1.570000,1.049285,1.177969,62.560000,1000,-5.334728,0.075257,0.095781,0.476625,0.356899,0.505131,0.089870,0.095085
