signal_date,entry_date,stock_id,股票名稱,strategy,價格型態,signal_close,entry_close,whale_lag4_pct,whale_lag3_pct,whale_lag2_pct,whale_lag1_pct,whale_current_pct,單週大戶變化(百分點),兩週大戶變化(百分點),四週大戶變化(百分點),單週相對變化(%),兩週相對變化(%),跳升前3週最低大戶比例(%),selected_lot_bucket,prior_20d_return_pct,return_5d,return_10d,return_20d,return_60d,return_120d,excess_0050_5d,excess_0050_10d
2020-07-03,2020-07-06,2436,偉詮電,breakout_20d,20日突破,39.339624,39.063556,25.720000,27.020000,26.730000,26.560000,26.330000,-0.230000,-0.400000,0.610000,-0.865964,-1.496446,26.560000,1000,10.484928,0.095406,0.035336,0.070671,0.061837,0.678445,0.075226,0.004534
2020-07-03,2020-07-06,2449,京元電子,breakout_20d,20日突破,86.805754,88.963908,63.260000,62.570000,63.160000,63.820000,64.560000,0.740000,1.400000,1.300000,1.159511,2.216593,62.570000,1000,14.556962,0.023533,-0.004742,0.002327,-0.133390,-0.047153,0.003352,-0.035544
2020-07-03,2020-07-06,2464,盟立,breakout_20d,20日突破,138.274235,151.968060,32.520000,32.430000,32.490000,33.040000,33.360000,0.320000,0.870000,0.840000,0.968523,2.677747,32.430000,600,17.491677,0.101099,0.030769,-0.026374,-0.107692,-0.060440,0.080918,-0.000033
2020-07-03,2020-07-06,2493,揚博,breakout_20d,20日突破,106.112500,107.117625,26.590000,26.690000,26.800000,26.860000,27.920000,1.060000,1.120000,1.330000,3.946389,4.179104,26.690000,800,5.420827,-0.076958,-0.088460,-0.062580,-0.006508,-0.033825,-0.097139,-0.119262
2020-07-03,2020-07-06,2504,國產,breakout_20d,20日突破,24.594414,24.818000,65.890000,66.080000,65.780000,66.360000,67.320000,0.960000,1.540000,1.430000,1.446655,2.341137,65.780000,1000,15.789474,0.030030,0.065812,0.007787,0.441441,0.362138,0.009849,0.035010
2020-07-03,2020-07-06,3034,聯詠,breakout_20d,20日突破,739.423691,799.031743,87.280000,87.410000,87.420000,87.880000,88.100000,0.220000,0.680000,0.820000,0.250341,0.777854,87.410000,100,22.300469,0.001301,-0.041111,0.091658,-0.046643,0.228116,-0.018879,-0.071913
2020-07-03,2020-07-06,3037,欣興,breakout_20d,20日突破,92.944450,99.546112,69.800000,70.540000,69.990000,69.860000,71.850000,1.990000,1.860000,2.050000,2.848554,2.657523,69.860000,800,22.146119,-0.059337,-0.048002,0.130275,0.381646,0.506439,-0.079517,-0.078803
2020-07-03,2020-07-06,3038,全台,breakout_20d,20日突破,34.050430,35.543246,28.300000,28.380000,29.550000,29.920000,32.810000,2.890000,3.260000,4.510000,9.659091,11.032149,28.380000,1000,16.262136,-0.151261,-0.193277,-0.218487,-0.275210,-0.199580,-0.171441,-0.224079
2020-07-03,2020-07-06,3047,訊舟,breakout_20d,20日突破,25.072278,26.013960,23.610000,25.210000,25.210000,26.340000,24.760000,-1.580000,-0.450000,1.150000,-5.998481,-1.785006,25.210000,1000,27.544910,0.004525,-0.018100,0.055246,0.321351,0.261707,-0.015656,-0.048901
2020-07-03,2020-07-06,3056,富華新,breakout_20d,20日突破,78.923443,80.554936,43.460000,42.640000,42.920000,43.680000,44.610000,0.930000,1.690000,1.150000,2.129121,3.937558,42.640000,1000,10.888252,-0.086111,-0.043636,-0.027194,0.020761,0.074197,-0.106291,-0.074438
2020-07-03,2020-07-06,3078,僑威,breakout_20d,20日突破,73.511803,76.631998,46.760000,45.510000,45.770000,45.600000,46.180000,0.580000,0.410000,-0.580000,1.271930,0.895783,45.510000,1000,5.178571,-0.024430,-0.016287,-0.017915,0.402442,0.476255,-0.044611,-0.047089
2020-07-03,2020-07-06,3324,雙鴻,breakout_20d,20日突破,219.375364,229.734756,41.900000,40.470000,41.180000,40.970000,43.880000,2.910000,2.700000,1.980000,7.102758,6.556581,40.470000,400,2.857143,-0.001360,0.145980,0.246935,0.263306,0.173265,-0.021541,0.115178
2020-07-03,2020-07-06,3545,敦泰,breakout_20d,20日突破,42.869694,44.145923,43.210000,43.150000,43.390000,44.220000,44.240000,0.020000,0.850000,1.030000,0.045228,1.958977,43.150000,1000,14.751553,0.007884,-0.044340,-0.013684,-0.153634,0.794234,-0.012296,-0.075142
2020-07-03,2020-07-06,3653,健策,breakout_20d,20日突破,560.734296,562.554862,84.720000,86.400000,86.670000,87.030000,86.020000,-1.010000,-0.650000,1.300000,-1.160519,-0.749971,86.400000,100,20.312500,-0.016181,-0.090615,-0.006472,-0.040274,-0.165170,-0.036362,-0.121417
2020-07-03,2020-07-06,3665,貿聯-KY,breakout_20d,20日突破,387.627562,397.145203,61.420000,62.680000,63.250000,64.650000,64.900000,0.250000,1.650000,3.480000,0.386698,2.608696,62.680000,200,7.692308,-0.056645,-0.070469,-0.109105,-0.002288,0.093165,-0.076825,-0.101271
2020-07-03,2020-07-06,4934,太極,breakout_20d,20日突破,12.826410,13.713343,30.360000,30.360000,30.930000,30.930000,31.230000,0.300000,0.300000,0.870000,0.969932,0.969932,30.360000,1000,7.428571,-0.111940,-0.092040,-0.097015,0.504975,0.402985,-0.132121,-0.122842
2020-07-03,2020-07-06,4968,立積,breakout_20d,20日突破,256.157301,281.519410,27.850000,25.760000,23.930000,24.800000,32.650000,7.850000,8.720000,4.800000,31.653226,36.439616,23.930000,400,16.091954,0.103604,0.103604,0.248159,0.048453,0.624876,0.083423,0.072802
2020-07-03,2020-07-06,5347,世界,breakout_20d,20日突破,141.824863,146.570612,90.110000,90.570000,90.600000,90.650000,90.780000,0.130000,0.180000,0.670000,0.143409,0.198675,90.570000,600,10.217984,0.024907,0.011208,0.160648,0.217933,0.425903,0.004726,-0.019594
2020-07-03,2020-07-06,5469,瀚宇博,breakout_20d,20日突破,116.902066,122.339371,67.120000,67.430000,67.230000,67.570000,69.770000,2.200000,2.540000,2.650000,3.255883,3.778075,67.230000,600,10.256410,0.030000,0.006667,-0.034976,-0.098464,0.003117,0.009819,-0.024135
2020-07-03,2020-07-06,6125,廣運,breakout_20d,20日突破,37.265507,38.454832,36.050000,36.520000,36.100000,35.920000,37.060000,1.140000,0.960000,1.010000,3.173719,2.659280,35.920000,1000,7.736390,-0.055981,-0.090624,0.056608,0.625329,0.697502,-0.076162,-0.121426
2020-07-03,2020-07-06,6141,柏承,breakout_20d,20日突破,49.051641,49.051641,45.140000,46.130000,45.700000,46.020000,45.870000,-0.150000,0.170000,0.730000,-0.325945,0.371991,45.700000,1000,3.260870,0.015789,0.026316,0.008008,0.295626,0.548300,-0.004391,-0.004486
2020-07-03,2020-07-06,6147,頎邦,breakout_20d,20日突破,119.746224,121.715145,59.650000,60.350000,61.460000,62.060000,64.260000,2.200000,2.800000,4.610000,3.544956,4.555809,60.350000,600,8.957655,-0.032353,-0.057353,-0.085381,-0.020949,0.032483,-0.052534,-0.088155
2020-07-03,2020-07-06,6176,瑞儀,breakout_20d,20日突破,346.183052,353.162549,71.430000,72.120000,73.560000,73.960000,74.670000,0.710000,1.110000,3.240000,0.959978,1.508972,72.120000,200,12.727273,-0.075949,-0.046414,0.033755,-0.080169,-0.037975,-0.096130,-0.077215
2020-07-03,2020-07-06,6177,達麗,breakout_20d,20日突破,147.331122,147.331122,64.710000,64.730000,65.020000,65.170000,65.220000,0.050000,0.200000,0.510000,0.076722,0.307598,64.730000,600,15.242881,-0.037791,-0.040698,-0.052699,-0.023683,0.042885,-0.057971,-0.071500
2020-07-03,2020-07-06,6197,佳必琪,breakout_20d,20日突破,80.608881,88.606629,33.130000,33.050000,33.110000,33.550000,34.730000,1.180000,1.620000,1.600000,3.517139,4.892782,33.050000,1000,11.175617,-0.111192,-0.150723,-0.160925,-0.166026,-0.069111,-0.131373,-0.181525
2020-07-03,2020-07-06,6257,矽格,breakout_20d,20日突破,120.102581,123.904187,41.980000,41.600000,41.470000,45.000000,48.290000,3.290000,6.820000,6.310000,7.311111,16.445623,41.470000,600,11.212516,0.020455,0.020455,0.022336,-0.102921,0.095105,0.000274,-0.010347
2020-07-03,2020-07-06,6261,久元,breakout_20d,20日突破,169.741320,169.487974,38.550000,39.060000,40.270000,39.680000,41.910000,2.230000,1.640000,3.360000,5.619960,4.072511,39.060000,400,7.028754,-0.022422,-0.038864,0.011958,-0.168508,-0.044335,-0.042602,-0.069666
2020-07-03,2020-07-06,6269,台郡,breakout_20d,20日突破,361.054543,375.656014,72.510000,73.020000,73.150000,73.520000,75.270000,1.750000,2.120000,2.760000,2.380305,2.898154,73.020000,200,17.748918,-0.010601,0.014134,-0.005727,-0.111734,-0.126356,-0.030781,-0.016668
2020-07-03,2020-07-06,6288,名稱未提供,breakout_20d,20日突破,24.922272,27.414499,54.060000,54.380000,54.360000,54.460000,54.580000,0.120000,0.220000,0.520000,0.220345,0.404709,54.360000,1000,9.627755,0.009881,-0.023715,0.005929,0.363636,0.252964,-0.010299,-0.054517
2020-07-03,2020-07-06,6416,瑞祺電通,breakout_20d,20日突破,172.901301,178.789581,50.810000,49.590000,54.080000,54.300000,57.630000,3.330000,3.550000,6.820000,6.132597,6.564349,49.590000,400,19.188192,0.008982,-0.068862,-0.079628,-0.180533,-0.253918,-0.011199,-0.099664
2020-07-03,2020-07-06,6491,晶碩,breakout_20d,20日突破,201.987988,206.555556,64.780000,65.710000,66.710000,66.670000,67.190000,0.520000,0.480000,2.410000,0.779961,0.719532,65.710000,400,39.302061,-0.031941,-0.085995,-0.085995,-0.007371,0.429975,-0.052122,-0.116797
2020-07-03,2020-07-06,8039,台虹,breakout_20d,20日突破,110.729745,114.297959,52.170000,52.130000,53.340000,53.770000,54.910000,1.140000,1.570000,2.740000,2.120141,2.943382,52.130000,800,6.751055,0.121853,0.077543,0.009063,-0.013092,0.101712,0.101672,0.046741
2020-07-03,2020-07-06,8081,致新,breakout_20d,20日突破,416.582928,426.560963,54.780000,54.100000,54.850000,55.090000,55.780000,0.690000,0.930000,1.000000,1.252496,1.695533,54.100000,200,9.150327,0.030581,-0.033639,-0.067278,-0.073394,-0.033639,0.010400,-0.064441
2020-07-03,2020-07-06,2329,華泰,breakout_60d,60日突破,4.986644,4.927514,48.030000,48.190000,48.220000,47.450000,48.640000,1.190000,0.420000,0.610000,2.507903,0.871008,47.450000,1000,4.545455,-0.036000,-0.076000,-0.044000,-0.168505,0.216822,-0.056181,-0.106802
2020-07-03,2020-07-06,2360,致茂,breakout_60d,60日突破,350.563418,352.796306,89.530000,90.100000,90.160000,90.030000,90.200000,0.170000,0.040000,0.670000,0.188826,0.044366,90.030000,200,15.018315,-0.031646,0.028481,0.080770,-0.022161,0.100069,-0.051826,-0.002321
2020-07-03,2020-07-06,2377,微星,breakout_60d,60日突破,303.394139,313.901295,87.130000,86.870000,86.860000,86.830000,87.330000,0.500000,0.470000,0.200000,0.575838,0.541101,86.830000,200,8.962264,0.008368,0.087866,0.096234,0.139374,0.074881,-0.011812,0.057064
2020-07-03,2020-07-06,2387,精元,breakout_60d,60日突破,66.875313,68.557208,71.520000,69.300000,72.720000,69.970000,70.590000,0.620000,-2.130000,-0.930000,0.886094,-2.929043,69.300000,1000,19.627507,-0.024533,-0.065421,0.095794,0.545347,0.559568,-0.044713,-0.096222
2020-07-03,2020-07-06,2436,偉詮電,breakout_60d,60日突破,39.339624,39.063556,25.720000,27.020000,26.730000,26.560000,26.330000,-0.230000,-0.400000,0.610000,-0.865964,-1.496446,26.560000,1000,10.484928,0.095406,0.035336,0.070671,0.061837,0.678445,0.075226,0.004534
2020-07-03,2020-07-06,2464,盟立,breakout_60d,60日突破,138.274235,151.968060,32.520000,32.430000,32.490000,33.040000,33.360000,0.320000,0.870000,0.840000,0.968523,2.677747,32.430000,600,17.491677,0.101099,0.030769,-0.026374,-0.107692,-0.060440,0.080918,-0.000033
2020-07-03,2020-07-06,2493,揚博,breakout_60d,60日突破,106.112500,107.117625,26.590000,26.690000,26.800000,26.860000,27.920000,1.060000,1.120000,1.330000,3.946389,4.179104,26.690000,800,5.420827,-0.076958,-0.088460,-0.062580,-0.006508,-0.033825,-0.097139,-0.119262
2020-07-03,2020-07-06,2504,國產,breakout_60d,60日突破,24.594414,24.818000,65.890000,66.080000,65.780000,66.360000,67.320000,0.960000,1.540000,1.430000,1.446655,2.341137,65.780000,1000,15.789474,0.030030,0.065812,0.007787,0.441441,0.362138,0.009849,0.035010
2020-07-03,2020-07-06,3034,聯詠,breakout_60d,60日突破,739.423691,799.031743,87.280000,87.410000,87.420000,87.880000,88.100000,0.220000,0.680000,0.820000,0.250341,0.777854,87.410000,100,22.300469,0.001301,-0.041111,0.091658,-0.046643,0.228116,-0.018879,-0.071913
2020-07-03,2020-07-06,3037,欣興,breakout_60d,60日突破,92.944450,99.546112,69.800000,70.540000,69.990000,69.860000,71.850000,1.990000,1.860000,2.050000,2.848554,2.657523,69.860000,800,22.146119,-0.059337,-0.048002,0.130275,0.381646,0.506439,-0.079517,-0.078803
2020-07-03,2020-07-06,3038,全台,breakout_60d,60日突破,34.050430,35.543246,28.300000,28.380000,29.550000,29.920000,32.810000,2.890000,3.260000,4.510000,9.659091,11.032149,28.380000,1000,16.262136,-0.151261,-0.193277,-0.218487,-0.275210,-0.199580,-0.171441,-0.224079
2020-07-03,2020-07-06,3047,訊舟,breakout_60d,60日突破,25.072278,26.013960,23.610000,25.210000,25.210000,26.340000,24.760000,-1.580000,-0.450000,1.150000,-5.998481,-1.785006,25.210000,1000,27.544910,0.004525,-0.018100,0.055246,0.321351,0.261707,-0.015656,-0.048901
2020-07-03,2020-07-06,3056,富華新,breakout_60d,60日突破,78.923443,80.554936,43.460000,42.640000,42.920000,43.680000,44.610000,0.930000,1.690000,1.150000,2.129121,3.937558,42.640000,1000,10.888252,-0.086111,-0.043636,-0.027194,0.020761,0.074197,-0.106291,-0.074438
2020-07-03,2020-07-06,3078,僑威,breakout_60d,60日突破,73.511803,76.631998,46.760000,45.510000,45.770000,45.600000,46.180000,0.580000,0.410000,-0.580000,1.271930,0.895783,45.510000,1000,5.178571,-0.024430,-0.016287,-0.017915,0.402442,0.476255,-0.044611,-0.047089
2020-07-03,2020-07-06,3324,雙鴻,breakout_60d,60日突破,219.375364,229.734756,41.900000,40.470000,41.180000,40.970000,43.880000,2.910000,2.700000,1.980000,7.102758,6.556581,40.470000,400,2.857143,-0.001360,0.145980,0.246935,0.263306,0.173265,-0.021541,0.115178
2020-07-03,2020-07-06,3545,敦泰,breakout_60d,60日突破,42.869694,44.145923,43.210000,43.150000,43.390000,44.220000,44.240000,0.020000,0.850000,1.030000,0.045228,1.958977,43.150000,1000,14.751553,0.007884,-0.044340,-0.013684,-0.153634,0.794234,-0.012296,-0.075142
2020-07-03,2020-07-06,3653,健策,breakout_60d,60日突破,560.734296,562.554862,84.720000,86.400000,86.670000,87.030000,86.020000,-1.010000,-0.650000,1.300000,-1.160519,-0.749971,86.400000,100,20.312500,-0.016181,-0.090615,-0.006472,-0.040274,-0.165170,-0.036362,-0.121417
2020-07-03,2020-07-06,3665,貿聯-KY,breakout_60d,60日突破,387.627562,397.145203,61.420000,62.680000,63.250000,64.650000,64.900000,0.250000,1.650000,3.480000,0.386698,2.608696,62.680000,200,7.692308,-0.056645,-0.070469,-0.109105,-0.002288,0.093165,-0.076825,-0.101271
2020-07-03,2020-07-06,4934,太極,breakout_60d,60日突破,12.826410,13.713343,30.360000,30.360000,30.930000,30.930000,31.230000,0.300000,0.300000,0.870000,0.969932,0.969932,30.360000,1000,7.428571,-0.111940,-0.092040,-0.097015,0.504975,0.402985,-0.132121,-0.122842
2020-07-03,2020-07-06,4968,立積,breakout_60d,60日突破,256.157301,281.519410,27.850000,25.760000,23.930000,24.800000,32.650000,7.850000,8.720000,4.800000,31.653226,36.439616,23.930000,400,16.091954,0.103604,0.103604,0.248159,0.048453,0.624876,0.083423,0.072802
2020-07-03,2020-07-06,5347,世界,breakout_60d,60日突破,141.824863,146.570612,90.110000,90.570000,90.600000,90.650000,90.780000,0.130000,0.180000,0.670000,0.143409,0.198675,90.570000,600,10.217984,0.024907,0.011208,0.160648,0.217933,0.425903,0.004726,-0.019594
2020-07-03,2020-07-06,5469,瀚宇博,breakout_60d,60日突破,116.902066,122.339371,67.120000,67.430000,67.230000,67.570000,69.770000,2.200000,2.540000,2.650000,3.255883,3.778075,67.230000,600,10.256410,0.030000,0.006667,-0.034976,-0.098464,0.003117,0.009819,-0.024135
2020-07-03,2020-07-06,6125,廣運,breakout_60d,60日突破,37.265507,38.454832,36.050000,36.520000,36.100000,35.920000,37.060000,1.140000,0.960000,1.010000,3.173719,2.659280,35.920000,1000,7.736390,-0.055981,-0.090624,0.056608,0.625329,0.697502,-0.076162,-0.121426
2020-07-03,2020-07-06,6147,頎邦,breakout_60d,60日突破,119.746224,121.715145,59.650000,60.350000,61.460000,62.060000,64.260000,2.200000,2.800000,4.610000,3.544956,4.555809,60.350000,600,8.957655,-0.032353,-0.057353,-0.085381,-0.020949,0.032483,-0.052534,-0.088155
2020-07-03,2020-07-06,6176,瑞儀,breakout_60d,60日突破,346.183052,353.162549,71.430000,72.120000,73.560000,73.960000,74.670000,0.710000,1.110000,3.240000,0.959978,1.508972,72.120000,200,12.727273,-0.075949,-0.046414,0.033755,-0.080169,-0.037975,-0.096130,-0.077215
2020-07-03,2020-07-06,6177,達麗,breakout_60d,60日突破,147.331122,147.331122,64.710000,64.730000,65.020000,65.170000,65.220000,0.050000,0.200000,0.510000,0.076722,0.307598,64.730000,600,15.242881,-0.037791,-0.040698,-0.052699,-0.023683,0.042885,-0.057971,-0.071500
2020-07-03,2020-07-06,6197,佳必琪,breakout_60d,60日突破,80.608881,88.606629,33.130000,33.050000,33.110000,33.550000,34.730000,1.180000,1.620000,1.600000,3.517139,4.892782,33.050000,1000,11.175617,-0.111192,-0.150723,-0.160925,-0.166026,-0.069111,-0.131373,-0.181525
2020-07-03,2020-07-06,6257,矽格,breakout_60d,60日突破,120.102581,123.904187,41.980000,41.600000,41.470000,45.000000,48.290000,3.290000,6.820000,6.310000,7.311111,16.445623,41.470000,600,11.212516,0.020455,0.020455,0.022336,-0.102921,0.095105,0.000274,-0.010347
2020-07-03,2020-07-06,6261,久元,breakout_60d,60日突破,169.741320,169.487974,38.550000,39.060000,40.270000,39.680000,41.910000,2.230000,1.640000,3.360000,5.619960,4.072511,39.060000,400,7.028754,-0.022422,-0.038864,0.011958,-0.168508,-0.044335,-0.042602,-0.069666
2020-07-03,2020-07-06,6269,台郡,breakout_60d,60日突破,361.054543,375.656014,72.510000,73.020000,73.150000,73.520000,75.270000,1.750000,2.120000,2.760000,2.380305,2.898154,73.020000,200,17.748918,-0.010601,0.014134,-0.005727,-0.111734,-0.126356,-0.030781,-0.016668
2020-07-03,2020-07-06,6288,名稱未提供,breakout_60d,60日突破,24.922272,27.414499,54.060000,54.380000,54.360000,54.460000,54.580000,0.120000,0.220000,0.520000,0.220345,0.404709,54.360000,1000,9.627755,0.009881,-0.023715,0.005929,0.363636,0.252964,-0.010299,-0.054517
2020-07-03,2020-07-06,6416,瑞祺電通,breakout_60d,60日突破,172.901301,178.789581,50.810000,49.590000,54.080000,54.300000,57.630000,3.330000,3.550000,6.820000,6.132597,6.564349,49.590000,400,19.188192,0.008982,-0.068862,-0.079628,-0.180533,-0.253918,-0.011199,-0.099664
2020-07-03,2020-07-06,6491,晶碩,breakout_60d,60日突破,201.987988,206.555556,64.780000,65.710000,66.710000,66.670000,67.190000,0.520000,0.480000,2.410000,0.779961,0.719532,65.710000,400,39.302061,-0.031941,-0.085995,-0.085995,-0.007371,0.429975,-0.052122,-0.116797
2020-07-03,2020-07-06,8039,台虹,breakout_60d,60日突破,110.729745,114.297959,52.170000,52.130000,53.340000,53.770000,54.910000,1.140000,1.570000,2.740000,2.120141,2.943382,52.130000,800,6.751055,0.121853,0.077543,0.009063,-0.013092,0.101712,0.101672,0.046741
2020-07-03,2020-07-06,8081,致新,breakout_60d,60日突破,416.582928,426.560963,54.780000,54.100000,54.850000,55.090000,55.780000,0.690000,0.930000,1.000000,1.252496,1.695533,54.100000,200,9.150327,0.030581,-0.033639,-0.067278,-0.073394,-0.033639,0.010400,-0.064441
2020-07-10,2020-07-13,2809,名稱未提供,dip_5_10d_above_ma240,淺幅回檔承接,50.637420,51.811621,78.900000,79.210000,79.880000,79.770000,79.590000,-0.180000,-0.290000,0.690000,-0.225649,-0.363045,79.210000,1000,-7.133244,-0.009915,-0.018414,0.026912,0.079320,0.099150,-0.020326,-0.101709
2020-07-10,2020-07-13,3557,嘉威,dip_5_10d_above_ma240,淺幅回檔承接,43.472546,43.036731,56.710000,58.200000,56.720000,58.240000,58.400000,0.160000,1.680000,1.690000,0.274725,2.961918,56.720000,1000,-6.117647,-0.017722,-0.065823,-0.008861,-0.003797,0.328214,-0.028133,-0.149118
2020-07-10,2020-07-13,4119,旭富,dip_5_10d_above_ma240,淺幅回檔承接,381.318255,373.841426,54.110000,55.700000,55.540000,56.950000,58.340000,1.390000,2.800000,4.230000,2.440737,5.041412,55.540000,200,-5.653710,-0.028000,-0.080000,-0.024000,-0.028000,-0.328000,-0.038411,-0.163295
2020-07-10,2020-07-13,6251,名稱未提供,dip_5_10d_above_ma240,淺幅回檔承接,21.874186,22.947766,28.520000,30.000000,32.140000,31.640000,31.080000,-0.560000,-1.060000,2.560000,-1.769912,-3.298071,30.000000,1000,-8.426966,0.014620,-0.035088,0.105263,0.035088,0.134503,0.004209,-0.118383
2020-07-10,2020-07-13,8210,勤誠,dip_5_10d_above_ma240,淺幅回檔承接,245.855040,250.649612,69.230000,69.350000,69.270000,68.840000,69.490000,0.650000,0.220000,0.260000,0.944218,0.317598,68.840000,400,-5.463415,-0.051010,-0.073326,-0.028693,-0.036132,-0.128587,-0.061421,-0.156621
2020-07-10,2020-07-13,9919,康那香,dip_5_10d_above_ma240,淺幅回檔承接,65.869019,65.869019,43.700000,43.740000,43.070000,43.010000,43.520000,0.510000,0.450000,-0.180000,1.185771,1.044811,43.010000,1000,-8.431163,-0.053226,-0.129389,0.143628,0.003018,-0.212584,-0.063637,-0.212684
2020-07-10,2020-07-13,9944,新麗,dip_5_10d_above_ma240,淺幅回檔承接,34.678276,38.103291,57.700000,59.490000,60.660000,61.860000,62.100000,0.240000,1.440000,4.400000,0.387973,2.373887,59.490000,1000,-9.598214,-0.076404,-0.139326,0.008989,0.031461,0.011236,-0.086816,-0.222621
2020-07-10,2020-07-13,4736,泰博,dip_10_20d_above_ma240,多頭回檔承接,428.066597,440.372413,65.830000,66.030000,65.770000,65.480000,66.050000,0.570000,0.280000,0.220000,0.870495,0.425726,65.480000,200,-10.147601,-0.005988,-0.015968,-0.042299,-0.202258,-0.255577,-0.016399,-0.099263
2020-07-10,2020-07-13,5274,信驊,dip_10_20d_above_ma240,多頭回檔承接,2000.210726,2105.060482,71.120000,70.900000,70.550000,68.890000,69.760000,0.870000,-0.790000,-1.360000,1.262883,-1.119773,68.890000,100,-11.111111,-0.022989,-0.099617,-0.107280,-0.011494,0.314176,-0.033400,-0.182912
2020-07-10,2020-07-13,4414,如興,ma20_reclaim_uptrend,月線重新站回,4.647330,5.105279,77.630000,71.180000,70.200000,69.370000,70.280000,0.910000,0.080000,-7.350000,1.311806,0.113960,69.370000,1000,32.367150,-0.083056,-0.063123,0.000000,-0.176080,-0.259136,-0.093468,-0.146418
2020-07-10,2020-07-13,1598,岱宇,breakout_20d,20日突破,75.923739,76.377692,61.960000,62.290000,63.110000,65.230000,65.980000,0.750000,2.870000,4.020000,1.149778,4.547615,62.290000,1000,37.373737,-0.044577,0.016345,0.273403,0.879643,0.753343,-0.054988,-0.066950
2020-07-10,2020-07-13,2392,正崴,breakout_20d,20日突破,108.555621,108.433512,50.010000,50.000000,49.930000,50.090000,50.660000,0.570000,0.730000,0.650000,1.137952,1.462047,49.930000,800,17.127800,-0.010135,-0.046556,-0.020270,-0.013102,0.125494,-0.020546,-0.129851
2020-07-10,2020-07-13,3045,台灣大,breakout_20d,20日突破,182.593027,182.593027,91.870000,91.850000,91.790000,92.050000,92.460000,0.410000,0.670000,0.590000,0.445410,0.729927,91.790000,400,6.912442,-0.035191,-0.057629,-0.075579,-0.131223,-0.112376,-0.045603,-0.140924
2020-07-10,2020-07-13,3217,優群,breakout_20d,20日突破,309.316868,332.323908,68.430000,69.150000,71.420000,72.040000,71.690000,-0.350000,0.270000,3.260000,-0.485841,0.378045,69.150000,200,22.112928,-0.038462,-0.046154,-0.088462,-0.157692,-0.153846,-0.048873,-0.129449
2020-07-10,2020-07-13,3533,嘉澤,breakout_20d,20日突破,811.425234,857.010922,82.690000,82.820000,82.590000,82.220000,83.760000,1.540000,1.170000,1.070000,1.873024,1.416636,82.220000,100,13.375796,-0.037234,-0.013830,-0.050956,-0.000892,0.032847,-0.047645,-0.097125
2020-07-10,2020-07-13,4714,永捷,breakout_20d,20日突破,28.532028,29.312540,23.410000,23.410000,24.720000,24.570000,24.160000,-0.410000,-0.560000,0.750000,-1.668702,-2.265372,23.410000,1000,7.516340,0.023669,-0.068627,-0.068627,-0.139903,-0.172237,0.013257,-0.151922
2020-07-10,2020-07-13,4763,材料*-KY,breakout_20d,20日突破,162.655839,170.221227,77.470000,77.480000,77.480000,77.470000,78.590000,1.120000,1.110000,1.120000,1.445721,1.432628,77.470000,400,5.737705,-0.040741,-0.059259,-0.051852,0.110027,-0.059560,-0.051152,-0.142554
2020-07-10,2020-07-13,6005,群益證,breakout_20d,20日突破,23.594803,23.594803,72.730000,72.530000,72.660000,72.890000,73.480000,0.590000,0.820000,0.750000,0.809439,1.128544,72.530000,1000,11.961722,-0.029915,-0.008547,0.012821,-0.005206,0.242347,-0.040326,-0.091842
2020-07-10,2020-07-13,8039,台虹,breakout_20d,20日突破,124.081773,128.225505,55.080000,55.690000,56.430000,57.590000,59.030000,1.440000,2.600000,3.950000,2.500434,4.607478,55.690000,600,20.641394,-0.039497,-0.057451,-0.068223,-0.087971,-0.019749,-0.049909,-0.140746
2020-07-10,2020-07-13,8054,安國,breakout_20d,20日突破,43.620970,47.909843,9.040000,8.940000,8.490000,10.360000,10.180000,-0.180000,1.690000,1.140000,-1.737452,19.905771,8.490000,1000,59.833567,-0.248908,-0.170306,-0.203057,-0.148472,-0.078603,-0.259320,-0.253601
2020-07-10,2020-07-13,1598,岱宇,breakout_60d,60日突破,75.923739,76.377692,61.960000,62.290000,63.110000,65.230000,65.980000,0.750000,2.870000,4.020000,1.149778,4.547615,62.290000,1000,37.373737,-0.044577,0.016345,0.273403,0.879643,0.753343,-0.054988,-0.066950
2020-07-10,2020-07-13,2392,正崴,breakout_60d,60日突破,108.555621,108.433512,50.010000,50.000000,49.930000,50.090000,50.660000,0.570000,0.730000,0.650000,1.137952,1.462047,49.930000,800,17.127800,-0.010135,-0.046556,-0.020270,-0.013102,0.125494,-0.020546,-0.129851
2020-07-10,2020-07-13,3045,台灣大,breakout_60d,60日突破,182.593027,182.593027,91.870000,91.850000,91.790000,92.050000,92.460000,0.410000,0.670000,0.590000,0.445410,0.729927,91.790000,400,6.912442,-0.035191,-0.057629,-0.075579,-0.131223,-0.112376,-0.045603,-0.140924
2020-07-10,2020-07-13,3217,優群,breakout_60d,60日突破,309.316868,332.323908,68.430000,69.150000,71.420000,72.040000,71.690000,-0.350000,0.270000,3.260000,-0.485841,0.378045,69.150000,200,22.112928,-0.038462,-0.046154,-0.088462,-0.157692,-0.153846,-0.048873,-0.129449
2020-07-10,2020-07-13,3533,嘉澤,breakout_60d,60日突破,811.425234,857.010922,82.690000,82.820000,82.590000,82.220000,83.760000,1.540000,1.170000,1.070000,1.873024,1.416636,82.220000,100,13.375796,-0.037234,-0.013830,-0.050956,-0.000892,0.032847,-0.047645,-0.097125
