signal_date,entry_date,stock_id,strategy,signal_close,entry_close,whale_base_4w_pct,whale_current_pct,whale_change_4w_pp,whale_relative_change_pct,selected_lot_bucket,daily_value_20d,prior_20d_return_pct,distance_ma20_pct,distance_ma60_pct,company_name,strategy_name,strategy_description,daily_value_20d_m
2026-07-03,2026-07-06,6186,low_6m,45.747151,46.488425,46.590000,46.550000,-0.040000,-0.085855,1000,48626265.600000,6.273063,4.177971,6.519818,新潤,6個月相對低位,位於近6個月價格區間的下三分之一。,48.626266
2026-07-03,2026-07-06,6188,low_6m,237.015954,236.130465,44.690000,42.880000,-1.810000,-4.050123,400,161010128.000000,-7.381776,1.658438,-3.382999,廣明,6個月相對低位,位於近6個月價格區間的下三分之一。,161.010128
2026-07-03,2026-07-06,6235,low_6m,31.706842,33.679552,36.570000,36.380000,-0.190000,-0.519552,1000,38693160.950000,-1.995565,7.857491,3.448276,華孚,6個月相對低位,位於近6個月價格區間的下三分之一。,38.693161
2026-07-03,2026-07-06,6275,low_6m,84.005203,84.172544,23.440000,23.410000,-0.030000,-0.127986,1000,46223545.400000,-2.144250,2.611273,0.298030,元山,6個月相對低位,位於近6個月價格區間的下三分之一。,46.223545
2026-07-03,2026-07-06,6425,low_6m,89.236048,91.357744,37.390000,37.470000,0.080000,0.213961,800,59987330.400000,-13.907002,-4.746496,-12.446919,易發,6個月相對低位,位於近6個月價格區間的下三分之一。,59.987330
2026-07-03,2026-07-06,6469,low_6m,411.043308,413.186950,52.470000,52.270000,-0.200000,-0.381170,200,43970193.550000,2.815013,2.191726,1.787136,大樹,6個月相對低位,位於近6個月價格區間的下三分之一。,43.970194
2026-07-03,2026-07-06,6485,low_6m,156.990677,157.569979,30.690000,22.230000,-8.460000,-27.565982,600,99192629.050000,-34.435484,-7.911876,-10.747612,點序,6個月相對低位,位於近6個月價格區間的下三分之一。,99.192629
2026-07-03,2026-07-06,6499,low_6m,113.640741,113.484641,37.230000,37.050000,-0.180000,-0.483481,800,28263904.400000,-12.077295,-0.925422,-10.449597,益安,6個月相對低位,位於近6個月價格區間的下三分之一。,28.263904
2026-07-03,2026-07-06,6535,low_6m,107.500000,106.500000,59.110000,58.910000,-0.200000,-0.338352,800,23258200.950000,-6.926407,3.295859,-11.654727,順藥,6個月相對低位,位於近6個月價格區間的下三分之一。,23.258201
2026-07-03,2026-07-06,6541,low_6m,13.812377,13.895785,65.380000,64.850000,-0.530000,-0.810645,1000,23493816.250000,0.607533,1.383617,3.100486,泰福-KY,6個月相對低位,位於近6個月價格區間的下三分之一。,23.493816
2026-07-03,2026-07-06,6568,low_6m,255.740632,254.953737,40.520000,40.680000,0.160000,0.394867,400,48782501.800000,-23.887588,-5.865315,-22.795781,宏觀,6個月相對低位,位於近6個月價格區間的下三分之一。,48.782502
2026-07-03,2026-07-06,6605,low_6m,326.989729,325.800676,70.300000,70.530000,0.230000,0.327169,200,106215590.200000,-4.181185,-2.222222,2.186165,帝寶,6個月相對低位,位於近6個月價格區間的下三分之一。,106.215590
2026-07-03,2026-07-06,6763,low_6m,564.513537,562.113905,68.440000,66.240000,-2.200000,-3.214494,100,68844840.250000,2.617230,-1.030711,0.307353,綠界科技*,6個月相對低位,位於近6個月價格區間的下三分之一。,68.844840
2026-07-03,2026-07-06,6768,low_6m,101.725411,101.725411,79.430000,80.230000,0.800000,1.007176,800,53681682.200000,-18.254757,-10.007799,-7.993329,志強-KY,6個月相對低位,位於近6個月價格區間的下三分之一。,53.681682
2026-07-03,2026-07-06,6854,low_6m,123.000000,121.500000,61.180000,61.320000,0.140000,0.228833,600,46991941.850000,-14.285714,-4.149620,-16.093457,錼創科技-KY創,6個月相對低位,位於近6個月價格區間的下三分之一。,46.991942
2026-07-03,2026-07-06,6869,low_6m,76.598544,78.543218,44.810000,44.650000,-0.160000,-0.357063,1000,47032042.500000,-19.614512,-7.271776,-13.061250,雲豹能源,6個月相對低位,位於近6個月價格區間的下三分之一。,47.032043
2026-07-03,2026-07-06,6873,low_6m,110.262374,114.616521,54.880000,53.760000,-1.120000,-2.040816,800,47491243.200000,-12.677485,4.249909,-0.810261,泓德能源,6個月相對低位,位於近6個月價格區間的下三分之一。,47.491243
2026-07-03,2026-07-06,6895,low_6m,156.004126,156.004126,59.680000,59.730000,0.050000,0.083780,600,26727147.600000,-4.207120,-6.314290,-8.169597,宏碩系統,6個月相對低位,位於近6個月價格區間的下三分之一。,26.727148
2026-07-03,2026-07-06,6919,low_6m,997.000000,1000.000000,82.220000,82.620000,0.400000,0.486500,100,860373965.300000,3.423237,1.166920,-1.636110,康霈*,6個月相對低位,位於近6個月價格區間的下三分之一。,860.373965
2026-07-03,2026-07-06,6925,low_6m,63.000000,62.485294,41.690000,41.690000,0.000000,0.000000,1000,21327902.300000,-9.090909,-5.130987,-4.040140,意藍,6個月相對低位,位於近6個月價格區間的下三分之一。,21.327902
2026-07-03,2026-07-06,6983,low_6m,366.000000,353.000000,53.940000,54.060000,0.120000,0.222469,200,26894578.800000,2.808989,2.284636,-0.408163,華洋精機,6個月相對低位,位於近6個月價格區間的下三分之一。,26.894579
