資料日期,代號,股票名稱,資料日收盤價,動態大戶級距(張),前週大戶比例(%),本週大戶比例(%),本週變化(百分點)
2018-09-28,2049,上銀,368.331285,200,64.500000,63.860000,-0.640000
2018-09-28,6244,茂迪,19.310708,1000,27.360000,26.720000,-0.640000
2018-09-28,3388,崇越電,178.372131,400,47.460000,46.860000,-0.600000
2018-09-28,3380,明泰,39.046902,1000,57.640000,57.050000,-0.590000
2018-09-28,4958,臻鼎-KY,97.260049,800,79.090000,78.500000,-0.590000
2018-09-28,6692,進能服,,100,88.500000,87.910000,-0.590000
2018-09-28,8936,國統,52.352602,1000,27.120000,26.530000,-0.590000
2018-09-28,4916,事欣科,43.637794,1000,37.230000,36.640000,-0.590000
2018-09-28,2013,中鋼構,58.241871,1000,59.170000,58.600000,-0.570000
2018-09-28,2328,廣宇,33.741334,1000,43.890000,43.320000,-0.570000
2018-09-28,2485,兆赫,49.747342,1000,25.770000,25.200000,-0.570000
2018-09-28,4426,利勤,154.071026,600,60.030000,59.460000,-0.570000
2018-09-28,6173,信昌電,98.776056,800,59.130000,58.560000,-0.570000
2018-09-28,2355,敬鵬,80.788354,1000,54.450000,53.890000,-0.560000
2018-09-28,6654,天正國際,,100,82.470000,81.910000,-0.560000
2018-09-28,3003,健和興,94.071998,800,65.710000,65.150000,-0.560000
2018-09-28,3158,嘉實,,100,78.490000,77.950000,-0.540000
2018-09-28,3090,日電貿,264.569077,400,33.190000,32.650000,-0.540000
2018-09-28,2605,新興,42.930845,1000,46.200000,45.670000,-0.530000
2018-09-28,1616,億泰,6.069714,1000,60.620000,60.090000,-0.530000
2018-09-28,8358,金居,37.621622,1000,22.000000,21.480000,-0.520000
2018-09-28,5317,名稱待補,65.258354,1000,73.350000,72.830000,-0.520000
2018-09-28,6541,泰福-KY,78.000000,1000,81.000000,80.480000,-0.520000
2018-09-28,6643,M31,,100,78.760000,78.240000,-0.520000
2018-09-28,5425,台半,97.259782,800,62.440000,61.930000,-0.510000
2018-09-28,6257,矽格,88.937074,800,40.230000,39.720000,-0.510000
2018-09-28,3023,信邦,247.043468,400,63.870000,63.370000,-0.500000
2018-09-28,5536,聖暉*,388.852346,200,51.060000,50.560000,-0.500000
2018-09-28,2509,全坤建,81.590080,1000,77.940000,77.450000,-0.490000
2018-09-28,2365,昆盈,23.899085,1000,36.060000,35.580000,-0.480000
2018-09-28,3293,鈊象,331.021008,200,55.430000,54.970000,-0.460000
2018-09-28,8478,東哥遊艇,43.520767,1000,78.380000,77.920000,-0.460000
2018-09-28,2637,慧洋-KY,59.695332,1000,68.780000,68.330000,-0.450000
2018-09-28,1309,台達化,19.854190,1000,60.330000,59.880000,-0.450000
2018-09-28,2426,鼎元,22.781745,1000,25.190000,24.750000,-0.440000
2018-09-28,5483,中美晶,156.070654,600,66.780000,66.350000,-0.430000
2018-09-28,3508,位速,67.440796,1000,45.650000,45.230000,-0.420000
2018-09-28,6213,聯茂,140.034555,600,66.720000,66.300000,-0.420000
2018-09-28,2406,國碩,8.238923,1000,15.630000,15.220000,-0.410000
2018-09-28,3227,原相,184.115138,400,35.500000,35.090000,-0.410000
2018-09-28,4568,科際精密,,100,92.090000,91.680000,-0.410000
2018-09-28,6202,盛群,199.477041,400,69.430000,69.020000,-0.410000
2018-09-28,2641,正德,6.012765,1000,45.600000,45.200000,-0.400000
2018-09-28,2345,智邦,193.879060,400,77.150000,76.760000,-0.390000
2018-09-28,8436,大江,957.318367,100,77.230000,76.850000,-0.380000
2018-09-28,2323,中環,6.004340,1000,33.680000,33.300000,-0.380000
2018-09-28,3048,益登,43.797124,1000,38.640000,38.270000,-0.370000
2018-09-28,5434,崇越,213.617686,400,53.160000,52.800000,-0.360000
2018-09-28,4994,傳奇,241.244312,400,84.350000,84.000000,-0.350000
2018-09-28,2852,第一保,31.819538,1000,54.910000,54.560000,-0.350000
2018-09-28,6196,帆宣,134.573710,600,70.700000,70.350000,-0.350000
2018-09-28,2029,盛餘,40.973407,1000,76.040000,75.700000,-0.340000
2018-09-28,2368,金像電,15.548517,1000,53.590000,53.250000,-0.340000
2018-09-28,2428,興勤,177.438582,400,63.200000,62.860000,-0.340000
2018-09-28,2520,冠德,37.749928,1000,65.290000,64.950000,-0.340000
2018-09-28,1722,台肥,74.821101,1000,56.050000,55.710000,-0.340000
2018-09-28,6435,大中,130.381214,600,51.570000,51.240000,-0.330000
2018-09-28,1786,科妍,82.702378,1000,36.110000,35.790000,-0.320000
2018-09-28,5355,佳總,5.882828,1000,48.050000,47.730000,-0.320000
2018-09-28,4938,和碩,87.200504,1000,78.100000,77.780000,-0.320000
2018-09-28,1516,川飛,2.415778,1000,46.100000,45.790000,-0.310000
2018-09-28,2206,三陽工業,31.645251,1000,75.890000,75.580000,-0.310000
2018-09-28,2405,輔信,19.306802,1000,16.170000,15.860000,-0.310000
2018-09-28,5305,名稱待補,45.552309,1000,62.820000,62.510000,-0.310000
2018-09-28,6431,光麗-KY,16.062069,1000,45.490000,45.180000,-0.310000
2018-09-28,4991,環宇-KY,94.128029,800,29.830000,29.530000,-0.300000
2018-09-28,4534,慶騰,8.204168,1000,36.160000,35.860000,-0.300000
2018-09-28,9938,百和,141.941314,600,71.510000,71.210000,-0.300000
2018-09-28,6156,松上,1.867949,1000,40.700000,40.410000,-0.290000
2018-09-28,6418,詠昇,,100,78.840000,78.550000,-0.290000
2018-09-28,3035,智原,90.264247,800,58.620000,58.330000,-0.290000
2018-09-28,5215,科嘉-KY,47.266908,1000,58.360000,58.070000,-0.290000
2018-09-28,9934,成霖,40.436867,1000,63.100000,62.810000,-0.290000
2018-09-28,1909,榮成,39.662179,1000,75.610000,75.330000,-0.280000
2018-09-28,3630,新鉅科,79.172885,1000,52.190000,51.910000,-0.280000
2018-09-28,8446,華研,168.954616,400,62.550000,62.270000,-0.280000
2018-09-28,1417,嘉裕,5.501621,1000,41.190000,40.920000,-0.270000
2018-09-28,4960,誠美材,13.247137,1000,35.900000,35.630000,-0.270000
2018-09-28,1582,信錦,136.338478,600,43.320000,43.060000,-0.260000
2018-09-28,1507,名稱待補,87.503172,1000,74.740000,74.480000,-0.260000
2018-09-28,6239,力成,257.373634,400,81.630000,81.370000,-0.260000
2018-09-28,6147,頎邦,100.113659,800,73.120000,72.870000,-0.250000
2018-09-28,3152,璟德,367.061602,200,78.800000,78.550000,-0.250000
2018-09-28,6130,上亞科技,4.543142,1000,61.420000,61.170000,-0.250000
2018-09-28,2034,允強,83.718988,1000,47.950000,47.710000,-0.240000
2018-09-28,8099,大世科,40.947527,1000,61.170000,60.930000,-0.240000
2018-09-28,2707,晶華,447.247727,200,80.100000,79.860000,-0.240000
2018-09-28,4527,方方土霖,62.353695,1000,64.440000,64.200000,-0.240000
2018-09-28,4401,東隆興,88.905152,800,73.900000,73.670000,-0.230000
2018-09-28,6494,九齊,35.869866,1000,34.670000,34.440000,-0.230000
2018-09-28,3019,亞光,105.030465,800,39.490000,39.260000,-0.230000
2018-09-28,5388,中磊,99.990915,800,59.090000,58.870000,-0.220000
2018-09-28,8112,至上,56.072232,1000,31.850000,31.630000,-0.220000
2018-09-28,3290,東浦,31.422172,1000,33.290000,33.070000,-0.220000
2018-09-28,6190,萬泰科,22.869772,1000,37.170000,36.950000,-0.220000
2018-09-28,6640,均華,,100,89.500000,89.280000,-0.220000
2018-09-28,2314,台揚,7.815016,1000,41.350000,41.140000,-0.210000
2018-09-28,4167,松瑞藥,18.850000,1000,38.770000,38.560000,-0.210000
2018-09-28,2108,南帝,95.490736,800,71.950000,71.750000,-0.200000
2018-09-28,2903,遠百,36.624396,1000,69.410000,69.210000,-0.200000
2018-09-28,2913,農林,12.171692,1000,59.860000,59.660000,-0.200000
2018-09-28,3056,富華新,36.277068,1000,46.460000,46.260000,-0.200000
2018-09-28,8942,森鉅,125.119078,600,63.300000,63.100000,-0.200000
2018-09-28,6223,旺矽,107.243328,800,29.610000,29.410000,-0.200000
2018-09-28,6576,逸達,76.300000,1000,60.620000,60.420000,-0.200000
2018-09-28,1565,精華,1062.750250,100,77.850000,77.650000,-0.200000
2018-09-28,3202,名稱待補,17.943120,1000,30.590000,30.400000,-0.190000
2018-09-28,2228,劍麟,89.311625,800,70.540000,70.350000,-0.190000
2018-09-28,2331,精英,33.196389,1000,67.200000,67.010000,-0.190000
2018-09-28,5488,松普,9.604837,1000,36.430000,36.240000,-0.190000
2018-09-28,6024,群益期,132.929333,600,64.860000,64.670000,-0.190000
2018-09-28,6164,華興,17.195251,1000,23.470000,23.280000,-0.190000
2018-09-28,5301,寶得利,2.537519,1000,80.250000,80.070000,-0.180000
2018-09-28,1527,鑽全,108.180156,800,58.940000,58.760000,-0.180000
2018-10-05,9945,潤泰新,,100,80.820000,100.000000,19.180000
2018-10-05,2065,世豐,31.865221,1000,47.650000,53.740000,6.090000
2018-10-05,4804,大略-KY,25.009547,1000,54.900000,58.770000,3.870000
2018-10-05,6130,上亞科技,3.800857,1000,61.170000,64.930000,3.760000
2018-10-05,6230,尼得科超眾,208.489750,400,56.090000,59.730000,3.640000
2018-10-05,3234,光環,27.444609,1000,7.510000,10.710000,3.200000
2018-10-05,4735,豪展,46.932806,1000,39.000000,41.870000,2.870000
2018-10-05,6173,信昌電,79.924678,1000,53.350000,56.160000,2.810000
2018-10-05,3661,世芯-KY,82.892787,1000,17.100000,19.420000,2.320000
2018-10-05,8171,天宇,11.873243,1000,26.570000,28.890000,2.320000
2018-10-05,2732,六角,116.499204,600,52.000000,54.170000,2.170000
2018-10-05,4744,皇將,33.636963,1000,15.650000,17.820000,2.170000
2018-10-05,4528,江興鍛,94.542943,800,59.180000,61.350000,2.170000
2018-10-05,3516,亞帝歐,11.408054,1000,55.550000,57.520000,1.970000
2018-10-05,8421,旭源,20.372524,1000,41.810000,43.740000,1.930000
2018-10-05,8034,榮群,8.806561,1000,15.680000,17.450000,1.770000
2018-10-05,2617,台航,38.232860,1000,65.640000,67.410000,1.770000
2018-10-05,8054,安國,35.125366,1000,10.610000,12.350000,1.740000
2018-10-05,3455,由田,73.481266,1000,13.430000,15.160000,1.730000
2018-10-05,3665,貿聯-KY,250.882994,400,55.840000,57.470000,1.630000
2018-10-05,4513,福裕,16.435240,1000,33.230000,34.840000,1.610000
2018-10-05,6442,光聖,43.914428,1000,42.850000,44.400000,1.550000
2018-10-05,5102,名稱待補,26.122778,1000,75.190000,76.720000,1.530000
2018-10-05,3023,信邦,254.582353,400,63.370000,64.810000,1.440000
2018-10-05,4927,泰鼎-KY,41.384484,1000,25.600000,27.010000,1.410000
2018-10-05,2329,華泰,6.140420,1000,53.960000,55.320000,1.360000
2018-10-05,3673,TPK-KY,85.361471,1000,35.040000,36.400000,1.360000
2018-10-05,6118,建達,14.424317,1000,53.500000,54.830000,1.330000
2018-10-05,2425,承啟,15.870695,1000,70.100000,71.390000,1.290000
2018-10-05,1310,台苯,36.229568,1000,45.120000,46.410000,1.290000
2018-10-05,6531,愛普*,56.796703,1000,49.390000,50.680000,1.290000
2018-10-05,3587,閎康,94.399434,800,39.170000,40.440000,1.270000
2018-10-05,1325,恆大,25.954121,1000,75.180000,76.450000,1.270000
2018-10-05,8415,大國鋼,37.846194,1000,86.840000,88.100000,1.260000
2018-10-05,5522,遠雄,86.560571,1000,79.600000,80.840000,1.240000
2018-10-05,1423,利華,12.376259,1000,58.260000,59.480000,1.220000
2018-10-05,5274,信驊,728.262869,100,77.710000,78.930000,1.220000
2018-10-05,5410,國眾,30.817927,1000,21.740000,22.920000,1.180000
2018-10-05,1262,名稱待補,47.316826,1000,67.730000,68.860000,1.130000
2018-10-05,3026,禾伸堂,186.206501,400,51.440000,52.510000,1.070000
2018-10-05,6016,康和證,9.774102,1000,55.970000,57.040000,1.070000
2018-10-05,6284,佳邦,44.918533,1000,56.590000,57.640000,1.050000
2018-10-05,6462,神盾,102.875399,800,20.260000,21.280000,1.020000
2018-10-05,6245,立端,103.178314,800,49.220000,50.210000,0.990000
2018-10-05,6186,新潤,10.011830,1000,50.080000,51.000000,0.920000
2018-10-05,6278,台表科,107.488693,800,56.180000,57.090000,0.910000
2018-10-05,3058,立德,19.239960,1000,30.890000,31.780000,0.890000
2018-10-05,2427,三商電,12.435105,1000,59.920000,60.780000,0.860000
2018-10-05,1235,興泰,67.214358,1000,79.870000,80.680000,0.810000
2018-10-05,2448,名稱待補,49.448220,1000,51.440000,52.250000,0.810000
2018-10-05,3164,景岳,35.244771,1000,39.950000,40.760000,0.810000
2018-10-05,2442,新美齊,12.679557,1000,61.010000,61.780000,0.770000
2018-10-05,6209,今國光,44.824601,1000,30.660000,31.430000,0.770000
2018-10-05,2365,昆盈,22.698358,1000,35.580000,36.340000,0.760000
2018-10-05,3252,海灣,1.142854,1000,51.310000,52.060000,0.750000
2018-10-05,5443,均豪,31.514687,1000,31.240000,31.980000,0.740000
2018-10-05,1568,倉佑,25.034497,1000,47.950000,48.690000,0.740000
2018-10-05,4155,訊映,27.497967,1000,31.990000,32.720000,0.730000
2018-10-05,4944,名稱待補,12.454102,1000,45.810000,46.520000,0.710000
2018-10-05,5340,建榮,13.200000,1000,59.250000,59.930000,0.680000
2018-10-05,6449,鈺邦,40.257675,1000,46.120000,46.800000,0.680000
2018-10-05,8021,尖點,36.837603,1000,27.200000,27.860000,0.660000
2018-10-05,3624,光頡,46.154329,1000,56.170000,56.830000,0.660000
2018-10-05,6275,元山,22.557731,1000,31.060000,31.710000,0.650000
2018-10-05,2614,東森,9.346054,1000,46.460000,47.110000,0.650000
2018-10-05,6615,慧智,104.222689,800,45.290000,45.940000,0.650000
2018-10-05,2359,所羅門,14.905455,1000,42.170000,42.810000,0.640000
2018-10-05,2462,良得電,75.068577,1000,58.430000,59.070000,0.640000
2018-10-05,3081,聯亞,444.157252,200,77.410000,78.040000,0.630000
2018-10-05,2345,智邦,189.089107,400,76.760000,77.380000,0.620000
2018-10-05,6167,久正,7.157895,1000,31.080000,31.700000,0.620000
2018-10-05,5474,聰泰,128.026308,600,56.110000,56.730000,0.620000
2018-10-05,2393,億光,68.136977,1000,46.610000,47.220000,0.610000
2018-10-05,4919,新唐,60.614253,1000,66.330000,66.900000,0.570000
2018-10-05,8446,華研,178.432558,400,62.270000,62.840000,0.570000
2018-10-05,2367,燿華,26.166507,1000,31.880000,32.430000,0.550000
2018-10-05,2390,云辰,14.585882,1000,51.910000,52.450000,0.540000
2018-10-05,2439,美律,374.264138,200,63.190000,63.730000,0.540000
2018-10-05,5263,智崴,255.393924,400,54.310000,54.850000,0.540000
2018-10-05,5324,士開,2.542077,1000,49.930000,50.470000,0.540000
2018-10-05,4923,力士,,100,67.260000,67.790000,0.530000
2018-10-05,3289,宜特,56.549000,1000,9.890000,10.420000,0.530000
2018-10-05,2467,志聖,62.298516,1000,39.320000,39.840000,0.520000
2018-10-05,4714,永捷,20.063291,1000,33.100000,33.610000,0.510000
2018-10-05,6645,金萬林-創,,100,81.330000,81.830000,0.500000
2018-10-05,8150,南茂,27.397764,1000,59.730000,60.230000,0.500000
2018-10-05,2726,雅茗-KY,72.716963,1000,45.870000,46.360000,0.490000
2018-10-05,3583,辛耘,76.783212,1000,64.730000,65.220000,0.490000
2018-10-05,3545,敦泰,27.366043,1000,30.880000,31.340000,0.460000
2018-10-05,8429,金麗-KY,31.985403,1000,41.120000,41.580000,0.460000
2018-10-05,3426,名稱待補,65.431309,1000,31.760000,32.220000,0.460000
2018-10-05,3706,神達,38.521145,1000,62.380000,62.810000,0.430000
2018-10-05,6456,GIS-KY,140.393872,600,56.370000,56.800000,0.430000
2018-10-05,5525,順天,73.428035,1000,77.840000,78.260000,0.420000
2018-10-05,6163,華電網,21.321992,1000,17.540000,17.960000,0.420000
2018-10-05,6683,雍智科技,,100,84.780000,85.200000,0.420000
2018-10-05,6654,天正國際,,100,81.910000,82.320000,0.410000
2018-10-05,2323,中環,5.476099,1000,33.300000,33.710000,0.410000
2018-10-05,1785,光洋科,63.601682,1000,28.430000,28.840000,0.410000
2018-10-05,4161,聿新科,50.863661,1000,22.430000,22.840000,0.410000
2018-10-05,1718,中纖,16.725163,1000,55.640000,56.050000,0.410000
2018-10-05,3224,三顧,46.495216,1000,33.840000,34.250000,0.410000
2018-10-05,6121,新普,331.510511,200,73.600000,74.000000,0.400000
2018-10-05,2514,龍邦,23.983334,1000,88.440000,88.830000,0.390000
2018-10-05,6124,業強,27.845036,1000,92.350000,92.740000,0.390000
2018-10-05,6142,友勁,19.186361,1000,35.720000,36.110000,0.390000
2018-10-05,8406,名稱待補,215.617007,400,68.560000,68.950000,0.390000
2018-10-05,4967,十銓,,100,77.380000,77.760000,0.380000
2018-10-05,2383,台光電,178.122106,400,72.340000,72.720000,0.380000
2018-10-05,2520,冠德,39.311994,1000,64.950000,65.330000,0.380000
2018-10-05,1532,勤美,98.546698,800,69.550000,69.920000,0.370000
2018-10-05,6542,隆中,80.888198,1000,67.850000,68.220000,0.370000
2018-10-05,2107,厚生,27.711244,1000,46.020000,46.390000,0.370000
2018-10-05,2340,台亞,20.797230,1000,31.750000,32.120000,0.370000
2018-10-05,4426,利勤,142.418595,600,59.460000,59.830000,0.370000
2018-10-05,3037,欣興,31.770366,1000,57.000000,57.360000,0.360000
2018-10-05,3413,京鼎,95.319101,800,40.990000,41.350000,0.360000
2018-10-05,4162,智擎,195.543352,400,50.540000,50.900000,0.360000
2018-10-05,6414,樺漢,288.539876,200,73.630000,73.990000,0.360000
2018-10-05,6446,藥華藥,176.000000,400,59.790000,60.140000,0.350000
2018-10-05,3631,晟楠,34.549434,1000,85.230000,85.580000,0.350000
2018-10-05,4103,名稱待補,147.581467,600,73.920000,74.270000,0.350000
2018-10-05,8131,福懋科,61.844837,1000,74.940000,75.280000,0.340000
2018-10-05,2606,裕民,86.255387,1000,63.390000,63.730000,0.340000
2018-10-05,4171,瑞基,27.250000,1000,41.530000,41.870000,0.340000
2018-10-05,4707,磐亞,17.933368,1000,66.820000,67.150000,0.330000
2018-10-05,5305,名稱待補,41.050489,1000,62.510000,62.840000,0.330000
2018-10-05,2485,兆赫,47.984145,1000,25.200000,25.530000,0.330000
2018-10-05,2371,大同,16.579687,1000,86.380000,86.710000,0.330000
2018-10-05,4725,名稱待補,44.650797,1000,55.260000,55.580000,0.320000
2018-10-05,5907,大洋-KY,43.535860,1000,70.900000,71.220000,0.320000
2018-10-05,2034,允強,81.494954,1000,47.710000,48.020000,0.310000
2018-10-05,3152,璟德,370.608091,200,78.550000,78.860000,0.310000
2018-10-05,1309,台達化,18.557869,1000,59.880000,60.190000,0.310000
2018-10-05,1447,力鵬,14.669435,1000,69.880000,70.180000,0.300000
2018-10-05,1806,冠軍,11.213429,1000,66.410000,66.710000,0.300000
2018-10-05,2929,淘帝-KY,163.754294,400,47.420000,47.720000,0.300000
2018-10-05,3504,揚明光,126.191431,600,62.360000,62.660000,0.300000
2018-10-05,4429,名稱待補,29.103754,1000,54.390000,54.690000,0.300000
2018-10-05,6177,達麗,115.508883,600,75.810000,76.110000,0.300000
2018-10-05,8039,台虹,68.035939,1000,38.180000,38.480000,0.300000
2018-10-05,8163,達方,78.420649,1000,43.640000,43.940000,0.300000
2018-10-05,1608,華榮,15.198483,1000,62.800000,63.090000,0.290000
2018-10-05,2705,六福,6.482727,1000,48.960000,49.250000,0.290000
2018-10-05,3054,立萬利,29.272882,1000,78.760000,79.050000,0.290000
2018-10-05,8936,國統,49.767289,1000,26.530000,26.810000,0.280000
2018-10-05,3593,力銘,8.064446,1000,38.290000,38.560000,0.270000
2018-10-05,2505,國揚,14.917922,1000,79.440000,79.710000,0.270000
2018-10-05,6546,正基,,100,98.300000,98.570000,0.270000
2018-10-05,3052,夆典,19.258196,1000,53.400000,53.660000,0.260000
2018-10-05,4712,名稱待補,15.131498,1000,45.960000,46.220000,0.260000
2018-10-05,2915,潤泰全,96.130642,800,72.400000,72.660000,0.260000
2018-10-05,1586,和勤,48.910700,1000,29.170000,29.420000,0.250000
2018-10-05,1605,華新,29.698126,1000,73.800000,74.050000,0.250000
2018-10-05,5213,亞昕,69.097886,1000,75.930000,76.180000,0.250000
2018-10-05,1773,勝一,196.971703,400,74.880000,75.130000,0.250000
2018-10-05,1722,台肥,74.418837,1000,55.710000,55.950000,0.240000
2018-10-05,3105,穩懋,91.590130,800,61.390000,61.630000,0.240000
2018-10-05,8222,寶一,20.621327,1000,36.430000,36.670000,0.240000
2018-10-05,2542,興富發,335.221789,200,73.940000,74.180000,0.240000
2018-10-05,1737,臺鹽,40.714456,1000,60.700000,60.930000,0.230000
2018-10-05,4942,嘉彰,50.621145,1000,59.390000,59.620000,0.230000
2018-10-05,9951,皇田,142.857305,600,60.720000,60.940000,0.220000
2018-10-05,1506,正道,16.145949,1000,44.390000,44.600000,0.210000
2018-10-05,1599,宏佳騰,75.619477,1000,63.660000,63.870000,0.210000
2018-10-05,3299,名稱待補,92.541539,800,17.480000,17.690000,0.210000
2018-10-05,8916,光隆,85.641847,1000,52.770000,52.980000,0.210000
2018-10-05,6415,矽力*-KY,603.536026,100,89.420000,89.620000,0.200000
2018-10-05,1566,名稱待補,20.383327,1000,42.150000,42.350000,0.200000
2018-10-05,6477,安集,23.242116,1000,46.690000,46.890000,0.200000
2018-10-05,4999,鑫禾,75.465956,1000,47.690000,47.880000,0.190000
2018-10-05,4107,邦特,121.862913,600,29.730000,29.920000,0.190000
2018-10-05,6509,聚和,26.969683,1000,24.270000,24.460000,0.190000
2018-10-05,2538,基泰,40.612289,1000,52.070000,52.260000,0.190000
2018-10-05,2845,遠東銀,16.607270,1000,71.250000,71.440000,0.190000
2018-10-05,3055,蔚華科,58.703871,1000,59.210000,59.400000,0.190000
2018-10-05,6423,億而得,,100,67.720000,67.910000,0.190000
2018-10-05,8110,華東,16.464911,1000,60.600000,60.790000,0.190000
2018-10-05,8349,恒耀國際,138.464696,600,70.200000,70.390000,0.190000
2018-10-05,2834,臺企銀,16.893983,1000,63.110000,63.290000,0.180000
2018-10-05,4931,新盛力,,100,92.010000,92.180000,0.170000
2018-10-05,1507,名稱待補,89.606174,800,76.490000,76.660000,0.170000
2018-10-05,2504,國產,13.199288,1000,63.760000,63.930000,0.170000
2018-10-05,2723,美食-KY,373.943118,200,90.390000,90.560000,0.170000
2018-10-05,3006,晶豪科,59.900653,1000,25.180000,25.350000,0.170000
2018-10-05,3206,志豐,44.802577,1000,31.360000,31.530000,0.170000
2018-10-05,5353,台林,19.614340,1000,39.030000,39.200000,0.170000
2018-10-05,6285,啟碁,280.037753,200,71.370000,71.540000,0.170000
2018-10-05,9907,統一實,23.003140,1000,74.550000,74.720000,0.170000
2018-10-05,2002,中鋼,59.913483,1000,59.810000,59.980000,0.170000
2018-10-05,2823,名稱待補,83.504095,1000,79.430000,79.600000,0.170000
2018-10-05,2015,豐興,133.724400,600,84.890000,85.050000,0.160000
2018-10-05,1539,巨庭,34.395486,1000,59.190000,59.350000,0.160000
2018-10-05,1312,國喬,41.597965,1000,73.190000,73.350000,0.160000
2018-10-05,1445,大宇,13.251608,1000,54.590000,54.750000,0.160000
2018-10-05,2548,華固,273.944555,200,71.300000,71.460000,0.160000
2018-10-05,3276,宇環,,100,78.000000,78.160000,0.160000
2018-10-05,3703,欣陸,20.063606,1000,68.670000,68.830000,0.160000
2018-10-05,4137,麗豐-KY,268.259237,200,73.630000,73.790000,0.160000
2018-10-05,6005,群益證,19.400280,1000,72.390000,72.550000,0.160000
2018-10-05,6138,茂達,70.995796,1000,100.000000,13.170000,-86.830000
2018-10-05,6161,捷波,26.823627,1000,100.000000,35.950000,-64.050000
2018-10-05,6148,驊宏資,3.905815,1000,100.000000,40.150000,-59.850000
2018-10-05,3712,永崴投控,24.800000,1000,100.000000,47.610000,-52.390000
2018-10-05,3576,聯合再生,12.133511,1000,68.750000,36.360000,-32.390000
2018-10-05,3702,大聯大,101.207632,800,100.000000,74.730000,-25.270000
2018-10-05,3562,名稱待補,3.456020,1000,70.870000,59.250000,-11.620000
2018-10-05,4568,科際精密,96.000000,800,72.970000,64.480000,-8.490000
2018-10-05,3642,名稱待補,21.746691,1000,25.720000,21.530000,-4.190000
2018-10-05,8923,時報,27.279595,1000,74.450000,70.430000,-4.020000
2018-10-05,5543,桓鼎-KY,22.892660,1000,63.770000,60.460000,-3.310000
2018-10-05,2888,名稱待補,17.041962,1000,71.060000,67.940000,-3.120000
2018-10-05,5439,高技,81.765242,1000,35.990000,32.980000,-3.010000
2018-10-05,1259,安心,94.861904,800,65.740000,63.060000,-2.680000
2018-10-05,4905,台聯電,74.336079,1000,60.980000,58.470000,-2.510000
2018-10-05,3114,好德,57.674980,1000,47.160000,44.770000,-2.390000
2018-10-05,2049,上銀,332.592210,200,63.860000,61.510000,-2.350000
2018-10-05,6533,晶心科,96.538117,800,40.300000,37.980000,-2.320000
2018-10-05,6153,嘉聯益,51.553401,1000,46.020000,43.850000,-2.170000
2018-10-05,2233,宇隆,143.042609,600,34.830000,32.680000,-2.150000
2018-10-05,8043,蜜望實,66.095102,1000,62.900000,60.760000,-2.140000
2018-10-05,9958,世紀鋼,122.782489,600,59.080000,56.940000,-2.140000
2018-10-05,5317,名稱待補,56.980339,1000,72.830000,70.910000,-1.920000
2018-10-05,4119,旭富,229.352917,400,56.360000,54.510000,-1.850000
2018-10-05,3490,單井,37.625287,1000,13.430000,11.600000,-1.830000
2018-10-05,1316,上曜,12.516320,1000,40.490000,38.760000,-1.730000
2018-10-05,6219,富旺,2.240765,1000,86.880000,85.190000,-1.690000
2018-10-05,6158,禾昌,36.679647,1000,46.550000,44.910000,-1.640000
2018-10-05,3708,上緯投控,76.143808,1000,35.020000,33.420000,-1.600000
2018-10-05,2069,運錩,28.777630,1000,71.900000,70.320000,-1.580000
2018-10-05,2478,大毅,99.817349,800,60.020000,58.490000,-1.530000
2018-10-05,6411,晶焱,106.630209,800,28.220000,26.690000,-1.530000
2018-10-05,5269,祥碩,536.528323,100,85.770000,84.270000,-1.500000
2018-10-05,6160,欣技,43.496149,1000,40.710000,39.210000,-1.500000
2018-10-05,3580,友威科,16.831516,1000,32.890000,31.450000,-1.440000
2018-10-05,2337,旺宏,19.216888,1000,41.430000,40.000000,-1.430000
2018-10-05,2426,鼎元,22.355348,1000,24.750000,23.320000,-1.430000
2018-10-05,8261,富鼎,32.134032,1000,35.080000,33.650000,-1.430000
2018-10-05,6697,東捷資訊,,100,93.470000,92.060000,-1.410000
2018-10-05,4303,信立,19.922760,1000,69.070000,67.680000,-1.390000
2018-10-05,5206,坤悅,6.510925,1000,77.490000,76.110000,-1.380000
2018-10-05,6598,ABC-KY,,100,95.210000,93.840000,-1.370000
2018-10-05,1305,華夏,39.785551,1000,66.610000,65.270000,-1.340000
2018-10-05,6125,廣運,18.754613,1000,38.120000,36.820000,-1.300000
2018-10-05,4763,材料*-KY,137.954086,600,81.960000,80.700000,-1.260000
2018-10-05,3090,日電貿,233.520474,400,32.650000,31.430000,-1.220000
2018-10-05,6182,合晶,47.939339,1000,33.290000,32.070000,-1.220000
2018-10-05,2456,名稱待補,,100,60.810000,59.630000,-1.180000
2018-10-05,6120,達運,30.209782,1000,67.990000,66.810000,-1.180000
2018-10-05,8996,高力,81.992081,1000,26.910000,25.780000,-1.130000
2018-10-05,8436,大江,787.691691,100,76.850000,75.730000,-1.120000
2018-10-05,2636,台驊控股,56.149013,1000,40.520000,39.410000,-1.110000
2018-10-05,1218,泰山,21.347279,1000,71.910000,70.800000,-1.110000
2018-10-05,3508,位速,57.890174,1000,45.230000,44.120000,-1.110000
2018-10-05,8027,鈦昇,36.022070,1000,22.770000,21.680000,-1.090000
2018-10-05,4803,名稱待補,156.413075,600,54.000000,52.910000,-1.090000
2018-10-05,4912,聯德控股-KY,259.950562,400,63.950000,62.870000,-1.080000
