scan_date,generated_at,breadth_severe_today,rule_breadth_min,rule_drawdown_max,rule_margin_max,rule_vol_min,n_qualified,n_watchlist
2026-07-22,2026-07-22 23:56:54,5,15,-25,1,1.5,0,8
