q,mean_fwd10,n,win%
0,3.039088119376745,14811,59.38829248531496
1,0.4425892864271104,14811,50.96212274660725
2,0.2077669709295293,14810,49.89196488858879
3,0.4933033567876156,14811,48.50448990615083
4,0.5392846778809636,14811,44.0888528796165
