code,name,industry,close_px,ret_pct,drawdown_20d,vol_ratio,margin_chg5,breadth_severe,ok_breadth,ok_drawdown,ok_margin,ok_volume,n_ok
6217,中探針,電子零組件業,172.5,2.071005917159763,-37.272727272727266,1.822605319033915,-8.749999999999993,5,False,True,True,True,3
2061,風青,電器電纜,53.8,5.283757338551842,-35.180722891566276,1.6991594382814401,-1.9200000000000017,5,False,True,True,True,3
3147,大綜,資訊服務業,230.0,0.6564551422319376,-33.333333333333336,1.7834313286033838,-2.950000000000001,5,False,True,True,True,3
6226,光鼎,光電業,19.1,4.371584699453557,-31.294964028776974,2.2914734509556673,-0.5,5,False,True,True,True,3
2316,楠梓電,電子零組件業,161.5,3.8585209003215493,-31.130063965884858,1.6780432597136732,-0.5999999999999988,5,False,True,True,True,3
8996,高力,電機機械,1080.0,9.867751780264488,-30.546623794212213,1.5379626531961674,-1.2300000000000004,5,False,True,True,True,3
8033,雷虎,其他,196.5,-8.177570093457941,-27.087198515769938,1.5589935115085434,-3.259999999999998,5,False,True,True,True,3
4956,光鋐,光電業,30.4,6.2937062937062915,-26.034063260340634,1.905841994102993,-4.41,5,False,True,True,True,3
